Test Case: A100SXM_aten_gelu
|   M   |   N   |  B  |    input_shape     | dtype | duration_min(us) | duration_mean(us) | duration_max(us) | theory_latency(us) |  flops   |    io    | flops_efficiency | io_efficiency |
|   1   | 5120  | N/A |    [[1, 5120]]     | bf16  |       2.87       |       2.93        |       2.97       |        2.01        | 6.66e+04 | 1.02e+04 |      0.12%       |     0.35%     |
|   2   | 5120  | N/A |    [[2, 5120]]     | bf16  |       2.97       |       2.99        |       3.02       |        2.03        | 1.33e+05 | 2.05e+04 |      0.23%       |     0.68%     |
|   4   | 5120  | N/A |    [[4, 5120]]     | bf16  |       2.92       |       2.97        |       3.02       |        2.05        | 2.66e+05 | 4.10e+04 |      0.47%       |     1.38%     |
|   8   | 5120  | N/A |    [[8, 5120]]     | bf16  |       3.12       |       3.15        |       3.17       |        2.1         | 5.32e+05 | 8.19e+04 |      0.88%       |     2.58%     |
|  16   | 5120  | N/A |    [[16, 5120]]    | bf16  |       3.23       |       3.25        |       3.28       |        2.2         | 1.06e+06 | 1.64e+05 |      1.69%       |     4.98%     |
|  32   | 5120  | N/A |    [[32, 5120]]    | bf16  |       3.48       |        3.5        |       3.53       |        2.4         | 2.13e+06 | 3.28e+05 |      3.14%       |     9.24%     |
|  64   | 5120  | N/A |    [[64, 5120]]    | bf16  |       4.04       |        4.1        |       4.15       |        2.8         | 4.26e+06 | 6.55e+05 |      5.41%       |    15.91%     |
|  128  | 5120  | N/A |   [[128, 5120]]    | bf16  |       5.02       |       5.04        |       5.07       |        3.61        | 8.52e+06 | 1.31e+06 |       8.7%       |    25.61%     |
|  256  | 5120  | N/A |   [[256, 5120]]    | bf16  |       6.81       |       6.86        |       6.91       |        5.21        | 1.70e+07 | 2.62e+06 |      12.83%      |    37.76%     |
|  512  | 5120  | N/A |   [[512, 5120]]    | bf16  |      10.44       |       10.5        |      10.55       |        8.43        | 3.41e+07 | 5.24e+06 |      16.74%      |    49.26%     |
| 1024  | 5120  | N/A |   [[1024, 5120]]   | bf16  |       19.2       |       19.26       |       19.3       |       14.86        | 6.82e+07 | 1.05e+07 |      18.2%       |    53.57%     |
| 2048  | 5120  | N/A |   [[2048, 5120]]   | bf16  |      39.12       |       39.2        |      39.27       |       27.71        | 1.36e+08 | 2.10e+07 |      17.87%      |    52.58%     |
| 4096  | 5120  | N/A |   [[4096, 5120]]   | bf16  |      74.09       |       74.11       |      74.14       |       53.43        | 2.73e+08 | 4.19e+07 |      18.87%      |    55.53%     |
| 8192  | 5120  | N/A |   [[8192, 5120]]   | bf16  |      143.77      |      143.83       |      143.87      |       104.85       | 5.45e+08 | 8.39e+07 |      19.45%      |    57.23%     |
| 16384 | 5120  | N/A |  [[16384, 5120]]   | bf16  |      282.57      |       282.6       |      282.62      |       207.7        | 1.09e+09 | 1.68e+08 |      19.79%      |    58.24%     |
| 32768 | 5120  | N/A |  [[32768, 5120]]   | bf16  |      561.46      |      561.56       |      561.66      |       413.41       | 2.18e+09 | 3.36e+08 |      19.92%      |    58.62%     |
|   1   | 6144  | N/A |    [[1, 6144]]     | bf16  |       2.92       |       2.94        |       2.97       |        2.02        | 7.99e+04 | 1.23e+04 |      0.14%       |     0.41%     |
|   2   | 6144  | N/A |    [[2, 6144]]     | bf16  |       2.97       |       2.99        |       3.02       |        2.03        | 1.60e+05 | 2.46e+04 |      0.28%       |     0.81%     |
|   4   | 6144  | N/A |    [[4, 6144]]     | bf16  |       2.97       |        3.0        |       3.02       |        2.06        | 3.19e+05 | 4.92e+04 |      0.55%       |     1.62%     |
|   8   | 6144  | N/A |    [[8, 6144]]     | bf16  |       3.12       |       3.18        |       3.23       |        2.12        | 6.39e+05 | 9.83e+04 |      1.05%       |     3.09%     |
|  16   | 6144  | N/A |    [[16, 6144]]    | bf16  |       3.28       |       3.33        |       3.38       |        2.24        | 1.28e+06 | 1.97e+05 |       2.0%       |     5.88%     |
|  32   | 6144  | N/A |    [[32, 6144]]    | bf16  |       3.64       |       3.69        |       3.74       |        2.48        | 2.56e+06 | 3.93e+05 |       3.6%       |     10.6%     |
|  64   | 6144  | N/A |    [[64, 6144]]    | bf16  |       4.35       |       4.37        |       4.4        |        2.96        | 5.11e+06 | 7.86e+05 |      6.03%       |    17.73%     |
|  128  | 6144  | N/A |   [[128, 6144]]    | bf16  |       5.58       |        5.6        |       5.63       |        3.93        | 1.02e+07 | 1.57e+06 |       9.4%       |    27.65%     |
|  256  | 6144  | N/A |   [[256, 6144]]    | bf16  |       7.63       |       7.68        |       7.73       |        5.86        | 2.04e+07 | 3.15e+06 |      13.74%      |    40.44%     |
