Test Case: A100SXM_apex_fused_layer_norm_cuda.rms_forward
|   M   |   N   |  _val   | _val(1) |   input_shape    | dtype | duration_min(us) | duration_mean(us) | duration_max(us) | theory_latency(us) | flops_1D | flops_SFU |    io    | flops_efficiency_1D | flops_efficiency_SFU | io_efficiency |
|  64   | 8192  | [8192]  | 0.0001  |   [[64, 8192]]   | bf16  |       9.98       |       10.03       |      10.09       |        3.29        | 4.19e+06 | 5.24e+05  | 1.05e+06 |        2.16%        |        2.16%         |    10.31%     |
|  128  | 8192  | [8192]  | 0.0001  |  [[128, 8192]]   | bf16  |      10.34       |       10.37       |      10.39       |        4.57        | 8.39e+06 | 1.05e+06  | 2.10e+06 |        4.16%        |        4.16%         |    19.89%     |
|  256  | 8192  | [8192]  | 0.0001  |  [[256, 8192]]   | bf16  |      10.85       |       10.91       |      10.96       |        7.14        | 1.68e+07 | 2.10e+06  | 4.19e+06 |        7.93%        |        7.93%         |    37.92%     |
|  512  | 8192  | [8192]  | 0.0001  |  [[512, 8192]]   | bf16  |      17.72       |       17.78       |      17.82       |       12.29        | 3.36e+07 | 4.19e+06  | 8.39e+06 |        9.71%        |        9.71%         |    46.43%     |
| 1024  | 8192  | [8192]  | 0.0001  |  [[1024, 8192]]  | bf16  |      50.94       |       51.17       |       51.4       |       22.57        | 6.71e+07 | 8.39e+06  | 1.68e+07 |        6.76%        |        6.76%         |    32.31%     |
| 2048  | 8192  | [8192]  | 0.0001  |  [[2048, 8192]]  | bf16  |      107.53      |      114.83       |      119.5       |       43.14        | 1.34e+08 | 1.68e+07  | 3.36e+07 |        6.4%         |         6.4%         |    30.61%     |
| 4096  | 8192  | [8192]  | 0.0001  |  [[4096, 8192]]  | bf16  |      222.46      |      222.63       |      222.77      |       84.28        | 2.68e+08 | 3.36e+07  | 6.71e+07 |        6.19%        |        6.19%         |    29.59%     |
| 8192  | 8192  | [8192]  | 0.0001  |  [[8192, 8192]]  | bf16  |      410.01      |      410.35       |      410.68      |       166.56       | 5.37e+08 | 6.71e+07  | 1.34e+08 |        6.71%        |        6.71%         |    32.11%     |
| 16384 | 8192  | [8192]  | 0.0001  | [[16384, 8192]]  | bf16  |      785.87      |       786.3       |      786.74      |       331.13       | 1.07e+09 | 1.34e+08  | 2.68e+08 |        7.01%        |        7.01%         |     33.5%     |
| 32768 | 8192  | [8192]  | 0.0001  | [[32768, 8192]]  | bf16  |     1345.23      |      1424.5       |     1533.49      |       660.25       | 2.15e+09 | 2.68e+08  | 5.37e+08 |        8.19%        |        8.19%         |    39.15%     |
| 65536 | 8192  | [8192]  | 0.0001  | [[65536, 8192]]  | bf16  |     2637.06      |      2672.18      |     2716.93      |      1318.51       | 4.29e+09 | 5.37e+08  | 1.07e+09 |        8.35%        |        8.35%         |    39.94%     |
|   1   | 13824 | [13824] | 0.0001  |   [[1, 13824]]   | bf16  |      14.39       |       14.44       |      14.49       |        2.03        | 1.11e+05 | 1.38e+04  | 2.76e+04 |        0.04%        |        0.04%         |     0.19%     |
|   2   | 13824 | [13824] | 0.0001  |   [[2, 13824]]   | bf16  |      14.44       |       14.47       |      14.49       |        2.07        | 2.21e+05 | 2.76e+04  | 5.53e+04 |        0.08%        |        0.08%         |     0.38%     |
|   4   | 13824 | [13824] | 0.0001  |   [[4, 13824]]   | bf16  |      14.59       |       14.64       |      14.69       |        2.14        | 4.42e+05 | 5.53e+04  | 1.11e+05 |        0.16%        |        0.16%         |     0.74%     |
|   8   | 13824 | [13824] | 0.0001  |   [[8, 13824]]   | bf16  |      14.75       |       14.8        |      14.85       |        2.27        | 8.85e+05 | 1.11e+05  | 2.21e+05 |        0.31%        |        0.31%         |     1.47%     |
|  16   | 13824 | [13824] | 0.0001  |  [[16, 13824]]   | bf16  |      14.95       |       15.0        |      15.05       |        2.54        | 1.77e+06 | 2.21e+05  | 4.42e+05 |        0.61%        |        0.61%         |     2.9%      |
|  32   | 13824 | [13824] | 0.0001  |  [[32, 13824]]   | bf16  |      14.85       |       14.88       |       14.9       |        3.08        | 3.54e+06 | 4.42e+05  | 8.85e+05 |        1.22%        |        1.22%         |     5.84%     |
|  64   | 13824 | [13824] | 0.0001  |  [[64, 13824]]   | bf16  |       15.0       |       15.02       |      15.05       |        4.17        | 7.08e+06 | 8.85e+05  | 1.77e+06 |        2.42%        |        2.42%         |    11.57%     |
|  128  | 13824 | [13824] | 0.0001  |  [[128, 13824]]  | bf16  |      15.36       |       15.41       |      15.46       |        6.34        | 1.42e+07 | 1.77e+06  | 3.54e+06 |        4.73%        |        4.73%         |     22.6%     |
|  256  | 13824 | [13824] | 0.0001  |  [[256, 13824]]  | bf16  |      19.15       |       19.2        |      19.25       |       10.68        | 2.83e+07 | 3.54e+06  | 7.08e+06 |        7.58%        |        7.58%         |    36.25%     |
|  512  | 13824 | [13824] | 0.0001  |  [[512, 13824]]  | bf16  |      46.23       |       46.71       |      47.26       |       19.36        | 5.66e+07 | 7.08e+06  | 1.42e+07 |        6.28%        |        6.28%         |    30.03%     |
| 1024  | 13824 | [13824] | 0.0001  | [[1024, 13824]]  | bf16  |      109.82      |       109.9       |      109.98      |       36.71        | 1.13e+08 | 1.42e+07  | 2.83e+07 |        5.29%        |        5.29%         |    25.29%     |
| 2048  | 13824 | [13824] | 0.0001  | [[2048, 13824]]  | bf16  |      234.75      |      235.08       |      235.37      |       71.43        | 2.26e+08 | 2.83e+07  | 5.66e+07 |        4.95%        |        4.95%         |    23.66%     |
| 4096  | 13824 | [13824] | 0.0001  | [[4096, 13824]]  | bf16  |      416.46      |      416.88       |      417.28      |       140.85       | 4.53e+08 | 5.66e+07  | 1.13e+08 |        5.58%        |        5.58%         |    26.67%     |
| 8192  | 13824 | [13824] | 0.0001  | [[8192, 13824]]  | bf16  |      818.38      |      818.71       |      819.05      |       279.7        | 9.06e+08 | 1.13e+08  | 2.26e+08 |        5.68%        |        5.68%         |    27.15%     |
| 16384 | 13824 | [13824] | 0.0001  | [[16384, 13824]] | bf16  |     1423.67      |      1506.36      |     1582.13      |       557.4        | 1.81e+09 | 2.26e+08  | 4.53e+08 |        6.53%        |        6.53%         |    31.21%     |
| 32768 | 13824 | [13824] | 0.0001  | [[32768, 13824]] | bf16  |     2776.37      |      2777.67      |     2779.49      |       1112.8       | 3.62e+09 | 4.53e+08  | 9.06e+08 |        6.69%        |        6.69%         |    32.01%     |
| 65536 | 13824 | [13824] | 0.0001  | [[65536, 13824]] | bf16  |     5482.09      |      5483.92      |     5485.21      |       2223.6       | 7.25e+09 | 9.06e+08  | 1.81e+09 |        6.78%        |        6.78%         |    32.42%     |
|   1   | 16384 | [16384] | 0.0001  |   [[1, 16384]]   | bf16  |      16.64       |       16.67       |      16.69       |        2.04        | 1.31e+05 | 1.64e+04  | 3.28e+04 |        0.04%        |        0.04%         |     0.19%     |
|   2   | 16384 | [16384] | 0.0001  |   [[2, 16384]]   | bf16  |      16.64       |       16.69       |      16.74       |        2.08        | 2.62e+05 | 3.28e+04  | 6.55e+04 |        0.08%        |        0.08%         |     0.39%     |
|   4   | 16384 | [16384] | 0.0001  |   [[4, 16384]]   | bf16  |      16.74       |       16.77       |      16.79       |        2.16        | 5.24e+05 | 6.55e+04  | 1.31e+05 |        0.16%        |        0.16%         |     0.77%     |
|   8   | 16384 | [16384] | 0.0001  |   [[8, 16384]]   | bf16  |       17.0       |       17.02       |      17.05       |        2.32        | 1.05e+06 | 1.31e+05  | 2.62e+05 |        0.32%        |        0.32%         |     1.51%     |
|  16   | 16384 | [16384] | 0.0001  |  [[16, 16384]]   | bf16  |       17.2       |       17.23       |      17.25       |        2.64        | 2.10e+06 | 2.62e+05  | 5.24e+05 |        0.63%        |        0.63%         |     2.99%     |
|  32   | 16384 | [16384] | 0.0001  |  [[32, 16384]]   | bf16  |      17.15       |       17.21       |      17.25       |        3.29        | 4.19e+06 | 5.24e+05  | 1.05e+06 |        1.25%        |        1.25%         |     6.0%      |
|  64   | 16384 | [16384] | 0.0001  |  [[64, 16384]]   | bf16  |      17.15       |       17.17       |       17.2       |        4.57        | 8.39e+06 | 1.05e+06  | 2.10e+06 |        2.51%        |        2.51%         |    11.99%     |
|  128  | 16384 | [16384] | 0.0001  |  [[128, 16384]]  | bf16  |      17.82       |       17.86       |      17.92       |        7.14        | 1.68e+07 | 2.10e+06  | 4.19e+06 |        4.83%        |        4.83%         |    23.09%     |
|  256  | 16384 | [16384] | 0.0001  |  [[256, 16384]]  | bf16  |      23.86       |       23.99       |      24.12       |       12.29        | 3.36e+07 | 4.19e+06  | 8.39e+06 |        7.21%        |        7.21%         |    34.49%     |
|  512  | 16384 | [16384] | 0.0001  |  [[512, 16384]]  | bf16  |      76.29       |       76.78       |      77.36       |       22.57        | 6.71e+07 | 8.39e+06  | 1.68e+07 |        4.51%        |        4.51%         |    21.57%     |
| 1024  | 16384 | [16384] | 0.0001  | [[1024, 16384]]  | bf16  |      130.66      |      130.94       |      131.17      |       43.14        | 1.34e+08 | 1.68e+07  | 3.36e+07 |        5.27%        |        5.27%         |    25.19%     |
| 2048  | 16384 | [16384] | 0.0001  | [[2048, 16384]]  | bf16  |      279.4       |      279.59       |      279.76      |       84.28        | 2.68e+08 | 3.36e+07  | 6.71e+07 |        4.93%        |        4.93%         |    23.56%     |
| 4096  | 16384 | [16384] | 0.0001  | [[4096, 16384]]  | bf16  |      493.26      |      493.78       |      494.44      |       166.56       | 5.37e+08 | 6.71e+07  | 1.34e+08 |        5.58%        |        5.58%         |    26.69%     |
| 8192  | 16384 | [16384] | 0.0001  | [[8192, 16384]]  | bf16  |      882.43      |      939.34       |      978.43      |       331.13       | 1.07e+09 | 1.34e+08  | 2.68e+08 |        6.24%        |        6.24%         |    29.84%     |
| 16384 | 16384 | [16384] | 0.0001  | [[16384, 16384]] | bf16  |     1693.49      |      1784.54      |     1882.21      |       660.25       | 2.15e+09 | 2.68e+08  | 5.37e+08 |        6.5%         |         6.5%         |     31.1%     |
| 32768 | 16384 | [16384] | 0.0001  | [[32768, 16384]] | bf16  |     3316.07      |      3395.51      |     3523.43      |      1318.51       | 4.29e+09 | 5.37e+08  | 1.07e+09 |        6.64%        |        6.64%         |    31.76%     |
| 65536 | 16384 | [16384] | 0.0001  | [[65536, 16384]] | bf16  |     6559.33      |      6560.68      |     6561.69      |      2635.01       | 8.59e+09 | 1.07e+09  | 2.15e+09 |        6.72%        |        6.72%         |    32.11%     |
|   1   | 18432 | [18432] | 0.0001  |   [[1, 18432]]   | bf16  |      18.28       |       18.33       |      18.38       |        2.05        | 1.47e+05 | 1.84e+04  | 3.69e+04 |        0.04%        |        0.04%         |     0.2%      |
|   2   | 18432 | [18432] | 0.0001  |   [[2, 18432]]   | bf16  |      18.38       |       18.4        |      18.43       |        2.09        | 2.95e+05 | 3.69e+04  | 7.37e+04 |        0.08%        |        0.08%         |     0.39%     |
|   4   | 18432 | [18432] | 0.0001  |   [[4, 18432]]   | bf16  |      18.48       |       18.54       |      18.59       |        2.18        | 5.90e+05 | 7.37e+04  | 1.47e+05 |        0.16%        |        0.16%         |     0.78%     |
|   8   | 18432 | [18432] | 0.0001  |   [[8, 18432]]   | bf16  |      18.74       |       18.74       |      18.74       |        2.36        | 1.18e+06 | 1.47e+05  | 2.95e+05 |        0.32%        |        0.32%         |     1.54%     |
|  16   | 18432 | [18432] | 0.0001  |  [[16, 18432]]   | bf16  |      19.05       |       19.1        |      19.15       |        2.72        | 2.36e+06 | 2.95e+05  | 5.90e+05 |        0.64%        |        0.64%         |     3.04%     |
|  32   | 18432 | [18432] | 0.0001  |  [[32, 18432]]   | bf16  |       19.0       |       19.02       |      19.05       |        3.45        | 4.72e+06 | 5.90e+05  | 1.18e+06 |        1.27%        |        1.27%         |     6.09%     |
|  64   | 18432 | [18432] | 0.0001  |  [[64, 18432]]   | bf16  |       19.0       |       19.02       |      19.05       |        4.89        | 9.44e+06 | 1.18e+06  | 2.36e+06 |        2.55%        |        2.55%         |    12.18%     |
|  128  | 18432 | [18432] | 0.0001  |  [[128, 18432]]  | bf16  |      20.84       |       20.87       |      20.89       |        7.79        | 1.89e+07 | 2.36e+06  | 4.72e+06 |        4.64%        |        4.64%         |    22.21%     |
|  256  | 18432 | [18432] | 0.0001  |  [[256, 18432]]  | bf16  |       32.1       |       32.19       |      32.26       |       13.57        | 3.77e+07 | 4.72e+06  | 9.44e+06 |        6.03%        |        6.03%         |    28.84%     |
|  512  | 18432 | [18432] | 0.0001  |  [[512, 18432]]  | bf16  |      104.5       |      104.73       |      104.96      |       25.14        | 7.55e+07 | 9.44e+06  | 1.89e+07 |        3.7%         |         3.7%         |    17.72%     |
| 1024  | 18432 | [18432] | 0.0001  | [[1024, 18432]]  | bf16  |      146.43      |      146.62       |      146.79      |       48.28        | 1.51e+08 | 1.89e+07  | 3.77e+07 |        5.29%        |        5.29%         |    25.29%     |
| 2048  | 18432 | [18432] | 0.0001  | [[2048, 18432]]  | bf16  |      316.36      |      316.65       |      316.93      |       94.57        | 3.02e+08 | 3.77e+07  | 7.55e+07 |        4.9%         |         4.9%         |    23.41%     |
| 4096  | 18432 | [18432] | 0.0001  | [[4096, 18432]]  | bf16  |      564.48      |      565.42       |      566.32      |       187.13       | 6.04e+08 | 7.55e+07  | 1.51e+08 |        5.49%        |        5.49%         |    26.24%     |
| 8192  | 18432 | [18432] | 0.0001  | [[8192, 18432]]  | bf16  |      999.78      |      1057.15      |     1108.02      |       372.27       | 1.21e+09 | 1.51e+08  | 3.02e+08 |        6.2%         |         6.2%         |    29.63%     |
| 16384 | 18432 | [18432] | 0.0001  | [[16384, 18432]] | bf16  |     1919.33      |      1920.93      |     1922.76      |       742.53       | 2.42e+09 | 3.02e+08  | 6.04e+08 |        6.46%        |        6.46%         |    30.87%     |
| 32768 | 18432 | [18432] | 0.0001  | [[32768, 18432]] | bf16  |     3761.77      |      3763.38      |     3765.81      |      1483.07       | 4.83e+09 | 6.04e+08  | 1.21e+09 |        6.59%        |        6.59%         |     31.5%     |
| 65536 | 18432 | [18432] | 0.0001  | [[65536, 18432]] | bf16  |     7443.51      |      7446.25      |     7448.52      |      2964.14       | 9.66e+09 | 1.21e+09  | 2.42e+09 |        6.66%        |        6.66%         |    31.84%     |
|   1   | 27648 | [27648] | 0.0001  |   [[1, 27648]]   | bf16  |      26.11       |       26.17       |      26.21       |        2.07        | 2.21e+05 | 2.76e+04  | 5.53e+04 |        0.04%        |        0.04%         |     0.21%     |
|   2   | 27648 | [27648] | 0.0001  |   [[2, 27648]]   | bf16  |      26.27       |       26.29       |      26.32       |        2.14        | 4.42e+05 | 5.53e+04  | 1.11e+05 |        0.09%        |        0.09%         |     0.41%     |
|   4   | 27648 | [27648] | 0.0001  |   [[4, 27648]]   | bf16  |      26.52       |       26.55       |      26.57       |        2.27        | 8.85e+05 | 1.11e+05  | 2.21e+05 |        0.17%        |        0.17%         |     0.82%     |
|   8   | 27648 | [27648] | 0.0001  |   [[8, 27648]]   | bf16  |      26.83       |       26.86       |      26.88       |        2.54        | 1.77e+06 | 2.21e+05  | 4.42e+05 |        0.34%        |        0.34%         |     1.62%     |
|  16   | 27648 | [27648] | 0.0001  |  [[16, 27648]]   | bf16  |      27.44       |       27.5        |      27.55       |        3.08        | 3.54e+06 | 4.42e+05  | 8.85e+05 |        0.66%        |        0.66%         |     3.16%     |
|  32   | 27648 | [27648] | 0.0001  |  [[32, 27648]]   | bf16  |      27.03       |       27.08       |      27.14       |        4.17        | 7.08e+06 | 8.85e+05  | 1.77e+06 |        1.34%        |        1.34%         |     6.42%     |
|  64   | 27648 | [27648] | 0.0001  |  [[64, 27648]]   | bf16  |      27.03       |       27.06       |      27.08       |        6.34        | 1.42e+07 | 1.77e+06  | 3.54e+06 |        2.69%        |        2.69%         |    12.84%     |
|  128  | 27648 | [27648] | 0.0001  |  [[128, 27648]]  | bf16  |      44.03       |       44.15       |      44.24       |       10.68        | 2.83e+07 | 3.54e+06  | 7.08e+06 |        3.3%         |         3.3%         |    15.77%     |
|  256  | 27648 | [27648] | 0.0001  |  [[256, 27648]]  | bf16  |      83.61       |       84.55       |       85.4       |       19.36        | 5.66e+07 | 7.08e+06  | 1.42e+07 |        3.47%        |        3.47%         |    16.61%     |
|  512  | 27648 | [27648] | 0.0001  |  [[512, 27648]]  | bf16  |      174.34      |      174.54       |      174.75      |       36.71        | 1.13e+08 | 1.42e+07  | 2.83e+07 |        3.33%        |        3.33%         |    15.93%     |
| 1024  | 27648 | [27648] | 0.0001  | [[1024, 27648]]  | bf16  |      243.15      |      243.34       |      243.51      |       71.43        | 2.26e+08 | 2.83e+07  | 5.66e+07 |        4.78%        |        4.78%         |    22.84%     |
| 2048  | 27648 | [27648] | 0.0001  | [[2048, 27648]]  | bf16  |      449.59      |      462.68       |      470.84      |       140.85       | 4.53e+08 | 5.66e+07  | 1.13e+08 |        5.17%        |        5.17%         |    24.71%     |
| 4096  | 27648 | [27648] | 0.0001  | [[4096, 27648]]  | bf16  |      883.97      |      884.78       |      885.5       |       279.7        | 9.06e+08 | 1.13e+08  | 2.26e+08 |        5.26%        |        5.26%         |    25.13%     |
| 8192  | 27648 | [27648] | 0.0001  | [[8192, 27648]]  | bf16  |     1491.97      |      1582.24      |      1659.8      |       557.4        | 1.81e+09 | 2.26e+08  | 4.53e+08 |        6.23%        |        6.23%         |    29.78%     |
| 16384 | 27648 | [27648] | 0.0001  | [[16384, 27648]] | bf16  |     2874.16      |      2997.72      |     3195.03      |       1112.8       | 3.62e+09 | 4.53e+08  | 9.06e+08 |        6.47%        |        6.47%         |    30.92%     |
| 32768 | 27648 | [27648] | 0.0001  | [[32768, 27648]] | bf16  |      5661.7      |      5661.98      |     5662.26      |       2223.6       | 7.25e+09 | 9.06e+08  | 1.81e+09 |        6.56%        |        6.56%         |    31.39%     |
| 65536 | 27648 | [27648] | 0.0001  | [[65536, 27648]] | bf16  |     11237.53     |     11240.85      |     11243.52     |      4445.21       | 1.45e+10 | 1.81e+09  | 3.62e+09 |        6.61%        |        6.61%         |    31.63%     |
|   1   | 53248 | [53248] | 0.0001  |   [[1, 53248]]   | bf16  |      69.22       |       69.49       |      69.84       |        2.13        | 4.26e+05 | 5.32e+04  | 1.06e+05 |        0.03%        |        0.03%         |     0.15%     |
|   2   | 53248 | [53248] | 0.0001  |   [[2, 53248]]   | bf16  |       70.3       |       70.4        |       70.5       |        2.26        | 8.52e+05 | 1.06e+05  | 2.13e+05 |        0.06%        |        0.06%         |     0.3%      |
|   4   | 53248 | [53248] | 0.0001  |   [[4, 53248]]   | bf16  |       70.6       |       70.8        |      71.01       |        2.52        | 1.70e+06 | 2.13e+05  | 4.26e+05 |        0.12%        |        0.12%         |     0.59%     |
|   8   | 53248 | [53248] | 0.0001  |   [[8, 53248]]   | bf16  |      71.01       |       71.2        |      71.37       |        3.04        | 3.41e+06 | 4.26e+05  | 8.52e+05 |        0.25%        |        0.25%         |     1.18%     |
|  16   | 53248 | [53248] | 0.0001  |  [[16, 53248]]   | bf16  |      75.32       |       75.46       |      75.62       |        4.09        | 6.82e+06 | 8.52e+05  | 1.70e+06 |        0.46%        |        0.46%         |     2.22%     |
|  32   | 53248 | [53248] | 0.0001  |  [[32, 53248]]   | bf16  |      74.65       |       74.72       |       74.8       |        6.18        | 1.36e+07 | 1.70e+06  | 3.41e+06 |        0.94%        |        0.94%         |     4.48%     |
|  64   | 53248 | [53248] | 0.0001  |  [[64, 53248]]   | bf16  |       74.6       |       74.66       |       74.7       |       10.36        | 2.73e+07 | 3.41e+06  | 6.82e+06 |        1.87%        |        1.87%         |     8.96%     |
|  128  | 53248 | [53248] | 0.0001  |  [[128, 53248]]  | bf16  |      132.04      |      132.42       |      132.81      |       18.71        | 5.45e+07 | 6.82e+06  | 1.36e+07 |        2.12%        |        2.12%         |    10.13%     |
|  256  | 53248 | [53248] | 0.0001  |  [[256, 53248]]  | bf16  |      294.55      |       294.7       |      294.86      |       35.43        | 1.09e+08 | 1.36e+07  | 2.73e+07 |        1.9%         |         1.9%         |     9.08%     |
|  512  | 53248 | [53248] | 0.0001  |  [[512, 53248]]  | bf16  |      390.71      |      390.99       |      391.22      |       68.85        | 2.18e+08 | 2.73e+07  | 5.45e+07 |        2.86%        |        2.86%         |    13.69%     |
| 1024  | 53248 | [53248] | 0.0001  | [[1024, 53248]]  | bf16  |      440.47      |      440.99       |      441.5       |       135.71       | 4.36e+08 | 5.45e+07  | 1.09e+08 |        5.08%        |        5.08%         |    24.28%     |
| 2048  | 53248 | [53248] | 0.0001  | [[2048, 53248]]  | bf16  |      900.86      |      901.32       |      901.79      |       269.42       | 8.72e+08 | 1.09e+08  | 2.18e+08 |        4.97%        |        4.97%         |    23.75%     |
| 4096  | 53248 | [53248] | 0.0001  | [[4096, 53248]]  | bf16  |     1552.13      |      1645.12      |     1736.91      |       536.83       | 1.74e+09 | 2.18e+08  | 4.36e+08 |        5.76%        |        5.76%         |    27.57%     |
| 8192  | 53248 | [53248] | 0.0001  | [[8192, 53248]]  | bf16  |     2873.55      |      2875.67      |     2878.36      |      1071.66       | 3.49e+09 | 4.36e+08  | 8.72e+08 |        6.23%        |        6.23%         |    29.78%     |
| 16384 | 53248 | [53248] | 0.0001  | [[16384, 53248]] | bf16  |     5566.16      |      5568.74      |     5570.66      |      2141.32       | 6.98e+09 | 8.72e+08  | 1.74e+09 |        6.43%        |        6.43%         |    30.75%     |
| 32768 | 53248 | [53248] | 0.0001  | [[32768, 53248]] | bf16  |     11023.72     |     11025.65      |     11027.3      |      4280.64       | 1.40e+10 | 1.74e+09  | 3.49e+09 |        6.49%        |        6.49%         |    31.05%     |
