test case : A100SXM_flash_attn::flash_attn.flash_attn_func
|    B     |    C     |    D     |    De    |   Drop    |   MQKV   |   NHK    |   NHQ    |     S     |  causal  |  deterministic  |  dropout_p  |  softmax_scale  |   window_size   |                            input_shape                            | dtype  | duration_min(us) | duration_mean(us) | duration_max(us) | latency_value(us) |    2D_flops    |  activation  |   params   |     flops_1D     |              flops_2D              |    flops_SFU     |  flops_efficient_1D  |  flops_efficient_2D  |  flops_efficient_SFU  |     io     | io_efficient |
|   128    |   True   |   192    |   True   |    0.0    |  32768   |    32    |    32    |   0.01    |   True   |      True       |     0.0     |      0.01       |    [-1, -1]     |  [[4, 32768, 32, 192], [4, 32768, 32, 192], [4, 32768, 32, 192]]  |  bf16  |    265738.25     |     267084.84     |    267920.28     |     105724.27     |    1.06e+14    |   2.52e+07   |  0.00e+00  |  [962072674304]  |  [52776558133248, 52776558133248]  |  [137438953472]  |       3.34e-01       |       1.43e+00       |       3.82e-01        |  8.05e+09  |    2.97%     |
|    32    |   True   |   192    |   True   |    0.0    |  65536   |    32    |    32    |   0.01    |   True   |      True       |     0.0     |      0.01       |    [-1, -1]     |  [[1, 65536, 32, 192], [1, 65536, 32, 192], [1, 65536, 32, 192]]  |  bf16  |    276646.16     |     278823.91     |    279847.50     |     105724.27     |    1.06e+14    |   1.26e+07   |  0.00e+00  |  [962072674304]  |  [52776558133248, 52776558133248]  |  [137438953472]  |       3.21e-01       |       1.38e+00       |       3.67e-01        |  4.03e+09  |    1.43%     |
|    8     |  False   |   128    |   True   |    0.0    |   2048   |    8     |    8     |   0.01    |  False   |      True       |     0.0     |      0.01       |    [-1, -1]     |     [[1, 2048, 8, 128], [1, 2048, 8, 128], [1, 2048, 8, 128]]     |  bf16  |      129.59      |      129.65       |      129.69      |     211446.54     |    1.72e+10    |   2.62e+05   |  0.00e+00  |   [234881024]    |      [8589934592, 8589934592]      |    [33554432]    |       1.67e-01       |       4.78e-01       |       1.91e-01        |  2.10e+07  |    15.87%    |
|    16    |  False   |   128    |   True   |    0.0    |   2048   |    8     |    8     |   0.01    |  False   |      True       |     0.0     |      0.01       |    [-1, -1]     |     [[2, 2048, 8, 128], [2, 2048, 8, 128], [2, 2048, 8, 128]]     |  bf16  |      197.07      |      197.17       |      197.27      |     422891.09     |    3.44e+10    |   5.24e+05   |  0.00e+00  |   [469762048]    |     [17179869184, 17179869184]     |    [67108864]    |       2.20e-01       |       6.29e-01       |       2.51e-01        |  4.19e+07  |    20.88%    |
|    32    |  False   |   128    |   True   |    0.0    |   2048   |    8     |    8     |   0.01    |  False   |      True       |     0.0     |      0.01       |    [-1, -1]     |     [[4, 2048, 8, 128], [4, 2048, 8, 128], [4, 2048, 8, 128]]     |  bf16  |      318.52      |      319.09       |      321.02      |     422891.09     |    6.87e+10    |   1.05e+06   |  0.00e+00  |   [939524096]    |     [34359738368, 34359738368]     |   [134217728]    |       2.72e-01       |       7.78e-01       |       3.11e-01        |  8.39e+07  |    25.83%    |
|    8     |  False   |   128    |   True   |    0.0    |   4096   |    8     |    8     |   0.01    |  False   |      True       |     0.0     |      0.01       |    [-1, -1]     |     [[1, 4096, 8, 128], [1, 4096, 8, 128], [1, 4096, 8, 128]]     |  bf16  |      380.67      |      380.82       |      380.93      |      105.24       |    6.87e+10    |   5.24e+05   |  0.00e+00  |   [939524096]    |     [34359738368, 34359738368]     |   [134217728]    |       2.28e-01       |       6.51e-01       |       2.60e-01        |  4.19e+07  |    10.81%    |
|    16    |  False   |   128    |   True   |    0.0    |   4096   |    8     |    8     |   0.01    |  False   |      True       |     0.0     |      0.01       |    [-1, -1]     |     [[2, 4096, 8, 128], [2, 4096, 8, 128], [2, 4096, 8, 128]]     |  bf16  |      617.88      |      624.52       |      634.93      |      208.49       |    1.37e+11    |   1.05e+06   |  0.00e+00  |   [1879048192]   |     [68719476736, 68719476736]     |   [268435456]    |       2.81e-01       |       8.02e-01       |       3.21e-01        |  8.39e+07  |    13.32%    |
|    32    |  False   |   128    |   True   |    0.0    |   4096   |    8     |    8     |   0.01    |  False   |      True       |     0.0     |      0.01       |    [-1, -1]     |     [[4, 4096, 8, 128], [4, 4096, 8, 128], [4, 4096, 8, 128]]     |  bf16  |     1246.41      |      1419.66      |     1469.54      |      414.98       |    2.75e+11    |   2.10e+06   |  0.00e+00  |   [3758096384]   |    [137438953472, 137438953472]    |   [536870912]    |       2.78e-01       |       7.95e-01       |       3.18e-01        |  1.68e+08  |    13.20%    |
|    8     |  False   |   128    |   True   |    0.0    |   8192   |    8     |    8     |   0.01    |  False   |      True       |     0.0     |      0.01       |    [-1, -1]     |     [[1, 8192, 8, 128], [1, 8192, 8, 128], [1, 8192, 8, 128]]     |  bf16  |     1220.82      |      1236.72      |     1244.16      |      414.98       |    2.75e+11    |   1.05e+06   |  0.00e+00  |   [3758096384]   |    [137438953472, 137438953472]    |   [536870912]    |       2.84e-01       |       8.12e-01       |       3.25e-01        |  8.39e+07  |    6.74%     |
|    16    |  False   |   128    |   True   |    0.0    |   8192   |    8     |    8     |   0.01    |  False   |      True       |     0.0     |      0.01       |    [-1, -1]     |     [[2, 8192, 8, 128], [2, 8192, 8, 128], [2, 8192, 8, 128]]     |  bf16  |     2435.99      |      2566.31      |     3066.68      |      827.96       |    5.50e+11    |   2.10e+06   |  0.00e+00  |   [7516192768]   |    [274877906944, 274877906944]    |   [1073741824]   |       2.85e-01       |       8.14e-01       |       3.26e-01        |  1.68e+08  |    6.76%     |
|    32    |  False   |   128    |   True   |    0.0    |   8192   |    8     |    8     |   0.01    |  False   |      True       |     0.0     |      0.01       |    [-1, -1]     |     [[4, 8192, 8, 128], [4, 8192, 8, 128], [4, 8192, 8, 128]]     |  bf16  |     4738.97      |      4748.98      |     4758.02      |      1653.91      |    1.10e+12    |   4.19e+06   |  0.00e+00  |  [15032385536]   |    [549755813888, 549755813888]    |   [2147483648]   |       2.93e-01       |       8.37e-01       |       3.35e-01        |  3.36e+08  |    6.95%     |
|    8     |  False   |   128    |   True   |    0.0    |  16384   |    8     |    8     |   0.01    |  False   |      True       |     0.0     |      0.01       |    [-1, -1]     |   [[1, 16384, 8, 128], [1, 16384, 8, 128], [1, 16384, 8, 128]]    |  bf16  |     4905.83      |      4943.64      |     4991.28      |      1653.91      |    1.10e+12    |   2.10e+06   |  0.00e+00  |  [15032385536]   |    [549755813888, 549755813888]    |   [2147483648]   |       2.83e-01       |       8.08e-01       |       3.23e-01        |  1.68e+08  |    3.35%     |
|    16    |  False   |   128    |   True   |    0.0    |  16384   |    8     |    8     |   0.01    |  False   |      True       |     0.0     |      0.01       |    [-1, -1]     |   [[2, 16384, 8, 128], [2, 16384, 8, 128], [2, 16384, 8, 128]]    |  bf16  |     9345.43      |      9438.11      |     9463.86      |      3305.82      |    2.20e+12    |   4.19e+06   |  0.00e+00  |  [30064771072]   |   [1099511627776, 1099511627776]   |   [4294967296]   |       2.97e-01       |       8.48e-01       |       3.39e-01        |  3.36e+08  |    3.52%     |
|    32    |  False   |   128    |   True   |    0.0    |  16384   |    8     |    8     |   0.01    |  False   |      True       |     0.0     |      0.01       |    [-1, -1]     |   [[4, 16384, 8, 128], [4, 16384, 8, 128], [4, 16384, 8, 128]]    |  bf16  |     18830.54     |     18857.85      |     18899.35     |      6609.64      |    4.40e+12    |   8.39e+06   |  0.00e+00  |  [60129542144]   |   [2199023255552, 2199023255552]   |   [8589934592]   |       2.95e-01       |       8.42e-01       |       3.37e-01        |  6.71e+08  |    3.50%     |
|    8     |  False   |   128    |   True   |    0.0    |  32768   |    8     |    8     |   0.01    |  False   |      True       |     0.0     |      0.01       |    [-1, -1]     |   [[1, 32768, 8, 128], [1, 32768, 8, 128], [1, 32768, 8, 128]]    |  bf16  |     18756.56     |     18856.52      |     18926.64     |      6609.64      |    4.40e+12    |   4.19e+06   |  0.00e+00  |  [60129542144]   |   [2199023255552, 2199023255552]   |   [8589934592]   |       2.96e-01       |       8.45e-01       |       3.38e-01        |  3.36e+08  |    1.75%     |
|    16    |  False   |   128    |   True   |    0.0    |  32768   |    8     |    8     |   0.01    |  False   |      True       |     0.0     |      0.01       |    [-1, -1]     |   [[2, 32768, 8, 128], [2, 32768, 8, 128], [2, 32768, 8, 128]]    |  bf16  |     37385.59     |     37644.08      |     37691.09     |     13217.28      |    8.80e+12    |   8.39e+06   |  0.00e+00  |  [120259084288]  |   [4398046511104, 4398046511104]   |  [17179869184]   |       2.97e-01       |       8.48e-01       |       3.39e-01        |  6.71e+08  |    1.76%     |
|    32    |  False   |   128    |   True   |    0.0    |  32768   |    8     |    8     |   0.01    |  False   |      True       |     0.0     |      0.01       |    [-1, -1]     |   [[4, 32768, 8, 128], [4, 32768, 8, 128], [4, 32768, 8, 128]]    |  bf16  |     74976.32     |     75225.88      |     75445.15     |     26432.57      |    1.76e+13    |   1.68e+07   |  0.00e+00  |  [240518168576]  |   [8796093022208, 8796093022208]   |  [34359738368]   |       2.96e-01       |       8.46e-01       |       3.38e-01        |  1.34e+09  |    1.76%     |
|    8     |  False   |   128    |   True   |    0.0    |  65536   |    8     |    8     |   0.01    |  False   |      True       |     0.0     |      0.01       |    [-1, -1]     |   [[1, 65536, 8, 128], [1, 65536, 8, 128], [1, 65536, 8, 128]]    |  bf16  |     75283.87     |     75418.49      |     75555.63     |     26432.57      |    1.76e+13    |   8.39e+06   |  0.00e+00  |  [240518168576]  |   [8796093022208, 8796093022208]   |  [34359738368]   |       2.95e-01       |       8.43e-01       |       3.37e-01        |  6.71e+08  |    0.87%     |
|    16    |  False   |   128    |   True   |    0.0    |  65536   |    8     |    8     |   0.01    |  False   |      True       |     0.0     |      0.01       |    [-1, -1]     |   [[2, 65536, 8, 128], [2, 65536, 8, 128], [2, 65536, 8, 128]]    |  bf16  |    150086.97     |     150695.16     |    151055.92     |     52863.14      |    3.52e+13    |   1.68e+07   |  0.00e+00  |  [481036337152]  |  [17592186044416, 17592186044416]  |  [68719476736]   |       2.96e-01       |       8.45e-01       |       3.38e-01        |  1.34e+09  |    0.88%     |
|    32    |  False   |   128    |   True   |    0.0    |  65536   |    8     |    8     |   0.01    |  False   |      True       |     0.0     |      0.01       |    [-1, -1]     |   [[4, 65536, 8, 128], [4, 65536, 8, 128], [4, 65536, 8, 128]]    |  bf16  |    299850.81     |     301640.38     |    302474.72     |     105724.27     |    7.04e+13    |   3.36e+07   |  0.00e+00  |  [962072674304]  |  [35184372088832, 35184372088832]  |  [137438953472]  |       2.96e-01       |       8.46e-01       |       3.38e-01        |  2.68e+09  |    0.88%     |
|    8     |  False   |   128    |   True   |    0.0    |  131072  |    8     |    8     |   0.01    |  False   |      True       |     0.0     |      0.01       |    [-1, -1]     |  [[1, 131072, 8, 128], [1, 131072, 8, 128], [1, 131072, 8, 128]]  |  bf16  |    300178.84     |     302223.84     |    303049.94     |     105724.27     |    7.04e+13    |   1.68e+07   |  0.00e+00  |  [962072674304]  |  [35184372088832, 35184372088832]  |  [137438953472]  |       2.96e-01       |       8.45e-01       |       3.38e-01        |  1.34e+09  |    0.44%     |
|    32    |  False   |   128    |   True   |    0.0    |   2048   |    8     |    32    |   0.01    |  False   |      True       |     0.0     |      0.01       |    [-1, -1]     |    [[1, 2048, 32, 128], [1, 2048, 8, 128], [1, 2048, 8, 128]]     |  bf16  |      319.80      |      320.95       |      322.25      |     211446.54     |    6.87e+10    |   2.62e+05   |  0.00e+00  |   [939524096]    |     [34359738368, 34359738368]     |   [134217728]    |       2.71e-01       |       7.75e-01       |       3.10e-01        |  5.87e+07  |    18.01%    |
|    64    |  False   |   128    |   True   |    0.0    |   2048   |    8     |    32    |   0.01    |  False   |      True       |     0.0     |      0.01       |    [-1, -1]     |    [[2, 2048, 32, 128], [2, 2048, 8, 128], [2, 2048, 8, 128]]     |  bf16  |      618.75      |      626.44       |      638.67      |     422891.09     |    1.37e+11    |   5.24e+05   |  0.00e+00  |   [1879048192]   |     [68719476736, 68719476736]     |   [268435456]    |       2.80e-01       |       8.01e-01       |       3.20e-01        |  1.17e+08  |    18.62%    |
|   128    |  False   |   128    |   True   |    0.0    |   2048   |    8     |    32    |   0.01    |  False   |      True       |     0.0     |      0.01       |    [-1, -1]     |    [[4, 2048, 32, 128], [4, 2048, 8, 128], [4, 2048, 8, 128]]     |  bf16  |     1220.66      |      1445.22      |     1488.44      |     422891.09     |    2.75e+11    |   1.05e+06   |  0.00e+00  |   [3758096384]   |    [137438953472, 137438953472]    |   [536870912]    |       2.84e-01       |       8.12e-01       |       3.25e-01        |  2.35e+08  |    18.87%    |
|    32    |  False   |   128    |   True   |    0.0    |   4096   |    8     |    32    |   0.01    |  False   |      True       |     0.0     |      0.01       |    [-1, -1]     |    [[1, 4096, 32, 128], [1, 4096, 8, 128], [1, 4096, 8, 128]]     |  bf16  |     1247.23      |      1301.20      |     1348.35      |      414.98       |    2.75e+11    |   5.24e+05   |  0.00e+00  |   [3758096384]   |    [137438953472, 137438953472]    |   [536870912]    |       2.78e-01       |       7.95e-01       |       3.18e-01        |  1.17e+08  |    9.24%     |
|    64    |  False   |   128    |   True   |    0.0    |   4096   |    8     |    32    |   0.01    |  False   |      True       |     0.0     |      0.01       |    [-1, -1]     |    [[2, 4096, 32, 128], [2, 4096, 8, 128], [2, 4096, 8, 128]]     |  bf16  |     2377.27      |      2394.87      |     2420.48      |      827.96       |    5.50e+11    |   1.05e+06   |  0.00e+00  |   [7516192768]   |    [274877906944, 274877906944]    |   [1073741824]   |       2.92e-01       |       8.34e-01       |       3.34e-01        |  2.35e+08  |    9.69%     |
|   128    |  False   |   128    |   True   |    0.0    |   4096   |    8     |    32    |   0.01    |  False   |      True       |     0.0     |      0.01       |    [-1, -1]     |    [[4, 4096, 32, 128], [4, 4096, 8, 128], [4, 4096, 8, 128]]     |  bf16  |     4731.24      |      4765.49      |     4775.48      |      1653.91      |    1.10e+12    |   2.10e+06   |  0.00e+00  |  [15032385536]   |    [549755813888, 549755813888]    |   [2147483648]   |       2.93e-01       |       8.38e-01       |       3.35e-01        |  4.70e+08  |    9.74%     |
|    32    |  False   |   128    |   True   |    0.0    |   8192   |    8     |    32    |   0.01    |  False   |      True       |     0.0     |      0.01       |    [-1, -1]     |    [[1, 8192, 32, 128], [1, 8192, 8, 128], [1, 8192, 8, 128]]     |  bf16  |     4710.81      |      4721.31      |     4752.13      |      1653.91      |    1.10e+12    |   1.05e+06   |  0.00e+00  |  [15032385536]   |    [549755813888, 549755813888]    |   [2147483648]   |       2.95e-01       |       8.42e-01       |       3.37e-01        |  2.35e+08  |    4.89%     |
|    64    |  False   |   128    |   True   |    0.0    |   8192   |    8     |    32    |   0.01    |  False   |      True       |     0.0     |      0.01       |    [-1, -1]     |    [[2, 8192, 32, 128], [2, 8192, 8, 128], [2, 8192, 8, 128]]     |  bf16  |     9377.13      |      9455.29      |     9474.87      |      3305.82      |    2.20e+12    |   2.10e+06   |  0.00e+00  |  [30064771072]   |   [1099511627776, 1099511627776]   |   [4294967296]   |       2.96e-01       |       8.46e-01       |       3.38e-01        |  4.70e+08  |    4.91%     |
|   128    |  False   |   128    |   True   |    0.0    |   8192   |    8     |    32    |   0.01    |  False   |      True       |     0.0     |      0.01       |    [-1, -1]     |    [[4, 8192, 32, 128], [4, 8192, 8, 128], [4, 8192, 8, 128]]     |  bf16  |     18650.51     |     18863.87      |     18901.86     |      6609.64      |    4.40e+12    |   4.19e+06   |  0.00e+00  |  [60129542144]   |   [2199023255552, 2199023255552]   |   [8589934592]   |       2.98e-01       |       8.50e-01       |       3.40e-01        |  9.40e+08  |    4.94%     |
|    32    |  False   |   128    |   True   |    0.0    |  16384   |    8     |    32    |   0.01    |  False   |      True       |     0.0     |      0.01       |    [-1, -1]     |   [[1, 16384, 32, 128], [1, 16384, 8, 128], [1, 16384, 8, 128]]   |  bf16  |     18837.09     |     18856.39      |     18890.55     |      6609.64      |    4.40e+12    |   2.10e+06   |  0.00e+00  |  [60129542144]   |   [2199023255552, 2199023255552]   |   [8589934592]   |       2.95e-01       |       8.42e-01       |       3.37e-01        |  4.70e+08  |    2.45%     |
|    64    |  False   |   128    |   True   |    0.0    |  16384   |    8     |    32    |   0.01    |  False   |      True       |     0.0     |      0.01       |    [-1, -1]     |   [[2, 16384, 32, 128], [2, 16384, 8, 128], [2, 16384, 8, 128]]   |  bf16  |     37662.62     |     37678.45      |     37716.68     |     13217.28      |    8.80e+12    |   4.19e+06   |  0.00e+00  |  [120259084288]  |   [4398046511104, 4398046511104]   |  [17179869184]   |       2.95e-01       |       8.42e-01       |       3.37e-01        |  9.40e+08  |    2.45%     |
|   128    |  False   |   128    |   True   |    0.0    |  16384   |    8     |    32    |   0.01    |  False   |      True       |     0.0     |      0.01       |    [-1, -1]     |   [[4, 16384, 32, 128], [4, 16384, 8, 128], [4, 16384, 8, 128]]   |  bf16  |     75246.39     |     75464.23      |     75660.95     |     26432.57      |    1.76e+13    |   8.39e+06   |  0.00e+00  |  [240518168576]  |   [8796093022208, 8796093022208]   |  [34359738368]   |       2.95e-01       |       8.43e-01       |       3.37e-01        |  1.88e+09  |    2.45%     |
|    32    |  False   |   128    |   True   |    0.0    |  32768   |    8     |    32    |   0.01    |  False   |      True       |     0.0     |      0.01       |    [-1, -1]     |   [[1, 32768, 32, 128], [1, 32768, 8, 128], [1, 32768, 8, 128]]   |  bf16  |     75130.36     |     75290.38      |     75432.30     |     26432.57      |    1.76e+13    |   4.19e+06   |  0.00e+00  |  [240518168576]  |   [8796093022208, 8796093022208]   |  [34359738368]   |       2.96e-01       |       8.44e-01       |       3.38e-01        |  9.40e+08  |    1.23%     |
|    64    |  False   |   128    |   True   |    0.0    |  32768   |    8     |    32    |   0.01    |  False   |      True       |     0.0     |      0.01       |    [-1, -1]     |   [[2, 32768, 32, 128], [2, 32768, 8, 128], [2, 32768, 8, 128]]   |  bf16  |    150501.33     |     151073.70     |    151377.45     |     52863.14      |    3.52e+13    |   8.39e+06   |  0.00e+00  |  [481036337152]  |  [17592186044416, 17592186044416]  |  [68719476736]   |       2.95e-01       |       8.43e-01       |       3.37e-01        |  1.88e+09  |    1.22%     |
|   128    |  False   |   128    |   True   |    0.0    |  32768   |    8     |    32    |   0.01    |  False   |      True       |     0.0     |      0.01       |    [-1, -1]     |   [[4, 32768, 32, 128], [4, 32768, 8, 128], [4, 32768, 8, 128]]   |  bf16  |    300207.47     |     301916.75     |    303016.47     |     105724.27     |    7.04e+13    |   1.68e+07   |  0.00e+00  |  [962072674304]  |  [35184372088832, 35184372088832]  |  [137438953472]  |       2.96e-01       |       8.45e-01       |       3.38e-01        |  3.76e+09  |    1.23%     |
|    32    |  False   |   128    |   True   |    0.0    |  65536   |    8     |    32    |   0.01    |  False   |      True       |     0.0     |      0.01       |    [-1, -1]     |   [[1, 65536, 32, 128], [1, 65536, 8, 128], [1, 65536, 8, 128]]   |  bf16  |    300528.25     |     302036.72     |    302499.44     |     105724.27     |    7.04e+13    |   8.39e+06   |  0.00e+00  |  [962072674304]  |  [35184372088832, 35184372088832]  |  [137438953472]  |       2.96e-01       |       8.44e-01       |       3.38e-01        |  1.88e+09  |    0.61%     |
|    32    |  False   |   128    |   True   |    0.0    |   2048   |    32    |    32    |   0.01    |  False   |      True       |     0.0     |      0.01       |    [-1, -1]     |   [[1, 2048, 32, 128], [1, 2048, 32, 128], [1, 2048, 32, 128]]    |  bf16  |      407.09      |      407.70       |      407.91      |     211446.54     |    6.87e+10    |   2.62e+05   |  0.00e+00  |   [939524096]    |     [34359738368, 34359738368]     |   [134217728]    |       2.13e-01       |       6.09e-01       |       2.43e-01        |  8.39e+07  |    20.21%    |
|    64    |  False   |   128    |   True   |    0.0    |   2048   |    32    |    32    |   0.01    |  False   |      True       |     0.0     |      0.01       |    [-1, -1]     |   [[2, 2048, 32, 128], [2, 2048, 32, 128], [2, 2048, 32, 128]]    |  bf16  |      791.60      |      791.73       |      791.81      |     422891.09     |    1.37e+11    |   5.24e+05   |  0.00e+00  |   [1879048192]   |     [68719476736, 68719476736]     |   [268435456]    |       2.19e-01       |       6.26e-01       |       2.50e-01        |  1.68e+08  |    20.79%    |
|   128    |  False   |   128    |   True   |    0.0    |   2048   |    32    |    32    |   0.01    |  False   |      True       |     0.0     |      0.01       |    [-1, -1]     |   [[4, 2048, 32, 128], [4, 2048, 32, 128], [4, 2048, 32, 128]]    |  bf16  |     1280.72      |      1306.00      |     1313.54      |     422891.09     |    2.75e+11    |   1.05e+06   |  0.00e+00  |   [3758096384]   |    [137438953472, 137438953472]    |   [536870912]    |       2.71e-01       |       7.74e-01       |       3.10e-01        |  3.36e+08  |    25.70%    |
|    32    |  False   |   128    |   True   |    0.0    |   4096   |    32    |    32    |   0.01    |  False   |      True       |     0.0     |      0.01       |    [-1, -1]     |   [[1, 4096, 32, 128], [1, 4096, 32, 128], [1, 4096, 32, 128]]    |  bf16  |     1211.04      |      1232.60      |     1244.62      |       70.83       |    2.75e+11    |   5.24e+05   |  0.00e+00  |   [3758096384]   |    [137438953472, 137438953472]    |   [536870912]    |       2.86e-01       |       8.18e-01       |       3.27e-01        |  1.68e+08  |    13.59%    |
|    64    |  False   |   128    |   True   |    0.0    |   4096   |    32    |    32    |   0.01    |  False   |      True       |     0.0     |      0.01       |    [-1, -1]     |   [[2, 4096, 32, 128], [2, 4096, 32, 128], [2, 4096, 32, 128]]    |  bf16  |     2372.61      |      2412.30      |     2488.93      |      139.66       |    5.50e+11    |   1.05e+06   |  0.00e+00  |   [7516192768]   |    [274877906944, 274877906944]    |   [1073741824]   |       2.92e-01       |       8.35e-01       |       3.34e-01        |  3.36e+08  |    13.87%    |
|   128    |  False   |   128    |   True   |    0.0    |   4096   |    32    |    32    |   0.01    |  False   |      True       |     0.0     |      0.01       |    [-1, -1]     |   [[4, 4096, 32, 128], [4, 4096, 32, 128], [4, 4096, 32, 128]]    |  bf16  |     4705.94      |      4757.59      |     4769.43      |      277.32       |    1.10e+12    |   2.10e+06   |  0.00e+00  |  [15032385536]   |    [549755813888, 549755813888]    |   [2147483648]   |       2.95e-01       |       8.42e-01       |       3.37e-01        |  6.71e+08  |    13.99%    |
|    32    |  False   |   128    |   True   |    0.0    |   8192   |    32    |    32    |   0.01    |  False   |      True       |     0.0     |      0.01       |    [-1, -1]     |   [[1, 8192, 32, 128], [1, 8192, 32, 128], [1, 8192, 32, 128]]    |  bf16  |     4699.65      |      4705.87      |     4735.95      |      277.32       |    1.10e+12    |   1.05e+06   |  0.00e+00  |  [15032385536]   |    [549755813888, 549755813888]    |   [2147483648]   |       2.95e-01       |       8.44e-01       |       3.37e-01        |  3.36e+08  |    7.00%     |
|    64    |  False   |   128    |   True   |    0.0    |   8192   |    32    |    32    |   0.01    |  False   |      True       |     0.0     |      0.01       |    [-1, -1]     |   [[2, 8192, 32, 128], [2, 8192, 32, 128], [2, 8192, 32, 128]]    |  bf16  |     9385.78      |      9431.75      |     9459.56      |      552.64       |    2.20e+12    |   2.10e+06   |  0.00e+00  |  [30064771072]   |   [1099511627776, 1099511627776]   |   [4294967296]   |       2.96e-01       |       8.45e-01       |       3.38e-01        |  6.71e+08  |    7.01%     |
|   128    |  False   |   128    |   True   |    0.0    |   8192   |    32    |    32    |   0.01    |  False   |      True       |     0.0     |      0.01       |    [-1, -1]     |   [[4, 8192, 32, 128], [4, 8192, 32, 128], [4, 8192, 32, 128]]    |  bf16  |     18854.09     |     18869.52      |     18873.96     |      1103.27      |    4.40e+12    |   4.19e+06   |  0.00e+00  |  [60129542144]   |   [2199023255552, 2199023255552]   |   [8589934592]   |       2.94e-01       |       8.41e-01       |       3.36e-01        |  1.34e+09  |    6.98%     |
|    32    |  False   |   128    |   True   |    0.0    |  16384   |    32    |    32    |   0.01    |  False   |      True       |     0.0     |      0.01       |    [-1, -1]     |  [[1, 16384, 32, 128], [1, 16384, 32, 128], [1, 16384, 32, 128]]  |  bf16  |     18651.49     |     18798.63      |     18839.50     |      1103.27      |    4.40e+12    |   2.10e+06   |  0.00e+00  |  [60129542144]   |   [2199023255552, 2199023255552]   |   [8589934592]   |       2.98e-01       |       8.50e-01       |       3.40e-01        |  6.71e+08  |    3.53%     |
|    64    |  False   |   128    |   True   |    0.0    |  16384   |    32    |    32    |   0.01    |  False   |      True       |     0.0     |      0.01       |    [-1, -1]     |  [[2, 16384, 32, 128], [2, 16384, 32, 128], [2, 16384, 32, 128]]  |  bf16  |     37288.86     |     37595.66      |     37713.61     |      2204.55      |    8.80e+12    |   4.19e+06   |  0.00e+00  |  [120259084288]  |   [4398046511104, 4398046511104]   |  [17179869184]   |       2.98e-01       |       8.51e-01       |       3.40e-01        |  1.34e+09  |    3.53%     |
|   128    |  False   |   128    |   True   |    0.0    |  16384   |    32    |    32    |   0.01    |  False   |      True       |     0.0     |      0.01       |    [-1, -1]     |  [[4, 16384, 32, 128], [4, 16384, 32, 128], [4, 16384, 32, 128]]  |  bf16  |     74919.07     |     75263.74      |     75472.54     |      4407.09      |    1.76e+13    |   8.39e+06   |  0.00e+00  |  [240518168576]  |   [8796093022208, 8796093022208]   |  [34359738368]   |       2.96e-01       |       8.47e-01       |       3.39e-01        |  2.68e+09  |    3.51%     |
|    32    |  False   |   128    |   True   |    0.0    |  32768   |    32    |    32    |   0.01    |  False   |      True       |     0.0     |      0.01       |    [-1, -1]     |  [[1, 32768, 32, 128], [1, 32768, 32, 128], [1, 32768, 32, 128]]  |  bf16  |     74928.40     |     75326.73      |     75535.46     |      4407.09      |    1.76e+13    |   4.19e+06   |  0.00e+00  |  [240518168576]  |   [8796093022208, 8796093022208]   |  [34359738368]   |       2.96e-01       |       8.47e-01       |       3.39e-01        |  1.34e+09  |    1.76%     |
|    64    |  False   |   128    |   True   |    0.0    |  32768   |    32    |    32    |   0.01    |  False   |      True       |     0.0     |      0.01       |    [-1, -1]     |  [[2, 32768, 32, 128], [2, 32768, 32, 128], [2, 32768, 32, 128]]  |  bf16  |    150000.84     |     150759.58     |    151105.44     |      8812.19      |    3.52e+13    |   8.39e+06   |  0.00e+00  |  [481036337152]  |  [17592186044416, 17592186044416]  |  [68719476736]   |       2.96e-01       |       8.46e-01       |       3.38e-01        |  2.68e+09  |    1.76%     |
|   128    |  False   |   128    |   True   |    0.0    |  32768   |    32    |    32    |   0.01    |  False   |      True       |     0.0     |      0.01       |    [-1, -1]     |  [[4, 32768, 32, 128], [4, 32768, 32, 128], [4, 32768, 32, 128]]  |  bf16  |    300681.84     |     301857.72     |    302451.00     |     17622.38      |    7.04e+13    |   1.68e+07   |  0.00e+00  |  [962072674304]  |  [35184372088832, 35184372088832]  |  [137438953472]  |       2.95e-01       |       8.44e-01       |       3.38e-01        |  5.37e+09  |    1.75%     |
|    32    |  False   |   128    |   True   |    0.0    |  65536   |    32    |    32    |   0.01    |  False   |      True       |     0.0     |      0.01       |    [-1, -1]     |  [[1, 65536, 32, 128], [1, 65536, 32, 128], [1, 65536, 32, 128]]  |  bf16  |    300504.03     |     301679.19     |    302557.59     |     17622.38      |    7.04e+13    |   8.39e+06   |  0.00e+00  |  [962072674304]  |  [35184372088832, 35184372088832]  |  [137438953472]  |       2.96e-01       |       8.44e-01       |       3.38e-01        |  2.68e+09  |    0.88%     |
|    8     |  False   |   192    |   True   |    0.0    |   2048   |    8     |    8     |   0.01    |  False   |      True       |     0.0     |      0.01       |    [-1, -1]     |     [[1, 2048, 8, 192], [1, 2048, 8, 192], [1, 2048, 8, 192]]     |  bf16  |      223.08      |      223.16       |      223.23      |     35242.76      |    2.58e+10    |   3.93e+05   |  0.00e+00  |   [234881024]    |     [12884901888, 12884901888]     |    [33554432]    |       9.72e-02       |       4.17e-01       |       1.11e-01        |  3.15e+07  |    13.83%    |
