Test Case: A100SXM_apex_fused_layer_norm_cuda.forward
|   M   |   N   |  _val   | _val(1) |   input_shape    | dtype | duration_min(us) | duration_mean(us) | duration_max(us) | theory_latency(us) | flops_1D | flops_SFU |    io    | flops_efficiency_1D | flops_efficiency_SFU | io_efficiency |
| 16384 | 8192  | [8192]  | 0.0001  | [[16384, 8192]]  | bf16  |      820.28      |      820.85       |      821.3       |       331.13       | 1.07e+09 | 1.34e+08  | 2.68e+08 |        6.71%        |        6.71%         |     32.1%     |
| 32768 | 8192  | [8192]  | 0.0001  | [[32768, 8192]]  | bf16  |     1379.79      |      1477.54      |     1621.25      |       660.25       | 2.15e+09 | 2.68e+08  | 5.37e+08 |        7.98%        |        7.98%         |    38.17%     |
| 65536 | 8192  | [8192]  | 0.0001  | [[65536, 8192]]  | bf16  |      2737.1      |      2832.77      |     2986.19      |      1318.51       | 4.29e+09 | 5.37e+08  | 1.07e+09 |        8.05%        |        8.05%         |    38.48%     |
|   1   | 13824 | [13824] | 0.0001  |   [[1, 13824]]   | bf16  |      15.31       |       15.31       |      15.31       |        2.03        | 1.11e+05 | 1.38e+04  | 2.76e+04 |        0.04%        |        0.04%         |     0.18%     |
|   2   | 13824 | [13824] | 0.0001  |   [[2, 13824]]   | bf16  |      15.51       |       15.53       |      15.56       |        2.07        | 2.21e+05 | 2.76e+04  | 5.53e+04 |        0.07%        |        0.07%         |     0.35%     |
|   4   | 13824 | [13824] | 0.0001  |   [[4, 13824]]   | bf16  |      15.67       |       15.69       |      15.72       |        2.14        | 4.42e+05 | 5.53e+04  | 1.11e+05 |        0.14%        |        0.14%         |     0.69%     |
|   8   | 13824 | [13824] | 0.0001  |   [[8, 13824]]   | bf16  |      15.77       |       15.84       |      15.92       |        2.27        | 8.85e+05 | 1.11e+05  | 2.21e+05 |        0.29%        |        0.29%         |     1.38%     |
|  16   | 13824 | [13824] | 0.0001  |  [[16, 13824]]   | bf16  |      16.08       |       16.1        |      16.13       |        2.54        | 1.77e+06 | 2.21e+05  | 4.42e+05 |        0.56%        |        0.56%         |     2.7%      |
|  32   | 13824 | [13824] | 0.0001  |  [[32, 13824]]   | bf16  |      15.97       |       16.03       |      16.08       |        3.08        | 3.54e+06 | 4.42e+05  | 8.85e+05 |        1.14%        |        1.14%         |     5.43%     |
|  64   | 13824 | [13824] | 0.0001  |  [[64, 13824]]   | bf16  |      16.23       |       16.26       |      16.28       |        4.17        | 7.08e+06 | 8.85e+05  | 1.77e+06 |        2.24%        |        2.24%         |    10.69%     |
|  128  | 13824 | [13824] | 0.0001  |  [[128, 13824]]  | bf16  |      16.79       |       16.82       |      16.84       |        6.34        | 1.42e+07 | 1.77e+06  | 3.54e+06 |        4.32%        |        4.32%         |    20.67%     |
|  256  | 13824 | [13824] | 0.0001  |  [[256, 13824]]  | bf16  |      20.74       |       20.8        |      20.84       |       10.68        | 2.83e+07 | 3.54e+06  | 7.08e+06 |        7.0%         |         7.0%         |    33.47%     |
|  512  | 13824 | [13824] | 0.0001  |  [[512, 13824]]  | bf16  |       49.1       |       49.67       |      50.23       |       19.36        | 5.66e+07 | 7.08e+06  | 1.42e+07 |        5.91%        |        5.91%         |    28.28%     |
| 1024  | 13824 | [13824] | 0.0001  | [[1024, 13824]]  | bf16  |      112.95      |      113.11       |      113.25      |       36.71        | 1.13e+08 | 1.42e+07  | 2.83e+07 |        5.14%        |        5.14%         |    24.59%     |
| 2048  | 13824 | [13824] | 0.0001  | [[2048, 13824]]  | bf16  |      245.45      |      245.68       |      245.86      |       71.43        | 2.26e+08 | 2.83e+07  | 5.66e+07 |        4.73%        |        4.73%         |    22.63%     |
| 4096  | 13824 | [13824] | 0.0001  | [[4096, 13824]]  | bf16  |      473.75      |      474.01       |      474.27      |       140.85       | 4.53e+08 | 5.66e+07  | 1.13e+08 |        4.9%         |         4.9%         |    23.45%     |
| 8192  | 13824 | [13824] | 0.0001  | [[8192, 13824]]  | bf16  |      897.43      |      902.84       |      911.16      |       279.7        | 9.06e+08 | 1.13e+08  | 2.26e+08 |        5.18%        |        5.18%         |    24.76%     |
| 16384 | 13824 | [13824] | 0.0001  | [[16384, 13824]] | bf16  |     1562.83      |      1645.64      |     1710.44      |       557.4        | 1.81e+09 | 2.26e+08  | 4.53e+08 |        5.95%        |        5.95%         |    28.43%     |
| 32768 | 13824 | [13824] | 0.0001  | [[32768, 13824]] | bf16  |     3055.21      |      3060.08      |     3067.19      |       1112.8       | 3.62e+09 | 4.53e+08  | 9.06e+08 |        6.08%        |        6.08%         |    29.09%     |
| 65536 | 13824 | [13824] | 0.0001  | [[65536, 13824]] | bf16  |     6062.49      |      6066.12      |     6068.84      |       2223.6       | 7.25e+09 | 9.06e+08  | 1.81e+09 |        6.13%        |        6.13%         |    29.32%     |
|   1   | 16384 | [16384] | 0.0001  |   [[1, 16384]]   | bf16  |      17.72       |       17.78       |      17.82       |        2.04        | 1.31e+05 | 1.64e+04  | 3.28e+04 |        0.04%        |        0.04%         |     0.18%     |
|   2   | 16384 | [16384] | 0.0001  |   [[2, 16384]]   | bf16  |      17.82       |       17.87       |      17.92       |        2.08        | 2.62e+05 | 3.28e+04  | 6.55e+04 |        0.08%        |        0.08%         |     0.36%     |
|   4   | 16384 | [16384] | 0.0001  |   [[4, 16384]]   | bf16  |      17.97       |       18.02       |      18.07       |        2.16        | 5.24e+05 | 6.55e+04  | 1.31e+05 |        0.15%        |        0.15%         |     0.72%     |
|   8   | 16384 | [16384] | 0.0001  |   [[8, 16384]]   | bf16  |      18.23       |       18.26       |      18.28       |        2.32        | 1.05e+06 | 1.31e+05  | 2.62e+05 |        0.29%        |        0.29%         |     1.41%     |
|  16   | 16384 | [16384] | 0.0001  |  [[16, 16384]]   | bf16  |      18.33       |       18.38       |      18.43       |        2.64        | 2.10e+06 | 2.62e+05  | 5.24e+05 |        0.59%        |        0.59%         |     2.81%     |
|  32   | 16384 | [16384] | 0.0001  |  [[32, 16384]]   | bf16  |      18.43       |       18.46       |      18.48       |        3.29        | 4.19e+06 | 5.24e+05  | 1.05e+06 |        1.17%        |        1.17%         |     5.58%     |
|  64   | 16384 | [16384] | 0.0001  |  [[64, 16384]]   | bf16  |      18.43       |       18.49       |      18.53       |        4.57        | 8.39e+06 | 1.05e+06  | 2.10e+06 |        2.33%        |        2.33%         |    11.16%     |
|  128  | 16384 | [16384] | 0.0001  |  [[128, 16384]]  | bf16  |       19.3       |       19.32       |      19.35       |        7.14        | 1.68e+07 | 2.10e+06  | 4.19e+06 |        4.46%        |        4.46%         |    21.32%     |
|  256  | 16384 | [16384] | 0.0001  |  [[256, 16384]]  | bf16  |      26.21       |       26.31       |      26.42       |       12.29        | 3.36e+07 | 4.19e+06  | 8.39e+06 |        6.57%        |        6.57%         |    31.39%     |
|  512  | 16384 | [16384] | 0.0001  |  [[512, 16384]]  | bf16  |      78.03       |       78.59       |      79.21       |       22.57        | 6.71e+07 | 8.39e+06  | 1.68e+07 |        4.41%        |        4.41%         |    21.09%     |
| 1024  | 16384 | [16384] | 0.0001  | [[1024, 16384]]  | bf16  |      134.45      |      134.64       |      134.81      |       43.14        | 1.34e+08 | 1.68e+07  | 3.36e+07 |        5.12%        |        5.12%         |    24.48%     |
| 2048  | 16384 | [16384] | 0.0001  | [[2048, 16384]]  | bf16  |      290.46      |      290.55       |      290.66      |       84.28        | 2.68e+08 | 3.36e+07  | 6.71e+07 |        4.74%        |        4.74%         |    22.66%     |
| 4096  | 16384 | [16384] | 0.0001  | [[4096, 16384]]  | bf16  |      562.33      |      562.53       |      562.74      |       166.56       | 5.37e+08 | 6.71e+07  | 1.34e+08 |        4.9%         |         4.9%         |    23.41%     |
| 8192  | 16384 | [16384] | 0.0001  | [[8192, 16384]]  | bf16  |     1097.63      |      1097.78      |     1097.93      |       331.13       | 1.07e+09 | 1.34e+08  | 2.68e+08 |        5.02%        |        5.02%         |    23.99%     |
| 16384 | 16384 | [16384] | 0.0001  | [[16384, 16384]] | bf16  |     1882.57      |      2004.36      |     2140.52      |       660.25       | 2.15e+09 | 2.68e+08  | 5.37e+08 |        5.85%        |        5.85%         |    27.97%     |
| 32768 | 16384 | [16384] | 0.0001  | [[32768, 16384]] | bf16  |     3702.07      |      3702.47      |     3702.83      |      1318.51       | 4.29e+09 | 5.37e+08  | 1.07e+09 |        5.95%        |        5.95%         |    28.45%     |
| 65536 | 16384 | [16384] | 0.0001  | [[65536, 16384]] | bf16  |     7336.81      |      7340.12      |     7342.75      |      2635.01       | 8.59e+09 | 1.07e+09  | 2.15e+09 |        6.0%         |         6.0%         |    28.71%     |
|   1   | 18432 | [18432] | 0.0001  |   [[1, 18432]]   | bf16  |      19.61       |       19.66       |      19.71       |        2.05        | 1.47e+05 | 1.84e+04  | 3.69e+04 |        0.04%        |        0.04%         |     0.18%     |
|   2   | 18432 | [18432] | 0.0001  |   [[2, 18432]]   | bf16  |      19.66       |       19.71       |      19.76       |        2.09        | 2.95e+05 | 3.69e+04  | 7.37e+04 |        0.08%        |        0.08%         |     0.37%     |
|   4   | 18432 | [18432] | 0.0001  |   [[4, 18432]]   | bf16  |      19.81       |       19.84       |      19.87       |        2.18        | 5.90e+05 | 7.37e+04  | 1.47e+05 |        0.15%        |        0.15%         |     0.73%     |
|   8   | 18432 | [18432] | 0.0001  |   [[8, 18432]]   | bf16  |      20.17       |       20.17       |      20.17       |        2.36        | 1.18e+06 | 1.47e+05  | 2.95e+05 |        0.3%         |         0.3%         |     1.43%     |
|  16   | 18432 | [18432] | 0.0001  |  [[16, 18432]]   | bf16  |      20.33       |       20.38       |      20.43       |        2.72        | 2.36e+06 | 2.95e+05  | 5.90e+05 |        0.6%         |         0.6%         |     2.85%     |
|  32   | 18432 | [18432] | 0.0001  |  [[32, 18432]]   | bf16  |      20.38       |       20.41       |      20.43       |        3.45        | 4.72e+06 | 5.90e+05  | 1.18e+06 |        1.19%        |        1.19%         |     5.68%     |
|  64   | 18432 | [18432] | 0.0001  |  [[64, 18432]]   | bf16  |      20.43       |       20.45       |      20.48       |        4.89        | 9.44e+06 | 1.18e+06  | 2.36e+06 |        2.37%        |        2.37%         |    11.33%     |
|  128  | 18432 | [18432] | 0.0001  |  [[128, 18432]]  | bf16  |      21.56       |       21.61       |      21.66       |        7.79        | 1.89e+07 | 2.36e+06  | 4.72e+06 |        4.49%        |        4.49%         |    21.47%     |
|  256  | 18432 | [18432] | 0.0001  |  [[256, 18432]]  | bf16  |      34.92       |       35.08       |      35.23       |       13.57        | 3.77e+07 | 4.72e+06  | 9.44e+06 |        5.54%        |        5.54%         |    26.51%     |
|  512  | 18432 | [18432] | 0.0001  |  [[512, 18432]]  | bf16  |      106.8       |      107.07       |      107.37      |       25.14        | 7.55e+07 | 9.44e+06  | 1.89e+07 |        3.63%        |        3.63%         |    17.33%     |
| 1024  | 18432 | [18432] | 0.0001  | [[1024, 18432]]  | bf16  |      150.94      |      151.15       |      151.4       |       48.28        | 1.51e+08 | 1.89e+07  | 3.77e+07 |        5.13%        |        5.13%         |    24.53%     |
| 2048  | 18432 | [18432] | 0.0001  | [[2048, 18432]]  | bf16  |      328.4       |      328.73       |      329.01      |       94.57        | 3.02e+08 | 3.77e+07  | 7.55e+07 |        4.72%        |        4.72%         |    22.55%     |
| 4096  | 18432 | [18432] | 0.0001  | [[4096, 18432]]  | bf16  |      638.46      |       638.8       |      639.08      |       187.13       | 6.04e+08 | 7.55e+07  | 1.51e+08 |        4.85%        |        4.85%         |     23.2%     |
| 8192  | 18432 | [18432] | 0.0001  | [[8192, 18432]]  | bf16  |     1101.11      |      1170.92      |     1243.65      |       372.27       | 1.21e+09 | 1.51e+08  | 3.02e+08 |        5.63%        |        5.63%         |     26.9%     |
| 16384 | 18432 | [18432] | 0.0001  | [[16384, 18432]] | bf16  |     2140.98      |      2268.03      |     2430.57      |       742.53       | 2.42e+09 | 3.02e+08  | 6.04e+08 |        5.79%        |        5.79%         |    27.67%     |
| 32768 | 18432 | [18432] | 0.0001  | [[32768, 18432]] | bf16  |     4205.16      |      4207.72      |     4209.46      |      1483.07       | 4.83e+09 | 6.04e+08  | 1.21e+09 |        5.89%        |        5.89%         |    28.18%     |
| 65536 | 18432 | [18432] | 0.0001  | [[65536, 18432]] | bf16  |     8350.16      |      8353.98      |     8356.97      |      2964.14       | 9.66e+09 | 1.21e+09  | 2.42e+09 |        5.93%        |        5.93%         |    28.38%     |
|   1   | 27648 | [27648] | 0.0001  |   [[1, 27648]]   | bf16  |       27.8       |       27.88       |      27.96       |        2.07        | 2.21e+05 | 2.76e+04  | 5.53e+04 |        0.04%        |        0.04%         |     0.2%      |
|   2   | 27648 | [27648] | 0.0001  |   [[2, 27648]]   | bf16  |      27.96       |       28.0        |      28.06       |        2.14        | 4.42e+05 | 5.53e+04  | 1.11e+05 |        0.08%        |        0.08%         |     0.39%     |
|   4   | 27648 | [27648] | 0.0001  |   [[4, 27648]]   | bf16  |      28.16       |       28.24       |      28.31       |        2.27        | 8.85e+05 | 1.11e+05  | 2.21e+05 |        0.16%        |        0.16%         |     0.77%     |
|   8   | 27648 | [27648] | 0.0001  |   [[8, 27648]]   | bf16  |      28.57       |       28.59       |      28.62       |        2.54        | 1.77e+06 | 2.21e+05  | 4.42e+05 |        0.32%        |        0.32%         |     1.52%     |
|  16   | 27648 | [27648] | 0.0001  |  [[16, 27648]]   | bf16  |      28.83       |       28.88       |      28.93       |        3.08        | 3.54e+06 | 4.42e+05  | 8.85e+05 |        0.63%        |        0.63%         |     3.01%     |
|  32   | 27648 | [27648] | 0.0001  |  [[32, 27648]]   | bf16  |      28.93       |       28.98       |      29.03       |        4.17        | 7.08e+06 | 8.85e+05  | 1.77e+06 |        1.25%        |        1.25%         |     6.0%      |
|  64   | 27648 | [27648] | 0.0001  |  [[64, 27648]]   | bf16  |      28.98       |       29.01       |      29.03       |        6.34        | 1.42e+07 | 1.77e+06  | 3.54e+06 |        2.5%         |         2.5%         |    11.98%     |
|  128  | 27648 | [27648] | 0.0001  |  [[128, 27648]]  | bf16  |      45.62       |       45.76       |      45.88       |       10.68        | 2.83e+07 | 3.54e+06  | 7.08e+06 |        3.18%        |        3.18%         |    15.22%     |
|  256  | 27648 | [27648] | 0.0001  |  [[256, 27648]]  | bf16  |      83.92       |       84.52       |       85.2       |       19.36        | 5.66e+07 | 7.08e+06  | 1.42e+07 |        3.46%        |        3.46%         |    16.55%     |
|  512  | 27648 | [27648] | 0.0001  |  [[512, 27648]]  | bf16  |      178.23      |      178.37       |      178.53      |       36.71        | 1.13e+08 | 1.42e+07  | 2.83e+07 |        3.26%        |        3.26%         |    15.58%     |
| 1024  | 27648 | [27648] | 0.0001  | [[1024, 27648]]  | bf16  |      250.52      |      250.72       |      250.88      |       71.43        | 2.26e+08 | 2.83e+07  | 5.66e+07 |        4.64%        |        4.64%         |    22.17%     |
| 2048  | 27648 | [27648] | 0.0001  | [[2048, 27648]]  | bf16  |      487.88      |      488.08       |      488.29      |       140.85       | 4.53e+08 | 5.66e+07  | 1.13e+08 |        4.76%        |        4.76%         |    22.77%     |
| 4096  | 27648 | [27648] | 0.0001  | [[4096, 27648]]  | bf16  |      843.62      |      900.43       |      954.52      |       279.7        | 9.06e+08 | 1.13e+08  | 2.26e+08 |        5.51%        |        5.51%         |    26.33%     |
| 8192  | 27648 | [27648] | 0.0001  | [[8192, 27648]]  | bf16  |      1649.2      |      1670.56      |     1705.06      |       557.4        | 1.81e+09 | 2.26e+08  | 4.53e+08 |        5.63%        |        5.63%         |    26.94%     |
| 16384 | 27648 | [27648] | 0.0001  | [[16384, 27648]] | bf16  |     3225.65      |      3357.3       |      3571.0      |       1112.8       | 3.62e+09 | 4.53e+08  | 9.06e+08 |        5.76%        |        5.76%         |    27.55%     |
| 32768 | 27648 | [27648] | 0.0001  | [[32768, 27648]] | bf16  |     6361.91      |      6363.69      |     6365.39      |       2223.6       | 7.25e+09 | 9.06e+08  | 1.81e+09 |        5.84%        |        5.84%         |    27.94%     |
| 65536 | 27648 | [27648] | 0.0001  | [[65536, 27648]] | bf16  |     12649.06     |     12654.32      |     12658.12     |      4445.21       | 1.45e+10 | 1.81e+09  | 3.62e+09 |        5.88%        |        5.88%         |     28.1%     |
|   1   | 53248 | [53248] | 0.0001  |   [[1, 53248]]   | bf16  |       72.5       |       72.64       |      72.76       |        2.13        | 4.26e+05 | 5.32e+04  | 1.06e+05 |        0.03%        |        0.03%         |     0.14%     |
|   2   | 53248 | [53248] | 0.0001  |   [[2, 53248]]   | bf16  |      73.11       |       73.23       |      73.32       |        2.26        | 8.52e+05 | 1.06e+05  | 2.13e+05 |        0.06%        |        0.06%         |     0.29%     |
|   4   | 53248 | [53248] | 0.0001  |   [[4, 53248]]   | bf16  |      73.37       |       73.55       |      73.73       |        2.52        | 1.70e+06 | 2.13e+05  | 4.26e+05 |        0.12%        |        0.12%         |     0.57%     |
|   8   | 53248 | [53248] | 0.0001  |   [[8, 53248]]   | bf16  |      73.83       |       73.96       |      74.09       |        3.04        | 3.41e+06 | 4.26e+05  | 8.52e+05 |        0.24%        |        0.24%         |     1.13%     |
|  16   | 53248 | [53248] | 0.0001  |  [[16, 53248]]   | bf16  |      76.95       |       77.06       |      77.16       |        4.09        | 6.82e+06 | 8.52e+05  | 1.70e+06 |        0.45%        |        0.45%         |     2.17%     |
|  32   | 53248 | [53248] | 0.0001  |  [[32, 53248]]   | bf16  |      77.93       |       77.98       |      78.03       |        6.18        | 1.36e+07 | 1.70e+06  | 3.41e+06 |        0.9%         |         0.9%         |     4.29%     |
|  64   | 53248 | [53248] | 0.0001  |  [[64, 53248]]   | bf16  |      77.82       |       77.87       |      77.93       |       10.36        | 2.73e+07 | 3.41e+06  | 6.82e+06 |        1.8%         |         1.8%         |     8.59%     |
|  128  | 53248 | [53248] | 0.0001  |  [[128, 53248]]  | bf16  |      134.96      |      135.44       |      135.94      |       18.71        | 5.45e+07 | 6.82e+06  | 1.36e+07 |        2.07%        |        2.07%         |     9.91%     |
|  256  | 53248 | [53248] | 0.0001  |  [[256, 53248]]  | bf16  |      300.03      |      300.26       |      300.49      |       35.43        | 1.09e+08 | 1.36e+07  | 2.73e+07 |        1.86%        |        1.86%         |     8.91%     |
|  512  | 53248 | [53248] | 0.0001  |  [[512, 53248]]  | bf16  |      398.9       |      399.34       |      399.82      |       68.85        | 2.18e+08 | 2.73e+07  | 5.45e+07 |        2.8%         |         2.8%         |    13.41%     |
| 1024  | 53248 | [53248] | 0.0001  | [[1024, 53248]]  | bf16  |      467.92      |       468.4       |      468.89      |       135.71       | 4.36e+08 | 5.45e+07  | 1.09e+08 |        4.78%        |        4.78%         |    22.86%     |
| 2048  | 53248 | [53248] | 0.0001  | [[2048, 53248]]  | bf16  |      930.92      |      931.11       |      931.33      |       269.42       | 8.72e+08 | 1.09e+08  | 2.18e+08 |        4.81%        |        4.81%         |    22.98%     |
| 4096  | 53248 | [53248] | 0.0001  | [[4096, 53248]]  | bf16  |     1615.77      |      1726.5       |     1834.34      |       536.83       | 1.74e+09 | 2.18e+08  | 4.36e+08 |        5.54%        |        5.54%         |    26.48%     |
| 8192  | 53248 | [53248] | 0.0001  | [[8192, 53248]]  | bf16  |     3178.04      |      3203.15      |     3242.14      |      1071.66       | 3.49e+09 | 4.36e+08  | 8.72e+08 |        5.63%        |        5.63%         |    26.93%     |
| 16384 | 53248 | [53248] | 0.0001  | [[16384, 53248]] | bf16  |     6243.12      |      6246.14      |     6249.88      |      2141.32       | 6.98e+09 | 8.72e+08  | 1.74e+09 |        5.73%        |        5.73%         |    27.41%     |
| 32768 | 53248 | [53248] | 0.0001  | [[32768, 53248]] | bf16  |     12338.79     |     12342.05      |     12344.73     |      4280.64       | 1.40e+10 | 1.74e+09  | 3.49e+09 |        5.8%         |         5.8%         |    27.74%     |
