test case : H100PCIE_flash_attn::flash_attn.flash_attn_qkvpacked_func
|  causal  |  deterministic  |  dropout_p  |  softmax_scale  |   window_size   |   M    |        input_shape         | dtype  | duration_min(us) | duration_mean(us) | duration_max(us) | latency_value(us) | flops_1D |      flops_2D      | flops_SFU | flops_efficient_1D | flops_efficient_2D | flops_efficient_SFU |     io     | flops_efficient_1D | flops_efficient_2D | flops_efficient_SFU | io_efficient |
|   True   |      True       |     0.0     |      0.01       |    [-1, -1]     |   4    |    [[32, 4, 3, 32, 64]]    |  bf16  |      30.74       |       30.77       |      30.80       |       2.66        | [229376] | [4194304, 4194304] |  [32768]  |      2.96e-04      |      4.06e-04      |      6.10e-04       |  5.28e+05  |       0.03%        |       0.04%        |        0.06%        |    1.72%     |
|   True   |      True       |     0.0     |      0.01       |    [-1, -1]     |   8    |    [[1, 8, 3, 32, 64]]     |  bf16  |       7.29       |       7.30        |       7.32       |       2.03        |  [7168]  |  [131072, 131072]  |  [1024]   |      3.90e-05      |      5.35e-05      |      8.03e-05       |  2.05e+04  |       0.00%        |       0.01%        |        0.01%        |    0.28%     |
|   True   |      True       |     0.0     |      0.01       |    [-1, -1]     |   8    |    [[2, 8, 3, 32, 64]]     |  bf16  |       7.38       |       7.40        |       7.42       |       2.05        | [14336]  |  [262144, 262144]  |  [2048]   |      7.72e-05      |      1.06e-04      |      1.59e-04       |  3.69e+04  |       0.01%        |       0.01%        |        0.02%        |    0.50%     |
|   True   |      True       |     0.0     |      0.01       |    [-1, -1]     |   8    |    [[4, 8, 3, 32, 64]]     |  bf16  |       9.03       |       9.07        |       9.09       |       2.09        | [28672]  |  [524288, 524288]  |  [4096]   |      1.26e-04      |      1.73e-04      |      2.59e-04       |  6.96e+04  |       0.01%        |       0.02%        |        0.03%        |    0.77%     |
|   True   |      True       |     0.0     |      0.01       |    [-1, -1]     |   8    |    [[8, 8, 3, 32, 64]]     |  bf16  |      13.29       |       13.32       |      13.36       |       2.17        | [57344]  | [1048576, 1048576] |  [8192]   |      1.71e-04      |      2.35e-04      |      3.53e-04       |  1.35e+05  |       0.02%        |       0.02%        |        0.04%        |    1.02%     |
|   True   |      True       |     0.0     |      0.01       |    [-1, -1]     |   8    |    [[16, 8, 3, 32, 64]]    |  bf16  |      19.04       |       19.07       |      19.11       |       2.33        | [114688] | [2097152, 2097152] |  [16384]  |      2.39e-04      |      3.28e-04      |      4.92e-04       |  2.66e+05  |       0.02%        |       0.03%        |        0.05%        |    1.40%     |
|   True   |      True       |     0.0     |      0.01       |    [-1, -1]     |   8    |    [[32, 8, 3, 32, 64]]    |  bf16  |      30.80       |       30.84       |      30.89       |       2.66        | [229376] | [4194304, 4194304] |  [32768]  |      2.96e-04      |      4.05e-04      |      6.08e-04       |  5.28e+05  |       0.03%        |       0.04%        |        0.06%        |    1.72%     |
|   True   |      True       |     0.0     |      0.01       |    [-1, -1]     |   16   |    [[1, 16, 3, 32, 64]]    |  bf16  |       7.31       |       7.33        |       7.34       |       2.03        |  [7168]  |  [131072, 131072]  |  [1024]   |      3.89e-05      |      5.33e-05      |      8.01e-05       |  2.05e+04  |       0.00%        |       0.01%        |        0.01%        |    0.28%     |
|   True   |      True       |     0.0     |      0.01       |    [-1, -1]     |   16   |    [[2, 16, 3, 32, 64]]    |  bf16  |       7.43       |       7.44        |       7.45       |       2.05        | [14336]  |  [262144, 262144]  |  [2048]   |      7.66e-05      |      1.05e-04      |      1.58e-04       |  3.69e+04  |       0.01%        |       0.01%        |        0.02%        |    0.50%     |
|   True   |      True       |     0.0     |      0.01       |    [-1, -1]     |   16   |    [[4, 16, 3, 32, 64]]    |  bf16  |       9.09       |       9.09        |       9.09       |       2.09        | [28672]  |  [524288, 524288]  |  [4096]   |      1.25e-04      |      1.72e-04      |      2.58e-04       |  6.96e+04  |       0.01%        |       0.02%        |        0.03%        |    0.77%     |
|   True   |      True       |     0.0     |      0.01       |    [-1, -1]     |   16   |    [[8, 16, 3, 32, 64]]    |  bf16  |      13.38       |       13.41       |      13.45       |       2.17        | [57344]  | [1048576, 1048576] |  [8192]   |      1.70e-04      |      2.33e-04      |      3.50e-04       |  1.35e+05  |       0.02%        |       0.02%        |        0.04%        |    1.01%     |
|   True   |      True       |     0.0     |      0.01       |    [-1, -1]     |   16   |   [[16, 16, 3, 32, 64]]    |  bf16  |      19.13       |       19.15       |      19.18       |       2.33        | [114688] | [2097152, 2097152] |  [16384]  |      2.38e-04      |      3.26e-04      |      4.90e-04       |  2.66e+05  |       0.02%        |       0.03%        |        0.05%        |    1.39%     |
|   True   |      True       |     0.0     |      0.01       |    [-1, -1]     |   16   |   [[32, 16, 3, 32, 64]]    |  bf16  |      30.97       |       31.02       |      31.05       |       2.66        | [229376] | [4194304, 4194304] |  [32768]  |      2.94e-04      |      4.03e-04      |      6.05e-04       |  5.28e+05  |       0.03%        |       0.04%        |        0.06%        |    1.71%     |
|   True   |      True       |     0.0     |      0.01       |    [-1, -1]     |   32   |    [[1, 32, 3, 32, 64]]    |  bf16  |       7.32       |       7.36        |       7.37       |       2.03        |  [7168]  |  [131072, 131072]  |  [1024]   |      3.89e-05      |      5.33e-05      |      7.99e-05       |  2.05e+04  |       0.00%        |       0.01%        |        0.01%        |    0.28%     |
|   True   |      True       |     0.0     |      0.01       |    [-1, -1]     |   32   |    [[2, 32, 3, 32, 64]]    |  bf16  |       7.42       |       7.45        |       7.47       |       2.05        | [14336]  |  [262144, 262144]  |  [2048]   |      7.67e-05      |      1.05e-04      |      1.58e-04       |  3.69e+04  |       0.01%        |       0.01%        |        0.02%        |    0.50%     |
|   True   |      True       |     0.0     |      0.01       |    [-1, -1]     |   32   |    [[4, 32, 3, 32, 64]]    |  bf16  |       9.10       |       9.13        |       9.16       |       2.09        | [28672]  |  [524288, 524288]  |  [4096]   |      1.25e-04      |      1.71e-04      |      2.57e-04       |  6.96e+04  |       0.01%        |       0.02%        |        0.03%        |    0.77%     |
|   True   |      True       |     0.0     |      0.01       |    [-1, -1]     |   32   |    [[8, 32, 3, 32, 64]]    |  bf16  |      13.49       |       13.51       |      13.52       |       2.17        | [57344]  | [1048576, 1048576] |  [8192]   |      1.69e-04      |      2.31e-04      |      3.47e-04       |  1.35e+05  |       0.02%        |       0.02%        |        0.03%        |    1.00%     |
|   True   |      True       |     0.0     |      0.01       |    [-1, -1]     |   32   |   [[16, 32, 3, 32, 64]]    |  bf16  |      19.31       |       19.35       |      19.43       |       2.33        | [114688] | [2097152, 2097152] |  [16384]  |      2.36e-04      |      3.23e-04      |      4.85e-04       |  2.66e+05  |       0.02%        |       0.03%        |        0.05%        |    1.38%     |
|   True   |      True       |     0.0     |      0.01       |    [-1, -1]     |   32   |   [[32, 32, 3, 32, 64]]    |  bf16  |      31.48       |       31.54       |      31.61       |       2.66        | [229376] | [4194304, 4194304] |  [32768]  |      2.89e-04      |      3.97e-04      |      5.95e-04       |  5.28e+05  |       0.03%        |       0.04%        |        0.06%        |    1.68%     |
|   True   |      True       |     0.0     |      0.01       |    [-1, -1]     |   64   |    [[1, 64, 3, 32, 64]]    |  bf16  |       7.36       |       7.38        |       7.41       |       2.03        |  [7168]  |  [131072, 131072]  |  [1024]   |      3.87e-05      |      5.30e-05      |      7.95e-05       |  2.05e+04  |       0.00%        |       0.01%        |        0.01%        |    0.28%     |
|   True   |      True       |     0.0     |      0.01       |    [-1, -1]     |   64   |    [[2, 64, 3, 32, 64]]    |  bf16  |       7.45       |       7.48        |       7.50       |       2.05        | [14336]  |  [262144, 262144]  |  [2048]   |      7.64e-05      |      1.05e-04      |      1.57e-04       |  3.69e+04  |       0.01%        |       0.01%        |        0.02%        |    0.50%     |
|   True   |      True       |     0.0     |      0.01       |    [-1, -1]     |   64   |    [[4, 64, 3, 32, 64]]    |  bf16  |       9.26       |       9.29        |       9.31       |       2.09        | [28672]  |  [524288, 524288]  |  [4096]   |      1.23e-04      |      1.68e-04      |      2.53e-04       |  6.96e+04  |       0.01%        |       0.02%        |        0.03%        |    0.75%     |
|   True   |      True       |     0.0     |      0.01       |    [-1, -1]     |   64   |    [[8, 64, 3, 32, 64]]    |  bf16  |      13.80       |       13.83       |      13.85       |       2.17        | [57344]  | [1048576, 1048576] |  [8192]   |      1.65e-04      |      2.26e-04      |      3.39e-04       |  1.35e+05  |       0.02%        |       0.02%        |        0.03%        |    0.98%     |
|   True   |      True       |     0.0     |      0.01       |    [-1, -1]     |   64   |   [[16, 64, 3, 32, 64]]    |  bf16  |      20.04       |       20.09       |      20.15       |       2.33        | [114688] | [2097152, 2097152] |  [16384]  |      2.27e-04      |      3.11e-04      |      4.67e-04       |  2.66e+05  |       0.02%        |       0.03%        |        0.05%        |    1.33%     |
|   True   |      True       |     0.0     |      0.01       |    [-1, -1]     |   64   |   [[32, 64, 3, 32, 64]]    |  bf16  |      36.99       |       37.04       |      37.08       |       2.66        | [229376] | [4194304, 4194304] |  [32768]  |      2.46e-04      |      3.38e-04      |      5.07e-04       |  5.28e+05  |       0.02%        |       0.03%        |        0.05%        |    1.43%     |
|   True   |      True       |     0.0     |      0.01       |    [-1, -1]     |  128   |   [[1, 128, 3, 32, 64]]    |  bf16  |       7.03       |       7.05        |       7.06       |       2.03        |  [7168]  |  [131072, 131072]  |  [1024]   |      4.05e-05      |      5.55e-05      |      8.33e-05       |  2.05e+04  |       0.00%        |       0.01%        |        0.01%        |    0.29%     |
|   True   |      True       |     0.0     |      0.01       |    [-1, -1]     |  128   |   [[2, 128, 3, 32, 64]]    |  bf16  |       7.27       |       7.29        |       7.32       |       2.05        | [14336]  |  [262144, 262144]  |  [2048]   |      7.83e-05      |      1.07e-04      |      1.61e-04       |  3.69e+04  |       0.01%        |       0.01%        |        0.02%        |    0.51%     |
|   True   |      True       |     0.0     |      0.01       |    [-1, -1]     |  128   |   [[4, 128, 3, 32, 64]]    |  bf16  |       9.59       |       9.61        |       9.63       |       2.09        | [28672]  |  [524288, 524288]  |  [4096]   |      1.19e-04      |      1.63e-04      |      2.44e-04       |  6.96e+04  |       0.01%        |       0.02%        |        0.02%        |    0.73%     |
|   True   |      True       |     0.0     |      0.01       |    [-1, -1]     |  128   |   [[8, 128, 3, 32, 64]]    |  bf16  |      14.15       |       14.19       |      14.23       |       2.17        | [57344]  | [1048576, 1048576] |  [8192]   |      1.61e-04      |      2.20e-04      |      3.31e-04       |  1.35e+05  |       0.02%        |       0.02%        |        0.03%        |    0.96%     |
|   True   |      True       |     0.0     |      0.01       |    [-1, -1]     |  128   |   [[16, 128, 3, 32, 64]]   |  bf16  |      27.45       |       27.51       |      27.56       |       2.33        | [114688] | [2097152, 2097152] |  [16384]  |      1.66e-04      |      2.27e-04      |      3.41e-04       |  2.66e+05  |       0.02%        |       0.02%        |        0.03%        |    0.97%     |
|   True   |      True       |     0.0     |      0.01       |    [-1, -1]     |  128   |   [[32, 128, 3, 32, 64]]   |  bf16  |      50.84       |       50.99       |      51.08       |       2.66        | [229376] | [4194304, 4194304] |  [32768]  |      1.79e-04      |      2.46e-04      |      3.69e-04       |  5.28e+05  |       0.02%        |       0.02%        |        0.04%        |    1.04%     |
|   True   |      True       |     0.0     |      0.01       |    [-1, -1]     |  256   |   [[1, 256, 3, 32, 64]]    |  bf16  |       9.67       |       9.69        |       9.72       |       2.03        |  [7168]  |  [131072, 131072]  |  [1024]   |      2.94e-05      |      4.03e-05      |      6.05e-05       |  2.05e+04  |       0.00%        |       0.00%        |        0.01%        |    0.21%     |
|   True   |      True       |     0.0     |      0.01       |    [-1, -1]     |  256   |   [[2, 256, 3, 32, 64]]    |  bf16  |      12.60       |       12.66       |      12.69       |       2.05        | [14336]  |  [262144, 262144]  |  [2048]   |      4.52e-05      |      6.19e-05      |      9.29e-05       |  3.69e+04  |       0.00%        |       0.01%        |        0.01%        |    0.29%     |
|   True   |      True       |     0.0     |      0.01       |    [-1, -1]     |  256   |   [[4, 256, 3, 32, 64]]    |  bf16  |      17.10       |       17.15       |      17.26       |       2.09        | [28672]  |  [524288, 524288]  |  [4096]   |      6.66e-05      |      9.12e-05      |      1.37e-04       |  6.96e+04  |       0.01%        |       0.01%        |        0.01%        |    0.41%     |
|   True   |      True       |     0.0     |      0.01       |    [-1, -1]     |  256   |   [[8, 256, 3, 32, 64]]    |  bf16  |      31.06       |       31.13       |      31.24       |       2.17        | [57344]  | [1048576, 1048576] |  [8192]   |      7.33e-05      |      1.00e-04      |      1.51e-04       |  1.35e+05  |       0.01%        |       0.01%        |        0.02%        |    0.44%     |
|   True   |      True       |     0.0     |      0.01       |    [-1, -1]     |  256   |   [[16, 256, 3, 32, 64]]   |  bf16  |      57.11       |       57.20       |      57.29       |       2.33        | [114688] | [2097152, 2097152] |  [16384]  |      7.97e-05      |      1.09e-04      |      1.64e-04       |  2.66e+05  |       0.01%        |       0.01%        |        0.02%        |    0.47%     |
|   True   |      True       |     0.0     |      0.01       |    [-1, -1]     |  256   |   [[32, 256, 3, 32, 64]]   |  bf16  |      101.84      |      102.00       |      102.16      |       2.66        | [229376] | [4194304, 4194304] |  [32768]  |      8.94e-05      |      1.23e-04      |      1.84e-04       |  5.28e+05  |       0.01%        |       0.01%        |        0.02%        |    0.52%     |
|   True   |      True       |     0.0     |      0.01       |    [-1, -1]     |  512   |   [[1, 512, 3, 32, 64]]    |  bf16  |      19.12       |       19.15       |      19.17       |       2.03        |  [7168]  |  [131072, 131072]  |  [1024]   |      1.49e-05      |      2.04e-05      |      3.06e-05       |  2.05e+04  |       0.00%        |       0.00%        |        0.00%        |    0.11%     |
|   True   |      True       |     0.0     |      0.01       |    [-1, -1]     |  512   |   [[2, 512, 3, 32, 64]]    |  bf16  |      23.52       |       23.57       |      23.61       |       2.05        | [14336]  |  [262144, 262144]  |  [2048]   |      2.42e-05      |      3.32e-05      |      4.98e-05       |  3.69e+04  |       0.00%        |       0.00%        |        0.00%        |    0.16%     |
|   True   |      True       |     0.0     |      0.01       |    [-1, -1]     |  512   |   [[4, 512, 3, 32, 64]]    |  bf16  |      41.79       |       41.88       |      41.98       |       2.09        | [28672]  |  [524288, 524288]  |  [4096]   |      2.72e-05      |      3.73e-05      |      5.60e-05       |  6.96e+04  |       0.00%        |       0.00%        |        0.01%        |    0.17%     |
|   True   |      True       |     0.0     |      0.01       |    [-1, -1]     |  512   |   [[8, 512, 3, 32, 64]]    |  bf16  |      72.24       |       72.42       |      72.51       |       2.17        | [57344]  | [1048576, 1048576] |  [8192]   |      3.15e-05      |      4.32e-05      |      6.48e-05       |  1.35e+05  |       0.00%        |       0.00%        |        0.01%        |    0.19%     |
|   True   |      True       |     0.0     |      0.01       |    [-1, -1]     |  512   |   [[16, 512, 3, 32, 64]]   |  bf16  |      127.56      |      127.89       |      128.07      |       2.33        | [114688] | [2097152, 2097152] |  [16384]  |      3.57e-05      |      4.89e-05      |      7.34e-05       |  2.66e+05  |       0.00%        |       0.00%        |        0.01%        |    0.21%     |
|   True   |      True       |     0.0     |      0.01       |    [-1, -1]     |  512   |   [[32, 512, 3, 32, 64]]   |  bf16  |      239.61      |      240.37       |      241.85      |       2.66        | [229376] | [4194304, 4194304] |  [32768]  |      3.80e-05      |      5.21e-05      |      7.82e-05       |  5.28e+05  |       0.00%        |       0.01%        |        0.01%        |    0.22%     |
|   True   |      True       |     0.0     |      0.01       |    [-1, -1]     |  1024  |   [[1, 1024, 3, 32, 64]]   |  bf16  |      38.55       |       38.58       |      38.63       |       2.03        |  [7168]  |  [131072, 131072]  |  [1024]   |      7.38e-06      |      1.01e-05      |      1.52e-05       |  2.05e+04  |       0.00%        |       0.00%        |        0.00%        |    0.05%     |
|   True   |      True       |     0.0     |      0.01       |    [-1, -1]     |  1024  |   [[2, 1024, 3, 32, 64]]   |  bf16  |      65.30       |       65.79       |      66.21       |       2.05        | [14336]  |  [262144, 262144]  |  [2048]   |      8.72e-06      |      1.19e-05      |      1.79e-05       |  3.69e+04  |       0.00%        |       0.00%        |        0.00%        |    0.06%     |
|   True   |      True       |     0.0     |      0.01       |    [-1, -1]     |  1024  |   [[4, 1024, 3, 32, 64]]   |  bf16  |      113.07      |      113.22       |      113.31      |       2.09        | [28672]  |  [524288, 524288]  |  [4096]   |      1.01e-05      |      1.38e-05      |      2.07e-05       |  6.96e+04  |       0.00%        |       0.00%        |        0.00%        |    0.06%     |
|   True   |      True       |     0.0     |      0.01       |    [-1, -1]     |  1024  |   [[8, 1024, 3, 32, 64]]   |  bf16  |      197.77      |      198.33       |      200.13      |       2.17        | [57344]  | [1048576, 1048576] |  [8192]   |      1.15e-05      |      1.58e-05      |      2.37e-05       |  1.35e+05  |       0.00%        |       0.00%        |        0.00%        |    0.07%     |
|   True   |      True       |     0.0     |      0.01       |    [-1, -1]     |  1024  |  [[16, 1024, 3, 32, 64]]   |  bf16  |      370.43      |      382.23       |      408.40      |       2.33        | [114688] | [2097152, 2097152] |  [16384]  |      1.23e-05      |      1.68e-05      |      2.53e-05       |  2.66e+05  |       0.00%        |       0.00%        |        0.00%        |    0.07%     |
|   True   |      True       |     0.0     |      0.01       |    [-1, -1]     |  1024  |  [[32, 1024, 3, 32, 64]]   |  bf16  |      711.48      |      750.47       |      780.68      |       2.66        | [229376] | [4194304, 4194304] |  [32768]  |      1.28e-05      |      1.75e-05      |      2.63e-05       |  5.28e+05  |       0.00%        |       0.00%        |        0.00%        |    0.07%     |
|   True   |      True       |     0.0     |      0.01       |    [-1, -1]     |   1    |     [[1, 1, 3, 1, 80]]     |  bf16  |       6.02       |       6.06        |       6.14       |       2.00        |   [7]    |     [160, 160]     |    [1]    |      4.62e-08      |      7.92e-08      |      9.50e-08       |  8.00e+02  |       0.00%        |       0.00%        |        0.00%        |    0.01%     |
|   True   |      True       |     0.0     |      0.01       |    [-1, -1]     |   1    |     [[2, 1, 3, 1, 80]]     |  bf16  |       5.21       |       5.23        |       5.25       |       2.00        |   [14]   |     [320, 320]     |    [2]    |      1.07e-07      |      1.83e-07      |      2.19e-07       |  1.44e+03  |       0.00%        |       0.00%        |        0.00%        |    0.03%     |
|   True   |      True       |     0.0     |      0.01       |    [-1, -1]     |   1    |     [[4, 1, 3, 1, 80]]     |  bf16  |       5.21       |       5.23        |       5.23       |       2.00        |   [28]   |     [640, 640]     |    [4]    |      2.13e-07      |      3.66e-07      |      4.39e-07       |  2.72e+03  |       0.00%        |       0.00%        |        0.00%        |    0.05%     |
|   True   |      True       |     0.0     |      0.01       |    [-1, -1]     |   1    |     [[8, 1, 3, 1, 80]]     |  bf16  |       5.20       |       5.22        |       5.23       |       2.01        |   [56]   |    [1280, 1280]    |    [8]    |      4.27e-07      |      7.32e-07      |      8.79e-07       |  5.28e+03  |       0.00%        |       0.00%        |        0.00%        |    0.10%     |
|   True   |      True       |     0.0     |      0.01       |    [-1, -1]     |   1    |    [[16, 1, 3, 1, 80]]     |  bf16  |       5.20       |       5.22        |       5.23       |       2.01        |  [112]   |    [2560, 2560]    |   [16]    |      8.54e-07      |      1.46e-06      |      1.76e-06       |  1.04e+04  |       0.00%        |       0.00%        |        0.00%        |    0.20%     |
|   True   |      True       |     0.0     |      0.01       |    [-1, -1]     |   1    |    [[32, 1, 3, 1, 80]]     |  bf16  |       5.24       |       5.26        |       5.28       |       2.03        |  [224]   |    [5120, 5120]    |   [32]    |      1.70e-06      |      2.91e-06      |      3.49e-06       |  2.06e+04  |       0.00%        |       0.00%        |        0.00%        |    0.39%     |
|   True   |      True       |     0.0     |      0.01       |    [-1, -1]     |   4    |     [[1, 4, 3, 1, 80]]     |  bf16  |       5.15       |       5.17        |       5.19       |       2.00        |   [7]    |     [160, 160]     |    [1]    |      5.40e-08      |      9.25e-08      |      1.11e-07       |  8.00e+02  |       0.00%        |       0.00%        |        0.00%        |    0.02%     |
|   True   |      True       |     0.0     |      0.01       |    [-1, -1]     |   4    |     [[2, 4, 3, 1, 80]]     |  bf16  |       5.25       |       5.27        |       5.31       |       2.00        |   [14]   |     [320, 320]     |    [2]    |      1.06e-07      |      1.81e-07      |      2.18e-07       |  1.44e+03  |       0.00%        |       0.00%        |        0.00%        |    0.03%     |
|   True   |      True       |     0.0     |      0.01       |    [-1, -1]     |   4    |     [[4, 4, 3, 1, 80]]     |  bf16  |       5.24       |       5.26        |       5.28       |       2.00        |   [28]   |     [640, 640]     |    [4]    |      2.12e-07      |      3.64e-07      |      4.36e-07       |  2.72e+03  |       0.00%        |       0.00%        |        0.00%        |    0.05%     |
|   True   |      True       |     0.0     |      0.01       |    [-1, -1]     |   4    |     [[8, 4, 3, 1, 80]]     |  bf16  |       5.30       |       5.31        |       5.34       |       2.01        |   [56]   |    [1280, 1280]    |    [8]    |      4.19e-07      |      7.18e-07      |      8.62e-07       |  5.28e+03  |       0.00%        |       0.00%        |        0.00%        |    0.10%     |
|   True   |      True       |     0.0     |      0.01       |    [-1, -1]     |   4    |    [[16, 4, 3, 1, 80]]     |  bf16  |       5.30       |       5.33        |       5.35       |       2.01        |  [112]   |    [2560, 2560]    |   [16]    |      8.39e-07      |      1.44e-06      |      1.73e-06       |  1.04e+04  |       0.00%        |       0.00%        |        0.00%        |    0.20%     |
|   True   |      True       |     0.0     |      0.01       |    [-1, -1]     |   4    |    [[32, 4, 3, 1, 80]]     |  bf16  |       5.36       |       5.38        |       5.41       |       2.03        |  [224]   |    [5120, 5120]    |   [32]    |      1.66e-06      |      2.84e-06      |      3.41e-06       |  2.06e+04  |       0.00%        |       0.00%        |        0.00%        |    0.38%     |
|   True   |      True       |     0.0     |      0.01       |    [-1, -1]     |   8    |     [[1, 8, 3, 1, 80]]     |  bf16  |       5.13       |       5.15        |       5.16       |       2.00        |   [7]    |     [160, 160]     |    [1]    |      5.42e-08      |      9.28e-08      |      1.11e-07       |  8.00e+02  |       0.00%        |       0.00%        |        0.00%        |    0.02%     |
|   True   |      True       |     0.0     |      0.01       |    [-1, -1]     |   8    |     [[2, 8, 3, 1, 80]]     |  bf16  |       5.20       |       5.22        |       5.24       |       2.00        |   [14]   |     [320, 320]     |    [2]    |      1.07e-07      |      1.83e-07      |      2.20e-07       |  1.44e+03  |       0.00%        |       0.00%        |        0.00%        |    0.03%     |
|   True   |      True       |     0.0     |      0.01       |    [-1, -1]     |   8    |     [[4, 8, 3, 1, 80]]     |  bf16  |       5.19       |       5.21        |       5.23       |       2.00        |   [28]   |     [640, 640]     |    [4]    |      2.14e-07      |      3.67e-07      |      4.40e-07       |  2.72e+03  |       0.00%        |       0.00%        |        0.00%        |    0.05%     |
|   True   |      True       |     0.0     |      0.01       |    [-1, -1]     |   8    |     [[8, 8, 3, 1, 80]]     |  bf16  |       5.24       |       5.26        |       5.29       |       2.01        |   [56]   |    [1280, 1280]    |    [8]    |      4.25e-07      |      7.28e-07      |      8.74e-07       |  5.28e+03  |       0.00%        |       0.00%        |        0.00%        |    0.10%     |
|   True   |      True       |     0.0     |      0.01       |    [-1, -1]     |   8    |    [[16, 8, 3, 1, 80]]     |  bf16  |       5.25       |       5.27        |       5.29       |       2.01        |  [112]   |    [2560, 2560]    |   [16]    |      8.47e-07      |      1.45e-06      |      1.74e-06       |  1.04e+04  |       0.00%        |       0.00%        |        0.00%        |    0.20%     |
|   True   |      True       |     0.0     |      0.01       |    [-1, -1]     |   8    |    [[32, 8, 3, 1, 80]]     |  bf16  |       5.30       |       5.33        |       5.34       |       2.03        |  [224]   |    [5120, 5120]    |   [32]    |      1.68e-06      |      2.87e-06      |      3.45e-06       |  2.06e+04  |       0.00%        |       0.00%        |        0.00%        |    0.39%     |
|   True   |      True       |     0.0     |      0.01       |    [-1, -1]     |   16   |    [[1, 16, 3, 1, 80]]     |  bf16  |       5.13       |       5.15        |       5.17       |       2.00        |   [7]    |     [160, 160]     |    [1]    |      5.42e-08      |      9.28e-08      |      1.11e-07       |  8.00e+02  |       0.00%        |       0.00%        |        0.00%        |    0.02%     |
|   True   |      True       |     0.0     |      0.01       |    [-1, -1]     |   16   |    [[2, 16, 3, 1, 80]]     |  bf16  |       5.19       |       5.21        |       5.23       |       2.00        |   [14]   |     [320, 320]     |    [2]    |      1.07e-07      |      1.83e-07      |      2.20e-07       |  1.44e+03  |       0.00%        |       0.00%        |        0.00%        |    0.03%     |
|   True   |      True       |     0.0     |      0.01       |    [-1, -1]     |   16   |    [[4, 16, 3, 1, 80]]     |  bf16  |       5.20       |       5.21        |       5.23       |       2.00        |   [28]   |     [640, 640]     |    [4]    |      2.14e-07      |      3.67e-07      |      4.40e-07       |  2.72e+03  |       0.00%        |       0.00%        |        0.00%        |    0.05%     |
|   True   |      True       |     0.0     |      0.01       |    [-1, -1]     |   16   |    [[8, 16, 3, 1, 80]]     |  bf16  |       5.25       |       5.26        |       5.28       |       2.01        |   [56]   |    [1280, 1280]    |    [8]    |      4.24e-07      |      7.26e-07      |      8.71e-07       |  5.28e+03  |       0.00%        |       0.00%        |        0.00%        |    0.10%     |
|   True   |      True       |     0.0     |      0.01       |    [-1, -1]     |   16   |    [[16, 16, 3, 1, 80]]    |  bf16  |       5.26       |       5.27        |       5.29       |       2.01        |  [112]   |    [2560, 2560]    |   [16]    |      8.46e-07      |      1.45e-06      |      1.74e-06       |  1.04e+04  |       0.00%        |       0.00%        |        0.00%        |    0.20%     |
|   True   |      True       |     0.0     |      0.01       |    [-1, -1]     |   16   |    [[32, 16, 3, 1, 80]]    |  bf16  |       5.32       |       5.33        |       5.34       |       2.03        |  [224]   |    [5120, 5120]    |   [32]    |      1.67e-06      |      2.87e-06      |      3.44e-06       |  2.06e+04  |       0.00%        |       0.00%        |        0.00%        |    0.39%     |
|   True   |      True       |     0.0     |      0.01       |    [-1, -1]     |   32   |    [[1, 32, 3, 1, 80]]     |  bf16  |       5.28       |       5.29        |       5.32       |       2.00        |   [7]    |     [160, 160]     |    [1]    |      5.26e-08      |      9.02e-08      |      1.08e-07       |  8.00e+02  |       0.00%        |       0.00%        |        0.00%        |    0.02%     |
|   True   |      True       |     0.0     |      0.01       |    [-1, -1]     |   32   |    [[2, 32, 3, 1, 80]]     |  bf16  |       5.35       |       5.38        |       5.44       |       2.00        |   [14]   |     [320, 320]     |    [2]    |      1.04e-07      |      1.78e-07      |      2.14e-07       |  1.44e+03  |       0.00%        |       0.00%        |        0.00%        |    0.03%     |
|   True   |      True       |     0.0     |      0.01       |    [-1, -1]     |   32   |    [[4, 32, 3, 1, 80]]     |  bf16  |       5.37       |       5.38        |       5.40       |       2.00        |   [28]   |     [640, 640]     |    [4]    |      2.07e-07      |      3.55e-07      |      4.26e-07       |  2.72e+03  |       0.00%        |       0.00%        |        0.00%        |    0.05%     |
|   True   |      True       |     0.0     |      0.01       |    [-1, -1]     |   32   |    [[8, 32, 3, 1, 80]]     |  bf16  |       5.39       |       5.40        |       5.42       |       2.01        |   [56]   |    [1280, 1280]    |    [8]    |      4.12e-07      |      7.07e-07      |      8.48e-07       |  5.28e+03  |       0.00%        |       0.00%        |        0.00%        |    0.10%     |
|   True   |      True       |     0.0     |      0.01       |    [-1, -1]     |   32   |    [[16, 32, 3, 1, 80]]    |  bf16  |       5.42       |       5.43        |       5.44       |       2.01        |  [112]   |    [2560, 2560]    |   [16]    |      8.21e-07      |      1.41e-06      |      1.69e-06       |  1.04e+04  |       0.00%        |       0.00%        |        0.00%        |    0.19%     |
|   True   |      True       |     0.0     |      0.01       |    [-1, -1]     |   32   |    [[32, 32, 3, 1, 80]]    |  bf16  |       5.45       |       5.47        |       5.49       |       2.03        |  [224]   |    [5120, 5120]    |   [32]    |      1.63e-06      |      2.79e-06      |      3.36e-06       |  2.06e+04  |       0.00%        |       0.00%        |        0.00%        |    0.38%     |
