Test Case: H100PCIE_apex_fused_layer_norm_cuda.rms_forward
|   M   |   N   |  _val   | _val(1) |   input_shape    | dtype | duration_min(us) | duration_mean(us) | duration_max(us) | theory_latency(us) | flops_1D | flops_SFU |    io    | flops_efficiency_1D | flops_efficiency_SFU | io_efficiency |
| 8192  | 8192  | [8192]  | 0.0001  |  [[8192, 8192]]  | bf16  |      214.33      |      215.74       |      217.28      |       169.77       | 5.37e+08 | 6.71e+07  | 1.34e+08 |        4.91%        |        4.91%         |    62.62%     |
| 16384 | 8192  | [8192]  | 0.0001  | [[16384, 8192]]  | bf16  |      419.05      |      420.13       |      421.04      |       337.54       | 1.07e+09 | 1.34e+08  | 2.68e+08 |        5.02%        |        5.02%         |    64.06%     |
| 32768 | 8192  | [8192]  | 0.0001  | [[32768, 8192]]  | bf16  |      862.2       |      862.71       |      863.07      |       673.09       | 2.15e+09 | 2.68e+08  | 5.37e+08 |        4.88%        |        4.88%         |    62.27%     |
| 65536 | 8192  | [8192]  | 0.0001  | [[65536, 8192]]  | bf16  |     1717.64      |      1717.87      |     1718.15      |      1344.18       | 4.29e+09 | 5.37e+08  | 1.07e+09 |        4.9%         |         4.9%         |    62.51%     |
|   1   | 13824 | [13824] | 0.0001  |   [[1, 13824]]   | bf16  |      13.19       |       13.2        |      13.23       |        2.03        | 1.11e+05 | 1.38e+04  | 2.76e+04 |        0.02%        |        0.02%         |     0.21%     |
|   2   | 13824 | [13824] | 0.0001  |   [[2, 13824]]   | bf16  |      13.31       |       13.33       |      13.35       |        2.07        | 2.21e+05 | 2.76e+04  | 5.53e+04 |        0.03%        |        0.03%         |     0.42%     |
|   4   | 13824 | [13824] | 0.0001  |   [[4, 13824]]   | bf16  |      13.29       |       13.31       |      13.34       |        2.14        | 4.42e+05 | 5.53e+04  | 1.11e+05 |        0.07%        |        0.07%         |     0.83%     |
|   8   | 13824 | [13824] | 0.0001  |   [[8, 13824]]   | bf16  |      13.27       |       13.28       |       13.3       |        2.28        | 8.85e+05 | 1.11e+05  | 2.21e+05 |        0.13%        |        0.13%         |     1.67%     |
|  16   | 13824 | [13824] | 0.0001  |  [[16, 13824]]   | bf16  |      13.38       |       13.41       |      13.42       |        2.55        | 1.77e+06 | 2.21e+05  | 4.42e+05 |        0.26%        |        0.26%         |     3.31%     |
|  32   | 13824 | [13824] | 0.0001  |  [[32, 13824]]   | bf16  |      13.49       |       13.51       |      13.54       |        3.11        | 3.54e+06 | 4.42e+05  | 8.85e+05 |        0.51%        |        0.51%         |     6.56%     |
|  64   | 13824 | [13824] | 0.0001  |  [[64, 13824]]   | bf16  |      13.55       |       13.58       |      13.62       |        4.21        | 7.08e+06 | 8.85e+05  | 1.77e+06 |        1.02%        |        1.02%         |    13.06%     |
|  128  | 13824 | [13824] | 0.0001  |  [[128, 13824]]  | bf16  |      13.67       |       13.74       |      13.79       |        6.42        | 1.42e+07 | 1.77e+06  | 3.54e+06 |        2.03%        |        2.03%         |    25.89%     |
|  256  | 13824 | [13824] | 0.0001  |  [[256, 13824]]  | bf16  |      18.98       |       19.0        |      19.03       |       10.85        | 2.83e+07 | 3.54e+06  | 7.08e+06 |        2.92%        |        2.92%         |    37.29%     |
|  512  | 13824 | [13824] | 0.0001  |  [[512, 13824]]  | bf16  |      32.61       |       32.8        |       32.9       |       19.69        | 5.66e+07 | 7.08e+06  | 1.42e+07 |        3.4%         |         3.4%         |    43.41%     |
| 1024  | 13824 | [13824] | 0.0001  | [[1024, 13824]]  | bf16  |      78.01       |       78.26       |      78.37       |       37.39        | 1.13e+08 | 1.42e+07  | 2.83e+07 |        2.85%        |        2.85%         |    36.29%     |
| 2048  | 13824 | [13824] | 0.0001  | [[2048, 13824]]  | bf16  |      135.05      |      135.53       |      135.77      |       72.78        | 2.26e+08 | 2.83e+07  | 5.66e+07 |        3.29%        |        3.29%         |    41.93%     |
| 4096  | 13824 | [13824] | 0.0001  | [[4096, 13824]]  | bf16  |      263.22      |      263.53       |      263.72      |       143.56       | 4.53e+08 | 5.66e+07  | 1.13e+08 |        3.37%        |        3.37%         |    43.02%     |
| 8192  | 13824 | [13824] | 0.0001  | [[8192, 13824]]  | bf16  |      489.88      |      490.22       |      490.55      |       285.12       | 9.06e+08 | 1.13e+08  | 2.26e+08 |        3.63%        |        3.63%         |    46.23%     |
| 16384 | 13824 | [13824] | 0.0001  | [[16384, 13824]] | bf16  |      925.98      |      926.31       |      926.85      |       568.23       | 1.81e+09 | 2.26e+08  | 4.53e+08 |        3.84%        |        3.84%         |    48.92%     |
| 32768 | 13824 | [13824] | 0.0001  | [[32768, 13824]] | bf16  |     1771.68      |      1773.63      |     1774.41      |      1134.46       | 3.62e+09 | 4.53e+08  | 9.06e+08 |        4.01%        |        4.01%         |    51.14%     |
| 65536 | 13824 | [13824] | 0.0001  | [[65536, 13824]] | bf16  |     3490.01      |      3492.73      |     3494.35      |      2266.92       | 7.25e+09 | 9.06e+08  | 1.81e+09 |        4.07%        |        4.07%         |    51.92%     |
|   1   | 16384 | [16384] | 0.0001  |   [[1, 16384]]   | bf16  |      15.06       |       15.09       |      15.11       |        2.04        | 1.31e+05 | 1.64e+04  | 3.28e+04 |        0.02%        |        0.02%         |     0.22%     |
|   2   | 16384 | [16384] | 0.0001  |   [[2, 16384]]   | bf16  |      15.23       |       15.26       |      15.29       |        2.08        | 2.62e+05 | 3.28e+04  | 6.55e+04 |        0.03%        |        0.03%         |     0.43%     |
|   4   | 16384 | [16384] | 0.0001  |   [[4, 16384]]   | bf16  |      15.24       |       15.25       |      15.27       |        2.16        | 5.24e+05 | 6.55e+04  | 1.31e+05 |        0.07%        |        0.07%         |     0.86%     |
|   8   | 16384 | [16384] | 0.0001  |   [[8, 16384]]   | bf16  |      15.19       |       15.22       |      15.24       |        2.33        | 1.05e+06 | 1.31e+05  | 2.62e+05 |        0.14%        |        0.14%         |     1.73%     |
|  16   | 16384 | [16384] | 0.0001  |  [[16, 16384]]   | bf16  |      15.32       |       15.33       |      15.35       |        2.66        | 2.10e+06 | 2.62e+05  | 5.24e+05 |        0.27%        |        0.27%         |     3.42%     |
|  32   | 16384 | [16384] | 0.0001  |  [[32, 16384]]   | bf16  |      15.45       |       15.47       |      15.48       |        3.31        | 4.19e+06 | 5.24e+05  | 1.05e+06 |        0.53%        |        0.53%         |     6.79%     |
|  64   | 16384 | [16384] | 0.0001  |  [[64, 16384]]   | bf16  |      15.52       |       15.55       |       15.6       |        4.62        | 8.39e+06 | 1.05e+06  | 2.10e+06 |        1.06%        |        1.06%         |    13.51%     |
|  128  | 16384 | [16384] | 0.0001  |  [[128, 16384]]  | bf16  |      15.71       |       15.76       |      15.78       |        7.24        | 1.68e+07 | 2.10e+06  | 4.19e+06 |        2.09%        |        2.09%         |     26.7%     |
|  256  | 16384 | [16384] | 0.0001  |  [[256, 16384]]  | bf16  |      30.43       |       30.47       |      30.51       |       12.49        | 3.36e+07 | 4.19e+06  | 8.39e+06 |        2.16%        |        2.16%         |    27.57%     |
|  512  | 16384 | [16384] | 0.0001  |  [[512, 16384]]  | bf16  |      46.42       |       46.83       |      47.27       |       22.97        | 6.71e+07 | 8.39e+06  | 1.68e+07 |        2.83%        |        2.83%         |    36.14%     |
| 1024  | 16384 | [16384] | 0.0001  | [[1024, 16384]]  | bf16  |      98.95       |       99.2        |      99.47       |       43.94        | 1.34e+08 | 1.68e+07  | 3.36e+07 |        2.66%        |        2.66%         |    33.91%     |
| 2048  | 16384 | [16384] | 0.0001  | [[2048, 16384]]  | bf16  |      170.56      |      170.81       |      170.96      |       85.89        | 2.68e+08 | 3.36e+07  | 6.71e+07 |        3.09%        |        3.09%         |    39.35%     |
| 4096  | 16384 | [16384] | 0.0001  | [[4096, 16384]]  | bf16  |      316.24      |      316.51       |      316.66      |       169.77       | 5.37e+08 | 6.71e+07  | 1.34e+08 |        3.33%        |        3.33%         |    42.44%     |
| 8192  | 16384 | [16384] | 0.0001  | [[8192, 16384]]  | bf16  |      619.96      |      620.41       |      620.65      |       337.54       | 1.07e+09 | 1.34e+08  | 2.68e+08 |        3.4%         |         3.4%         |     43.3%     |
| 16384 | 16384 | [16384] | 0.0001  | [[16384, 16384]] | bf16  |     1185.31      |      1185.63      |     1185.97      |       673.09       | 2.15e+09 | 2.68e+08  | 5.37e+08 |        3.55%        |        3.55%         |    45.29%     |
| 32768 | 16384 | [16384] | 0.0001  | [[32768, 16384]] | bf16  |     2316.33      |      2317.6       |     2319.11      |      1344.18       | 4.29e+09 | 5.37e+08  | 1.07e+09 |        3.64%        |        3.64%         |    46.36%     |
| 65536 | 16384 | [16384] | 0.0001  | [[65536, 16384]] | bf16  |     4583.21      |      4584.73      |     4586.99      |      2686.35       | 8.59e+09 | 1.07e+09  | 2.15e+09 |        3.67%        |        3.67%         |    46.86%     |
|   1   | 18432 | [18432] | 0.0001  |   [[1, 18432]]   | bf16  |      16.61       |       16.64       |      16.67       |        2.05        | 1.47e+05 | 1.84e+04  | 3.69e+04 |        0.02%        |        0.02%         |     0.22%     |
|   2   | 18432 | [18432] | 0.0001  |   [[2, 18432]]   | bf16  |      16.81       |       16.83       |      16.86       |        2.09        | 2.95e+05 | 3.69e+04  | 7.37e+04 |        0.03%        |        0.03%         |     0.44%     |
|   4   | 18432 | [18432] | 0.0001  |   [[4, 18432]]   | bf16  |      16.78       |       16.82       |      16.85       |        2.18        | 5.90e+05 | 7.37e+04  | 1.47e+05 |        0.07%        |        0.07%         |     0.88%     |
|   8   | 18432 | [18432] | 0.0001  |   [[8, 18432]]   | bf16  |      16.77       |       16.79       |      16.82       |        2.37        | 1.18e+06 | 1.47e+05  | 2.95e+05 |        0.14%        |        0.14%         |     1.76%     |
|  16   | 18432 | [18432] | 0.0001  |  [[16, 18432]]   | bf16  |      16.88       |       16.9        |      16.92       |        2.74        | 2.36e+06 | 2.95e+05  | 5.90e+05 |        0.27%        |        0.27%         |     3.49%     |
|  32   | 18432 | [18432] | 0.0001  |  [[32, 18432]]   | bf16  |      17.01       |       17.04       |      17.07       |        3.47        | 4.72e+06 | 5.90e+05  | 1.18e+06 |        0.54%        |        0.54%         |     6.94%     |
|  64   | 18432 | [18432] | 0.0001  |  [[64, 18432]]   | bf16  |      16.96       |       16.97       |      17.01       |        4.95        | 9.44e+06 | 1.18e+06  | 2.36e+06 |        1.09%        |        1.09%         |    13.91%     |
|  128  | 18432 | [18432] | 0.0001  |  [[128, 18432]]  | bf16  |       17.3       |       17.35       |      17.38       |        7.9         | 1.89e+07 | 2.36e+06  | 4.72e+06 |        2.14%        |        2.14%         |    27.28%     |
|  256  | 18432 | [18432] | 0.0001  |  [[256, 18432]]  | bf16  |      25.38       |       25.42       |       25.5       |        13.8        | 3.77e+07 | 4.72e+06  | 9.44e+06 |        2.92%        |        2.92%         |    37.18%     |
|  512  | 18432 | [18432] | 0.0001  |  [[512, 18432]]  | bf16  |      56.53       |       56.78       |      56.98       |       25.59        | 7.55e+07 | 9.44e+06  | 1.89e+07 |        2.62%        |        2.62%         |    33.39%     |
| 1024  | 18432 | [18432] | 0.0001  | [[1024, 18432]]  | bf16  |      113.36      |      113.48       |      113.57      |       49.19        | 1.51e+08 | 1.89e+07  | 3.77e+07 |        2.61%        |        2.61%         |     33.3%     |
| 2048  | 18432 | [18432] | 0.0001  | [[2048, 18432]]  | bf16  |      211.49      |       211.7       |      212.01      |       96.37        | 3.02e+08 | 3.77e+07  | 7.55e+07 |        2.8%         |         2.8%         |     35.7%     |
| 4096  | 18432 | [18432] | 0.0001  | [[4096, 18432]]  | bf16  |      360.58      |      360.78       |      360.92      |       190.74       | 6.04e+08 | 7.55e+07  | 1.51e+08 |        3.28%        |        3.28%         |    41.88%     |
| 8192  | 18432 | [18432] | 0.0001  | [[8192, 18432]]  | bf16  |      708.15      |      708.35       |      708.55      |       379.49       | 1.21e+09 | 1.51e+08  | 3.02e+08 |        3.34%        |        3.34%         |    42.64%     |
| 16384 | 18432 | [18432] | 0.0001  | [[16384, 18432]] | bf16  |     1396.11      |      1396.74      |     1397.76      |       756.97       | 2.42e+09 | 3.02e+08  | 6.04e+08 |        3.39%        |        3.39%         |    43.26%     |
| 32768 | 18432 | [18432] | 0.0001  | [[32768, 18432]] | bf16  |     2748.67      |      2750.24      |     2752.09      |      1511.95       | 4.83e+09 | 6.04e+08  | 1.21e+09 |        3.45%        |        3.45%         |    43.95%     |
| 65536 | 18432 | [18432] | 0.0001  | [[65536, 18432]] | bf16  |     5409.02      |      5410.8       |     5413.65      |       3021.9       | 9.66e+09 | 1.21e+09  | 2.42e+09 |        3.5%         |         3.5%         |    44.66%     |
|   1   | 27648 | [27648] | 0.0001  |   [[1, 27648]]   | bf16  |      23.56       |       23.58       |      23.61       |        2.07        | 2.21e+05 | 2.76e+04  | 5.53e+04 |        0.02%        |        0.02%         |     0.23%     |
|   2   | 27648 | [27648] | 0.0001  |   [[2, 27648]]   | bf16  |      23.79       |       23.84       |      23.88       |        2.14        | 4.42e+05 | 5.53e+04  | 1.11e+05 |        0.04%        |        0.04%         |     0.46%     |
|   4   | 27648 | [27648] | 0.0001  |   [[4, 27648]]   | bf16  |      23.73       |       23.75       |      23.77       |        2.28        | 8.85e+05 | 1.11e+05  | 2.21e+05 |        0.07%        |        0.07%         |     0.93%     |
|   8   | 27648 | [27648] | 0.0001  |   [[8, 27648]]   | bf16  |      23.82       |       23.84       |      23.86       |        2.55        | 1.77e+06 | 2.21e+05  | 4.42e+05 |        0.15%        |        0.15%         |     1.86%     |
|  16   | 27648 | [27648] | 0.0001  |  [[16, 27648]]   | bf16  |       23.9       |       23.94       |      23.97       |        3.11        | 3.54e+06 | 4.42e+05  | 8.85e+05 |        0.29%        |        0.29%         |     3.7%      |
|  32   | 27648 | [27648] | 0.0001  |  [[32, 27648]]   | bf16  |      24.21       |       24.23       |      24.25       |        4.21        | 7.08e+06 | 8.85e+05  | 1.77e+06 |        0.57%        |        0.57%         |     7.31%     |
|  64   | 27648 | [27648] | 0.0001  |  [[64, 27648]]   | bf16  |      24.23       |       24.25       |      24.31       |        6.42        | 1.42e+07 | 1.77e+06  | 3.54e+06 |        1.15%        |        1.15%         |    14.61%     |
|  128  | 27648 | [27648] | 0.0001  |  [[128, 27648]]  | bf16  |      34.61       |       34.66       |      34.68       |       10.85        | 2.83e+07 | 3.54e+06  | 7.08e+06 |        1.6%         |         1.6%         |    20.45%     |
|  256  | 27648 | [27648] | 0.0001  |  [[256, 27648]]  | bf16  |      51.73       |       51.91       |      52.08       |       19.69        | 5.66e+07 | 7.08e+06  | 1.42e+07 |        2.15%        |        2.15%         |    27.36%     |
|  512  | 27648 | [27648] | 0.0001  |  [[512, 27648]]  | bf16  |      136.54      |      136.85       |      137.11      |       37.39        | 1.13e+08 | 1.42e+07  | 2.83e+07 |        1.63%        |        1.63%         |    20.73%     |
| 1024  | 27648 | [27648] | 0.0001  | [[1024, 27648]]  | bf16  |      166.03      |      166.18       |      166.3       |       72.78        | 2.26e+08 | 2.83e+07  | 5.66e+07 |        2.67%        |        2.67%         |     34.1%     |
| 2048  | 27648 | [27648] | 0.0001  | [[2048, 27648]]  | bf16  |      320.72      |      320.95       |      321.19      |       143.56       | 4.53e+08 | 5.66e+07  | 1.13e+08 |        2.77%        |        2.77%         |    35.31%     |
| 4096  | 27648 | [27648] | 0.0001  | [[4096, 27648]]  | bf16  |      534.69      |      534.86       |      535.04      |       285.12       | 9.06e+08 | 1.13e+08  | 2.26e+08 |        3.32%        |        3.32%         |    42.36%     |
| 8192  | 27648 | [27648] | 0.0001  | [[8192, 27648]]  | bf16  |     1056.37      |      1056.69      |     1057.37      |       568.23       | 1.81e+09 | 2.26e+08  | 4.53e+08 |        3.36%        |        3.36%         |    42.88%     |
| 16384 | 27648 | [27648] | 0.0001  | [[16384, 27648]] | bf16  |     2098.25      |      2099.11      |     2100.33      |      1134.46       | 3.62e+09 | 4.53e+08  | 9.06e+08 |        3.39%        |        3.39%         |    43.18%     |
| 32768 | 27648 | [27648] | 0.0001  | [[32768, 27648]] | bf16  |     4162.22      |      4164.54      |     4166.49      |      2266.92       | 7.25e+09 | 9.06e+08  | 1.81e+09 |        3.41%        |        3.41%         |    43.53%     |
| 65536 | 27648 | [27648] | 0.0001  | [[65536, 27648]] | bf16  |     8232.57      |      8236.1       |     8237.88      |      4531.85       | 1.45e+10 | 1.81e+09  | 3.62e+09 |        3.45%        |        3.45%         |    44.02%     |
|   1   | 53248 | [53248] | 0.0001  |   [[1, 53248]]   | bf16  |      42.76       |       42.8        |      42.85       |        2.13        | 4.26e+05 | 5.32e+04  | 1.06e+05 |        0.02%        |        0.02%         |     0.25%     |
|   2   | 53248 | [53248] | 0.0001  |   [[2, 53248]]   | bf16  |      43.12       |       43.15       |      43.21       |        2.27        | 8.52e+05 | 1.06e+05  | 2.13e+05 |        0.04%        |        0.04%         |     0.49%     |
|   4   | 53248 | [53248] | 0.0001  |   [[4, 53248]]   | bf16  |      43.16       |       43.19       |      43.25       |        2.53        | 1.70e+06 | 2.13e+05  | 4.26e+05 |        0.08%        |        0.08%         |     0.99%     |
|   8   | 53248 | [53248] | 0.0001  |   [[8, 53248]]   | bf16  |      45.61       |       45.64       |      45.66       |        3.06        | 3.41e+06 | 4.26e+05  | 8.52e+05 |        0.15%        |        0.15%         |     1.87%     |
|  16   | 53248 | [53248] | 0.0001  |  [[16, 53248]]   | bf16  |      48.56       |       48.61       |      48.66       |        4.13        | 6.82e+06 | 8.52e+05  | 1.70e+06 |        0.28%        |        0.28%         |     3.51%     |
|  32   | 53248 | [53248] | 0.0001  |  [[32, 53248]]   | bf16  |       48.5       |       48.54       |      48.58       |        6.26        | 1.36e+07 | 1.70e+06  | 3.41e+06 |        0.55%        |        0.55%         |     7.03%     |
|  64   | 53248 | [53248] | 0.0001  |  [[64, 53248]]   | bf16  |      47.64       |       47.67       |      47.71       |       10.52        | 2.73e+07 | 3.41e+06  | 6.82e+06 |        1.12%        |        1.12%         |    14.31%     |
|  128  | 53248 | [53248] | 0.0001  |  [[128, 53248]]  | bf16  |      102.47      |      102.62       |      102.78      |       19.04        | 5.45e+07 | 6.82e+06  | 1.36e+07 |        1.04%        |        1.04%         |     13.3%     |
|  256  | 53248 | [53248] | 0.0001  |  [[256, 53248]]  | bf16  |      234.77      |      235.62       |      236.33      |       36.08        | 1.09e+08 | 1.36e+07  | 2.73e+07 |        0.91%        |        0.91%         |    11.61%     |
|  512  | 53248 | [53248] | 0.0001  |  [[512, 53248]]  | bf16  |      267.62      |      267.87       |      268.02      |       70.16        | 2.18e+08 | 2.73e+07  | 5.45e+07 |        1.6%         |         1.6%         |    20.37%     |
| 1024  | 53248 | [53248] | 0.0001  | [[1024, 53248]]  | bf16  |      308.99      |      309.22       |      309.54      |       138.31       | 4.36e+08 | 5.45e+07  | 1.09e+08 |        2.77%        |        2.77%         |    35.29%     |
| 2048  | 53248 | [53248] | 0.0001  | [[2048, 53248]]  | bf16  |      607.59      |      607.87       |      608.06      |       274.63       | 8.72e+08 | 1.09e+08  | 2.18e+08 |        2.82%        |        2.82%         |     35.9%     |
| 4096  | 53248 | [53248] | 0.0001  | [[4096, 53248]]  | bf16  |     1016.87      |      1017.36      |     1017.91      |       547.26       | 1.74e+09 | 2.18e+08  | 4.36e+08 |        3.36%        |        3.36%         |     42.9%     |
| 8192  | 53248 | [53248] | 0.0001  | [[8192, 53248]]  | bf16  |     2017.33      |      2017.78      |     2018.31      |      1092.52       | 3.49e+09 | 4.36e+08  | 8.72e+08 |        3.39%        |        3.39%         |    43.25%     |
| 16384 | 53248 | [53248] | 0.0001  | [[16384, 53248]] | bf16  |     4019.53      |      4020.0       |     4020.44      |      2183.04       | 6.98e+09 | 8.72e+08  | 1.74e+09 |        3.4%         |         3.4%         |    43.41%     |
| 32768 | 53248 | [53248] | 0.0001  | [[32768, 53248]] | bf16  |      8007.0      |      8010.0       |     8012.63      |      4364.08       | 1.40e+10 | 1.74e+09  | 3.49e+09 |        3.42%        |        3.42%         |    43.58%     |
