Test Case: H100PCIE_apex_fused_layer_norm_cuda.forward
|   M   |   N   |  _val   | _val(1) |   input_shape    | dtype | duration_min(us) | duration_mean(us) | duration_max(us) | theory_latency(us) | flops_1D | flops_SFU |    io    | flops_efficiency_1D | flops_efficiency_SFU | io_efficiency |
|   2   | 13824 | [13824] | 0.0001  |   [[2, 13824]]   | bf16  |      14.53       |       14.55       |      14.57       |        2.07        | 2.21e+05 | 2.76e+04  | 5.53e+04 |        0.03%        |        0.03%         |     0.38%     |
|   4   | 13824 | [13824] | 0.0001  |   [[4, 13824]]   | bf16  |       14.5       |       14.55       |      14.62       |        2.14        | 4.42e+05 | 5.53e+04  | 1.11e+05 |        0.06%        |        0.06%         |     0.76%     |
|   8   | 13824 | [13824] | 0.0001  |   [[8, 13824]]   | bf16  |      14.47       |       14.5        |      14.56       |        2.28        | 8.85e+05 | 1.11e+05  | 2.21e+05 |        0.12%        |        0.12%         |     1.53%     |
|  16   | 13824 | [13824] | 0.0001  |  [[16, 13824]]   | bf16  |      14.61       |       14.64       |      14.67       |        2.55        | 1.77e+06 | 2.21e+05  | 4.42e+05 |        0.24%        |        0.24%         |     3.03%     |
|  32   | 13824 | [13824] | 0.0001  |  [[32, 13824]]   | bf16  |      14.68       |       14.7        |      14.74       |        3.11        | 3.54e+06 | 4.42e+05  | 8.85e+05 |        0.47%        |        0.47%         |     6.03%     |
|  64   | 13824 | [13824] | 0.0001  |  [[64, 13824]]   | bf16  |      14.72       |       14.75       |      14.78       |        4.21        | 7.08e+06 | 8.85e+05  | 1.77e+06 |        0.94%        |        0.94%         |    12.02%     |
|  128  | 13824 | [13824] | 0.0001  |  [[128, 13824]]  | bf16  |      15.11       |       15.16       |      15.22       |        6.42        | 1.42e+07 | 1.77e+06  | 3.54e+06 |        1.84%        |        1.84%         |    23.42%     |
|  256  | 13824 | [13824] | 0.0001  |  [[256, 13824]]  | bf16  |      21.58       |       21.74       |      21.81       |       10.85        | 2.83e+07 | 3.54e+06  | 7.08e+06 |        2.57%        |        2.57%         |     32.8%     |
|  512  | 13824 | [13824] | 0.0001  |  [[512, 13824]]  | bf16  |      36.63       |       36.87       |      37.15       |       19.69        | 5.66e+07 | 7.08e+06  | 1.42e+07 |        3.03%        |        3.03%         |    38.65%     |
| 1024  | 13824 | [13824] | 0.0001  | [[1024, 13824]]  | bf16  |      79.54       |       80.0        |      80.38       |       37.39        | 1.13e+08 | 1.42e+07  | 2.83e+07 |        2.79%        |        2.79%         |    35.59%     |
| 2048  | 13824 | [13824] | 0.0001  | [[2048, 13824]]  | bf16  |      138.74      |      139.26       |      139.69      |       72.78        | 2.26e+08 | 2.83e+07  | 5.66e+07 |        3.2%         |         3.2%         |    40.81%     |
| 4096  | 13824 | [13824] | 0.0001  | [[4096, 13824]]  | bf16  |      253.28      |      253.63       |      254.01      |       143.56       | 4.53e+08 | 5.66e+07  | 1.13e+08 |        3.51%        |        3.51%         |    44.71%     |
| 8192  | 13824 | [13824] | 0.0001  | [[8192, 13824]]  | bf16  |      471.05      |       471.5       |      471.93      |       285.12       | 9.06e+08 | 1.13e+08  | 2.26e+08 |        3.77%        |        3.77%         |    48.08%     |
| 16384 | 13824 | [13824] | 0.0001  | [[16384, 13824]] | bf16  |      891.52      |      892.39       |      892.86      |       568.23       | 1.81e+09 | 2.26e+08  | 4.53e+08 |        3.99%        |        3.99%         |    50.81%     |
| 32768 | 13824 | [13824] | 0.0001  | [[32768, 13824]] | bf16  |     1726.59      |      1727.55      |     1728.29      |      1134.46       | 3.62e+09 | 4.53e+08  | 9.06e+08 |        4.12%        |        4.12%         |    52.47%     |
| 65536 | 13824 | [13824] | 0.0001  | [[65536, 13824]] | bf16  |     3413.96      |      3415.21      |     3416.29      |      2266.92       | 7.25e+09 | 9.06e+08  | 1.81e+09 |        4.16%        |        4.16%         |    53.07%     |
|   1   | 16384 | [16384] | 0.0001  |   [[1, 16384]]   | bf16  |      16.42       |       16.43       |      16.45       |        2.04        | 1.31e+05 | 1.64e+04  | 3.28e+04 |        0.02%        |        0.02%         |     0.2%      |
|   2   | 16384 | [16384] | 0.0001  |   [[2, 16384]]   | bf16  |       16.6       |       16.63       |      16.68       |        2.08        | 2.62e+05 | 3.28e+04  | 6.55e+04 |        0.03%        |        0.03%         |     0.39%     |
|   4   | 16384 | [16384] | 0.0001  |   [[4, 16384]]   | bf16  |       16.6       |       16.61       |      16.64       |        2.16        | 5.24e+05 | 6.55e+04  | 1.31e+05 |        0.06%        |        0.06%         |     0.79%     |
|   8   | 16384 | [16384] | 0.0001  |   [[8, 16384]]   | bf16  |      16.55       |       16.56       |      16.58       |        2.33        | 1.05e+06 | 1.31e+05  | 2.62e+05 |        0.12%        |        0.12%         |     1.58%     |
|  16   | 16384 | [16384] | 0.0001  |  [[16, 16384]]   | bf16  |      16.65       |       16.67       |       16.7       |        2.66        | 2.10e+06 | 2.62e+05  | 5.24e+05 |        0.25%        |        0.25%         |     3.15%     |
|  32   | 16384 | [16384] | 0.0001  |  [[32, 16384]]   | bf16  |      16.83       |       16.84       |      16.86       |        3.31        | 4.19e+06 | 5.24e+05  | 1.05e+06 |        0.49%        |        0.49%         |     6.23%     |
|  64   | 16384 | [16384] | 0.0001  |  [[64, 16384]]   | bf16  |      16.87       |       16.89       |      16.92       |        4.62        | 8.39e+06 | 1.05e+06  | 2.10e+06 |        0.98%        |        0.98%         |    12.43%     |
|  128  | 16384 | [16384] | 0.0001  |  [[128, 16384]]  | bf16  |      17.24       |       17.27       |      17.31       |        7.24        | 1.68e+07 | 2.10e+06  | 4.19e+06 |        1.91%        |        1.91%         |    24.33%     |
|  256  | 16384 | [16384] | 0.0001  |  [[256, 16384]]  | bf16  |      18.37       |       18.4        |      18.42       |       12.49        | 3.36e+07 | 4.19e+06  | 8.39e+06 |        3.58%        |        3.58%         |    45.66%     |
|  512  | 16384 | [16384] | 0.0001  |  [[512, 16384]]  | bf16  |      53.81       |       54.07       |      54.32       |       22.97        | 6.71e+07 | 8.39e+06  | 1.68e+07 |        2.45%        |        2.45%         |    31.18%     |
| 1024  | 16384 | [16384] | 0.0001  | [[1024, 16384]]  | bf16  |      99.67       |       99.88       |      100.08      |       43.94        | 1.34e+08 | 1.68e+07  | 3.36e+07 |        2.64%        |        2.64%         |    33.67%     |
| 2048  | 16384 | [16384] | 0.0001  | [[2048, 16384]]  | bf16  |      188.11      |      188.38       |      188.58      |       85.89        | 2.68e+08 | 3.36e+07  | 6.71e+07 |        2.8%         |         2.8%         |    35.68%     |
| 4096  | 16384 | [16384] | 0.0001  | [[4096, 16384]]  | bf16  |      333.91      |      334.19       |      334.55      |       169.77       | 5.37e+08 | 6.71e+07  | 1.34e+08 |        3.15%        |        3.15%         |     40.2%     |
| 8192  | 16384 | [16384] | 0.0001  | [[8192, 16384]]  | bf16  |      626.33      |      626.98       |      627.46      |       337.54       | 1.07e+09 | 1.34e+08  | 2.68e+08 |        3.36%        |        3.36%         |    42.86%     |
| 16384 | 16384 | [16384] | 0.0001  | [[16384, 16384]] | bf16  |     1202.62      |      1203.34      |     1203.97      |       673.09       | 2.15e+09 | 2.68e+08  | 5.37e+08 |        3.5%         |         3.5%         |    44.64%     |
| 32768 | 16384 | [16384] | 0.0001  | [[32768, 16384]] | bf16  |     2312.34      |      2314.12      |     2315.25      |      1344.18       | 4.29e+09 | 5.37e+08  | 1.07e+09 |        3.64%        |        3.64%         |    46.44%     |
| 65536 | 16384 | [16384] | 0.0001  | [[65536, 16384]] | bf16  |     4557.54      |      4562.41      |     4564.47      |      2686.35       | 8.59e+09 | 1.07e+09  | 2.15e+09 |        3.7%         |         3.7%         |    47.12%     |
|   1   | 18432 | [18432] | 0.0001  |   [[1, 18432]]   | bf16  |      18.07       |       18.09       |      18.13       |        2.05        | 1.47e+05 | 1.84e+04  | 3.69e+04 |        0.02%        |        0.02%         |     0.2%      |
|   2   | 18432 | [18432] | 0.0001  |   [[2, 18432]]   | bf16  |      18.27       |       18.28       |      18.31       |        2.09        | 2.95e+05 | 3.69e+04  | 7.37e+04 |        0.03%        |        0.03%         |     0.4%      |
|   4   | 18432 | [18432] | 0.0001  |   [[4, 18432]]   | bf16  |      18.27       |       18.29       |       18.3       |        2.18        | 5.90e+05 | 7.37e+04  | 1.47e+05 |        0.06%        |        0.06%         |     0.81%     |
|   8   | 18432 | [18432] | 0.0001  |   [[8, 18432]]   | bf16  |      18.21       |       18.23       |      18.26       |        2.37        | 1.18e+06 | 1.47e+05  | 2.95e+05 |        0.13%        |        0.13%         |     1.62%     |
|  16   | 18432 | [18432] | 0.0001  |  [[16, 18432]]   | bf16  |      18.29       |       18.32       |      18.34       |        2.74        | 2.36e+06 | 2.95e+05  | 5.90e+05 |        0.25%        |        0.25%         |     3.22%     |
|  32   | 18432 | [18432] | 0.0001  |  [[32, 18432]]   | bf16  |      18.43       |       18.47       |      18.49       |        3.47        | 4.72e+06 | 5.90e+05  | 1.18e+06 |        0.5%         |         0.5%         |     6.4%      |
|  64   | 18432 | [18432] | 0.0001  |  [[64, 18432]]   | bf16  |      18.44       |       18.47       |      18.49       |        4.95        | 9.44e+06 | 1.18e+06  | 2.36e+06 |        1.0%         |         1.0%         |    12.79%     |
|  128  | 18432 | [18432] | 0.0001  |  [[128, 18432]]  | bf16  |      18.97       |       19.03       |      19.11       |        7.9         | 1.89e+07 | 2.36e+06  | 4.72e+06 |        1.95%        |        1.95%         |    24.87%     |
|  256  | 18432 | [18432] | 0.0001  |  [[256, 18432]]  | bf16  |      26.37       |       26.41       |      26.47       |        13.8        | 3.77e+07 | 4.72e+06  | 9.44e+06 |        2.81%        |        2.81%         |    35.79%     |
|  512  | 18432 | [18432] | 0.0001  |  [[512, 18432]]  | bf16  |      62.91       |       63.26       |      63.55       |       25.59        | 7.55e+07 | 9.44e+06  | 1.89e+07 |        2.35%        |        2.35%         |     30.0%     |
| 1024  | 18432 | [18432] | 0.0001  | [[1024, 18432]]  | bf16  |      113.84      |      114.08       |      114.27      |       49.19        | 1.51e+08 | 1.89e+07  | 3.77e+07 |        2.6%         |         2.6%         |    33.16%     |
| 2048  | 18432 | [18432] | 0.0001  | [[2048, 18432]]  | bf16  |      219.08      |      219.35       |      219.55      |       96.37        | 3.02e+08 | 3.77e+07  | 7.55e+07 |        2.7%         |         2.7%         |    34.46%     |
| 4096  | 18432 | [18432] | 0.0001  | [[4096, 18432]]  | bf16  |      416.59      |      417.03       |      417.48      |       190.74       | 6.04e+08 | 7.55e+07  | 1.51e+08 |        2.84%        |        2.84%         |    36.25%     |
| 8192  | 18432 | [18432] | 0.0001  | [[8192, 18432]]  | bf16  |      780.92      |      781.51       |      781.87      |       379.49       | 1.21e+09 | 1.51e+08  | 3.02e+08 |        3.03%        |        3.03%         |    38.67%     |
| 16384 | 18432 | [18432] | 0.0001  | [[16384, 18432]] | bf16  |     1495.26      |      1495.84      |     1496.33      |       756.97       | 2.42e+09 | 3.02e+08  | 6.04e+08 |        3.17%        |        3.17%         |    40.39%     |
| 32768 | 18432 | [18432] | 0.0001  | [[32768, 18432]] | bf16  |     2880.92      |      2882.1       |     2883.34      |      1511.95       | 4.83e+09 | 6.04e+08  | 1.21e+09 |        3.29%        |        3.29%         |    41.93%     |
| 65536 | 18432 | [18432] | 0.0001  | [[65536, 18432]] | bf16  |     5648.65      |      5650.82      |     5652.59      |       3021.9       | 9.66e+09 | 1.21e+09  | 2.42e+09 |        3.35%        |        3.35%         |    42.77%     |
|   1   | 27648 | [27648] | 0.0001  |   [[1, 27648]]   | bf16  |      25.45       |       25.47       |      25.49       |        2.07        | 2.21e+05 | 2.76e+04  | 5.53e+04 |        0.02%        |        0.02%         |     0.22%     |
|   2   | 27648 | [27648] | 0.0001  |   [[2, 27648]]   | bf16  |      25.72       |       25.75       |      25.78       |        2.14        | 4.42e+05 | 5.53e+04  | 1.11e+05 |        0.03%        |        0.03%         |     0.43%     |
|   4   | 27648 | [27648] | 0.0001  |   [[4, 27648]]   | bf16  |      25.68       |       25.7        |      25.72       |        2.28        | 8.85e+05 | 1.11e+05  | 2.21e+05 |        0.07%        |        0.07%         |     0.86%     |
|   8   | 27648 | [27648] | 0.0001  |   [[8, 27648]]   | bf16  |      25.77       |       25.79       |       25.8       |        2.55        | 1.77e+06 | 2.21e+05  | 4.42e+05 |        0.13%        |        0.13%         |     1.72%     |
|  16   | 27648 | [27648] | 0.0001  |  [[16, 27648]]   | bf16  |      25.93       |       25.95       |       26.0       |        3.11        | 3.54e+06 | 4.42e+05  | 8.85e+05 |        0.27%        |        0.27%         |     3.41%     |
|  32   | 27648 | [27648] | 0.0001  |  [[32, 27648]]   | bf16  |      26.15       |       26.17       |      26.18       |        4.21        | 7.08e+06 | 8.85e+05  | 1.77e+06 |        0.53%        |        0.53%         |     6.77%     |
|  64   | 27648 | [27648] | 0.0001  |  [[64, 27648]]   | bf16  |      26.02       |       26.05       |      26.06       |        6.42        | 1.42e+07 | 1.77e+06  | 3.54e+06 |        1.07%        |        1.07%         |     13.6%     |
|  128  | 27648 | [27648] | 0.0001  |  [[128, 27648]]  | bf16  |      41.51       |       41.81       |      41.95       |       10.85        | 2.83e+07 | 3.54e+06  | 7.08e+06 |        1.34%        |        1.34%         |    17.05%     |
|  256  | 27648 | [27648] | 0.0001  |  [[256, 27648]]  | bf16  |       54.3       |       55.26       |      55.92       |       19.69        | 5.66e+07 | 7.08e+06  | 1.42e+07 |        2.04%        |        2.04%         |    26.07%     |
|  512  | 27648 | [27648] | 0.0001  |  [[512, 27648]]  | bf16  |      137.81      |      137.99       |      138.18      |       37.39        | 1.13e+08 | 1.42e+07  | 2.83e+07 |        1.61%        |        1.61%         |    20.54%     |
| 1024  | 27648 | [27648] | 0.0001  | [[1024, 27648]]  | bf16  |      167.86      |      167.98       |      168.1       |       72.78        | 2.26e+08 | 2.83e+07  | 5.66e+07 |        2.65%        |        2.65%         |    33.73%     |
| 2048  | 27648 | [27648] | 0.0001  | [[2048, 27648]]  | bf16  |      325.32      |      325.47       |      325.6       |       143.56       | 4.53e+08 | 5.66e+07  | 1.13e+08 |        2.73%        |        2.73%         |    34.81%     |
| 4096  | 27648 | [27648] | 0.0001  | [[4096, 27648]]  | bf16  |      636.79      |      637.22       |      637.37      |       285.12       | 9.06e+08 | 1.13e+08  | 2.26e+08 |        2.79%        |        2.79%         |    35.57%     |
| 8192  | 27648 | [27648] | 0.0001  | [[8192, 27648]]  | bf16  |     1211.57      |      1212.41      |     1213.25      |       568.23       | 1.81e+09 | 2.26e+08  | 4.53e+08 |        2.93%        |        2.93%         |    37.39%     |
| 16384 | 27648 | [27648] | 0.0001  | [[16384, 27648]] | bf16  |     2391.68      |      2391.92      |      2392.1      |      1134.46       | 3.62e+09 | 4.53e+08  | 9.06e+08 |        2.97%        |        2.97%         |    37.88%     |
| 32768 | 27648 | [27648] | 0.0001  | [[32768, 27648]] | bf16  |     4649.91      |      4650.54      |     4650.97      |      2266.92       | 7.25e+09 | 9.06e+08  | 1.81e+09 |        3.06%        |        3.06%         |    38.97%     |
| 65536 | 27648 | [27648] | 0.0001  | [[65536, 27648]] | bf16  |     9161.08      |      9165.13      |     9169.68      |      4531.85       | 1.45e+10 | 1.81e+09  | 3.62e+09 |        3.1%         |         3.1%         |    39.56%     |
|   1   | 53248 | [53248] | 0.0001  |   [[1, 53248]]   | bf16  |      45.95       |       45.98       |      46.01       |        2.13        | 4.26e+05 | 5.32e+04  | 1.06e+05 |        0.02%        |        0.02%         |     0.23%     |
|   2   | 53248 | [53248] | 0.0001  |   [[2, 53248]]   | bf16  |      46.39       |       46.41       |      46.44       |        2.27        | 8.52e+05 | 1.06e+05  | 2.13e+05 |        0.04%        |        0.04%         |     0.46%     |
|   4   | 53248 | [53248] | 0.0001  |   [[4, 53248]]   | bf16  |      46.42       |       46.44       |      46.45       |        2.53        | 1.70e+06 | 2.13e+05  | 4.26e+05 |        0.07%        |        0.07%         |     0.92%     |
|   8   | 53248 | [53248] | 0.0001  |   [[8, 53248]]   | bf16  |      48.91       |       48.94       |      48.96       |        3.06        | 3.41e+06 | 4.26e+05  | 8.52e+05 |        0.14%        |        0.14%         |     1.74%     |
|  16   | 53248 | [53248] | 0.0001  |  [[16, 53248]]   | bf16  |      48.48       |       48.51       |      48.54       |        4.13        | 6.82e+06 | 8.52e+05  | 1.70e+06 |        0.28%        |        0.28%         |     3.51%     |
|  32   | 53248 | [53248] | 0.0001  |  [[32, 53248]]   | bf16  |      51.83       |       51.84       |      51.87       |        6.26        | 1.36e+07 | 1.70e+06  | 3.41e+06 |        0.52%        |        0.52%         |     6.58%     |
|  64   | 53248 | [53248] | 0.0001  |  [[64, 53248]]   | bf16  |      59.54       |       59.59       |      59.62       |       10.52        | 2.73e+07 | 3.41e+06  | 6.82e+06 |        0.9%         |         0.9%         |    11.45%     |
|  128  | 53248 | [53248] | 0.0001  |  [[128, 53248]]  | bf16  |      104.21      |       104.3       |      104.41      |       19.04        | 5.45e+07 | 6.82e+06  | 1.36e+07 |        1.03%        |        1.03%         |    13.08%     |
|  256  | 53248 | [53248] | 0.0001  |  [[256, 53248]]  | bf16  |      236.25      |      236.95       |      237.99      |       36.08        | 1.09e+08 | 1.36e+07  | 2.73e+07 |        0.91%        |        0.91%         |    11.54%     |
|  512  | 53248 | [53248] | 0.0001  |  [[512, 53248]]  | bf16  |      270.14      |      270.33       |      270.46      |       70.16        | 2.18e+08 | 2.73e+07  | 5.45e+07 |        1.58%        |        1.58%         |    20.18%     |
| 1024  | 53248 | [53248] | 0.0001  | [[1024, 53248]]  | bf16  |      311.46      |      311.67       |      311.92      |       138.31       | 4.36e+08 | 5.45e+07  | 1.09e+08 |        2.75%        |        2.75%         |    35.01%     |
| 2048  | 53248 | [53248] | 0.0001  | [[2048, 53248]]  | bf16  |      610.82      |      611.14       |      611.31      |       274.63       | 8.72e+08 | 1.09e+08  | 2.18e+08 |        2.8%         |         2.8%         |    35.71%     |
| 4096  | 53248 | [53248] | 0.0001  | [[4096, 53248]]  | bf16  |     1208.74      |      1208.93      |     1209.17      |       547.26       | 1.74e+09 | 2.18e+08  | 4.36e+08 |        2.83%        |        2.83%         |    36.09%     |
| 8192  | 53248 | [53248] | 0.0001  | [[8192, 53248]]  | bf16  |     2385.03      |      2385.37      |     2385.64      |      1092.52       | 3.49e+09 | 4.36e+08  | 8.72e+08 |        2.87%        |        2.87%         |    36.58%     |
| 16384 | 53248 | [53248] | 0.0001  | [[16384, 53248]] | bf16  |     4576.64      |      4577.5       |     4579.78      |      2183.04       | 6.98e+09 | 8.72e+08  | 1.74e+09 |        2.99%        |        2.99%         |    38.12%     |
| 32768 | 53248 | [53248] | 0.0001  | [[32768, 53248]] | bf16  |     8923.71      |      8924.37      |     8925.81      |      4364.08       | 1.40e+10 | 1.74e+09  | 3.49e+09 |        3.07%        |        3.07%         |    39.11%     |
