Test Case: H100PCIE_aten_contiguous
|   M   |  N   |  B  |    input_shape     | dtype | duration_min(us) | duration_mean(us) | duration_max(us) | theory_latency(us) |  flops   |    io    | flops_efficiency | io_efficiency |
|  256  | 3072 | N/A |   [[256, 3072]]    | bf16  |       1.5        |       1.53        |       1.58       |        3.97        | 0.00e+00 | 1.57e+06 |        0%        |    104.86%    |
|  512  | 3072 | N/A |   [[512, 3072]]    | bf16  |       1.5        |       1.51        |       1.53       |        5.93        | 0.00e+00 | 3.15e+06 |        0%        |    209.72%    |
| 1024  | 3072 | N/A |   [[1024, 3072]]   | bf16  |       2.37       |       2.42        |       2.47       |        9.86        | 0.00e+00 | 6.29e+06 |        0%        |    265.46%    |
| 2048  | 3072 | N/A |   [[2048, 3072]]   | bf16  |       1.51       |       1.53        |       1.54       |       17.73        | 0.00e+00 | 1.26e+07 |        0%        |    833.31%    |
| 4096  | 3072 | N/A |   [[4096, 3072]]   | bf16  |       1.49       |       1.52        |       1.56       |       33.46        | 0.00e+00 | 2.52e+07 |        0%        |   1688.98%    |
| 8192  | 3072 | N/A |   [[8192, 3072]]   | bf16  |       1.49       |       1.51        |       1.54       |       64.91        | 0.00e+00 | 5.03e+07 |        0%        |   3377.96%    |
| 16384 | 3072 | N/A |  [[16384, 3072]]   | bf16  |       1.48       |        1.5        |       1.52       |       127.83       | 0.00e+00 | 1.01e+08 |        0%        |   6801.57%    |
| 32768 | 3072 | N/A |  [[32768, 3072]]   | bf16  |       1.5        |       1.52        |       1.54       |       253.66       | 0.00e+00 | 2.01e+08 |        0%        |   13421.77%   |
|  32   | 4096 | N/A |    [[32, 4096]]    | bf16  |       1.48       |        1.5        |       1.52       |        2.33        | 0.00e+00 | 2.62e+05 |        0%        |    17.71%     |
|  64   | 4096 | N/A |    [[64, 4096]]    | bf16  |       1.49       |       1.51        |       1.53       |        2.66        | 0.00e+00 | 5.24e+05 |        0%        |    35.19%     |
|  128  | 4096 | N/A |   [[128, 4096]]    | bf16  |       1.5        |       1.52        |       1.54       |        3.31        | 0.00e+00 | 1.05e+06 |        0%        |    69.91%     |
|  256  | 4096 | N/A |   [[256, 4096]]    | bf16  |       3.01       |       3.04        |       3.06       |        4.62        | 0.00e+00 | 2.10e+06 |        0%        |    69.67%     |
|  512  | 4096 | N/A |   [[512, 4096]]    | bf16  |       1.48       |       1.51        |       1.53       |        7.24        | 0.00e+00 | 4.19e+06 |        0%        |    283.4%     |
| 1024  | 4096 | N/A |   [[1024, 4096]]   | bf16  |       1.5        |       1.52        |       1.54       |       12.49        | 0.00e+00 | 8.39e+06 |        0%        |    559.24%    |
| 2048  | 4096 | N/A |   [[2048, 4096]]   | bf16  |       1.47       |       1.49        |       1.5        |       22.97        | 0.00e+00 | 1.68e+07 |        0%        |   1141.31%    |
| 4096  | 4096 | N/A |   [[4096, 4096]]   | bf16  |       2.98       |       3.01        |       3.04       |       43.94        | 0.00e+00 | 3.36e+07 |        0%        |   1125.99%    |
| 8192  | 4096 | N/A |   [[8192, 4096]]   | bf16  |       1.48       |        1.5        |       1.52       |       85.89        | 0.00e+00 | 6.71e+07 |        0%        |   4534.38%    |
| 16384 | 4096 | N/A |  [[16384, 4096]]   | bf16  |       1.5        |       1.53        |       1.56       |       169.77       | 0.00e+00 | 1.34e+08 |        0%        |   8947.85%    |
| 32768 | 4096 | N/A |  [[32768, 4096]]   | bf16  |       1.49       |       1.51        |       1.53       |       337.54       | 0.00e+00 | 2.68e+08 |        0%        |   18015.8%    |
|  32   | 8192 | N/A |    [[32, 8192]]    | bf16  |       2.98       |       3.01        |       3.04       |        2.66        | 0.00e+00 | 5.24e+05 |        0%        |    17.59%     |
|  64   | 8192 | N/A |    [[64, 8192]]    | bf16  |       1.49       |       1.51        |       1.54       |        3.31        | 0.00e+00 | 1.05e+06 |        0%        |    70.37%     |
|  128  | 8192 | N/A |   [[128, 8192]]    | bf16  |       1.48       |       1.51        |       1.54       |        4.62        | 0.00e+00 | 2.10e+06 |        0%        |    141.7%     |
|  256  | 8192 | N/A |   [[256, 8192]]    | bf16  |       1.48       |       1.51        |       1.54       |        7.24        | 0.00e+00 | 4.19e+06 |        0%        |    283.4%     |
|  512  | 8192 | N/A |   [[512, 8192]]    | bf16  |       1.44       |       1.46        |       1.48       |       12.49        | 0.00e+00 | 8.39e+06 |        0%        |    582.54%    |
| 1024  | 8192 | N/A |   [[1024, 8192]]   | bf16  |       1.5        |       1.54        |       1.59       |       22.97        | 0.00e+00 | 1.68e+07 |        0%        |   1118.48%    |
| 2048  | 8192 | N/A |   [[2048, 8192]]   | bf16  |       2.98       |       3.02        |       3.05       |       43.94        | 0.00e+00 | 3.36e+07 |        0%        |   1125.99%    |
| 4096  | 8192 | N/A |   [[4096, 8192]]   | bf16  |       1.52       |       1.58        |       1.65       |       85.89        | 0.00e+00 | 6.71e+07 |        0%        |   4415.06%    |
| 8192  | 8192 | N/A |   [[8192, 8192]]   | bf16  |       1.51       |       1.53        |       1.56       |       169.77       | 0.00e+00 | 1.34e+08 |        0%        |   8888.59%    |
| 16384 | 8192 | N/A |  [[16384, 8192]]   | bf16  |       1.49       |       1.51        |       1.54       |       337.54       | 0.00e+00 | 2.68e+08 |        0%        |   18015.8%    |
| 32768 | 8192 | N/A |  [[32768, 8192]]   | bf16  |       1.51       |       1.52        |       1.54       |       673.09       | 0.00e+00 | 5.37e+08 |        0%        |   35554.37%   |
|  32   |  32  |  1  |   [[1, 32, 32]]    | bf16  |       1.48       |       1.51        |       1.53       |        2.0         | 0.00e+00 | 2.05e+03 |        0%        |     0.14%     |
|  32   |  32  |  2  |   [[2, 32, 32]]    | bf16  |       1.52       |       1.54        |       1.56       |        2.01        | 0.00e+00 | 4.10e+03 |        0%        |     0.27%     |
|  32   |  32  |  4  |   [[4, 32, 32]]    | bf16  |       1.43       |       1.45        |       1.46       |        2.01        | 0.00e+00 | 8.19e+03 |        0%        |     0.57%     |
|  32   |  32  |  8  |   [[8, 32, 32]]    | bf16  |       1.5        |       1.53        |       1.56       |        2.02        | 0.00e+00 | 1.64e+04 |        0%        |     1.09%     |
|  32   |  32  | 16  |   [[16, 32, 32]]   | bf16  |       1.49       |       1.52        |       1.54       |        2.04        | 0.00e+00 | 3.28e+04 |        0%        |     2.2%      |
|  32   |  32  | 32  |   [[32, 32, 32]]   | bf16  |       1.5        |       1.52        |       1.54       |        2.08        | 0.00e+00 | 6.55e+04 |        0%        |     4.37%     |
|  64   |  32  |  1  |   [[1, 64, 32]]    | bf16  |       1.49       |       1.52        |       1.55       |        2.01        | 0.00e+00 | 4.10e+03 |        0%        |     0.27%     |
|  64   |  32  |  2  |   [[2, 64, 32]]    | bf16  |       1.48       |       1.51        |       1.53       |        2.01        | 0.00e+00 | 8.19e+03 |        0%        |     0.55%     |
|  64   |  32  |  4  |   [[4, 64, 32]]    | bf16  |       0.36       |       0.38        |       0.4        |        2.02        | 0.00e+00 | 1.64e+04 |        0%        |     4.55%     |
|  64   |  32  |  8  |   [[8, 64, 32]]    | bf16  |       1.5        |       1.53        |       1.56       |        2.04        | 0.00e+00 | 3.28e+04 |        0%        |     2.18%     |
|  64   |  32  | 16  |   [[16, 64, 32]]   | bf16  |       1.5        |       1.62        |       1.8        |        2.08        | 0.00e+00 | 6.55e+04 |        0%        |     4.37%     |
|  64   |  32  | 32  |   [[32, 64, 32]]   | bf16  |       1.51       |       1.52        |       1.53       |        2.16        | 0.00e+00 | 1.31e+05 |        0%        |     8.68%     |
|  128  |  32  |  1  |   [[1, 128, 32]]   | bf16  |       3.0        |       3.05        |       3.1        |        2.01        | 0.00e+00 | 8.19e+03 |        0%        |     0.27%     |
|  128  |  32  |  2  |   [[2, 128, 32]]   | bf16  |       1.49       |       1.52        |       1.56       |        2.02        | 0.00e+00 | 1.64e+04 |        0%        |     1.1%      |
|  128  |  32  |  4  |   [[4, 128, 32]]   | bf16  |       1.48       |       1.53        |       1.58       |        2.04        | 0.00e+00 | 3.28e+04 |        0%        |     2.21%     |
|  128  |  32  |  8  |   [[8, 128, 32]]   | bf16  |       1.49       |       1.52        |       1.55       |        2.08        | 0.00e+00 | 6.55e+04 |        0%        |     4.4%      |
|  128  |  32  | 16  |  [[16, 128, 32]]   | bf16  |       1.51       |       1.54        |       1.56       |        2.16        | 0.00e+00 | 1.31e+05 |        0%        |     8.68%     |
