test case : H20SXM_flash_attn::flash_attn.flash_attn_qkvpacked_func
|  causal  |  deterministic  |  dropout_p  |  softmax_scale  |   window_size   |   M    |        input_shape         | dtype  | duration_min(us) | duration_mean(us) | duration_max(us) | latency_value(us) | flops_1D |      flops_2D      | flops_SFU | flops_efficient_1D | flops_efficient_2D | flops_efficient_SFU |     io     | flops_efficient_1D | flops_efficient_2D | flops_efficient_SFU | io_efficient |
|   True   |      True       |     0.0     |      0.01       |    [-1, -1]     |  512   |   [[32, 512, 3, 1, 64]]    |  bf16  |      35.48       |       35.52       |      35.56       |       2.01        |  [224]   |    [4096, 4096]    |   [32]    |      2.91e-07      |      1.76e-06      |      5.98e-07       |  1.65e+04  |       0.00%        |       0.00%        |        0.00%        |    0.02%     |
|   True   |      True       |     0.0     |      0.01       |    [-1, -1]     |  1024  |   [[1, 1024, 3, 1, 64]]    |  bf16  |      12.19       |       12.23       |      12.27       |       2.00        |   [7]    |     [128, 128]     |    [1]    |      2.64e-08      |      1.60e-07      |      5.44e-08       |  6.40e+02  |       0.00%        |       0.00%        |        0.00%        |    0.00%     |
|   True   |      True       |     0.0     |      0.01       |    [-1, -1]     |  1024  |   [[2, 1024, 3, 1, 64]]    |  bf16  |      16.35       |       16.40       |      16.44       |       2.00        |   [14]   |     [256, 256]     |    [2]    |      3.94e-08      |      2.38e-07      |      8.11e-08       |  1.15e+03  |       0.00%        |       0.00%        |        0.00%        |    0.00%     |
|   True   |      True       |     0.0     |      0.01       |    [-1, -1]     |  1024  |   [[4, 1024, 3, 1, 64]]    |  bf16  |      25.12       |       25.15       |      25.19       |       2.00        |   [28]   |     [512, 512]     |    [4]    |      5.13e-08      |      3.10e-07      |      1.06e-07       |  2.18e+03  |       0.00%        |       0.00%        |        0.00%        |    0.00%     |
|   True   |      True       |     0.0     |      0.01       |    [-1, -1]     |  1024  |   [[8, 1024, 3, 1, 64]]    |  bf16  |      38.08       |       38.13       |      38.19       |       2.00        |   [56]   |    [1024, 1024]    |    [8]    |      6.77e-08      |      4.09e-07      |      1.39e-07       |  4.22e+03  |       0.00%        |       0.00%        |        0.00%        |    0.01%     |
|   True   |      True       |     0.0     |      0.01       |    [-1, -1]     |  1024  |   [[16, 1024, 3, 1, 64]]   |  bf16  |      66.81       |       66.88       |      66.90       |       2.01        |  [112]   |    [2048, 2048]    |   [16]    |      7.72e-08      |      4.66e-07      |      1.59e-07       |  8.32e+03  |       0.00%        |       0.00%        |        0.00%        |    0.01%     |
|   True   |      True       |     0.0     |      0.01       |    [-1, -1]     |  1024  |   [[32, 1024, 3, 1, 64]]   |  bf16  |      91.78       |       92.98       |      93.59       |       2.01        |  [224]   |    [4096, 4096]    |   [32]    |      1.12e-07      |      6.78e-07      |      2.31e-07       |  1.65e+04  |       0.00%        |       0.00%        |        0.00%        |    0.01%     |
|   True   |      True       |     0.0     |      0.01       |    [-1, -1]     |   1    |     [[1, 1, 3, 4, 64]]     |  bf16  |       8.15       |       8.17        |       8.19       |       2.00        |  [112]   |    [2048, 2048]    |   [16]    |      6.32e-07      |      3.82e-06      |      1.30e-06       |  2.56e+03  |       0.00%        |       0.00%        |        0.00%        |    0.02%     |
|   True   |      True       |     0.0     |      0.01       |    [-1, -1]     |   1    |     [[2, 1, 3, 4, 64]]     |  bf16  |       8.35       |       8.38        |       8.44       |       2.00        |  [224]   |    [4096, 4096]    |   [32]    |      1.23e-06      |      7.46e-06      |      2.54e-06       |  4.61e+03  |       0.00%        |       0.00%        |        0.00%        |    0.03%     |
|   True   |      True       |     0.0     |      0.01       |    [-1, -1]     |   1    |     [[4, 1, 3, 4, 64]]     |  bf16  |       8.33       |       8.36        |       8.39       |       2.01        |  [448]   |    [8192, 8192]    |   [64]    |      2.48e-06      |      1.50e-05      |      5.09e-06       |  8.70e+03  |       0.00%        |       0.00%        |        0.00%        |    0.05%     |
