Test Case: H20SXM_apex_fused_layer_norm_cuda.forward
|   M   |   N   |  _val   | _val(1) |   input_shape    | dtype | duration_min(us) | duration_mean(us) | duration_max(us) | theory_latency(us) | flops_1D | flops_SFU |    io    | flops_efficiency_1D | flops_efficiency_SFU | io_efficiency |
|   1   | 13824 | [13824] | 0.0001  |   [[1, 13824]]   | bf16  |       12.5       |       12.53       |       12.6       |        2.02        | 1.11e+05 | 1.38e+04  | 2.76e+04 |        0.02%        |        0.02%         |     0.11%     |
|   2   | 13824 | [13824] | 0.0001  |   [[2, 13824]]   | bf16  |      12.52       |       12.56       |      12.59       |        2.03        | 2.21e+05 | 2.76e+04  | 5.53e+04 |        0.04%        |        0.04%         |     0.22%     |
|   4   | 13824 | [13824] | 0.0001  |   [[4, 13824]]   | bf16  |      12.49       |       12.54       |      12.58       |        2.07        | 4.42e+05 | 5.53e+04  | 1.11e+05 |        0.08%        |        0.08%         |     0.44%     |
|   8   | 13824 | [13824] | 0.0001  |   [[8, 13824]]   | bf16  |      12.63       |       12.66       |      12.73       |        2.14        | 8.85e+05 | 1.11e+05  | 2.21e+05 |        0.16%        |        0.16%         |     0.88%     |
|  16   | 13824 | [13824] | 0.0001  |  [[16, 13824]]   | bf16  |      12.62       |       12.64       |      12.66       |        2.28        | 1.77e+06 | 2.21e+05  | 4.42e+05 |        0.32%        |        0.32%         |     1.75%     |
|  32   | 13824 | [13824] | 0.0001  |  [[32, 13824]]   | bf16  |      12.66       |       12.7        |      12.74       |        2.55        | 3.54e+06 | 4.42e+05  | 8.85e+05 |        0.64%        |        0.64%         |     3.49%     |
|  64   | 13824 | [13824] | 0.0001  |  [[64, 13824]]   | bf16  |      12.82       |       12.84       |      12.87       |        3.11        | 7.08e+06 | 8.85e+05  | 1.77e+06 |        1.25%        |        1.25%         |     6.9%      |
|  128  | 13824 | [13824] | 0.0001  |  [[128, 13824]]  | bf16  |      13.16       |       13.18       |      13.21       |        4.21        | 1.42e+07 | 1.77e+06  | 3.54e+06 |        2.44%        |        2.44%         |    13.45%     |
|  256  | 13824 | [13824] | 0.0001  |  [[256, 13824]]  | bf16  |      22.12       |       22.25       |      22.32       |        6.42        | 2.83e+07 | 3.54e+06  | 7.08e+06 |        2.91%        |        2.91%         |     16.0%     |
|  512  | 13824 | [13824] | 0.0001  |  [[512, 13824]]  | bf16  |       30.7       |       30.76       |      30.81       |       10.85        | 5.66e+07 | 7.08e+06  | 1.42e+07 |        4.19%        |        4.19%         |    23.06%     |
| 1024  | 13824 | [13824] | 0.0001  | [[1024, 13824]]  | bf16  |      65.52       |       65.72       |      65.92       |       19.69        | 1.13e+08 | 1.42e+07  | 2.83e+07 |        3.93%        |        3.93%         |    21.61%     |
| 2048  | 13824 | [13824] | 0.0001  | [[2048, 13824]]  | bf16  |      109.54      |      109.71       |      109.83      |       37.39        | 2.26e+08 | 2.83e+07  | 5.66e+07 |        4.7%         |         4.7%         |    25.85%     |
| 4096  | 13824 | [13824] | 0.0001  | [[4096, 13824]]  | bf16  |      207.06      |      207.21       |      207.37      |       72.78        | 4.53e+08 | 5.66e+07  | 1.13e+08 |        4.97%        |        4.97%         |    27.35%     |
| 8192  | 13824 | [13824] | 0.0001  | [[8192, 13824]]  | bf16  |      394.39      |      394.47       |      394.62      |       143.56       | 9.06e+08 | 1.13e+08  | 2.26e+08 |        5.22%        |        5.22%         |    28.71%     |
| 16384 | 13824 | [13824] | 0.0001  | [[16384, 13824]] | bf16  |      774.7       |      774.82       |      774.89      |       285.12       | 1.81e+09 | 2.26e+08  | 4.53e+08 |        5.32%        |        5.32%         |    29.24%     |
| 32768 | 13824 | [13824] | 0.0001  | [[32768, 13824]] | bf16  |      1536.7      |      1536.95      |     1537.24      |       568.23       | 3.62e+09 | 4.53e+08  | 9.06e+08 |        5.36%        |        5.36%         |    29.48%     |
| 65536 | 13824 | [13824] | 0.0001  | [[65536, 13824]] | bf16  |     3058.13      |      3058.74      |     3058.96      |      1134.46       | 7.25e+09 | 9.06e+08  | 1.81e+09 |        5.39%        |        5.39%         |    29.62%     |
|   1   | 16384 | [16384] | 0.0001  |   [[1, 16384]]   | bf16  |      14.39       |       14.42       |      14.47       |        2.02        | 1.31e+05 | 1.64e+04  | 3.28e+04 |        0.02%        |        0.02%         |     0.11%     |
|   2   | 16384 | [16384] | 0.0001  |   [[2, 16384]]   | bf16  |      14.38       |       14.4        |      14.42       |        2.04        | 2.62e+05 | 3.28e+04  | 6.55e+04 |        0.04%        |        0.04%         |     0.23%     |
|   4   | 16384 | [16384] | 0.0001  |   [[4, 16384]]   | bf16  |      14.35       |       14.38       |      14.42       |        2.08        | 5.24e+05 | 6.55e+04  | 1.31e+05 |        0.08%        |        0.08%         |     0.46%     |
|   8   | 16384 | [16384] | 0.0001  |   [[8, 16384]]   | bf16  |      14.44       |       14.46       |      14.53       |        2.16        | 1.05e+06 | 1.31e+05  | 2.62e+05 |        0.17%        |        0.17%         |     0.91%     |
|  16   | 16384 | [16384] | 0.0001  |  [[16, 16384]]   | bf16  |      14.48       |       14.52       |      14.58       |        2.33        | 2.10e+06 | 2.62e+05  | 5.24e+05 |        0.33%        |        0.33%         |     1.81%     |
|  32   | 16384 | [16384] | 0.0001  |  [[32, 16384]]   | bf16  |      14.56       |       14.61       |      14.64       |        2.66        | 4.19e+06 | 5.24e+05  | 1.05e+06 |        0.65%        |        0.65%         |     3.6%      |
|  64   | 16384 | [16384] | 0.0001  |  [[64, 16384]]   | bf16  |      14.72       |       14.76       |      14.82       |        3.31        | 8.39e+06 | 1.05e+06  | 2.10e+06 |        1.3%         |         1.3%         |     7.12%     |
|  128  | 16384 | [16384] | 0.0001  |  [[128, 16384]]  | bf16  |       15.1       |       15.13       |       15.2       |        4.62        | 1.68e+07 | 2.10e+06  | 4.19e+06 |        2.53%        |        2.53%         |    13.89%     |
|  256  | 16384 | [16384] | 0.0001  |  [[256, 16384]]  | bf16  |      31.33       |       31.51       |      31.65       |        7.24        | 3.36e+07 | 4.19e+06  | 8.39e+06 |        2.43%        |        2.43%         |    13.39%     |
|  512  | 16384 | [16384] | 0.0001  |  [[512, 16384]]  | bf16  |      39.09       |       39.29       |      39.38       |       12.49        | 6.71e+07 | 8.39e+06  | 1.68e+07 |        3.9%         |         3.9%         |    21.46%     |
| 1024  | 16384 | [16384] | 0.0001  | [[1024, 16384]]  | bf16  |      83.83       |       84.03       |      84.11       |       22.97        | 1.34e+08 | 1.68e+07  | 3.36e+07 |        3.64%        |        3.64%         |    20.01%     |
| 2048  | 16384 | [16384] | 0.0001  | [[2048, 16384]]  | bf16  |      139.92      |      139.99       |      140.09      |       43.94        | 2.68e+08 | 3.36e+07  | 6.71e+07 |        4.36%        |        4.36%         |    23.98%     |
| 4096  | 16384 | [16384] | 0.0001  | [[4096, 16384]]  | bf16  |      262.81      |      262.95       |      263.05      |       85.89        | 5.37e+08 | 6.71e+07  | 1.34e+08 |        4.64%        |        4.64%         |    25.54%     |
| 8192  | 16384 | [16384] | 0.0001  | [[8192, 16384]]  | bf16  |      506.81      |      507.02       |      507.27      |       169.77       | 1.07e+09 | 1.34e+08  | 2.68e+08 |        4.82%        |        4.82%         |    26.48%     |
| 16384 | 16384 | [16384] | 0.0001  | [[16384, 16384]] | bf16  |      993.56      |      993.71       |      993.98      |       337.54       | 2.15e+09 | 2.68e+08  | 5.37e+08 |        4.91%        |        4.91%         |    27.02%     |
| 32768 | 16384 | [16384] | 0.0001  | [[32768, 16384]] | bf16  |     1967.68      |      1967.94      |      1968.2      |       673.09       | 4.29e+09 | 5.37e+08  | 1.07e+09 |        4.96%        |        4.96%         |    27.28%     |
| 65536 | 16384 | [16384] | 0.0001  | [[65536, 16384]] | bf16  |      3897.8      |      3899.29      |     3899.87      |      1344.18       | 8.59e+09 | 1.07e+09  | 2.15e+09 |        5.01%        |        5.01%         |    27.55%     |
|   1   | 18432 | [18432] | 0.0001  |   [[1, 18432]]   | bf16  |      15.84       |       15.85       |      15.88       |        2.02        | 1.47e+05 | 1.84e+04  | 3.69e+04 |        0.02%        |        0.02%         |     0.12%     |
|   2   | 18432 | [18432] | 0.0001  |   [[2, 18432]]   | bf16  |      15.85       |       15.89       |      15.93       |        2.05        | 2.95e+05 | 3.69e+04  | 7.37e+04 |        0.04%        |        0.04%         |     0.23%     |
|   4   | 18432 | [18432] | 0.0001  |   [[4, 18432]]   | bf16  |      15.83       |       15.87       |      15.92       |        2.09        | 5.90e+05 | 7.37e+04  | 1.47e+05 |        0.08%        |        0.08%         |     0.47%     |
|   8   | 18432 | [18432] | 0.0001  |   [[8, 18432]]   | bf16  |      15.93       |       15.97       |       16.0       |        2.18        | 1.18e+06 | 1.47e+05  | 2.95e+05 |        0.17%        |        0.17%         |     0.93%     |
|  16   | 18432 | [18432] | 0.0001  |  [[16, 18432]]   | bf16  |      16.04       |       16.05       |      16.09       |        2.37        | 2.36e+06 | 2.95e+05  | 5.90e+05 |        0.33%        |        0.33%         |     1.84%     |
|  32   | 18432 | [18432] | 0.0001  |  [[32, 18432]]   | bf16  |      16.07       |       16.1        |      16.13       |        2.74        | 4.72e+06 | 5.90e+05  | 1.18e+06 |        0.67%        |        0.67%         |     3.67%     |
|  64   | 18432 | [18432] | 0.0001  |  [[64, 18432]]   | bf16  |      16.26       |       16.31       |      16.36       |        3.47        | 9.44e+06 | 1.18e+06  | 2.36e+06 |        1.32%        |        1.32%         |     7.25%     |
|  128  | 18432 | [18432] | 0.0001  |  [[128, 18432]]  | bf16  |      18.42       |       18.46       |      18.51       |        4.95        | 1.89e+07 | 2.36e+06  | 4.72e+06 |        2.33%        |        2.33%         |    12.81%     |
|  256  | 18432 | [18432] | 0.0001  |  [[256, 18432]]  | bf16  |      32.29       |       32.36       |      32.42       |        7.9         | 3.77e+07 | 4.72e+06  | 9.44e+06 |        2.66%        |        2.66%         |    14.61%     |
|  512  | 18432 | [18432] | 0.0001  |  [[512, 18432]]  | bf16  |      44.31       |       44.72       |      45.01       |        13.8        | 7.55e+07 | 9.44e+06  | 1.89e+07 |        3.87%        |        3.87%         |     21.3%     |
| 1024  | 18432 | [18432] | 0.0001  | [[1024, 18432]]  | bf16  |      99.21       |       99.43       |      99.63       |       25.59        | 1.51e+08 | 1.89e+07  | 3.77e+07 |        3.46%        |        3.46%         |    19.02%     |
| 2048  | 18432 | [18432] | 0.0001  | [[2048, 18432]]  | bf16  |      168.95      |      169.17       |      169.32      |       49.19        | 3.02e+08 | 3.77e+07  | 7.55e+07 |        4.06%        |        4.06%         |    22.34%     |
| 4096  | 18432 | [18432] | 0.0001  | [[4096, 18432]]  | bf16  |      315.66      |       315.8       |      316.04      |       96.37        | 6.04e+08 | 7.55e+07  | 1.51e+08 |        4.35%        |        4.35%         |    23.92%     |
| 8192  | 18432 | [18432] | 0.0001  | [[8192, 18432]]  | bf16  |      609.18      |      609.34       |      609.5       |       190.74       | 1.21e+09 | 1.51e+08  | 3.02e+08 |        4.51%        |        4.51%         |    24.79%     |
| 16384 | 18432 | [18432] | 0.0001  | [[16384, 18432]] | bf16  |     1192.06      |      1192.19      |     1192.35      |       379.49       | 2.42e+09 | 3.02e+08  | 6.04e+08 |        4.61%        |        4.61%         |    25.33%     |
| 32768 | 18432 | [18432] | 0.0001  | [[32768, 18432]] | bf16  |     2363.07      |      2363.35      |      2363.7      |       756.97       | 4.83e+09 | 6.04e+08  | 1.21e+09 |        4.65%        |        4.65%         |    25.56%     |
| 65536 | 18432 | [18432] | 0.0001  | [[65536, 18432]] | bf16  |     4700.46      |      4701.02      |     4701.37      |      1511.95       | 9.66e+09 | 1.21e+09  | 2.42e+09 |        4.67%        |        4.67%         |     25.7%     |
|   1   | 27648 | [27648] | 0.0001  |   [[1, 27648]]   | bf16  |      22.53       |       22.6        |      22.64       |        2.03        | 2.21e+05 | 2.76e+04  | 5.53e+04 |        0.02%        |        0.02%         |     0.12%     |
|   2   | 27648 | [27648] | 0.0001  |   [[2, 27648]]   | bf16  |      22.53       |       22.59       |      22.65       |        2.07        | 4.42e+05 | 5.53e+04  | 1.11e+05 |        0.04%        |        0.04%         |     0.25%     |
|   4   | 27648 | [27648] | 0.0001  |   [[4, 27648]]   | bf16  |       22.4       |       22.45       |      22.49       |        2.14        | 8.85e+05 | 1.11e+05  | 2.21e+05 |        0.09%        |        0.09%         |     0.49%     |
|   8   | 27648 | [27648] | 0.0001  |   [[8, 27648]]   | bf16  |       22.6       |       22.64       |      22.74       |        2.28        | 1.77e+06 | 2.21e+05  | 4.42e+05 |        0.18%        |        0.18%         |     0.98%     |
|  16   | 27648 | [27648] | 0.0001  |  [[16, 27648]]   | bf16  |      22.73       |       22.75       |      22.78       |        2.55        | 3.54e+06 | 4.42e+05  | 8.85e+05 |        0.35%        |        0.35%         |     1.95%     |
|  32   | 27648 | [27648] | 0.0001  |  [[32, 27648]]   | bf16  |       22.8       |       22.83       |      22.86       |        3.11        | 7.08e+06 | 8.85e+05  | 1.77e+06 |        0.71%        |        0.71%         |     3.88%     |
|  64   | 27648 | [27648] | 0.0001  |  [[64, 27648]]   | bf16  |      23.05       |       23.08       |      23.11       |        4.21        | 1.42e+07 | 1.77e+06  | 3.54e+06 |        1.4%         |         1.4%         |     7.68%     |
|  128  | 27648 | [27648] | 0.0001  |  [[128, 27648]]  | bf16  |      33.77       |       33.82       |      33.89       |        6.42        | 2.83e+07 | 3.54e+06  | 7.08e+06 |        1.91%        |        1.91%         |    10.48%     |
|  256  | 27648 | [27648] | 0.0001  |  [[256, 27648]]  | bf16  |      52.09       |       52.31       |      52.38       |       10.85        | 5.66e+07 | 7.08e+06  | 1.42e+07 |        2.47%        |        2.47%         |    13.59%     |
|  512  | 27648 | [27648] | 0.0001  |  [[512, 27648]]  | bf16  |      103.53      |      104.31       |      104.98      |       19.69        | 1.13e+08 | 1.42e+07  | 2.83e+07 |        2.49%        |        2.49%         |    13.67%     |
| 1024  | 27648 | [27648] | 0.0001  | [[1024, 27648]]  | bf16  |      183.61      |      183.79       |      183.91      |       37.39        | 2.26e+08 | 2.83e+07  | 5.66e+07 |        2.8%         |         2.8%         |    15.42%     |
| 2048  | 27648 | [27648] | 0.0001  | [[2048, 27648]]  | bf16  |      335.8       |      336.21       |      337.14      |       72.78        | 4.53e+08 | 5.66e+07  | 1.13e+08 |        3.07%        |        3.07%         |    16.86%     |
| 4096  | 27648 | [27648] | 0.0001  | [[4096, 27648]]  | bf16  |      631.6       |      631.78       |      631.87      |       143.56       | 9.06e+08 | 1.13e+08  | 2.26e+08 |        3.26%        |        3.26%         |    17.93%     |
| 8192  | 27648 | [27648] | 0.0001  | [[8192, 27648]]  | bf16  |     1210.74      |      1211.62      |     1212.02      |       285.12       | 1.81e+09 | 2.26e+08  | 4.53e+08 |        3.4%         |         3.4%         |    18.71%     |
| 16384 | 27648 | [27648] | 0.0001  | [[16384, 27648]] | bf16  |     2366.54      |      2366.99      |     2367.51      |       568.23       | 3.62e+09 | 4.53e+08  | 9.06e+08 |        3.48%        |        3.48%         |    19.14%     |
| 32768 | 27648 | [27648] | 0.0001  | [[32768, 27648]] | bf16  |     4661.12      |      4662.03      |      4662.7      |      1134.46       | 7.25e+09 | 9.06e+08  | 1.81e+09 |        3.53%        |        3.53%         |    19.44%     |
| 65536 | 27648 | [27648] | 0.0001  | [[65536, 27648]] | bf16  |     9266.46      |      9268.49      |     9270.47      |      2266.92       | 1.45e+10 | 1.81e+09  | 3.62e+09 |        3.56%        |        3.56%         |    19.55%     |
|   1   | 53248 | [53248] | 0.0001  |   [[1, 53248]]   | bf16  |      40.97       |       41.02       |      41.05       |        2.07        | 4.26e+05 | 5.32e+04  | 1.06e+05 |        0.02%        |        0.02%         |     0.13%     |
|   2   | 53248 | [53248] | 0.0001  |   [[2, 53248]]   | bf16  |      40.73       |       40.77       |       40.8       |        2.13        | 8.52e+05 | 1.06e+05  | 2.13e+05 |        0.05%        |        0.05%         |     0.26%     |
|   4   | 53248 | [53248] | 0.0001  |   [[4, 53248]]   | bf16  |      40.97       |       41.05       |       41.1       |        2.27        | 1.70e+06 | 2.13e+05  | 4.26e+05 |        0.09%        |        0.09%         |     0.52%     |
|   8   | 53248 | [53248] | 0.0001  |   [[8, 53248]]   | bf16  |      44.18       |       44.21       |      44.27       |        2.53        | 3.41e+06 | 4.26e+05  | 8.52e+05 |        0.18%        |        0.18%         |     0.96%     |
|  16   | 53248 | [53248] | 0.0001  |  [[16, 53248]]   | bf16  |      43.44       |       43.47       |      43.52       |        3.06        | 6.82e+06 | 8.52e+05  | 1.70e+06 |        0.36%        |        0.36%         |     1.96%     |
|  32   | 53248 | [53248] | 0.0001  |  [[32, 53248]]   | bf16  |      46.39       |       46.44       |      46.48       |        4.13        | 1.36e+07 | 1.70e+06  | 3.41e+06 |        0.67%        |        0.67%         |     3.67%     |
|  64   | 53248 | [53248] | 0.0001  |  [[64, 53248]]   | bf16  |      47.11       |       47.17       |       47.2       |        6.26        | 2.73e+07 | 3.41e+06  | 6.82e+06 |        1.32%        |        1.32%         |     7.23%     |
|  128  | 53248 | [53248] | 0.0001  |  [[128, 53248]]  | bf16  |      96.23       |       96.45       |      96.75       |       10.52        | 5.45e+07 | 6.82e+06  | 1.36e+07 |        1.29%        |        1.29%         |     7.08%     |
|  256  | 53248 | [53248] | 0.0001  |  [[256, 53248]]  | bf16  |      179.89      |      180.29       |      180.58      |       19.04        | 1.09e+08 | 1.36e+07  | 2.73e+07 |        1.38%        |        1.38%         |     7.58%     |
|  512  | 53248 | [53248] | 0.0001  |  [[512, 53248]]  | bf16  |      229.46      |      229.72       |      229.81      |       36.08        | 2.18e+08 | 2.73e+07  | 5.45e+07 |        2.16%        |        2.16%         |    11.88%     |
| 1024  | 53248 | [53248] | 0.0001  | [[1024, 53248]]  | bf16  |      408.75      |      409.67       |      410.38      |       70.16        | 4.36e+08 | 5.45e+07  | 1.09e+08 |        2.43%        |        2.43%         |    13.34%     |
| 2048  | 53248 | [53248] | 0.0001  | [[2048, 53248]]  | bf16  |      689.51      |      689.69       |      689.8       |       138.31       | 8.72e+08 | 1.09e+08  | 2.18e+08 |        2.88%        |        2.88%         |    15.82%     |
| 4096  | 53248 | [53248] | 0.0001  | [[4096, 53248]]  | bf16  |     1297.96      |      1299.3       |     1300.47      |       274.63       | 1.74e+09 | 2.18e+08  | 4.36e+08 |        3.06%        |        3.06%         |     16.8%     |
| 8192  | 53248 | [53248] | 0.0001  | [[8192, 53248]]  | bf16  |      2534.4      |      2534.85      |     2535.23      |       547.26       | 3.49e+09 | 4.36e+08  | 8.72e+08 |        3.13%        |        3.13%         |    17.21%     |
| 16384 | 53248 | [53248] | 0.0001  | [[16384, 53248]] | bf16  |      4985.3      |      4987.04      |     4988.74      |      1092.52       | 6.98e+09 | 8.72e+08  | 1.74e+09 |        3.18%        |        3.18%         |     17.5%     |
| 32768 | 53248 | [53248] | 0.0001  | [[32768, 53248]] | bf16  |     9888.28      |      9889.06      |     9890.15      |      2183.04       | 1.40e+10 | 1.74e+09  | 3.49e+09 |        3.21%        |        3.21%         |    17.65%     |
