Test Case: H20SXM_aten_gelu
|   M   |   N   |  B  |    input_shape     | dtype | duration_min(us) | duration_mean(us) | duration_max(us) | theory_latency(us) |  flops   |    io    | flops_efficiency | io_efficiency |
|  32   | 3072  | N/A |    [[32, 3072]]    | bf16  |       2.04       |       2.07        |       2.1        |        2.12        | 1.28e+06 | 1.97e+05 |      1.42%       |     4.82%     |
|  64   | 3072  | N/A |    [[64, 3072]]    | bf16  |       2.25       |       2.28        |       2.33       |        2.25        | 2.56e+06 | 3.93e+05 |      2.58%       |     8.74%     |
|  128  | 3072  | N/A |   [[128, 3072]]    | bf16  |       2.63       |       2.66        |       2.69       |        2.49        | 5.11e+06 | 7.86e+05 |      4.42%       |    14.95%     |
|  256  | 3072  | N/A |   [[256, 3072]]    | bf16  |       3.57       |        3.6        |       3.64       |        2.98        | 1.02e+07 | 1.57e+06 |      6.51%       |    22.03%     |
|  512  | 3072  | N/A |   [[512, 3072]]    | bf16  |       5.26       |        5.3        |       5.34       |        3.97        | 2.04e+07 | 3.15e+06 |      8.83%       |     29.9%     |
| 1024  | 3072  | N/A |   [[1024, 3072]]   | bf16  |       8.77       |       8.79        |       8.82       |        5.93        | 4.09e+07 | 6.29e+06 |      10.6%       |    35.87%     |
| 2048  | 3072  | N/A |   [[2048, 3072]]   | bf16  |      16.09       |       16.13       |      16.16       |        9.86        | 8.18e+07 | 1.26e+07 |      11.55%      |     39.1%     |
| 4096  | 3072  | N/A |   [[4096, 3072]]   | bf16  |      33.58       |       33.62       |      33.65       |       17.73        | 1.64e+08 | 2.52e+07 |      11.07%      |    37.47%     |
| 8192  | 3072  | N/A |   [[8192, 3072]]   | bf16  |      66.81       |       66.85       |      66.88       |       33.46        | 3.27e+08 | 5.03e+07 |      11.13%      |    37.67%     |
| 16384 | 3072  | N/A |  [[16384, 3072]]   | bf16  |      130.98      |      131.05       |      131.11      |       64.91        | 6.54e+08 | 1.01e+08 |      11.35%      |    38.43%     |
| 32768 | 3072  | N/A |  [[32768, 3072]]   | bf16  |      259.63      |       259.7       |      259.76      |       127.83       | 1.31e+09 | 2.01e+08 |      11.46%      |    38.77%     |
|   1   | 4096  | N/A |    [[1, 4096]]     | bf16  |       1.87       |       1.89        |       1.91       |        2.01        | 5.32e+04 | 8.19e+03 |      0.06%       |     0.22%     |
|   2   | 4096  | N/A |    [[2, 4096]]     | bf16  |       1.91       |       1.92        |       1.94       |        2.01        | 1.06e+05 | 1.64e+04 |      0.13%       |     0.43%     |
|   4   | 4096  | N/A |    [[4, 4096]]     | bf16  |       1.9        |       1.94        |       2.0        |        2.02        | 2.13e+05 | 3.28e+04 |      0.25%       |     0.86%     |
|   8   | 4096  | N/A |    [[8, 4096]]     | bf16  |       1.62       |       1.63        |       1.64       |        2.04        | 4.26e+05 | 6.55e+04 |       0.6%       |     2.02%     |
|  16   | 4096  | N/A |    [[16, 4096]]    | bf16  |       1.65       |       1.67        |       1.68       |        2.08        | 8.52e+05 | 1.31e+05 |      1.17%       |     3.97%     |
|  32   | 4096  | N/A |    [[32, 4096]]    | bf16  |       1.82       |       1.83        |       1.84       |        2.16        | 1.70e+06 | 2.62e+05 |      2.13%       |     7.2%      |
|  64   | 4096  | N/A |    [[64, 4096]]    | bf16  |       2.06       |       2.07        |       2.08       |        2.33        | 3.41e+06 | 5.24e+05 |      3.76%       |    12.73%     |
|  128  | 4096  | N/A |   [[128, 4096]]    | bf16  |       2.82       |       2.85        |       2.89       |        2.66        | 6.82e+06 | 1.05e+06 |      5.49%       |    18.59%     |
|  256  | 4096  | N/A |   [[256, 4096]]    | bf16  |       3.93       |       3.94        |       3.96       |        3.31        | 1.36e+07 | 2.10e+06 |      7.88%       |    26.68%     |
|  512  | 4096  | N/A |   [[512, 4096]]    | bf16  |       6.24       |       6.28        |       6.32       |        4.62        | 2.73e+07 | 4.19e+06 |      9.93%       |    33.61%     |
| 1024  | 4096  | N/A |   [[1024, 4096]]   | bf16  |       11.0       |       11.02       |      11.05       |        7.24        | 5.45e+07 | 8.39e+06 |      11.27%      |    38.13%     |
| 2048  | 4096  | N/A |   [[2048, 4096]]   | bf16  |      20.66       |       20.68       |      20.72       |       12.49        | 1.09e+08 | 1.68e+07 |      12.0%       |     40.6%     |
| 4096  | 4096  | N/A |   [[4096, 4096]]   | bf16  |      44.96       |       45.01       |      45.06       |       22.97        | 2.18e+08 | 3.36e+07 |      11.03%      |    37.32%     |
| 8192  | 4096  | N/A |   [[8192, 4096]]   | bf16  |      87.83       |       87.97       |      88.09       |       43.94        | 4.36e+08 | 6.71e+07 |      11.29%      |     38.2%     |
| 16384 | 4096  | N/A |  [[16384, 4096]]   | bf16  |      173.85      |      173.91       |      173.97      |       85.89        | 8.72e+08 | 1.34e+08 |      11.41%      |     38.6%     |
| 32768 | 4096  | N/A |  [[32768, 4096]]   | bf16  |      345.26      |       345.4       |      345.49      |       169.77       | 1.74e+09 | 2.68e+08 |      11.49%      |    38.87%     |
|   1   | 5120  | N/A |    [[1, 5120]]     | bf16  |       1.87       |       1.91        |       1.97       |        2.01        | 6.66e+04 | 1.02e+04 |      0.08%       |     0.27%     |
|   2   | 5120  | N/A |    [[2, 5120]]     | bf16  |       1.86       |        1.9        |       1.93       |        2.01        | 1.33e+05 | 2.05e+04 |      0.16%       |     0.55%     |
|   4   | 5120  | N/A |    [[4, 5120]]     | bf16  |       1.9        |       1.95        |       2.01       |        2.03        | 2.66e+05 | 4.10e+04 |      0.32%       |     1.08%     |
|   8   | 5120  | N/A |    [[8, 5120]]     | bf16  |       1.91       |       1.95        |       2.0        |        2.05        | 5.32e+05 | 8.19e+04 |      0.63%       |     2.14%     |
|  16   | 5120  | N/A |    [[16, 5120]]    | bf16  |       2.02       |       2.05        |       2.08       |        2.1         | 1.06e+06 | 1.64e+05 |       1.2%       |     4.06%     |
|  32   | 5120  | N/A |    [[32, 5120]]    | bf16  |       2.2        |       2.22        |       2.25       |        2.2         | 2.13e+06 | 3.28e+05 |       2.2%       |     7.45%     |
|  64   | 5120  | N/A |    [[64, 5120]]    | bf16  |       2.47       |       2.53        |       2.57       |        2.41        | 4.26e+06 | 6.55e+05 |      3.92%       |    13.27%     |
|  128  | 5120  | N/A |   [[128, 5120]]    | bf16  |       3.27       |       3.32        |       3.38       |        2.82        | 8.52e+06 | 1.31e+06 |      5.92%       |    20.04%     |
|  256  | 5120  | N/A |   [[256, 5120]]    | bf16  |       4.77       |        4.8        |       4.84       |        3.64        | 1.70e+07 | 2.62e+06 |      8.12%       |    27.48%     |
|  512  | 5120  | N/A |   [[512, 5120]]    | bf16  |       7.58       |       7.64        |       7.7        |        5.28        | 3.41e+07 | 5.24e+06 |      10.22%      |    34.58%     |
| 1024  | 5120  | N/A |   [[1024, 5120]]   | bf16  |      13.64       |       13.66       |      13.69       |        8.55        | 6.82e+07 | 1.05e+07 |      11.36%      |    38.44%     |
| 2048  | 5120  | N/A |   [[2048, 5120]]   | bf16  |      26.26       |       26.31       |      26.37       |       15.11        | 1.36e+08 | 2.10e+07 |      11.8%       |    39.93%     |
| 4096  | 5120  | N/A |   [[4096, 5120]]   | bf16  |      56.04       |       56.11       |      56.19       |       28.21        | 2.73e+08 | 4.19e+07 |      11.06%      |    37.42%     |
| 8192  | 5120  | N/A |   [[8192, 5120]]   | bf16  |      109.61      |      109.67       |      109.74      |       54.43        | 5.45e+08 | 8.39e+07 |      11.31%      |    38.27%     |
| 16384 | 5120  | N/A |  [[16384, 5120]]   | bf16  |      216.77      |      216.84       |      216.92      |       106.86       | 1.09e+09 | 1.68e+08 |      11.43%      |     38.7%     |
| 32768 | 5120  | N/A |  [[32768, 5120]]   | bf16  |      430.95      |      431.05       |      431.15      |       211.72       | 2.18e+09 | 3.36e+08 |      11.5%       |    38.93%     |
|   1   | 6144  | N/A |    [[1, 6144]]     | bf16  |       1.9        |       1.93        |       1.96       |        2.01        | 7.99e+04 | 1.23e+04 |       0.1%       |     0.32%     |
|   2   | 6144  | N/A |    [[2, 6144]]     | bf16  |       1.9        |       1.92        |       1.95       |        2.02        | 1.60e+05 | 2.46e+04 |      0.19%       |     0.65%     |
|   4   | 6144  | N/A |    [[4, 6144]]     | bf16  |       1.92       |       1.93        |       1.95       |        2.03        | 3.19e+05 | 4.92e+04 |      0.38%       |     1.28%     |
|   8   | 6144  | N/A |    [[8, 6144]]     | bf16  |       1.96       |       1.99        |       2.02       |        2.06        | 6.39e+05 | 9.83e+04 |      0.74%       |     2.51%     |
|  16   | 6144  | N/A |    [[16, 6144]]    | bf16  |       2.05       |       2.08        |       2.12       |        2.12        | 1.28e+06 | 1.97e+05 |      1.42%       |     4.8%      |
|  32   | 6144  | N/A |    [[32, 6144]]    | bf16  |       2.22       |       2.25        |       2.28       |        2.25        | 2.56e+06 | 3.93e+05 |      2.62%       |     8.86%     |
|  64   | 6144  | N/A |    [[64, 6144]]    | bf16  |       2.65       |       2.67        |       2.68       |        2.49        | 5.11e+06 | 7.86e+05 |      4.38%       |    14.84%     |
|  128  | 6144  | N/A |   [[128, 6144]]    | bf16  |       3.5        |       3.59        |       3.68       |        2.98        | 1.02e+07 | 1.57e+06 |      6.64%       |    22.47%     |
|  256  | 6144  | N/A |   [[256, 6144]]    | bf16  |       5.25       |       5.29        |       5.34       |        3.97        | 2.04e+07 | 3.15e+06 |      8.85%       |    29.96%     |
