Test Case: H20SXM_aten_contiguous
|   M   |  N   |  B  |    input_shape     | dtype | duration_min(us) | duration_mean(us) | duration_max(us) | theory_latency(us) |  flops   |    io    | flops_efficiency | io_efficiency |
|  256  |  32  |  1  |   [[1, 256, 32]]   | bf16  |       0.73       |       0.78        |       0.82       |        2.01        | 0.00e+00 | 1.64e+04 |        0%        |     1.12%     |
|  256  |  32  |  2  |   [[2, 256, 32]]   | bf16  |       0.75       |       0.83        |       0.92       |        2.02        | 0.00e+00 | 3.28e+04 |        0%        |     2.18%     |
|  256  |  32  |  4  |   [[4, 256, 32]]   | bf16  |       0.73       |       0.78        |       0.83       |        2.04        | 0.00e+00 | 6.55e+04 |        0%        |     4.49%     |
|  256  |  32  |  8  |   [[8, 256, 32]]   | bf16  |       0.73       |       0.77        |       0.8        |        2.08        | 0.00e+00 | 1.31e+05 |        0%        |     8.98%     |
|  256  |  32  | 16  |  [[16, 256, 32]]   | bf16  |       0.72       |       0.77        |       0.82       |        2.16        | 0.00e+00 | 2.62e+05 |        0%        |     18.2%     |
|  256  |  32  | 32  |  [[32, 256, 32]]   | bf16  |       0.72       |       0.74        |       0.76       |        2.33        | 0.00e+00 | 5.24e+05 |        0%        |    36.41%     |
|  512  |  32  |  1  |   [[1, 512, 32]]   | bf16  |       0.72       |       0.78        |       0.84       |        2.02        | 0.00e+00 | 3.28e+04 |        0%        |     2.28%     |
|  512  |  32  |  2  |   [[2, 512, 32]]   | bf16  |       0.73       |       0.79        |       0.87       |        2.04        | 0.00e+00 | 6.55e+04 |        0%        |     4.49%     |
|  512  |  32  |  4  |   [[4, 512, 32]]   | bf16  |       0.75       |       0.82        |       0.9        |        2.08        | 0.00e+00 | 1.31e+05 |        0%        |     8.74%     |
|  512  |  32  |  8  |   [[8, 512, 32]]   | bf16  |       0.73       |       0.76        |       0.81       |        2.16        | 0.00e+00 | 2.62e+05 |        0%        |    17.96%     |
|  512  |  32  | 16  |  [[16, 512, 32]]   | bf16  |       0.74       |       0.77        |       0.8        |        2.33        | 0.00e+00 | 5.24e+05 |        0%        |    35.42%     |
|  512  |  32  | 32  |  [[32, 512, 32]]   | bf16  |       0.73       |       0.78        |       0.83       |        2.66        | 0.00e+00 | 1.05e+06 |        0%        |    71.82%     |
| 1024  |  32  |  1  |  [[1, 1024, 32]]   | bf16  |       0.74       |       0.75        |       0.76       |        2.04        | 0.00e+00 | 6.55e+04 |        0%        |     4.43%     |
| 1024  |  32  |  2  |  [[2, 1024, 32]]   | bf16  |       0.74       |       0.78        |       0.82       |        2.08        | 0.00e+00 | 1.31e+05 |        0%        |     8.86%     |
| 1024  |  32  |  4  |  [[4, 1024, 32]]   | bf16  |       0.72       |       0.76        |       0.8        |        2.16        | 0.00e+00 | 2.62e+05 |        0%        |     18.2%     |
| 1024  |  32  |  8  |  [[8, 1024, 32]]   | bf16  |       0.74       |       0.85        |       0.99       |        2.33        | 0.00e+00 | 5.24e+05 |        0%        |    35.42%     |
| 1024  |  32  | 16  |  [[16, 1024, 32]]  | bf16  |       0.73       |       0.77        |       0.81       |        2.66        | 0.00e+00 | 1.05e+06 |        0%        |    71.82%     |
| 1024  |  32  | 32  |  [[32, 1024, 32]]  | bf16  |       0.75       |       0.79        |       0.85       |        3.31        | 0.00e+00 | 2.10e+06 |        0%        |    139.81%    |
| 2048  |  32  |  1  |  [[1, 2048, 32]]   | bf16  |       0.71       |       0.74        |       0.77       |        2.08        | 0.00e+00 | 1.31e+05 |        0%        |     9.23%     |
| 2048  |  32  |  2  |  [[2, 2048, 32]]   | bf16  |       0.72       |       0.76        |       0.79       |        2.16        | 0.00e+00 | 2.62e+05 |        0%        |     18.2%     |
| 2048  |  32  |  4  |  [[4, 2048, 32]]   | bf16  |       0.74       |       0.77        |       0.81       |        2.33        | 0.00e+00 | 5.24e+05 |        0%        |    35.42%     |
| 2048  |  32  |  8  |  [[8, 2048, 32]]   | bf16  |       0.75       |       0.78        |       0.82       |        2.66        | 0.00e+00 | 1.05e+06 |        0%        |    69.91%     |
| 2048  |  32  | 16  |  [[16, 2048, 32]]  | bf16  |       0.75       |       0.81        |       0.89       |        3.31        | 0.00e+00 | 2.10e+06 |        0%        |    139.81%    |
| 2048  |  32  | 32  |  [[32, 2048, 32]]  | bf16  |       0.73       |       0.76        |       0.79       |        4.62        | 0.00e+00 | 4.19e+06 |        0%        |    287.28%    |
| 4096  |  32  |  1  |  [[1, 4096, 32]]   | bf16  |       0.73       |       0.78        |       0.84       |        2.16        | 0.00e+00 | 2.62e+05 |        0%        |    17.96%     |
| 4096  |  32  |  2  |  [[2, 4096, 32]]   | bf16  |       0.74       |       0.79        |       0.84       |        2.33        | 0.00e+00 | 5.24e+05 |        0%        |    35.42%     |
| 4096  |  32  |  4  |  [[4, 4096, 32]]   | bf16  |       0.73       |       0.77        |       0.81       |        2.66        | 0.00e+00 | 1.05e+06 |        0%        |    71.82%     |
| 4096  |  32  |  8  |  [[8, 4096, 32]]   | bf16  |       0.74       |       0.79        |       0.84       |        3.31        | 0.00e+00 | 2.10e+06 |        0%        |    141.7%     |
| 4096  |  32  | 16  |  [[16, 4096, 32]]  | bf16  |       0.76       |       0.82        |       0.88       |        4.62        | 0.00e+00 | 4.19e+06 |        0%        |    275.94%    |
| 4096  |  32  | 32  |  [[32, 4096, 32]]  | bf16  |       0.72       |       0.75        |       0.78       |        7.24        | 0.00e+00 | 8.39e+06 |        0%        |    582.54%    |
|  32   |  64  |  1  |   [[1, 32, 64]]    | bf16  |       0.76       |       0.81        |       0.87       |        2.0         | 0.00e+00 | 4.10e+03 |        0%        |     0.27%     |
|  32   |  64  |  2  |   [[2, 32, 64]]    | bf16  |       0.73       |       0.78        |       0.85       |        2.01        | 0.00e+00 | 8.19e+03 |        0%        |     0.56%     |
|  32   |  64  |  4  |   [[4, 32, 64]]    | bf16  |       0.72       |       0.75        |       0.79       |        2.01        | 0.00e+00 | 1.64e+04 |        0%        |     1.14%     |
|  32   |  64  |  8  |   [[8, 32, 64]]    | bf16  |       0.73       |       0.75        |       0.78       |        2.02        | 0.00e+00 | 3.28e+04 |        0%        |     2.24%     |
|  32   |  64  | 16  |   [[16, 32, 64]]   | bf16  |       0.74       |       0.77        |       0.8        |        2.04        | 0.00e+00 | 6.55e+04 |        0%        |     4.43%     |
|  32   |  64  | 32  |   [[32, 32, 64]]   | bf16  |       0.74       |       0.78        |       0.82       |        2.08        | 0.00e+00 | 1.31e+05 |        0%        |     8.86%     |
|  64   |  64  |  1  |   [[1, 64, 64]]    | bf16  |       0.74       |       0.78        |       0.83       |        2.01        | 0.00e+00 | 8.19e+03 |        0%        |     0.55%     |
|  64   |  64  |  2  |   [[2, 64, 64]]    | bf16  |       0.75       |       0.78        |       0.81       |        2.01        | 0.00e+00 | 1.64e+04 |        0%        |     1.09%     |
