test case : H20SXM_flash_attn::flash_attn.flash_attn_func
|  causal  |  deterministic  |  dropout_p  |  softmax_scale  |   window_size   |                            input_shape                            | dtype  | duration_min(us) | duration_mean(us) | duration_max(us) | latency_value(us) |  flops_1D   |          flops_2D          | flops_SFU  | flops_efficient_1D | flops_efficient_2D | flops_efficient_SFU |     io     | flops_efficient_1D | flops_efficient_2D | flops_efficient_SFU | io_efficient |
|   True   |      True       |     0.0     |      0.01       |    [-1, -1]     |   [[1, 16384, 8, 192], [1, 16384, 8, 192], [1, 16384, 8, 192]]    |  bf16  |     10150.47     |     10150.85      |     10151.23     |      582.40       | [1503238... | [824633720832, 82463372... | [214748... |      6.82e-02      |      1.24e+00      |      1.40e-01       |  2.08e+08  |       6.82%        |      123.51%       |       14.02%        |    1.02%     |
|   True   |      True       |     0.0     |      0.01       |    [-1, -1]     |   [[2, 16384, 8, 192], [2, 16384, 8, 192], [2, 16384, 8, 192]]    |  bf16  |     19504.87     |     19505.27      |     19505.72     |      1162.80      | [3006477... | [1649267441664, 1649267... | [429496... |      7.09e-02      |      1.29e+00      |      1.46e-01       |  4.09e+08  |       7.09%        |      128.55%       |       14.59%        |    1.05%     |
|   True   |      True       |     0.0     |      0.01       |    [-1, -1]     |   [[4, 16384, 8, 192], [4, 16384, 8, 192], [4, 16384, 8, 192]]    |  bf16  |     38210.18     |     38210.53      |     38210.96     |      582.40       | [6012954... | [3298534883328, 3298534... | [858993... |      7.24e-02      |      1.31e+00      |      1.49e-01       |  8.12e+08  |       7.24%        |      131.24%       |       14.90%        |    1.06%     |
|   True   |      True       |     0.0     |      0.01       |    [-1, -1]     |   [[1, 32768, 8, 192], [1, 32768, 8, 192], [1, 32768, 8, 192]]    |  bf16  |     38618.32     |     38619.34      |     38620.23     |      1162.80      | [6012954... | [3298534883328, 3298534... | [858993... |      7.17e-02      |      1.30e+00      |      1.47e-01       |  4.15e+08  |       7.17%        |      129.85%       |       14.74%        |    0.54%     |
|   True   |      True       |     0.0     |      0.01       |    [-1, -1]     |    [[1, 2048, 32, 192], [1, 2048, 8, 192], [1, 2048, 8, 192]]     |  bf16  |      756.96      |      757.05       |      757.15      |      2323.60      | [939524096] | [51539607552, 51539607552] | [134217... |      5.71e-02      |      1.04e+00      |      1.18e-01       |  1.01e+08  |       5.71%        |      103.51%       |       11.75%        |    6.70%     |
|   True   |      True       |     0.0     |      0.01       |    [-1, -1]     |    [[2, 2048, 32, 192], [2, 2048, 8, 192], [2, 2048, 8, 192]]     |  bf16  |     1394.78      |      1395.32      |     1396.46      |      4645.21      | [1879048... | [103079215104, 10307921... | [268435... |      6.20e-02      |      1.12e+00      |      1.28e-01       |  2.02e+08  |       6.20%        |      112.35%       |       12.75%        |    7.25%     |
|   True   |      True       |     0.0     |      0.01       |    [-1, -1]     |    [[4, 2048, 32, 192], [4, 2048, 8, 192], [4, 2048, 8, 192]]     |  bf16  |     2671.44      |      2671.72      |     2671.83      |      2323.60      | [3758096... | [206158430208, 20615843... | [536870... |      6.47e-02      |      1.17e+00      |      1.33e-01       |  4.03e+08  |       6.47%        |      117.32%       |       13.32%        |    7.55%     |
|   True   |      True       |     0.0     |      0.01       |    [-1, -1]     |    [[8, 2048, 32, 192], [8, 2048, 8, 192], [8, 2048, 8, 192]]     |  bf16  |     5224.66      |      5224.87      |     5225.08      |      4645.21      | [7516192... | [412316860416, 41231686... | [107374... |      6.62e-02      |      1.20e+00      |      1.36e-01       |  8.06e+08  |       6.62%        |      119.98%       |       13.62%        |    7.71%     |
|   True   |      True       |     0.0     |      0.01       |    [-1, -1]     |    [[1, 4096, 32, 192], [1, 4096, 8, 192], [1, 4096, 8, 192]]     |  bf16  |     2656.53      |      2656.81      |     2657.08      |      9288.42      | [3758096... | [206158430208, 20615843... | [536870... |      6.51e-02      |      1.18e+00      |      1.34e-01       |  2.03e+08  |       6.51%        |      117.98%       |       13.39%        |    3.82%     |
|   True   |      True       |     0.0     |      0.01       |    [-1, -1]     |    [[2, 4096, 32, 192], [2, 4096, 8, 192], [2, 4096, 8, 192]]     |  bf16  |     5086.97      |      5087.25      |     5087.55      |     18574.83      | [7516192... | [412316860416, 41231686... | [107374... |      6.80e-02      |      1.23e+00      |      1.40e-01       |  4.04e+08  |       6.80%        |      123.22%       |       13.99%        |    3.97%     |
|   True   |      True       |     0.0     |      0.01       |    [-1, -1]     |    [[4, 4096, 32, 192], [4, 4096, 8, 192], [4, 4096, 8, 192]]     |  bf16  |     9947.35      |      9947.70      |     9947.94      |      9288.42      | [1503238... | [824633720832, 82463372... | [214748... |      6.95e-02      |      1.26e+00      |      1.43e-01       |  8.07e+08  |       6.95%        |      126.03%       |       14.31%        |    4.06%     |
|   True   |      True       |     0.0     |      0.01       |    [-1, -1]     |    [[8, 4096, 32, 192], [8, 4096, 8, 192], [8, 4096, 8, 192]]     |  bf16  |     19670.86     |     19671.11      |     19671.32     |     18574.83      | [3006477... | [1649267441664, 1649267... | [429496... |      7.03e-02      |      1.27e+00      |      1.45e-01       |  1.61e+09  |       7.03%        |      127.46%       |       14.47%        |    4.10%     |
|   True   |      True       |     0.0     |      0.01       |    [-1, -1]     |    [[1, 8192, 32, 192], [1, 8192, 8, 192], [1, 8192, 8, 192]]     |  bf16  |     9910.62      |      9911.30      |     9911.63      |     37147.66      | [1503238... | [824633720832, 82463372... | [214748... |      6.98e-02      |      1.26e+00      |      1.44e-01       |  4.06e+08  |       6.98%        |      126.50%       |       14.36%        |    2.05%     |
|   True   |      True       |     0.0     |      0.01       |    [-1, -1]     |    [[2, 8192, 32, 192], [2, 8192, 8, 192], [2, 8192, 8, 192]]     |  bf16  |     19386.52     |     19386.81      |     19387.21     |     74293.33      | [3006477... | [1649267441664, 1649267... | [429496... |      7.14e-02      |      1.29e+00      |      1.47e-01       |  8.08e+08  |       7.14%        |      129.33%       |       14.68%        |    2.09%     |
|   True   |      True       |     0.0     |      0.01       |    [-1, -1]     |    [[4, 8192, 32, 192], [4, 8192, 8, 192], [4, 8192, 8, 192]]     |  bf16  |     38339.46     |     38340.04      |     38340.37     |     37147.66      | [6012954... | [3298534883328, 3298534... | [858993... |      7.22e-02      |      1.31e+00      |      1.48e-01       |  1.61e+09  |       7.22%        |      130.80%       |       14.85%        |    2.10%     |
|   True   |      True       |     0.0     |      0.01       |    [-1, -1]     |   [[1, 16384, 32, 192], [1, 16384, 8, 192], [1, 16384, 8, 192]]   |  bf16  |     38207.36     |     38208.09      |     38208.64     |     74293.33      | [6012954... | [3298534883328, 3298534... | [858993... |      7.24e-02      |      1.31e+00      |      1.49e-01       |  8.12e+08  |       7.24%        |      131.25%       |       14.90%        |    1.06%     |
|   True   |      True       |     0.0     |      0.01       |    [-1, -1]     |   [[1, 2048, 32, 192], [1, 2048, 32, 192], [1, 2048, 32, 192]]    |  bf16  |      756.63      |      757.17       |      757.53      |      582.40       | [939524096] | [51539607552, 51539607552] | [134217... |      5.71e-02      |      1.04e+00      |      1.18e-01       |  1.01e+08  |       5.71%        |      103.56%       |       11.76%        |    6.70%     |
|   True   |      True       |     0.0     |      0.01       |    [-1, -1]     |   [[2, 2048, 32, 192], [2, 2048, 32, 192], [2, 2048, 32, 192]]    |  bf16  |     1395.64      |      1395.73      |     1395.83      |      1162.80      | [1879048... | [103079215104, 10307921... | [268435... |      6.20e-02      |      1.12e+00      |      1.27e-01       |  2.02e+08  |       6.20%        |      112.28%       |       12.75%        |    7.24%     |
|   True   |      True       |     0.0     |      0.01       |    [-1, -1]     |   [[4, 2048, 32, 192], [4, 2048, 32, 192], [4, 2048, 32, 192]]    |  bf16  |     2673.16      |      2673.25      |     2673.36      |      2323.60      | [3758096... | [206158430208, 20615843... | [536870... |      6.47e-02      |      1.17e+00      |      1.33e-01       |  4.03e+08  |       6.47%        |      117.25%       |       13.31%        |    7.55%     |
|   True   |      True       |     0.0     |      0.01       |    [-1, -1]     |   [[8, 2048, 32, 192], [8, 2048, 32, 192], [8, 2048, 32, 192]]    |  bf16  |     5227.40      |      5227.61      |     5227.75      |      4645.21      | [7516192... | [412316860416, 41231686... | [107374... |      6.62e-02      |      1.20e+00      |      1.36e-01       |  8.06e+08  |       6.62%        |      119.91%       |       13.61%        |    7.71%     |
|   True   |      True       |     0.0     |      0.01       |    [-1, -1]     |   [[1, 4096, 32, 192], [1, 4096, 32, 192], [1, 4096, 32, 192]]    |  bf16  |     2657.11      |      2657.58      |     2657.90      |      2323.60      | [3758096... | [206158430208, 20615843... | [536870... |      6.51e-02      |      1.18e+00      |      1.34e-01       |  2.03e+08  |       6.51%        |      117.95%       |       13.39%        |    3.82%     |
|   True   |      True       |     0.0     |      0.01       |    [-1, -1]     |   [[2, 4096, 32, 192], [2, 4096, 32, 192], [2, 4096, 32, 192]]    |  bf16  |     5088.40      |      5088.70      |     5088.94      |      4645.21      | [7516192... | [412316860416, 41231686... | [107374... |      6.80e-02      |      1.23e+00      |      1.40e-01       |  4.04e+08  |       6.80%        |      123.19%       |       13.98%        |    3.97%     |
|   True   |      True       |     0.0     |      0.01       |    [-1, -1]     |   [[4, 4096, 32, 192], [4, 4096, 32, 192], [4, 4096, 32, 192]]    |  bf16  |     9950.18      |      9950.34      |     9950.46      |      9288.42      | [1503238... | [824633720832, 82463372... | [214748... |      6.95e-02      |      1.26e+00      |      1.43e-01       |  8.07e+08  |       6.95%        |      125.99%       |       14.30%        |    4.05%     |
|   True   |      True       |     0.0     |      0.01       |    [-1, -1]     |   [[8, 4096, 32, 192], [8, 4096, 32, 192], [8, 4096, 32, 192]]    |  bf16  |     19673.81     |     19673.95      |     19674.05     |     18574.83      | [3006477... | [1649267441664, 1649267... | [429496... |      7.03e-02      |      1.27e+00      |      1.45e-01       |  1.61e+09  |       7.03%        |      127.45%       |       14.47%        |    4.10%     |
|   True   |      True       |     0.0     |      0.01       |    [-1, -1]     |   [[1, 8192, 32, 192], [1, 8192, 32, 192], [1, 8192, 32, 192]]    |  bf16  |     9912.42      |      9913.07      |     9913.52      |      9288.42      | [1503238... | [824633720832, 82463372... | [214748... |      6.98e-02      |      1.26e+00      |      1.44e-01       |  4.06e+08  |       6.98%        |      126.47%       |       14.36%        |    2.05%     |
|   True   |      True       |     0.0     |      0.01       |    [-1, -1]     |   [[2, 8192, 32, 192], [2, 8192, 32, 192], [2, 8192, 32, 192]]    |  bf16  |     19389.77     |     19389.95      |     19390.13     |     18574.83      | [3006477... | [1649267441664, 1649267... | [429496... |      7.14e-02      |      1.29e+00      |      1.47e-01       |  8.08e+08  |       7.14%        |      129.31%       |       14.68%        |    2.08%     |
|   True   |      True       |     0.0     |      0.01       |    [-1, -1]     |   [[4, 8192, 32, 192], [4, 8192, 32, 192], [4, 8192, 32, 192]]    |  bf16  |     38342.80     |     38343.37      |     38343.67     |     37147.66      | [6012954... | [3298534883328, 3298534... | [858993... |      7.22e-02      |      1.31e+00      |      1.48e-01       |  1.61e+09  |       7.22%        |      130.79%       |       14.85%        |    2.10%     |
|   True   |      True       |     0.0     |      0.01       |    [-1, -1]     |  [[1, 16384, 32, 192], [1, 16384, 32, 192], [1, 16384, 32, 192]]  |  bf16  |     38210.93     |     38211.80      |     38212.25     |     74293.33      | [6012954... | [3298534883328, 3298534... | [858993... |      7.24e-02      |      1.31e+00      |      1.49e-01       |  8.12e+08  |       7.24%        |      131.24%       |       14.90%        |    1.06%     |
|   True   |      True       |     0.0     |      0.01       |    [-1, -1]     |      [[1, 1, 8, 128], [1, 2048, 8, 128], [1, 2048, 8, 128]]       |  bf16  |      17.50       |       17.58       |      17.66       |     37147.66      |  [114688]   |     [4194304, 4194304]     |  [16384]   |      3.02e-04      |      3.64e-03      |      6.20e-04       |  8.92e+06  |       0.03%        |       0.36%        |        0.06%        |    25.47%    |
|   True   |      True       |     0.0     |      0.01       |    [-1, -1]     |      [[2, 1, 8, 128], [2, 2048, 8, 128], [2, 2048, 8, 128]]       |  bf16  |      23.83       |       23.87       |      23.91       |     74293.33      |  [229376]   |     [8388608, 8388608]     |  [32768]   |      4.43e-04      |      5.35e-03      |      9.11e-04       |  1.73e+07  |       0.04%        |       0.54%        |        0.09%        |    36.32%    |
|   True   |      True       |     0.0     |      0.01       |    [-1, -1]     |      [[4, 1, 8, 128], [4, 2048, 8, 128], [4, 2048, 8, 128]]       |  bf16  |      37.92       |       37.96       |      38.00       |      147.10       |  [458752]   |    [16777216, 16777216]    |  [65536]   |      5.57e-04      |      6.73e-03      |      1.15e-03       |  3.41e+07  |       0.06%        |       0.67%        |        0.11%        |    44.96%    |
|   True   |      True       |     0.0     |      0.01       |    [-1, -1]     |      [[8, 1, 8, 128], [8, 2048, 8, 128], [8, 2048, 8, 128]]       |  bf16  |      68.75       |       68.84       |      68.92       |      292.20       |  [917504]   |    [33554432, 33554432]    |  [131072]  |      6.14e-04      |      7.42e-03      |      1.26e-03       |  6.77e+07  |       0.06%        |       0.74%        |        0.13%        |    49.21%    |
|   True   |      True       |     0.0     |      0.01       |    [-1, -1]     |      [[1, 1, 8, 128], [1, 4096, 8, 128], [1, 4096, 8, 128]]       |  bf16  |      25.32       |       25.41       |      25.51       |      582.40       |  [229376]   |     [8388608, 8388608]     |  [32768]   |      4.17e-04      |      5.04e-03      |      8.58e-04       |  1.78e+07  |       0.04%        |       0.50%        |        0.09%        |    35.20%    |
|   True   |      True       |     0.0     |      0.01       |    [-1, -1]     |      [[2, 1, 8, 128], [2, 4096, 8, 128], [2, 4096, 8, 128]]       |  bf16  |      46.22       |       46.28       |      46.34       |      1162.80      |  [458752]   |    [16777216, 16777216]    |  [65536]   |      4.57e-04      |      5.52e-03      |      9.40e-04       |  3.46e+07  |       0.05%        |       0.55%        |        0.09%        |    37.45%    |
|   True   |      True       |     0.0     |      0.01       |    [-1, -1]     |      [[4, 1, 8, 128], [4, 4096, 8, 128], [4, 4096, 8, 128]]       |  bf16  |      69.22       |       69.27       |      69.35       |      582.40       |  [917504]   |    [33554432, 33554432]    |  [131072]  |      6.10e-04      |      7.37e-03      |      1.25e-03       |  6.82e+07  |       0.06%        |       0.74%        |        0.13%        |    49.24%    |
|   True   |      True       |     0.0     |      0.01       |    [-1, -1]     |      [[8, 1, 8, 128], [8, 4096, 8, 128], [8, 4096, 8, 128]]       |  bf16  |      128.82      |      128.93       |      128.98      |      1162.80      |  [1835008]  |    [67108864, 67108864]    |  [262144]  |      6.56e-04      |      7.92e-03      |      1.35e-03       |  1.35e+08  |       0.07%        |       0.79%        |        0.13%        |    52.51%    |
|   True   |      True       |     0.0     |      0.01       |    [-1, -1]     |      [[1, 1, 8, 128], [1, 8192, 8, 128], [1, 8192, 8, 128]]       |  bf16  |      40.26       |       40.31       |      40.34       |      2323.60      |  [458752]   |    [16777216, 16777216]    |  [65536]   |      5.24e-04      |      6.33e-03      |      1.08e-03       |  3.57e+07  |       0.05%        |       0.63%        |        0.11%        |    44.28%    |
|   True   |      True       |     0.0     |      0.01       |    [-1, -1]     |      [[2, 1, 8, 128], [2, 8192, 8, 128], [2, 8192, 8, 128]]       |  bf16  |      69.94       |       69.99       |      70.03       |      4645.21      |  [917504]   |    [33554432, 33554432]    |  [131072]  |      6.04e-04      |      7.29e-03      |      1.24e-03       |  6.92e+07  |       0.06%        |       0.73%        |        0.12%        |    49.48%    |
|   True   |      True       |     0.0     |      0.01       |    [-1, -1]     |      [[4, 1, 8, 128], [4, 8192, 8, 128], [4, 8192, 8, 128]]       |  bf16  |      129.22      |      129.31       |      129.41      |      2323.60      |  [1835008]  |    [67108864, 67108864]    |  [262144]  |      6.54e-04      |      7.90e-03      |      1.34e-03       |  1.36e+08  |       0.07%        |       0.79%        |        0.13%        |    52.75%    |
|   True   |      True       |     0.0     |      0.01       |    [-1, -1]     |      [[8, 1, 8, 128], [8, 8192, 8, 128], [8, 8192, 8, 128]]       |  bf16  |      232.86      |      233.03       |      233.27      |      4645.21      |  [3670016]  |   [134217728, 134217728]   |  [524288]  |      7.25e-04      |      8.76e-03      |      1.49e-03       |  2.71e+08  |       0.07%        |       0.88%        |        0.15%        |    58.10%    |
|   True   |      True       |     0.0     |      0.01       |    [-1, -1]     |     [[1, 1, 8, 128], [1, 16384, 8, 128], [1, 16384, 8, 128]]      |  bf16  |      65.25       |       65.28       |      65.32       |      9288.42      |  [917504]   |    [33554432, 33554432]    |  [131072]  |      6.47e-04      |      7.82e-03      |      1.33e-03       |  7.13e+07  |       0.06%        |       0.78%        |        0.13%        |    54.64%    |
|   True   |      True       |     0.0     |      0.01       |    [-1, -1]     |     [[2, 1, 8, 128], [2, 16384, 8, 128], [2, 16384, 8, 128]]      |  bf16  |      123.19      |      123.27       |      123.32      |     18574.83      |  [1835008]  |    [67108864, 67108864]    |  [262144]  |      6.86e-04      |      8.28e-03      |      1.41e-03       |  1.38e+08  |       0.07%        |       0.83%        |        0.14%        |    56.18%    |
|   True   |      True       |     0.0     |      0.01       |    [-1, -1]     |     [[4, 1, 8, 128], [4, 16384, 8, 128], [4, 16384, 8, 128]]      |  bf16  |      236.20      |      236.38       |      236.72      |      9288.42      |  [3670016]  |   [134217728, 134217728]   |  [524288]  |      7.15e-04      |      8.64e-03      |      1.47e-03       |  2.73e+08  |       0.07%        |       0.86%        |        0.15%        |    57.71%    |
|   True   |      True       |     0.0     |      0.01       |    [-1, -1]     |     [[8, 1, 8, 128], [8, 16384, 8, 128], [8, 16384, 8, 128]]      |  bf16  |      430.84      |      431.06       |      431.27      |     18574.83      |  [7340032]  |   [268435456, 268435456]   | [1048576]  |      7.84e-04      |      9.47e-03      |      1.61e-03       |  5.41e+08  |       0.08%        |       0.95%        |        0.16%        |    62.80%    |
|   True   |      True       |     0.0     |      0.01       |    [-1, -1]     |     [[1, 1, 8, 128], [1, 32768, 8, 128], [1, 32768, 8, 128]]      |  bf16  |      126.65      |      126.73       |      126.78      |     37147.66      |  [1835008]  |    [67108864, 67108864]    |  [262144]  |      6.67e-04      |      8.06e-03      |      1.37e-03       |  1.43e+08  |       0.07%        |       0.81%        |        0.14%        |    56.30%    |
|   True   |      True       |     0.0     |      0.01       |    [-1, -1]     |     [[2, 1, 8, 128], [2, 32768, 8, 128], [2, 32768, 8, 128]]      |  bf16  |      228.68      |      228.85       |      228.97      |     74293.33      |  [3670016]  |   [134217728, 134217728]   |  [524288]  |      7.39e-04      |      8.92e-03      |      1.52e-03       |  2.77e+08  |       0.07%        |       0.89%        |        0.15%        |    60.53%    |
|   True   |      True       |     0.0     |      0.01       |    [-1, -1]     |     [[4, 1, 8, 128], [4, 32768, 8, 128], [4, 32768, 8, 128]]      |  bf16  |      441.93      |      442.22       |      442.36      |     37147.66      |  [7340032]  |   [268435456, 268435456]   | [1048576]  |      7.64e-04      |      9.23e-03      |      1.57e-03       |  5.45e+08  |       0.08%        |       0.92%        |        0.16%        |    61.69%    |
|   True   |      True       |     0.0     |      0.01       |    [-1, -1]     |     [[8, 1, 8, 128], [8, 32768, 8, 128], [8, 32768, 8, 128]]      |  bf16  |      826.13      |      826.62       |      827.19      |     74293.33      | [14680064]  |   [536870912, 536870912]   | [2097152]  |      8.18e-04      |      9.88e-03      |      1.68e-03       |  1.08e+09  |       0.08%        |       0.99%        |        0.17%        |    65.50%    |
|   True   |      True       |     0.0     |      0.01       |    [-1, -1]     |     [[1, 1, 8, 128], [1, 65536, 8, 128], [1, 65536, 8, 128]]      |  bf16  |      246.63      |      246.84       |      246.97      |      582.40       |  [3670016]  |   [134217728, 134217728]   |  [524288]  |      6.85e-04      |      8.27e-03      |      1.41e-03       |  2.85e+08  |       0.07%        |       0.83%        |        0.14%        |    57.82%    |
|   True   |      True       |     0.0     |      0.01       |    [-1, -1]     |     [[2, 1, 8, 128], [2, 65536, 8, 128], [2, 65536, 8, 128]]      |  bf16  |      436.84      |      437.00       |      437.12      |      1162.80      |  [7340032]  |   [268435456, 268435456]   | [1048576]  |      7.73e-04      |      9.34e-03      |      1.59e-03       |  5.54e+08  |       0.08%        |       0.93%        |        0.16%        |    63.37%    |
|   True   |      True       |     0.0     |      0.01       |    [-1, -1]     |     [[4, 1, 8, 128], [4, 65536, 8, 128], [4, 65536, 8, 128]]      |  bf16  |      852.69      |      852.81       |      852.93      |      2323.60      | [14680064]  |   [536870912, 536870912]   | [2097152]  |      7.92e-04      |      9.57e-03      |      1.63e-03       |  1.09e+09  |       0.08%        |       0.96%        |        0.16%        |    63.95%    |
|   True   |      True       |     0.0     |      0.01       |    [-1, -1]     |     [[8, 1, 8, 128], [8, 65536, 8, 128], [8, 65536, 8, 128]]      |  bf16  |     1625.55      |      1633.00      |     1638.60      |      4645.21      | [29360128]  |  [1073741824, 1073741824]  | [4194304]  |      8.31e-04      |      1.00e-02      |      1.71e-03       |  2.16e+09  |       0.08%        |       1.00%        |        0.17%        |    66.57%    |
|   True   |      True       |     0.0     |      0.01       |    [-1, -1]     |    [[1, 1, 8, 128], [1, 131072, 8, 128], [1, 131072, 8, 128]]     |  bf16  |      466.06      |      466.23       |      466.42      |      2323.60      |  [7340032]  |   [268435456, 268435456]   | [1048576]  |      7.25e-04      |      8.76e-03      |      1.49e-03       |  5.70e+08  |       0.07%        |       0.88%        |        0.15%        |    61.20%    |
|   True   |      True       |     0.0     |      0.01       |    [-1, -1]     |    [[2, 1, 8, 128], [2, 131072, 8, 128], [2, 131072, 8, 128]]     |  bf16  |      852.31      |      852.94       |      853.97      |      4645.21      | [14680064]  |   [536870912, 536870912]   | [2097152]  |      7.93e-04      |      9.58e-03      |      1.63e-03       |  1.11e+09  |       0.08%        |       0.96%        |        0.16%        |    64.96%    |
|   True   |      True       |     0.0     |      0.01       |    [-1, -1]     |    [[4, 1, 8, 128], [4, 131072, 8, 128], [4, 131072, 8, 128]]     |  bf16  |     1675.74      |      1677.01      |     1677.69      |      9288.42      | [29360128]  |  [1073741824, 1073741824]  | [4194304]  |      8.06e-04      |      9.74e-03      |      1.66e-03       |  2.18e+09  |       0.08%        |       0.97%        |        0.17%        |    65.08%    |
|   True   |      True       |     0.0     |      0.01       |    [-1, -1]     |    [[8, 1, 8, 128], [8, 131072, 8, 128], [8, 131072, 8, 128]]     |  bf16  |     3210.20      |      3211.57      |     3212.76      |     18574.83      | [58720256]  |  [2147483648, 2147483648]  | [8388608]  |      8.42e-04      |      1.02e-02      |      1.73e-03       |  4.33e+09  |       0.08%        |       1.02%        |        0.17%        |    67.42%    |
|   True   |      True       |     0.0     |      0.01       |    [-1, -1]     |      [[1, 1, 32, 128], [1, 2048, 8, 128], [1, 2048, 8, 128]]      |  bf16  |      17.64       |       17.68       |      17.71       |      9288.42      |  [458752]   |    [16777216, 16777216]    |  [65536]   |      1.20e-03      |      1.45e-02      |      2.46e-03       |  3.41e+07  |       0.12%        |       1.45%        |        0.25%        |    96.66%    |
|   True   |      True       |     0.0     |      0.01       |    [-1, -1]     |      [[2, 1, 32, 128], [2, 2048, 8, 128], [2, 2048, 8, 128]]      |  bf16  |      23.74       |       23.83       |      23.90       |     18574.83      |  [917504]   |    [33554432, 33554432]    |  [131072]  |      1.78e-03      |      2.15e-02      |      3.66e-03       |  6.77e+07  |       0.18%        |       2.15%        |        0.37%        |   142.49%    |
|   True   |      True       |     0.0     |      0.01       |    [-1, -1]     |      [[4, 1, 32, 128], [4, 2048, 8, 128], [4, 2048, 8, 128]]      |  bf16  |      37.79       |       37.82       |      37.89       |     37147.66      |  [1835008]  |    [67108864, 67108864]    |  [262144]  |      2.23e-03      |      2.70e-02      |      4.60e-03       |  1.35e+08  |       0.22%        |       2.70%        |        0.46%        |   178.38%    |
|   True   |      True       |     0.0     |      0.01       |    [-1, -1]     |      [[8, 1, 32, 128], [8, 2048, 8, 128], [8, 2048, 8, 128]]      |  bf16  |      68.39       |       68.46       |      68.52       |     74293.33      |  [3670016]  |   [134217728, 134217728]   |  [524288]  |      2.47e-03      |      2.98e-02      |      5.08e-03       |  2.69e+08  |       0.25%        |       2.98%        |        0.51%        |   196.73%    |
|   True   |      True       |     0.0     |      0.01       |    [-1, -1]     |      [[1, 1, 32, 128], [1, 4096, 8, 128], [1, 4096, 8, 128]]      |  bf16  |      25.35       |       25.43       |      25.50       |     37147.66      |  [917504]   |    [33554432, 33554432]    |  [131072]  |      1.67e-03      |      2.01e-02      |      3.43e-03       |  6.82e+07  |       0.17%        |       2.01%        |        0.34%        |   134.45%    |
|   True   |      True       |     0.0     |      0.01       |    [-1, -1]     |      [[2, 1, 32, 128], [2, 4096, 8, 128], [2, 4096, 8, 128]]      |  bf16  |      46.16       |       46.18       |      46.20       |     74293.33      |  [1835008]  |    [67108864, 67108864]    |  [262144]  |      1.83e-03      |      2.21e-02      |      3.76e-03       |  1.35e+08  |       0.18%        |       2.21%        |        0.38%        |   146.55%    |
|   True   |      True       |     0.0     |      0.01       |    [-1, -1]     |      [[4, 1, 32, 128], [4, 4096, 8, 128], [4, 4096, 8, 128]]      |  bf16  |      68.82       |       68.88       |      68.99       |      219.65       |  [3670016]  |   [134217728, 134217728]   |  [524288]  |      2.45e-03      |      2.96e-02      |      5.05e-03       |  2.70e+08  |       0.25%        |       2.96%        |        0.50%        |   195.84%    |
|   True   |      True       |     0.0     |      0.01       |    [-1, -1]     |      [[8, 1, 32, 128], [8, 4096, 8, 128], [8, 4096, 8, 128]]      |  bf16  |      127.97      |      128.05       |      128.16      |      437.30       |  [7340032]  |   [268435456, 268435456]   | [1048576]  |      2.64e-03      |      3.19e-02      |      5.43e-03       |  5.38e+08  |       0.26%        |       3.19%        |        0.54%        |   210.22%    |
|   True   |      True       |     0.0     |      0.01       |    [-1, -1]     |      [[1, 1, 32, 128], [1, 8192, 8, 128], [1, 8192, 8, 128]]      |  bf16  |      40.16       |       40.22       |      40.25       |      872.60       |  [1835008]  |    [67108864, 67108864]    |  [262144]  |      2.10e-03      |      2.54e-02      |      4.33e-03       |  1.36e+08  |       0.21%        |       2.54%        |        0.43%        |   169.76%    |
|   True   |      True       |     0.0     |      0.01       |    [-1, -1]     |      [[2, 1, 32, 128], [2, 8192, 8, 128], [2, 8192, 8, 128]]      |  bf16  |      69.58       |       69.62       |      69.65       |      1743.20      |  [3670016]  |   [134217728, 134217728]   |  [524288]  |      2.43e-03      |      2.93e-02      |      4.99e-03       |  2.71e+08  |       0.24%        |       2.93%        |        0.50%        |   194.43%    |
|   True   |      True       |     0.0     |      0.01       |    [-1, -1]     |      [[4, 1, 32, 128], [4, 8192, 8, 128], [4, 8192, 8, 128]]      |  bf16  |      128.60      |      128.85       |      129.29      |      872.60       |  [7340032]  |   [268435456, 268435456]   | [1048576]  |      2.63e-03      |      3.17e-02      |      5.40e-03       |  5.39e+08  |       0.26%        |       3.17%        |        0.54%        |   209.59%    |
|   True   |      True       |     0.0     |      0.01       |    [-1, -1]     |      [[8, 1, 32, 128], [8, 8192, 8, 128], [8, 8192, 8, 128]]      |  bf16  |      231.47      |      231.63       |      231.85      |      1743.20      | [14680064]  |   [536870912, 536870912]   | [2097152]  |      2.92e-03      |      3.53e-02      |      6.00e-03       |  1.08e+09  |       0.29%        |       3.53%        |        0.60%        |   232.42%    |
|   True   |      True       |     0.0     |      0.01       |    [-1, -1]     |     [[1, 1, 32, 128], [1, 16384, 8, 128], [1, 16384, 8, 128]]     |  bf16  |      64.72       |       64.75       |      64.81       |      3484.41      |  [3670016]  |   [134217728, 134217728]   |  [524288]  |      2.61e-03      |      3.15e-02      |      5.37e-03       |  2.73e+08  |       0.26%        |       3.15%        |        0.54%        |   210.65%    |
