Test Case: H20SXM_aten_sub
|   M   |   N   |  B  |             input_shape              | dtype | duration_min(us) | duration_mean(us) | duration_max(us) | theory_latency(us) |  flops   |    io    | flops_efficiency | io_efficiency |
|   2   |  512  | N/A |         [[2, 512], [2, 512]]         | bf16  |       1.77       |       1.79        |       1.82       |        2.0         | 1.02e+03 | 3.07e+03 |       0.0%       |     0.09%     |
|   4   |  512  | N/A |         [[4, 512], [4, 512]]         | bf16  |       1.78       |       1.81        |       1.84       |        2.0         | 2.05e+03 | 6.14e+03 |       0.0%       |     0.17%     |
|   8   |  512  | N/A |         [[8, 512], [8, 512]]         | bf16  |       1.78       |       1.81        |       1.83       |        2.01        | 4.10e+03 | 1.23e+04 |      0.01%       |     0.35%     |
|  16   |  512  | N/A |        [[16, 512], [16, 512]]        | bf16  |       1.81       |       1.84        |       1.88       |        2.02        | 8.19e+03 | 2.46e+04 |      0.01%       |     0.68%     |
|  32   |  512  | N/A |        [[32, 512], [32, 512]]        | bf16  |       1.81       |       1.84        |       1.88       |        2.03        | 1.64e+04 | 4.92e+04 |      0.02%       |     1.36%     |
|  64   |  512  | N/A |        [[64, 512], [64, 512]]        | bf16  |       1.86       |       1.89        |       1.92       |        2.06        | 3.28e+04 | 9.83e+04 |      0.04%       |     2.64%     |
|  128  |  512  | N/A |       [[128, 512], [128, 512]]       | bf16  |       1.85       |       1.88        |       1.92       |        2.12        | 6.55e+04 | 1.97e+05 |      0.08%       |     5.31%     |
|  256  |  512  | N/A |       [[256, 512], [256, 512]]       | bf16  |       1.96       |       1.98        |       2.01       |        2.25        | 1.31e+05 | 3.93e+05 |      0.15%       |    10.03%     |
|  512  |  512  | N/A |       [[512, 512], [512, 512]]       | bf16  |       2.16       |       2.19        |       2.22       |        2.49        | 2.62e+05 | 7.86e+05 |      0.28%       |     18.2%     |
| 1024  |  512  | N/A |      [[1024, 512], [1024, 512]]      | bf16  |       2.49       |       2.52        |       2.56       |        2.98        | 5.24e+05 | 1.57e+06 |      0.48%       |    31.58%     |
| 2048  |  512  | N/A |      [[2048, 512], [2048, 512]]      | bf16  |       3.16       |       3.19        |       3.22       |        3.97        | 1.05e+06 | 3.15e+06 |      0.75%       |    49.77%     |
| 4096  |  512  | N/A |      [[4096, 512], [4096, 512]]      | bf16  |       4.4        |       4.44        |       4.49       |        5.93        | 2.10e+06 | 6.29e+06 |      1.08%       |    71.49%     |
| 8192  |  512  | N/A |      [[8192, 512], [8192, 512]]      | bf16  |       7.08       |       7.11        |       7.13       |        9.86        | 4.19e+06 | 1.26e+07 |      1.35%       |    88.86%     |
| 16384 |  512  | N/A |     [[16384, 512], [16384, 512]]     | bf16  |      16.79       |       16.83       |      16.86       |       17.73        | 8.39e+06 | 2.52e+07 |      1.14%       |    74.94%     |
| 32768 |  512  | N/A |     [[32768, 512], [32768, 512]]     | bf16  |      32.39       |       32.42       |      32.44       |       33.46        | 1.68e+07 | 5.03e+07 |      1.18%       |     77.7%     |
|   1   |  768  | N/A |         [[1, 768], [1, 768]]         | bf16  |       1.86       |       1.87        |       1.88       |        2.0         | 7.68e+02 | 2.30e+03 |       0.0%       |     0.06%     |
|   2   |  768  | N/A |         [[2, 768], [2, 768]]         | bf16  |       1.75       |       1.78        |       1.81       |        2.0         | 1.54e+03 | 4.61e+03 |       0.0%       |     0.13%     |
|   4   |  768  | N/A |         [[4, 768], [4, 768]]         | bf16  |       1.77       |       1.79        |       1.82       |        2.01        | 3.07e+03 | 9.22e+03 |       0.0%       |     0.26%     |
|   8   |  768  | N/A |         [[8, 768], [8, 768]]         | bf16  |       1.78       |       1.81        |       1.85       |        2.01        | 6.14e+03 | 1.84e+04 |      0.01%       |     0.52%     |
|  16   |  768  | N/A |        [[16, 768], [16, 768]]        | bf16  |       1.8        |       1.83        |       1.85       |        2.02        | 1.23e+04 | 3.69e+04 |      0.02%       |     1.02%     |
|  32   |  768  | N/A |        [[32, 768], [32, 768]]        | bf16  |       1.84       |       1.86        |       1.88       |        2.05        | 2.46e+04 | 7.37e+04 |      0.03%       |     2.0%      |
