test case : H20SXM_aten::scaled_dot_product_attention
|  is_causal  |  scale   |                            input_shape                            | dtype  | duration_min(us) | duration_mean(us) | duration_max(us) | latency_value(us) |  flops_1D   |          flops_2D          |  flops_SFU  | flops_efficient_1D | flops_efficient_2D | flops_efficient_SFU |     io     | flops_efficient_1D | flops_efficient_2D | flops_efficient_SFU | io_efficient |
|    True     |   0.08   |       [[16, 4, 1, 64], [16, 4, 256, 64], [16, 4, 256, 80]]        |  bf16  |      15.23       |       15.49       |      15.68       |       25.59       |    [448]    |        [8192, 8192]        |    [64]     |      1.35e-06      |      8.18e-06      |      2.78e-06       |  3.29e+04  |       0.00%        |       0.00%        |        0.00%        |    0.11%     |
|    True     |   0.08   |       [[32, 4, 1, 64], [32, 4, 256, 64], [32, 4, 256, 80]]        |  bf16  |      15.18       |       15.44       |      15.77       |       49.19       |    [896]    |       [16384, 16384]       |    [128]    |      2.72e-06      |      1.64e-05      |      5.59e-06       |  6.57e+04  |       0.00%        |       0.00%        |        0.00%        |    0.22%     |
|    True     |   0.08   |         [[1, 4, 1, 64], [1, 4, 512, 64], [1, 4, 512, 80]]         |  bf16  |      15.04       |       15.45       |      15.84       |       4.95        |    [28]     |         [512, 512]         |     [4]     |      8.57e-08      |      5.18e-07      |      1.76e-07       |  2.18e+03  |       0.00%        |       0.00%        |        0.00%        |    0.01%     |
|    True     |   0.08   |         [[2, 4, 1, 64], [2, 4, 512, 64], [2, 4, 512, 80]]         |  bf16  |      15.13       |       15.41       |      15.66       |       7.90        |    [56]     |        [1024, 1024]        |     [8]     |      1.70e-07      |      1.03e-06      |      3.50e-07       |  4.22e+03  |       0.00%        |       0.00%        |        0.00%        |    0.01%     |
|    True     |   0.08   |         [[4, 4, 1, 64], [4, 4, 512, 64], [4, 4, 512, 80]]         |  bf16  |      15.28       |       15.59       |      15.79       |       13.80       |    [112]    |        [2048, 2048]        |    [16]     |      3.37e-07      |      2.04e-06      |      6.94e-07       |  8.32e+03  |       0.00%        |       0.00%        |        0.00%        |    0.03%     |
|    True     |   0.08   |         [[8, 4, 1, 64], [8, 4, 512, 64], [8, 4, 512, 80]]         |  bf16  |      15.14       |       15.47       |      15.82       |       25.59       |    [224]    |        [4096, 4096]        |    [32]     |      6.81e-07      |      4.11e-06      |      1.40e-06       |  1.65e+04  |       0.00%        |       0.00%        |        0.00%        |    0.05%     |
|    True     |   0.08   |       [[16, 4, 1, 64], [16, 4, 512, 64], [16, 4, 512, 80]]        |  bf16  |      15.28       |       15.50       |      15.75       |       49.19       |    [448]    |        [8192, 8192]        |    [64]     |      1.35e-06      |      8.15e-06      |      2.78e-06       |  3.29e+04  |       0.00%        |       0.00%        |        0.00%        |    0.11%     |
|    True     |   0.08   |       [[32, 4, 1, 64], [32, 4, 512, 64], [32, 4, 512, 80]]        |  bf16  |      15.29       |       15.59       |      15.88       |       96.37       |    [896]    |       [16384, 16384]       |    [128]    |      2.70e-06      |      1.63e-05      |      5.55e-06       |  6.57e+04  |       0.00%        |       0.00%        |        0.00%        |    0.21%     |
|    True     |   0.08   |        [[1, 4, 1, 64], [1, 4, 1024, 64], [1, 4, 1024, 80]]        |  bf16  |      15.02       |       15.51       |      15.99       |       7.90        |    [28]     |         [512, 512]         |     [4]     |      8.58e-08      |      5.18e-07      |      1.77e-07       |  2.18e+03  |       0.00%        |       0.00%        |        0.00%        |    0.01%     |
|    True     |   0.08   |        [[2, 4, 1, 64], [2, 4, 1024, 64], [2, 4, 1024, 80]]        |  bf16  |      15.20       |       15.48       |      16.00       |       13.80       |    [56]     |        [1024, 1024]        |     [8]     |      1.70e-07      |      1.02e-06      |      3.49e-07       |  4.22e+03  |       0.00%        |       0.00%        |        0.00%        |    0.01%     |
|    True     |   0.08   |        [[4, 4, 1, 64], [4, 4, 1024, 64], [4, 4, 1024, 80]]        |  bf16  |      15.19       |       15.50       |      15.98       |       25.59       |    [112]    |        [2048, 2048]        |    [16]     |      3.39e-07      |      2.05e-06      |      6.98e-07       |  8.32e+03  |       0.00%        |       0.00%        |        0.00%        |    0.03%     |
|    True     |   0.08   |        [[8, 4, 1, 64], [8, 4, 1024, 64], [8, 4, 1024, 80]]        |  bf16  |      15.18       |       15.46       |      15.76       |       49.19       |    [224]    |        [4096, 4096]        |    [32]     |      6.79e-07      |      4.10e-06      |      1.40e-06       |  1.65e+04  |       0.00%        |       0.00%        |        0.00%        |    0.05%     |
|    True     |   0.08   |      [[16, 4, 1, 64], [16, 4, 1024, 64], [16, 4, 1024, 80]]       |  bf16  |      15.24       |       15.47       |      15.80       |       96.37       |    [448]    |        [8192, 8192]        |    [64]     |      1.35e-06      |      8.17e-06      |      2.78e-06       |  3.29e+04  |       0.00%        |       0.00%        |        0.00%        |    0.11%     |
|    True     |   0.08   |      [[32, 4, 1, 64], [32, 4, 1024, 64], [32, 4, 1024, 80]]       |  bf16  |      15.14       |       15.52       |      15.91       |      190.74       |    [896]    |       [16384, 16384]       |    [128]    |      2.72e-06      |      1.65e-05      |      5.60e-06       |  6.57e+04  |       0.00%        |       0.00%        |        0.00%        |    0.22%     |
|    True     |   0.08   |           [[1, 4, 1, 80], [1, 1, 1, 80], [1, 1, 1, 80]]           |  bf16  |      95.53       |       96.17       |      96.55       |       2.01        |    [28]     |         [640, 640]         |     [4]     |      1.35e-08      |      1.02e-07      |      2.77e-08       |  2.72e+03  |       0.00%        |       0.00%        |        0.00%        |    0.00%     |
|    True     |   0.08   |           [[2, 4, 1, 80], [2, 1, 1, 80], [2, 1, 1, 80]]           |  bf16  |      107.69      |      108.66       |      109.28      |       2.02        |    [56]     |        [1280, 1280]        |     [8]     |      2.39e-08      |      1.81e-07      |      4.92e-08       |  5.28e+03  |       0.00%        |       0.00%        |        0.00%        |    0.00%     |
|    True     |   0.08   |           [[4, 4, 1, 80], [4, 1, 1, 80], [4, 1, 1, 80]]           |  bf16  |      107.50      |      107.85       |      108.38      |       2.04        |    [112]    |        [2560, 2560]        |    [16]     |      4.80e-08      |      3.62e-07      |      9.86e-08       |  1.04e+04  |       0.00%        |       0.00%        |        0.00%        |    0.00%     |
|    True     |   0.08   |           [[8, 4, 1, 80], [8, 1, 1, 80], [8, 1, 1, 80]]           |  bf16  |      107.38      |      108.05       |      109.68      |       2.08        |    [224]    |        [5120, 5120]        |    [32]     |      9.60e-08      |      7.25e-07      |      1.97e-07       |  2.06e+04  |       0.00%        |       0.00%        |        0.00%        |    0.01%     |
|    True     |   0.08   |         [[16, 4, 1, 80], [16, 1, 1, 80], [16, 1, 1, 80]]          |  bf16  |      107.60      |      108.63       |      109.16      |       2.16        |    [448]    |       [10240, 10240]       |    [64]     |      1.92e-07      |      1.45e-06      |      3.94e-07       |  4.11e+04  |       0.00%        |       0.00%        |        0.00%        |    0.02%     |
|    True     |   0.08   |         [[32, 4, 1, 80], [32, 1, 1, 80], [32, 1, 1, 80]]          |  bf16  |      107.24      |      107.85       |      108.38      |       2.33        |    [896]    |       [20480, 20480]       |    [128]    |      3.85e-07      |      2.90e-06      |      7.91e-07       |  8.21e+04  |       0.00%        |       0.00%        |        0.00%        |    0.04%     |
|    True     |   0.08   |           [[1, 4, 1, 80], [1, 1, 4, 80], [1, 1, 4, 80]]           |  bf16  |      95.00       |       95.86       |      96.10       |       2.03        |    [28]     |         [640, 640]         |     [4]     |      1.36e-08      |      1.02e-07      |      2.79e-08       |  2.72e+03  |       0.00%        |       0.00%        |        0.00%        |    0.00%     |
|    True     |   0.08   |           [[2, 4, 1, 80], [2, 1, 4, 80], [2, 1, 4, 80]]           |  bf16  |      105.87      |      106.83       |      107.28      |       2.05        |    [56]     |        [1280, 1280]        |     [8]     |      2.43e-08      |      1.84e-07      |      5.01e-08       |  5.28e+03  |       0.00%        |       0.00%        |        0.00%        |    0.00%     |
|    True     |   0.08   |           [[4, 4, 1, 80], [4, 1, 4, 80], [4, 1, 4, 80]]           |  bf16  |      106.70      |      107.51       |      108.00      |       2.10        |    [112]    |        [2560, 2560]        |    [16]     |      4.83e-08      |      3.65e-07      |      9.94e-08       |  1.04e+04  |       0.00%        |       0.00%        |        0.00%        |    0.00%     |
|    True     |   0.08   |           [[8, 4, 1, 80], [8, 1, 4, 80], [8, 1, 4, 80]]           |  bf16  |      107.47      |      107.96       |      108.60      |       2.21        |    [224]    |        [5120, 5120]        |    [32]     |      9.59e-08      |      7.24e-07      |      1.97e-07       |  2.06e+04  |       0.00%        |       0.00%        |        0.00%        |    0.01%     |
|    True     |   0.08   |         [[16, 4, 1, 80], [16, 1, 4, 80], [16, 1, 4, 80]]          |  bf16  |      107.39      |      107.91       |      108.41      |       2.41        |    [448]    |       [10240, 10240]       |    [64]     |      1.92e-07      |      1.45e-06      |      3.95e-07       |  4.11e+04  |       0.00%        |       0.00%        |        0.00%        |    0.02%     |
|    True     |   0.08   |         [[32, 4, 1, 80], [32, 1, 4, 80], [32, 1, 4, 80]]          |  bf16  |      106.85      |      107.39       |      107.87      |       2.82        |    [896]    |       [20480, 20480]       |    [128]    |      3.86e-07      |      2.91e-06      |      7.94e-07       |  8.21e+04  |       0.00%        |       0.00%        |        0.00%        |    0.04%     |
|    True     |   0.08   |           [[1, 4, 1, 80], [1, 1, 8, 80], [1, 1, 8, 80]]           |  bf16  |      94.02       |       95.20       |      95.99       |       2.05        |    [28]     |         [640, 640]         |     [4]     |      1.37e-08      |      1.03e-07      |      2.82e-08       |  2.72e+03  |       0.00%        |       0.00%        |        0.00%        |    0.00%     |
|    True     |   0.08   |           [[2, 4, 1, 80], [2, 1, 8, 80], [2, 1, 8, 80]]           |  bf16  |      108.47      |      108.73       |      108.98      |       2.10        |    [56]     |        [1280, 1280]        |     [8]     |      2.38e-08      |      1.79e-07      |      4.89e-08       |  5.28e+03  |       0.00%        |       0.00%        |        0.00%        |    0.00%     |
|    True     |   0.08   |           [[4, 4, 1, 80], [4, 1, 8, 80], [4, 1, 8, 80]]           |  bf16  |      107.40      |      107.85       |      108.33      |       2.21        |    [112]    |        [2560, 2560]        |    [16]     |      4.80e-08      |      3.62e-07      |      9.87e-08       |  1.04e+04  |       0.00%        |       0.00%        |        0.00%        |    0.00%     |
|    True     |   0.08   |           [[8, 4, 1, 80], [8, 1, 8, 80], [8, 1, 8, 80]]           |  bf16  |      107.67      |      108.43       |      109.01      |       2.41        |    [224]    |        [5120, 5120]        |    [32]     |      9.57e-08      |      7.23e-07      |      1.97e-07       |  2.06e+04  |       0.00%        |       0.00%        |        0.00%        |    0.01%     |
|    True     |   0.08   |         [[16, 4, 1, 80], [16, 1, 8, 80], [16, 1, 8, 80]]          |  bf16  |      107.51      |      107.86       |      108.47      |       2.82        |    [448]    |       [10240, 10240]       |    [64]     |      1.92e-07      |      1.45e-06      |      3.95e-07       |  4.11e+04  |       0.00%        |       0.00%        |        0.00%        |    0.02%     |
|    True     |   0.08   |         [[32, 4, 1, 80], [32, 1, 8, 80], [32, 1, 8, 80]]          |  bf16  |      107.36      |      107.78       |      108.27      |       3.64        |    [896]    |       [20480, 20480]       |    [128]    |      3.84e-07      |      2.90e-06      |      7.90e-07       |  8.21e+04  |       0.00%        |       0.00%        |        0.00%        |    0.04%     |
|    True     |   0.08   |          [[1, 4, 1, 80], [1, 1, 16, 80], [1, 1, 16, 80]]          |  bf16  |      94.38       |       94.95       |      95.52       |       2.10        |    [28]     |         [640, 640]         |     [4]     |      1.37e-08      |      1.03e-07      |      2.81e-08       |  2.72e+03  |       0.00%        |       0.00%        |        0.00%        |    0.00%     |
|    True     |   0.08   |          [[2, 4, 1, 80], [2, 1, 16, 80], [2, 1, 16, 80]]          |  bf16  |      107.12      |      107.59       |      108.17      |       2.21        |    [56]     |        [1280, 1280]        |     [8]     |      2.41e-08      |      1.82e-07      |      4.95e-08       |  5.28e+03  |       0.00%        |       0.00%        |        0.00%        |    0.00%     |
|    True     |   0.08   |          [[4, 4, 1, 80], [4, 1, 16, 80], [4, 1, 16, 80]]          |  bf16  |      107.70      |      108.31       |      109.04      |       2.41        |    [112]    |        [2560, 2560]        |    [16]     |      4.79e-08      |      3.61e-07      |      9.85e-08       |  1.04e+04  |       0.00%        |       0.00%        |        0.00%        |    0.00%     |
|    True     |   0.08   |          [[8, 4, 1, 80], [8, 1, 16, 80], [8, 1, 16, 80]]          |  bf16  |      106.24      |      107.24       |      107.80      |       2.82        |    [224]    |        [5120, 5120]        |    [32]     |      9.70e-08      |      7.33e-07      |      2.00e-07       |  2.06e+04  |       0.00%        |       0.00%        |        0.00%        |    0.01%     |
|    True     |   0.08   |        [[16, 4, 1, 80], [16, 1, 16, 80], [16, 1, 16, 80]]         |  bf16  |      107.25      |      107.77       |      108.19      |       3.64        |    [448]    |       [10240, 10240]       |    [64]     |      1.92e-07      |      1.45e-06      |      3.95e-07       |  4.11e+04  |       0.00%        |       0.00%        |        0.00%        |    0.02%     |
|    True     |   0.08   |        [[32, 4, 1, 80], [32, 1, 16, 80], [32, 1, 16, 80]]         |  bf16  |      107.25      |      107.69       |      107.91      |       5.28        |    [896]    |       [20480, 20480]       |    [128]    |      3.84e-07      |      2.90e-06      |      7.91e-07       |  8.21e+04  |       0.00%        |       0.00%        |        0.00%        |    0.04%     |
|    True     |   0.08   |          [[1, 4, 1, 80], [1, 1, 32, 80], [1, 1, 32, 80]]          |  bf16  |      94.39       |       94.89       |      95.34       |       2.21        |    [28]     |         [640, 640]         |     [4]     |      1.37e-08      |      1.03e-07      |      2.81e-08       |  2.72e+03  |       0.00%        |       0.00%        |        0.00%        |    0.00%     |
|    True     |   0.08   |          [[2, 4, 1, 80], [2, 1, 32, 80], [2, 1, 32, 80]]          |  bf16  |      106.80      |      107.38       |      107.88      |       2.41        |    [56]     |        [1280, 1280]        |     [8]     |      2.41e-08      |      1.82e-07      |      4.96e-08       |  5.28e+03  |       0.00%        |       0.00%        |        0.00%        |    0.00%     |
|    True     |   0.08   |          [[4, 4, 1, 80], [4, 1, 32, 80], [4, 1, 32, 80]]          |  bf16  |      106.79      |      107.10       |      107.44      |       2.82        |    [112]    |        [2560, 2560]        |    [16]     |      4.83e-08      |      3.64e-07      |      9.93e-08       |  1.04e+04  |       0.00%        |       0.00%        |        0.00%        |    0.00%     |
|    True     |   0.08   |          [[8, 4, 1, 80], [8, 1, 32, 80], [8, 1, 32, 80]]          |  bf16  |      106.72      |      107.59       |      108.37      |       3.64        |    [224]    |        [5120, 5120]        |    [32]     |      9.66e-08      |      7.29e-07      |      1.99e-07       |  2.06e+04  |       0.00%        |       0.00%        |        0.00%        |    0.01%     |
|    True     |   0.08   |        [[16, 4, 1, 80], [16, 1, 32, 80], [16, 1, 32, 80]]         |  bf16  |      107.10      |      107.58       |      107.93      |       5.28        |    [448]    |       [10240, 10240]       |    [64]     |      1.93e-07      |      1.45e-06      |      3.96e-07       |  4.11e+04  |       0.00%        |       0.00%        |        0.00%        |    0.02%     |
|    True     |   0.08   |        [[32, 4, 1, 80], [32, 1, 32, 80], [32, 1, 32, 80]]         |  bf16  |      107.30      |      107.96       |      108.48      |       8.55        |    [896]    |       [20480, 20480]       |    [128]    |      3.84e-07      |      2.90e-06      |      7.91e-07       |  8.21e+04  |       0.00%        |       0.00%        |        0.00%        |    0.04%     |
|    True     |   0.08   |          [[1, 4, 1, 80], [1, 1, 64, 80], [1, 1, 64, 80]]          |  bf16  |      95.08       |       95.39       |      95.72       |       2.41        |    [28]     |         [640, 640]         |     [4]     |      1.36e-08      |      1.02e-07      |      2.79e-08       |  2.72e+03  |       0.00%        |       0.00%        |        0.00%        |    0.00%     |
|    True     |   0.08   |          [[2, 4, 1, 80], [2, 1, 64, 80], [2, 1, 64, 80]]          |  bf16  |      106.58      |      107.23       |      108.26      |       2.82        |    [56]     |        [1280, 1280]        |     [8]     |      2.42e-08      |      1.83e-07      |      4.97e-08       |  5.28e+03  |       0.00%        |       0.00%        |        0.00%        |    0.00%     |
|    True     |   0.08   |          [[4, 4, 1, 80], [4, 1, 64, 80], [4, 1, 64, 80]]          |  bf16  |      107.56      |      108.22       |      108.64      |       3.64        |    [112]    |        [2560, 2560]        |    [16]     |      4.79e-08      |      3.62e-07      |      9.86e-08       |  1.04e+04  |       0.00%        |       0.00%        |        0.00%        |    0.00%     |
|    True     |   0.08   |          [[8, 4, 1, 80], [8, 1, 64, 80], [8, 1, 64, 80]]          |  bf16  |      107.11      |      107.55       |      108.29      |       5.28        |    [224]    |        [5120, 5120]        |    [32]     |      9.63e-08      |      7.27e-07      |      1.98e-07       |  2.06e+04  |       0.00%        |       0.00%        |        0.00%        |    0.01%     |
|    True     |   0.08   |        [[16, 4, 1, 80], [16, 1, 64, 80], [16, 1, 64, 80]]         |  bf16  |      106.98      |      107.76       |      108.15      |       8.55        |    [448]    |       [10240, 10240]       |    [64]     |      1.93e-07      |      1.46e-06      |      3.96e-07       |  4.11e+04  |       0.00%        |       0.00%        |        0.00%        |    0.02%     |
|    True     |   0.08   |        [[32, 4, 1, 80], [32, 1, 64, 80], [32, 1, 64, 80]]         |  bf16  |      108.40      |      109.01       |      109.55      |       15.11       |    [896]    |       [20480, 20480]       |    [128]    |      3.80e-07      |      2.87e-06      |      7.83e-07       |  8.21e+04  |       0.00%        |       0.00%        |        0.00%        |    0.04%     |
|    True     |   0.08   |         [[1, 4, 1, 80], [1, 1, 128, 80], [1, 1, 128, 80]]         |  bf16  |      94.72       |       95.18       |      96.14       |       2.82        |    [28]     |         [640, 640]         |     [4]     |      1.36e-08      |      1.03e-07      |      2.80e-08       |  2.72e+03  |       0.00%        |       0.00%        |        0.00%        |    0.00%     |
|    True     |   0.08   |         [[2, 4, 1, 80], [2, 1, 128, 80], [2, 1, 128, 80]]         |  bf16  |      106.90      |      107.31       |      107.98      |       3.64        |    [56]     |        [1280, 1280]        |     [8]     |      2.41e-08      |      1.82e-07      |      4.96e-08       |  5.28e+03  |       0.00%        |       0.00%        |        0.00%        |    0.00%     |
|    True     |   0.08   |         [[4, 4, 1, 80], [4, 1, 128, 80], [4, 1, 128, 80]]         |  bf16  |      107.13      |      107.79       |      108.26      |       5.28        |    [112]    |        [2560, 2560]        |    [16]     |      4.81e-08      |      3.63e-07      |      9.90e-08       |  1.04e+04  |       0.00%        |       0.00%        |        0.00%        |    0.00%     |
|    True     |   0.08   |         [[8, 4, 1, 80], [8, 1, 128, 80], [8, 1, 128, 80]]         |  bf16  |      106.24      |      107.23       |      107.86      |       8.55        |    [224]    |        [5120, 5120]        |    [32]     |      9.70e-08      |      7.33e-07      |      2.00e-07       |  2.06e+04  |       0.00%        |       0.00%        |        0.00%        |    0.01%     |
|    True     |   0.08   |       [[16, 4, 1, 80], [16, 1, 128, 80], [16, 1, 128, 80]]        |  bf16  |      108.09      |      108.76       |      109.46      |       15.11       |    [448]    |       [10240, 10240]       |    [64]     |      1.91e-07      |      1.44e-06      |      3.92e-07       |  4.11e+04  |       0.00%        |       0.00%        |        0.00%        |    0.02%     |
|    True     |   0.08   |       [[32, 4, 1, 80], [32, 1, 128, 80], [32, 1, 128, 80]]        |  bf16  |      108.86      |      109.60       |      110.16      |       28.22       |    [896]    |       [20480, 20480]       |    [128]    |      3.79e-07      |      2.86e-06      |      7.79e-07       |  8.21e+04  |       0.00%        |       0.00%        |        0.00%        |    0.04%     |
|    True     |   0.08   |         [[1, 4, 1, 80], [1, 1, 256, 80], [1, 1, 256, 80]]         |  bf16  |      94.67       |       95.49       |      96.28       |       3.64        |    [28]     |         [640, 640]         |     [4]     |      1.36e-08      |      1.03e-07      |      2.80e-08       |  2.72e+03  |       0.00%        |       0.00%        |        0.00%        |    0.00%     |
|    True     |   0.08   |         [[2, 4, 1, 80], [2, 1, 256, 80], [2, 1, 256, 80]]         |  bf16  |      112.44      |      113.16       |      113.65      |       5.28        |    [56]     |        [1280, 1280]        |     [8]     |      2.29e-08      |      1.73e-07      |      4.72e-08       |  5.28e+03  |       0.00%        |       0.00%        |        0.00%        |    0.00%     |
|    True     |   0.08   |         [[4, 4, 1, 80], [4, 1, 256, 80], [4, 1, 256, 80]]         |  bf16  |      111.15      |      111.80       |      112.32      |       8.55        |    [112]    |        [2560, 2560]        |    [16]     |      4.64e-08      |      3.50e-07      |      9.54e-08       |  1.04e+04  |       0.00%        |       0.00%        |        0.00%        |    0.00%     |
|    True     |   0.08   |         [[8, 4, 1, 80], [8, 1, 256, 80], [8, 1, 256, 80]]         |  bf16  |      111.76      |      112.28       |      112.78      |       15.11       |    [224]    |        [5120, 5120]        |    [32]     |      9.22e-08      |      6.96e-07      |      1.90e-07       |  2.06e+04  |       0.00%        |       0.00%        |        0.00%        |    0.01%     |
|    True     |   0.08   |       [[16, 4, 1, 80], [16, 1, 256, 80], [16, 1, 256, 80]]        |  bf16  |      113.39      |      113.81       |      114.17      |       28.22       |    [448]    |       [10240, 10240]       |    [64]     |      1.82e-07      |      1.37e-06      |      3.74e-07       |  4.11e+04  |       0.00%        |       0.00%        |        0.00%        |    0.02%     |
|    True     |   0.08   |       [[32, 4, 1, 80], [32, 1, 256, 80], [32, 1, 256, 80]]        |  bf16  |      111.93      |      112.71       |      113.40      |       54.43       |    [896]    |       [20480, 20480]       |    [128]    |      3.68e-07      |      2.78e-06      |      7.58e-07       |  8.21e+04  |       0.00%        |       0.00%        |        0.00%        |    0.04%     |
|    True     |   0.08   |         [[1, 4, 1, 80], [1, 1, 512, 80], [1, 1, 512, 80]]         |  bf16  |      95.22       |       95.77       |      96.23       |       5.28        |    [28]     |         [640, 640]         |     [4]     |      1.35e-08      |      1.02e-07      |      2.78e-08       |  2.72e+03  |       0.00%        |       0.00%        |        0.00%        |    0.00%     |
|    True     |   0.08   |         [[2, 4, 1, 80], [2, 1, 512, 80], [2, 1, 512, 80]]         |  bf16  |      107.06      |      107.52       |      108.06      |       8.55        |    [56]     |        [1280, 1280]        |     [8]     |      2.41e-08      |      1.82e-07      |      4.95e-08       |  5.28e+03  |       0.00%        |       0.00%        |        0.00%        |    0.00%     |
|    True     |   0.08   |         [[4, 4, 1, 80], [4, 1, 512, 80], [4, 1, 512, 80]]         |  bf16  |      112.24      |      112.95       |      113.42      |       15.11       |    [112]    |        [2560, 2560]        |    [16]     |      4.59e-08      |      3.47e-07      |      9.45e-08       |  1.04e+04  |       0.00%        |       0.00%        |        0.00%        |    0.00%     |
|    True     |   0.08   |         [[8, 4, 1, 80], [8, 1, 512, 80], [8, 1, 512, 80]]         |  bf16  |      113.59      |      114.12       |      114.59      |       28.22       |    [224]    |        [5120, 5120]        |    [32]     |      9.08e-08      |      6.85e-07      |      1.87e-07       |  2.06e+04  |       0.00%        |       0.00%        |        0.00%        |    0.01%     |
|    True     |   0.08   |       [[16, 4, 1, 80], [16, 1, 512, 80], [16, 1, 512, 80]]        |  bf16  |      111.98      |      112.42       |      112.93      |       54.43       |    [448]    |       [10240, 10240]       |    [64]     |      1.84e-07      |      1.39e-06      |      3.79e-07       |  4.11e+04  |       0.00%        |       0.00%        |        0.00%        |    0.02%     |
|    True     |   0.08   |       [[32, 4, 1, 80], [32, 1, 512, 80], [32, 1, 512, 80]]        |  bf16  |      113.96      |      114.18       |      114.47      |      106.86       |    [896]    |       [20480, 20480]       |    [128]    |      3.62e-07      |      2.73e-06      |      7.44e-07       |  8.21e+04  |       0.00%        |       0.00%        |        0.00%        |    0.04%     |
|    True     |   0.08   |        [[1, 4, 1, 80], [1, 1, 1024, 80], [1, 1, 1024, 80]]        |  bf16  |      99.33       |       99.78       |      100.21      |       8.55        |    [28]     |         [640, 640]         |     [4]     |      1.30e-08      |      9.80e-08      |      2.67e-08       |  2.72e+03  |       0.00%        |       0.00%        |        0.00%        |    0.00%     |
|    True     |   0.08   |        [[2, 4, 1, 80], [2, 1, 1024, 80], [2, 1, 1024, 80]]        |  bf16  |      108.27      |      108.90       |      109.24      |       15.11       |    [56]     |        [1280, 1280]        |     [8]     |      2.38e-08      |      1.80e-07      |      4.90e-08       |  5.28e+03  |       0.00%        |       0.00%        |        0.00%        |    0.00%     |
|    True     |   0.08   |        [[4, 4, 1, 80], [4, 1, 1024, 80], [4, 1, 1024, 80]]        |  bf16  |      113.45      |      113.61       |      113.87      |       28.22       |    [112]    |        [2560, 2560]        |    [16]     |      4.54e-08      |      3.43e-07      |      9.35e-08       |  1.04e+04  |       0.00%        |       0.00%        |        0.00%        |    0.00%     |
|    True     |   0.08   |        [[8, 4, 1, 80], [8, 1, 1024, 80], [8, 1, 1024, 80]]        |  bf16  |      112.78      |      113.52       |      114.07      |       54.43       |    [224]    |        [5120, 5120]        |    [32]     |      9.14e-08      |      6.90e-07      |      1.88e-07       |  2.06e+04  |       0.00%        |       0.00%        |        0.00%        |    0.01%     |
|    True     |   0.08   |      [[16, 4, 1, 80], [16, 1, 1024, 80], [16, 1, 1024, 80]]       |  bf16  |      116.31      |      116.58       |      116.92      |      106.86       |    [448]    |       [10240, 10240]       |    [64]     |      1.77e-07      |      1.34e-06      |      3.65e-07       |  4.11e+04  |       0.00%        |       0.00%        |        0.00%        |    0.02%     |
|    True     |   0.08   |      [[32, 4, 1, 80], [32, 1, 1024, 80], [32, 1, 1024, 80]]       |  bf16  |      189.00      |      189.35       |      189.62      |      211.72       |    [896]    |       [20480, 20480]       |    [128]    |      2.18e-07      |      1.65e-06      |      4.49e-07       |  8.21e+04  |       0.00%        |       0.00%        |        0.00%        |    0.02%     |
|    True     |   0.08   |           [[1, 4, 1, 80], [1, 4, 1, 80], [1, 4, 1, 80]]           |  bf16  |      16.94       |       17.26       |      17.60       |       2.01        |    [28]     |         [640, 640]         |     [4]     |      7.61e-08      |      5.74e-07      |      1.56e-07       |  2.72e+03  |       0.00%        |       0.00%        |        0.00%        |    0.01%     |
|    True     |   0.08   |           [[2, 4, 1, 80], [2, 4, 1, 80], [2, 4, 1, 80]]           |  bf16  |      17.03       |       17.29       |      17.53       |       2.02        |    [56]     |        [1280, 1280]        |     [8]     |      1.51e-07      |      1.14e-06      |      3.11e-07       |  5.28e+03  |       0.00%        |       0.00%        |        0.00%        |    0.02%     |
|    True     |   0.08   |           [[4, 4, 1, 80], [4, 4, 1, 80], [4, 4, 1, 80]]           |  bf16  |      16.83       |       17.26       |      17.60       |       2.04        |    [112]    |        [2560, 2560]        |    [16]     |      3.06e-07      |      2.31e-06      |      6.30e-07       |  1.04e+04  |       0.00%        |       0.00%        |        0.00%        |    0.03%     |
|    True     |   0.08   |           [[8, 4, 1, 80], [8, 4, 1, 80], [8, 4, 1, 80]]           |  bf16  |      17.06       |       17.30       |      17.61       |       2.08        |    [224]    |        [5120, 5120]        |    [32]     |      6.04e-07      |      4.56e-06      |      1.24e-06       |  2.06e+04  |       0.00%        |       0.00%        |        0.00%        |    0.06%     |
|    True     |   0.08   |         [[16, 4, 1, 80], [16, 4, 1, 80], [16, 4, 1, 80]]          |  bf16  |      17.00       |       17.26       |      17.47       |       2.16        |    [448]    |       [10240, 10240]       |    [64]     |      1.21e-06      |      9.16e-06      |      2.50e-06       |  4.11e+04  |       0.00%        |       0.00%        |        0.00%        |    0.12%     |
|    True     |   0.08   |         [[32, 4, 1, 80], [32, 4, 1, 80], [32, 4, 1, 80]]          |  bf16  |      17.02       |       17.28       |      17.57       |       2.33        |    [896]    |       [20480, 20480]       |    [128]    |      2.42e-06      |      1.83e-05      |      4.98e-06       |  8.21e+04  |       0.00%        |       0.00%        |        0.00%        |    0.24%     |
|    True     |   0.08   |           [[1, 4, 1, 80], [1, 4, 4, 80], [1, 4, 4, 80]]           |  bf16  |      15.39       |       15.86       |      16.29       |       2.04        |    [28]     |         [640, 640]         |     [4]     |      8.37e-08      |      6.32e-07      |      1.72e-07       |  2.72e+03  |       0.00%        |       0.00%        |        0.00%        |    0.01%     |
