test case : H20SXM_aten::scaled_dot_product_attention
|  is_causal  |  scale   |                            input_shape                            | dtype  | duration_min(us) | duration_mean(us) | duration_max(us) | latency_value(us) |  flops_1D   |          flops_2D          |  flops_SFU  | flops_efficient_1D | flops_efficient_2D | flops_efficient_SFU |     io     | flops_efficient_1D | flops_efficient_2D | flops_efficient_SFU | io_efficient |
|    True     |   0.08   |          [[4, 8, 8, 128], [4, 1, 8, 128], [4, 1, 8, 64]]          |  bf16  |      110.63      |      111.10       |      111.93      |       2.08        |   [1792]    |       [65536, 65536]       |    [256]    |      7.46e-07      |      9.01e-06      |      1.53e-06       |  1.48e+05  |       0.00%        |       0.00%        |        0.00%        |    0.07%     |
|    True     |   0.08   |          [[8, 8, 8, 128], [8, 1, 8, 128], [8, 1, 8, 64]]          |  bf16  |      110.68      |      111.47       |      112.10      |       2.15        |   [3584]    |      [131072, 131072]      |    [512]    |      1.49e-06      |      1.80e-05      |      3.07e-06       |  2.95e+05  |       0.00%        |       0.00%        |        0.00%        |    0.13%     |
|    True     |   0.08   |        [[16, 8, 8, 128], [16, 1, 8, 128], [16, 1, 8, 64]]         |  bf16  |      112.48      |      112.70       |      113.10      |       2.31        |   [7168]    |      [262144, 262144]      |   [1024]    |      2.93e-06      |      3.54e-05      |      6.03e-06       |  5.90e+05  |       0.00%        |       0.00%        |        0.00%        |    0.26%     |
|    True     |   0.08   |        [[32, 8, 8, 128], [32, 1, 8, 128], [32, 1, 8, 64]]         |  bf16  |      112.36      |      112.75       |      113.09      |       2.61        |   [14336]   |      [524288, 524288]      |   [2048]    |      5.87e-06      |      7.09e-05      |      1.21e-05       |  1.18e+06  |       0.00%        |       0.01%        |        0.00%        |    0.53%     |
|    True     |   0.08   |        [[1, 8, 16, 128], [1, 1, 16, 128], [1, 1, 16, 64]]         |  bf16  |      97.13       |       97.46       |      97.68       |       2.04        |    [896]    |       [32768, 32768]       |    [128]    |      4.25e-07      |      5.13e-06      |      8.73e-07       |  7.40e+04  |       0.00%        |       0.00%        |        0.00%        |    0.04%     |
|    True     |   0.08   |        [[2, 8, 16, 128], [2, 1, 16, 128], [2, 1, 16, 64]]         |  bf16  |      110.54      |      111.09       |      111.57      |       2.08        |   [1792]    |       [65536, 65536]       |    [256]    |      7.46e-07      |      9.01e-06      |      1.53e-06       |  1.48e+05  |       0.00%        |       0.00%        |        0.00%        |    0.07%     |
|    True     |   0.08   |        [[4, 8, 16, 128], [4, 1, 16, 128], [4, 1, 16, 64]]         |  bf16  |      110.21      |      110.76       |      111.48      |       2.15        |   [3584]    |      [131072, 131072]      |    [512]    |      1.50e-06      |      1.81e-05      |      3.08e-06       |  2.95e+05  |       0.00%        |       0.00%        |        0.00%        |    0.13%     |
|    True     |   0.08   |        [[8, 8, 16, 128], [8, 1, 16, 128], [8, 1, 16, 64]]         |  bf16  |      110.32      |      110.66       |      111.04      |       2.31        |   [7168]    |      [262144, 262144]      |   [1024]    |      2.99e-06      |      3.61e-05      |      6.15e-06       |  5.90e+05  |       0.00%        |       0.00%        |        0.00%        |    0.27%     |
|    True     |   0.08   |       [[16, 8, 16, 128], [16, 1, 16, 128], [16, 1, 16, 64]]       |  bf16  |      111.11      |      112.42       |      113.13      |       2.61        |   [14336]   |      [524288, 524288]      |   [2048]    |      5.94e-06      |      7.17e-05      |      1.22e-05       |  1.18e+06  |       0.00%        |       0.01%        |        0.00%        |    0.53%     |
|    True     |   0.08   |       [[32, 8, 16, 128], [32, 1, 16, 128], [32, 1, 16, 64]]       |  bf16  |      111.21      |      111.50       |      111.88      |       3.23        |   [28672]   |     [1048576, 1048576]     |   [4096]    |      1.19e-05      |      1.43e-04      |      2.44e-05       |  2.36e+06  |       0.00%        |       0.01%        |        0.00%        |    1.06%     |
|    True     |   0.08   |        [[1, 8, 32, 128], [1, 1, 32, 128], [1, 1, 32, 64]]         |  bf16  |      97.64       |       97.98       |      98.49       |       2.08        |   [1792]    |       [65536, 65536]       |    [256]    |      8.45e-07      |      1.02e-05      |      1.74e-06       |  1.48e+05  |       0.00%        |       0.00%        |        0.00%        |    0.08%     |
|    True     |   0.08   |        [[2, 8, 32, 128], [2, 1, 32, 128], [2, 1, 32, 64]]         |  bf16  |      111.03      |      111.71       |      112.63      |       2.15        |   [3584]    |      [131072, 131072]      |    [512]    |      1.49e-06      |      1.79e-05      |      3.06e-06       |  2.95e+05  |       0.00%        |       0.00%        |        0.00%        |    0.13%     |
|    True     |   0.08   |        [[4, 8, 32, 128], [4, 1, 32, 128], [4, 1, 32, 64]]         |  bf16  |      111.45      |      111.77       |      112.43      |       2.31        |   [7168]    |      [262144, 262144]      |   [1024]    |      2.96e-06      |      3.58e-05      |      6.09e-06       |  5.90e+05  |       0.00%        |       0.00%        |        0.00%        |    0.26%     |
|    True     |   0.08   |        [[8, 8, 32, 128], [8, 1, 32, 128], [8, 1, 32, 64]]         |  bf16  |      111.40      |      111.96       |      112.23      |       2.61        |   [14336]   |      [524288, 524288]      |   [2048]    |      5.92e-06      |      7.15e-05      |      1.22e-05       |  1.18e+06  |       0.00%        |       0.01%        |        0.00%        |    0.53%     |
|    True     |   0.08   |       [[16, 8, 32, 128], [16, 1, 32, 128], [16, 1, 32, 64]]       |  bf16  |      110.64      |      110.94       |      111.70      |       3.23        |   [28672]   |     [1048576, 1048576]     |   [4096]    |      1.19e-05      |      1.44e-04      |      2.45e-05       |  2.36e+06  |       0.00%        |       0.01%        |        0.00%        |    1.07%     |
|    True     |   0.08   |       [[32, 8, 32, 128], [32, 1, 32, 128], [32, 1, 32, 64]]       |  bf16  |      110.88      |      111.38       |      111.81      |       4.46        |   [57344]   |     [2097152, 2097152]     |   [8192]    |      2.38e-05      |      2.88e-04      |      4.90e-05       |  4.72e+06  |       0.00%        |       0.03%        |        0.00%        |    2.13%     |
|    True     |   0.08   |        [[1, 8, 64, 128], [1, 1, 64, 128], [1, 1, 64, 64]]         |  bf16  |      97.58       |       98.13       |      98.65       |       2.15        |   [3584]    |      [131072, 131072]      |    [512]    |      1.69e-06      |      2.04e-05      |      3.48e-06       |  2.95e+05  |       0.00%        |       0.00%        |        0.00%        |    0.15%     |
|    True     |   0.08   |        [[2, 8, 64, 128], [2, 1, 64, 128], [2, 1, 64, 64]]         |  bf16  |      110.87      |      111.46       |      112.10      |       2.31        |   [7168]    |      [262144, 262144]      |   [1024]    |      2.98e-06      |      3.59e-05      |      6.12e-06       |  5.90e+05  |       0.00%        |       0.00%        |        0.00%        |    0.27%     |
|    True     |   0.08   |        [[4, 8, 64, 128], [4, 1, 64, 128], [4, 1, 64, 64]]         |  bf16  |      109.62      |      110.53       |      111.35      |       2.61        |   [14336]   |      [524288, 524288]      |   [2048]    |      6.02e-06      |      7.27e-05      |      1.24e-05       |  1.18e+06  |       0.00%        |       0.01%        |        0.00%        |    0.54%     |
|    True     |   0.08   |        [[8, 8, 64, 128], [8, 1, 64, 128], [8, 1, 64, 64]]         |  bf16  |      111.36      |      111.89       |      112.23      |       3.23        |   [28672]   |     [1048576, 1048576]     |   [4096]    |      1.18e-05      |      1.43e-04      |      2.44e-05       |  2.36e+06  |       0.00%        |       0.01%        |        0.00%        |    1.06%     |
|    True     |   0.08   |       [[16, 8, 64, 128], [16, 1, 64, 128], [16, 1, 64, 64]]       |  bf16  |      110.88      |      111.21       |      111.59      |       4.46        |   [57344]   |     [2097152, 2097152]     |   [8192]    |      2.38e-05      |      2.88e-04      |      4.90e-05       |  4.72e+06  |       0.00%        |       0.03%        |        0.00%        |    2.13%     |
|    True     |   0.08   |       [[32, 8, 64, 128], [32, 1, 64, 128], [32, 1, 64, 64]]       |  bf16  |      111.07      |      111.39       |      111.64      |       6.92        |  [114688]   |     [4194304, 4194304]     |   [16384]   |      4.75e-05      |      5.74e-04      |      9.78e-05       |  9.44e+06  |       0.00%        |       0.06%        |        0.01%        |    4.25%     |
|    True     |   0.08   |       [[1, 8, 128, 128], [1, 1, 128, 128], [1, 1, 128, 64]]       |  bf16  |      97.58       |       98.40       |      98.78       |       2.31        |   [7168]    |      [262144, 262144]      |   [1024]    |      3.38e-06      |      4.08e-05      |      6.95e-06       |  5.90e+05  |       0.00%        |       0.00%        |        0.00%        |    0.30%     |
|    True     |   0.08   |       [[2, 8, 128, 128], [2, 1, 128, 128], [2, 1, 128, 64]]       |  bf16  |      112.60      |      113.27       |      113.62      |       2.61        |   [14336]   |      [524288, 524288]      |   [2048]    |      5.86e-06      |      7.08e-05      |      1.21e-05       |  1.18e+06  |       0.00%        |       0.01%        |        0.00%        |    0.52%     |
|    True     |   0.08   |       [[4, 8, 128, 128], [4, 1, 128, 128], [4, 1, 128, 64]]       |  bf16  |      111.36      |      112.19       |      113.01      |       3.23        |   [28672]   |     [1048576, 1048576]     |   [4096]    |      1.18e-05      |      1.43e-04      |      2.44e-05       |  2.36e+06  |       0.00%        |       0.01%        |        0.00%        |    1.06%     |
|    True     |   0.08   |       [[8, 8, 128, 128], [8, 1, 128, 128], [8, 1, 128, 64]]       |  bf16  |      112.01      |      112.62       |      113.10      |       4.46        |   [57344]   |     [2097152, 2097152]     |   [8192]    |      2.36e-05      |      2.85e-04      |      4.85e-05       |  4.72e+06  |       0.00%        |       0.03%        |        0.00%        |    2.11%     |
|    True     |   0.08   |     [[16, 8, 128, 128], [16, 1, 128, 128], [16, 1, 128, 64]]      |  bf16  |      113.46      |      113.84       |      114.13      |       6.92        |  [114688]   |     [4194304, 4194304]     |   [16384]   |      4.65e-05      |      5.62e-04      |      9.57e-05       |  9.44e+06  |       0.00%        |       0.06%        |        0.01%        |    4.16%     |
|    True     |   0.08   |     [[32, 8, 128, 128], [32, 1, 128, 128], [32, 1, 128, 64]]      |  bf16  |      146.76      |      146.98       |      147.18      |       11.83       |  [229376]   |     [8388608, 8388608]     |   [32768]   |      7.19e-05      |      8.69e-04      |      1.48e-04       |  1.89e+07  |       0.01%        |       0.09%        |        0.01%        |    6.43%     |
|    True     |   0.08   |       [[1, 8, 256, 128], [1, 1, 256, 128], [1, 1, 256, 64]]       |  bf16  |      99.27       |       99.72       |      100.36      |       2.61        |   [14336]   |      [524288, 524288]      |   [2048]    |      6.65e-06      |      8.03e-05      |      1.37e-05       |  1.18e+06  |       0.00%        |       0.01%        |        0.00%        |    0.59%     |
|    True     |   0.08   |       [[2, 8, 256, 128], [2, 1, 256, 128], [2, 1, 256, 64]]       |  bf16  |      112.51      |      113.02       |      113.51      |       3.23        |   [28672]   |     [1048576, 1048576]     |   [4096]    |      1.17e-05      |      1.42e-04      |      2.41e-05       |  2.36e+06  |       0.00%        |       0.01%        |        0.00%        |    1.05%     |
|    True     |   0.08   |       [[4, 8, 256, 128], [4, 1, 256, 128], [4, 1, 256, 64]]       |  bf16  |      112.70      |      112.93       |      113.31      |       4.46        |   [57344]   |     [2097152, 2097152]     |   [8192]    |      2.34e-05      |      2.83e-04      |      4.82e-05       |  4.72e+06  |       0.00%        |       0.03%        |        0.00%        |    2.09%     |
|    True     |   0.08   |       [[8, 8, 256, 128], [8, 1, 256, 128], [8, 1, 256, 64]]       |  bf16  |      120.85      |      121.29       |      121.56      |       6.92        |  [114688]   |     [4194304, 4194304]     |   [16384]   |      4.37e-05      |      5.28e-04      |      8.98e-05       |  9.44e+06  |       0.00%        |       0.05%        |        0.01%        |    3.90%     |
|    True     |   0.08   |     [[16, 8, 256, 128], [16, 1, 256, 128], [16, 1, 256, 64]]      |  bf16  |      196.34      |      196.58       |      196.86      |       11.83       |  [229376]   |     [8388608, 8388608]     |   [32768]   |      5.38e-05      |      6.50e-04      |      1.11e-04       |  1.89e+07  |       0.01%        |       0.06%        |        0.01%        |    4.81%     |
|    True     |   0.08   |     [[32, 8, 256, 128], [32, 1, 256, 128], [32, 1, 256, 64]]      |  bf16  |      349.28      |      349.48       |      349.63      |       21.66       |  [458752]   |    [16777216, 16777216]    |   [65536]   |      6.04e-05      |      7.30e-04      |      1.24e-04       |  3.77e+07  |       0.01%        |       0.07%        |        0.01%        |    5.40%     |
|    True     |   0.08   |       [[1, 8, 512, 128], [1, 1, 512, 128], [1, 1, 512, 64]]       |  bf16  |      99.43       |      100.53       |      101.14      |       3.23        |   [28672]   |     [1048576, 1048576]     |   [4096]    |      1.33e-05      |      1.60e-04      |      2.73e-05       |  2.36e+06  |       0.00%        |       0.02%        |        0.00%        |    1.19%     |
|    True     |   0.08   |       [[2, 8, 512, 128], [2, 1, 512, 128], [2, 1, 512, 64]]       |  bf16  |      113.40      |      113.81       |      114.10      |       4.46        |   [57344]   |     [2097152, 2097152]     |   [8192]    |      2.33e-05      |      2.81e-04      |      4.79e-05       |  4.72e+06  |       0.00%        |       0.03%        |        0.00%        |    2.08%     |
|    True     |   0.08   |       [[4, 8, 512, 128], [4, 1, 512, 128], [4, 1, 512, 64]]       |  bf16  |      174.08      |      174.40       |      174.69      |       6.92        |  [114688]   |     [4194304, 4194304]     |   [16384]   |      3.03e-05      |      3.66e-04      |      6.24e-05       |  9.44e+06  |       0.00%        |       0.04%        |        0.01%        |    2.71%     |
|    True     |   0.08   |       [[8, 8, 512, 128], [8, 1, 512, 128], [8, 1, 512, 64]]       |  bf16  |      300.47      |      300.72       |      301.04      |       11.83       |  [229376]   |     [8388608, 8388608]     |   [32768]   |      3.51e-05      |      4.24e-04      |      7.23e-05       |  1.89e+07  |       0.00%        |       0.04%        |        0.01%        |    3.14%     |
|    True     |   0.08   |     [[16, 8, 512, 128], [16, 1, 512, 128], [16, 1, 512, 64]]      |  bf16  |      553.37      |      553.91       |      554.11      |       21.66       |  [458752]   |    [16777216, 16777216]    |   [65536]   |      3.82e-05      |      4.61e-04      |      7.85e-05       |  3.77e+07  |       0.00%        |       0.05%        |        0.01%        |    3.41%     |
|    True     |   0.08   |     [[32, 8, 512, 128], [32, 1, 512, 128], [32, 1, 512, 64]]      |  bf16  |     1043.34      |      1043.42      |     1043.70      |       41.32       |  [917504]   |    [33554432, 33554432]    |  [131072]   |      4.05e-05      |      4.89e-04      |      8.33e-05       |  7.55e+07  |       0.00%        |       0.05%        |        0.01%        |    3.62%     |
|    True     |   0.08   |     [[1, 8, 1024, 128], [1, 1, 1024, 128], [1, 1, 1024, 64]]      |  bf16  |      153.64      |      153.98       |      154.26      |       4.46        |   [57344]   |     [2097152, 2097152]     |   [8192]    |      1.72e-05      |      2.08e-04      |      3.53e-05       |  4.72e+06  |       0.00%        |       0.02%        |        0.00%        |    1.54%     |
|    True     |   0.08   |     [[2, 8, 1024, 128], [2, 1, 1024, 128], [2, 1, 1024, 64]]      |  bf16  |      283.89      |      284.12       |      284.35      |       6.92        |  [114688]   |     [4194304, 4194304]     |   [16384]   |      1.86e-05      |      2.25e-04      |      3.82e-05       |  9.44e+06  |       0.00%        |       0.02%        |        0.00%        |    1.66%     |
|    True     |   0.08   |     [[4, 8, 1024, 128], [4, 1, 1024, 128], [4, 1, 1024, 64]]      |  bf16  |      519.89      |      520.19       |      520.38      |       11.83       |  [229376]   |     [8388608, 8388608]     |   [32768]   |      2.03e-05      |      2.45e-04      |      4.18e-05       |  1.89e+07  |       0.00%        |       0.02%        |        0.00%        |    1.82%     |
|    True     |   0.08   |     [[8, 8, 1024, 128], [8, 1, 1024, 128], [8, 1, 1024, 64]]      |  bf16  |      967.75      |      968.07       |      968.38      |       21.66       |  [458752]   |    [16777216, 16777216]    |   [65536]   |      2.18e-05      |      2.64e-04      |      4.49e-05       |  3.77e+07  |       0.00%        |       0.03%        |        0.00%        |    1.95%     |
|    True     |   0.08   |    [[16, 8, 1024, 128], [16, 1, 1024, 128], [16, 1, 1024, 64]]    |  bf16  |     1861.21      |      1861.51      |     1861.70      |       41.32       |  [917504]   |    [33554432, 33554432]    |  [131072]   |      2.27e-05      |      2.74e-04      |      4.67e-05       |  7.55e+07  |       0.00%        |       0.03%        |        0.00%        |    2.03%     |
|    True     |   0.08   |    [[32, 8, 1024, 128], [32, 1, 1024, 128], [32, 1, 1024, 64]]    |  bf16  |     3638.78      |      3639.53      |     3640.37      |       80.64       |  [1835008]  |    [67108864, 67108864]    |  [262144]   |      2.32e-05      |      2.80e-04      |      4.77e-05       |  1.51e+08  |       0.00%        |       0.03%        |        0.00%        |    2.07%     |
|    True     |   0.08   |          [[1, 8, 1, 128], [1, 8, 1, 128], [1, 8, 1, 64]]          |  bf16  |      15.23       |       15.48       |      15.78       |       2.00        |    [56]     |        [2048, 2048]        |     [8]     |      1.69e-07      |      2.04e-06      |      3.48e-07       |  8.45e+03  |       0.00%        |       0.00%        |        0.00%        |    0.03%     |
|    True     |   0.08   |          [[2, 8, 1, 128], [2, 8, 1, 128], [2, 8, 1, 64]]          |  bf16  |      15.20       |       15.45       |      15.80       |       2.01        |    [112]    |        [4096, 4096]        |    [16]     |      3.39e-07      |      4.10e-06      |      6.98e-07       |  1.66e+04  |       0.00%        |       0.00%        |        0.00%        |    0.05%     |
|    True     |   0.08   |          [[4, 8, 1, 128], [4, 8, 1, 128], [4, 8, 1, 64]]          |  bf16  |      15.37       |       15.52       |      15.70       |       2.01        |    [224]    |        [8192, 8192]        |    [32]     |      6.71e-07      |      8.10e-06      |      1.38e-06       |  3.30e+04  |       0.00%        |       0.00%        |        0.00%        |    0.11%     |
|    True     |   0.08   |          [[8, 8, 1, 128], [8, 8, 1, 128], [8, 8, 1, 64]]          |  bf16  |      15.25       |       15.43       |      15.73       |       2.03        |    [448]    |       [16384, 16384]       |    [64]     |      1.35e-06      |      1.63e-05      |      2.78e-06       |  6.58e+04  |       0.00%        |       0.00%        |        0.00%        |    0.22%     |
|    True     |   0.08   |        [[16, 8, 1, 128], [16, 8, 1, 128], [16, 8, 1, 64]]         |  bf16  |      15.80       |       15.93       |      16.04       |       2.05        |    [896]    |       [32768, 32768]       |    [128]    |      2.61e-06      |      3.15e-05      |      5.37e-06       |  1.31e+05  |       0.00%        |       0.00%        |        0.00%        |    0.42%     |
|    True     |   0.08   |        [[32, 8, 1, 128], [32, 8, 1, 128], [32, 8, 1, 64]]         |  bf16  |      24.38       |       24.46       |      24.59       |       2.10        |   [1792]    |       [65536, 65536]       |    [256]    |      3.38e-06      |      4.09e-05      |      6.96e-06       |  2.62e+05  |       0.00%        |       0.00%        |        0.00%        |    0.54%     |
|    True     |   0.08   |          [[1, 8, 4, 128], [1, 8, 4, 128], [1, 8, 4, 64]]          |  bf16  |      15.29       |       15.49       |      15.79       |       2.01        |   [1792]    |       [65536, 65536]       |    [256]    |      5.39e-06      |      6.52e-05      |      1.11e-05       |  3.48e+04  |       0.00%        |       0.01%        |        0.00%        |    0.11%     |
|    True     |   0.08   |          [[2, 8, 4, 128], [2, 8, 4, 128], [2, 8, 4, 64]]          |  bf16  |      15.19       |       15.43       |      15.72       |       2.03        |   [3584]    |      [131072, 131072]      |    [512]    |      1.09e-05      |      1.31e-04      |      2.23e-05       |  6.76e+04  |       0.00%        |       0.01%        |        0.00%        |    0.22%     |
|    True     |   0.08   |          [[4, 8, 4, 128], [4, 8, 4, 128], [4, 8, 4, 64]]          |  bf16  |      15.23       |       15.55       |      16.00       |       2.05        |   [7168]    |      [262144, 262144]      |   [1024]    |      2.17e-05      |      2.62e-04      |      4.46e-05       |  1.33e+05  |       0.00%        |       0.03%        |        0.00%        |    0.44%     |
|    True     |   0.08   |          [[8, 8, 4, 128], [8, 8, 4, 128], [8, 8, 4, 64]]          |  bf16  |      15.13       |       15.43       |      15.69       |       2.10        |   [14336]   |      [524288, 524288]      |   [2048]    |      4.36e-05      |      5.27e-04      |      8.97e-05       |  2.64e+05  |       0.00%        |       0.05%        |        0.01%        |    0.87%     |
|    True     |   0.08   |        [[16, 8, 4, 128], [16, 8, 4, 128], [16, 8, 4, 64]]         |  bf16  |      15.87       |       15.95       |      16.09       |       2.21        |   [28672]   |     [1048576, 1048576]     |   [4096]    |      8.31e-05      |      1.00e-03      |      1.71e-04       |  5.26e+05  |       0.01%        |       0.10%        |        0.02%        |    1.66%     |
|    True     |   0.08   |        [[32, 8, 4, 128], [32, 8, 4, 128], [32, 8, 4, 64]]         |  bf16  |      24.48       |       24.54       |      24.63       |       2.41        |   [57344]   |     [2097152, 2097152]     |   [8192]    |      1.08e-04      |      1.30e-03      |      2.22e-04       |  1.05e+06  |       0.01%        |       0.13%        |        0.02%        |    2.15%     |
|    True     |   0.08   |          [[1, 8, 8, 128], [1, 8, 8, 128], [1, 8, 8, 64]]          |  bf16  |      15.35       |       15.60       |      15.82       |       2.03        |   [3584]    |      [131072, 131072]      |    [512]    |      1.07e-05      |      1.30e-04      |      2.21e-05       |  6.76e+04  |       0.00%        |       0.01%        |        0.00%        |    0.22%     |
|    True     |   0.08   |          [[2, 8, 8, 128], [2, 8, 8, 128], [2, 8, 8, 64]]          |  bf16  |      15.32       |       15.55       |      16.03       |       2.05        |   [7168]    |      [262144, 262144]      |   [1024]    |      2.15e-05      |      2.60e-04      |      4.43e-05       |  1.33e+05  |       0.00%        |       0.03%        |        0.00%        |    0.43%     |
|    True     |   0.08   |          [[4, 8, 8, 128], [4, 8, 8, 128], [4, 8, 8, 64]]          |  bf16  |      15.28       |       15.52       |      15.69       |       2.10        |   [14336]   |      [524288, 524288]      |   [2048]    |      4.32e-05      |      5.22e-04      |      8.88e-05       |  2.64e+05  |       0.00%        |       0.05%        |        0.01%        |    0.86%     |
|    True     |   0.08   |          [[8, 8, 8, 128], [8, 8, 8, 128], [8, 8, 8, 64]]          |  bf16  |      15.27       |       15.59       |      16.08       |       2.21        |   [28672]   |     [1048576, 1048576]     |   [4096]    |      8.64e-05      |      1.04e-03      |      1.78e-04       |  5.26e+05  |       0.01%        |       0.10%        |        0.02%        |    1.72%     |
|    True     |   0.08   |        [[16, 8, 8, 128], [16, 8, 8, 128], [16, 8, 8, 64]]         |  bf16  |      15.82       |       15.89       |      15.98       |       2.41        |   [57344]   |     [2097152, 2097152]     |   [8192]    |      1.67e-04      |      2.02e-03      |      3.43e-04       |  1.05e+06  |       0.02%        |       0.20%        |        0.03%        |    3.32%     |
|    True     |   0.08   |        [[32, 8, 8, 128], [32, 8, 8, 128], [32, 8, 8, 64]]         |  bf16  |      24.39       |       24.52       |      24.62       |       2.82        |  [114688]   |     [4194304, 4194304]     |   [16384]   |      2.16e-04      |      2.61e-03      |      4.45e-04       |  2.10e+06  |       0.02%        |       0.26%        |        0.04%        |    4.30%     |
|    True     |   0.08   |        [[1, 8, 16, 128], [1, 8, 16, 128], [1, 8, 16, 64]]         |  bf16  |      15.12       |       15.60       |      16.00       |       2.05        |   [7168]    |      [262144, 262144]      |   [1024]    |      2.18e-05      |      2.64e-04      |      4.49e-05       |  1.33e+05  |       0.00%        |       0.03%        |        0.00%        |    0.44%     |
|    True     |   0.08   |        [[2, 8, 16, 128], [2, 8, 16, 128], [2, 8, 16, 64]]         |  bf16  |      15.35       |       15.59       |      16.04       |       2.10        |   [14336]   |      [524288, 524288]      |   [2048]    |      4.30e-05      |      5.19e-04      |      8.84e-05       |  2.64e+05  |       0.00%        |       0.05%        |        0.01%        |    0.86%     |
|    True     |   0.08   |        [[4, 8, 16, 128], [4, 8, 16, 128], [4, 8, 16, 64]]         |  bf16  |      15.35       |       15.65       |      15.87       |       2.21        |   [28672]   |     [1048576, 1048576]     |   [4096]    |      8.60e-05      |      1.04e-03      |      1.77e-04       |  5.26e+05  |       0.01%        |       0.10%        |        0.02%        |    1.71%     |
|    True     |   0.08   |        [[8, 8, 16, 128], [8, 8, 16, 128], [8, 8, 16, 64]]         |  bf16  |      15.40       |       15.66       |      15.89       |       2.41        |   [57344]   |     [2097152, 2097152]     |   [8192]    |      1.71e-04      |      2.07e-03      |      3.53e-04       |  1.05e+06  |       0.02%        |       0.21%        |        0.04%        |    3.41%     |
|    True     |   0.08   |       [[16, 8, 16, 128], [16, 8, 16, 128], [16, 8, 16, 64]]       |  bf16  |      15.80       |       15.93       |      16.02       |       2.82        |  [114688]   |     [4194304, 4194304]     |   [16384]   |      3.34e-04      |      4.03e-03      |      6.87e-04       |  2.10e+06  |       0.03%        |       0.40%        |        0.07%        |    6.64%     |
|    True     |   0.08   |       [[32, 8, 16, 128], [32, 8, 16, 128], [32, 8, 16, 64]]       |  bf16  |      24.51       |       24.55       |      24.63       |       3.64        |  [229376]   |     [8388608, 8388608]     |   [32768]   |      4.31e-04      |      5.20e-03      |      8.86e-04       |  4.20e+06  |       0.04%        |       0.52%        |        0.09%        |    8.56%     |
|    True     |   0.08   |        [[1, 8, 32, 128], [1, 8, 32, 128], [1, 8, 32, 64]]         |  bf16  |      15.27       |       15.59       |      15.89       |       2.10        |   [14336]   |      [524288, 524288]      |   [2048]    |      4.32e-05      |      5.22e-04      |      8.89e-05       |  2.64e+05  |       0.00%        |       0.05%        |        0.01%        |    0.87%     |
|    True     |   0.08   |        [[2, 8, 32, 128], [2, 8, 32, 128], [2, 8, 32, 64]]         |  bf16  |      15.44       |       15.59       |      15.85       |       2.21        |   [28672]   |     [1048576, 1048576]     |   [4096]    |      8.54e-05      |      1.03e-03      |      1.76e-04       |  5.26e+05  |       0.01%        |       0.10%        |        0.02%        |    1.70%     |
|    True     |   0.08   |        [[4, 8, 32, 128], [4, 8, 32, 128], [4, 8, 32, 64]]         |  bf16  |      15.31       |       15.62       |      15.98       |       2.41        |   [57344]   |     [2097152, 2097152]     |   [8192]    |      1.72e-04      |      2.08e-03      |      3.55e-04       |  1.05e+06  |       0.02%        |       0.21%        |        0.04%        |    3.43%     |
|    True     |   0.08   |        [[8, 8, 32, 128], [8, 8, 32, 128], [8, 8, 32, 64]]         |  bf16  |      15.21       |       15.55       |      15.84       |       2.82        |  [114688]   |     [4194304, 4194304]     |   [16384]   |      3.47e-04      |      4.19e-03      |      7.14e-04       |  2.10e+06  |       0.03%        |       0.42%        |        0.07%        |    6.90%     |
|    True     |   0.08   |       [[16, 8, 32, 128], [16, 8, 32, 128], [16, 8, 32, 64]]       |  bf16  |      15.86       |       15.97       |      16.19       |       3.64        |  [229376]   |     [8388608, 8388608]     |   [32768]   |      6.66e-04      |      8.04e-03      |      1.37e-03       |  4.20e+06  |       0.07%        |       0.80%        |        0.14%        |    13.23%    |
|    True     |   0.08   |       [[32, 8, 32, 128], [32, 8, 32, 128], [32, 8, 32, 64]]       |  bf16  |      24.62       |       24.72       |      24.85       |       5.28        |  [458752]   |    [16777216, 16777216]    |   [65536]   |      8.58e-04      |      1.04e-02      |      1.76e-03       |  8.39e+06  |       0.09%        |       1.04%        |        0.18%        |    17.04%    |
|    True     |   0.08   |        [[1, 8, 64, 128], [1, 8, 64, 128], [1, 8, 64, 64]]         |  bf16  |      15.23       |       15.55       |      15.88       |       2.21        |   [28672]   |     [1048576, 1048576]     |   [4096]    |      8.67e-05      |      1.05e-03      |      1.78e-04       |  5.26e+05  |       0.01%        |       0.10%        |        0.02%        |    1.73%     |
|    True     |   0.08   |        [[2, 8, 64, 128], [2, 8, 64, 128], [2, 8, 64, 64]]         |  bf16  |      15.24       |       15.49       |      15.68       |       2.41        |   [57344]   |     [2097152, 2097152]     |   [8192]    |      1.73e-04      |      2.09e-03      |      3.56e-04       |  1.05e+06  |       0.02%        |       0.21%        |        0.04%        |    3.45%     |
|    True     |   0.08   |        [[4, 8, 64, 128], [4, 8, 64, 128], [4, 8, 64, 64]]         |  bf16  |      15.18       |       15.41       |      15.73       |       2.82        |  [114688]   |     [4194304, 4194304]     |   [16384]   |      3.48e-04      |      4.20e-03      |      7.15e-04       |  2.10e+06  |       0.03%        |       0.42%        |        0.07%        |    6.91%     |
