Test Case: B200_aten-scaled_dot_product_attention
| B  | MQ  |  MK   | MQKV  | NHQ | NHK | DQK | DV  |   C   |   S   |       _tensor       |      _tensor_1      |      _tensor_2      | is_causal | scale | dtype | duration_mean(us) | duration_min(us) | duration_max(us) | theory_latency(us) |
| 4  | N/A |  N/A  |   8   |  8  |  8  | 128 | 128 | True  | 0.08  |   [4, 8, 8, 128]    |   [4, 8, 8, 128]    |   [4, 8, 8, 128]    |   True    | 0.08  | fp16  |      109.26       |      108.31      |      110.9       |        2.0         |
| 8  | N/A |  N/A  |   8   |  8  |  8  | 128 | 128 | True  | 0.08  |   [8, 8, 8, 128]    |   [8, 8, 8, 128]    |   [8, 8, 8, 128]    |   True    | 0.08  | fp16  |      109.19       |      108.74      |      109.69      |        2.0         |
| 16 | N/A |  N/A  |   8   |  8  |  8  | 128 | 128 | True  | 0.08  |   [16, 8, 8, 128]   |   [16, 8, 8, 128]   |   [16, 8, 8, 128]   |   True    | 0.08  | fp16  |      109.14       |      108.14      |      109.68      |        2.0         |
| 32 | N/A |  N/A  |   8   |  8  |  8  | 128 | 128 | True  | 0.08  |   [32, 8, 8, 128]   |   [32, 8, 8, 128]   |   [32, 8, 8, 128]   |   True    | 0.08  | fp16  |      109.41       |      108.88      |      110.2       |        2.0         |
| 1  | N/A |  N/A  |  16   |  8  |  8  | 128 | 128 | True  | 0.08  |   [1, 8, 16, 128]   |   [1, 8, 16, 128]   |   [1, 8, 16, 128]   |   True    | 0.08  | fp16  |      108.85       |      108.2       |      109.8       |        2.0         |
| 2  | N/A |  N/A  |  16   |  8  |  8  | 128 | 128 | True  | 0.08  |   [2, 8, 16, 128]   |   [2, 8, 16, 128]   |   [2, 8, 16, 128]   |   True    | 0.08  | fp16  |       108.6       |      107.72      |      109.01      |        2.0         |
| 4  | N/A |  N/A  |  16   |  8  |  8  | 128 | 128 | True  | 0.08  |   [4, 8, 16, 128]   |   [4, 8, 16, 128]   |   [4, 8, 16, 128]   |   True    | 0.08  | fp16  |      108.59       |      108.12      |      109.39      |        2.0         |
| 8  | N/A |  N/A  |  16   |  8  |  8  | 128 | 128 | True  | 0.08  |   [8, 8, 16, 128]   |   [8, 8, 16, 128]   |   [8, 8, 16, 128]   |   True    | 0.08  | fp16  |      108.85       |      108.19      |      109.83      |        2.0         |
| 16 | N/A |  N/A  |  16   |  8  |  8  | 128 | 128 | True  | 0.08  |  [16, 8, 16, 128]   |  [16, 8, 16, 128]   |  [16, 8, 16, 128]   |   True    | 0.08  | fp16  |      109.32       |      108.54      |      109.74      |        2.0         |
| 32 | N/A |  N/A  |  16   |  8  |  8  | 128 | 128 | True  | 0.08  |  [32, 8, 16, 128]   |  [32, 8, 16, 128]   |  [32, 8, 16, 128]   |   True    | 0.08  | fp16  |      109.15       |      108.37      |      109.93      |        2.0         |
| 1  | N/A |  N/A  |  32   |  8  |  8  | 128 | 128 | True  | 0.08  |   [1, 8, 32, 128]   |   [1, 8, 32, 128]   |   [1, 8, 32, 128]   |   True    | 0.08  | fp16  |      109.65       |      109.0       |      110.82      |        2.0         |
| 2  | N/A |  N/A  |  32   |  8  |  8  | 128 | 128 | True  | 0.08  |   [2, 8, 32, 128]   |   [2, 8, 32, 128]   |   [2, 8, 32, 128]   |   True    | 0.08  | fp16  |       109.0       |      108.81      |      109.17      |        2.0         |
| 4  | N/A |  N/A  |  32   |  8  |  8  | 128 | 128 | True  | 0.08  |   [4, 8, 32, 128]   |   [4, 8, 32, 128]   |   [4, 8, 32, 128]   |   True    | 0.08  | fp16  |      109.86       |      108.76      |      113.56      |        2.0         |
| 8  | N/A |  N/A  |  32   |  8  |  8  | 128 | 128 | True  | 0.08  |   [8, 8, 32, 128]   |   [8, 8, 32, 128]   |   [8, 8, 32, 128]   |   True    | 0.08  | fp16  |      111.19       |      108.26      |      114.26      |        2.0         |
| 16 | N/A |  N/A  |  32   |  8  |  8  | 128 | 128 | True  | 0.08  |  [16, 8, 32, 128]   |  [16, 8, 32, 128]   |  [16, 8, 32, 128]   |   True    | 0.08  | fp16  |      109.07       |      108.45      |      110.07      |        2.0         |
| 32 | N/A |  N/A  |  32   |  8  |  8  | 128 | 128 | True  | 0.08  |  [32, 8, 32, 128]   |  [32, 8, 32, 128]   |  [32, 8, 32, 128]   |   True    | 0.08  | fp16  |      109.11       |      108.63      |      109.98      |        2.0         |
| 1  | N/A |  N/A  |  64   |  8  |  8  | 128 | 128 | True  | 0.08  |   [1, 8, 64, 128]   |   [1, 8, 64, 128]   |   [1, 8, 64, 128]   |   True    | 0.08  | fp16  |      109.18       |      108.76      |      109.65      |        2.0         |
| 2  | N/A |  N/A  |  64   |  8  |  8  | 128 | 128 | True  | 0.08  |   [2, 8, 64, 128]   |   [2, 8, 64, 128]   |   [2, 8, 64, 128]   |   True    | 0.08  | fp16  |      109.58       |      109.01      |      109.91      |        2.0         |
| 4  | N/A |  N/A  |  64   |  8  |  8  | 128 | 128 | True  | 0.08  |   [4, 8, 64, 128]   |   [4, 8, 64, 128]   |   [4, 8, 64, 128]   |   True    | 0.08  | fp16  |       110.0       |      108.55      |      114.03      |        2.0         |
| 8  | N/A |  N/A  |  64   |  8  |  8  | 128 | 128 | True  | 0.08  |   [8, 8, 64, 128]   |   [8, 8, 64, 128]   |   [8, 8, 64, 128]   |   True    | 0.08  | fp16  |      109.73       |      108.41      |      110.76      |        2.0         |
| 16 | N/A |  N/A  |  64   |  8  |  8  | 128 | 128 | True  | 0.08  |  [16, 8, 64, 128]   |  [16, 8, 64, 128]   |  [16, 8, 64, 128]   |   True    | 0.08  | fp16  |      108.93       |      108.23      |      109.51      |        2.0         |
| 32 | N/A |  N/A  |  64   |  8  |  8  | 128 | 128 | True  | 0.08  |  [32, 8, 64, 128]   |  [32, 8, 64, 128]   |  [32, 8, 64, 128]   |   True    | 0.08  | fp16  |      109.16       |      108.26      |      109.81      |        2.0         |
| 1  | N/A |  N/A  |  128  |  8  |  8  | 128 | 128 | True  | 0.08  |  [1, 8, 128, 128]   |  [1, 8, 128, 128]   |  [1, 8, 128, 128]   |   True    | 0.08  | fp16  |      110.18       |      109.01      |      113.79      |        2.0         |
| 2  | N/A |  N/A  |  128  |  8  |  8  | 128 | 128 | True  | 0.08  |  [2, 8, 128, 128]   |  [2, 8, 128, 128]   |  [2, 8, 128, 128]   |   True    | 0.08  | fp16  |      109.59       |      109.18      |      110.6       |        2.0         |
| 4  | N/A |  N/A  |  128  |  8  |  8  | 128 | 128 | True  | 0.08  |  [4, 8, 128, 128]   |  [4, 8, 128, 128]   |  [4, 8, 128, 128]   |   True    | 0.08  | fp16  |      109.83       |      108.64      |      112.28      |        2.0         |
| 8  | N/A |  N/A  |  128  |  8  |  8  | 128 | 128 | True  | 0.08  |  [8, 8, 128, 128]   |  [8, 8, 128, 128]   |  [8, 8, 128, 128]   |   True    | 0.08  | fp16  |       109.0       |      108.23      |      109.9       |        2.0         |
| 16 | N/A |  N/A  |  128  |  8  |  8  | 128 | 128 | True  | 0.08  |  [16, 8, 128, 128]  |  [16, 8, 128, 128]  |  [16, 8, 128, 128]  |   True    | 0.08  | fp16  |      108.91       |      107.14      |      109.63      |        2.0         |
| 32 | N/A |  N/A  |  128  |  8  |  8  | 128 | 128 | True  | 0.08  |  [32, 8, 128, 128]  |  [32, 8, 128, 128]  |  [32, 8, 128, 128]  |   True    | 0.08  | fp16  |      109.16       |      108.57      |      110.64      |        2.0         |
| 1  | N/A |  N/A  |  256  |  8  |  8  | 128 | 128 | True  | 0.08  |  [1, 8, 256, 128]   |  [1, 8, 256, 128]   |  [1, 8, 256, 128]   |   True    | 0.08  | fp16  |      109.43       |      108.32      |      112.62      |        2.0         |
| 2  | N/A |  N/A  |  256  |  8  |  8  | 128 | 128 | True  | 0.08  |  [2, 8, 256, 128]   |  [2, 8, 256, 128]   |  [2, 8, 256, 128]   |   True    | 0.08  | fp16  |      109.16       |      108.76      |      109.69      |        2.0         |
| 4  | N/A |  N/A  |  256  |  8  |  8  | 128 | 128 | True  | 0.08  |  [4, 8, 256, 128]   |  [4, 8, 256, 128]   |  [4, 8, 256, 128]   |   True    | 0.08  | fp16  |      109.43       |      108.95      |      109.85      |        2.0         |
| 8  | N/A |  N/A  |  256  |  8  |  8  | 128 | 128 | True  | 0.08  |  [8, 8, 256, 128]   |  [8, 8, 256, 128]   |  [8, 8, 256, 128]   |   True    | 0.08  | fp16  |      109.65       |      108.98      |      110.14      |        2.0         |
| 16 | N/A |  N/A  |  256  |  8  |  8  | 128 | 128 | True  | 0.08  |  [16, 8, 256, 128]  |  [16, 8, 256, 128]  |  [16, 8, 256, 128]  |   True    | 0.08  | fp16  |      108.81       |      108.03      |      109.54      |        2.0         |
| 32 | N/A |  N/A  |  256  |  8  |  8  | 128 | 128 | True  | 0.08  |  [32, 8, 256, 128]  |  [32, 8, 256, 128]  |  [32, 8, 256, 128]  |   True    | 0.08  | fp16  |      109.55       |      108.96      |      110.02      |        2.0         |
| 1  | N/A |  N/A  |  512  |  8  |  8  | 128 | 128 | True  | 0.08  |  [1, 8, 512, 128]   |  [1, 8, 512, 128]   |  [1, 8, 512, 128]   |   True    | 0.08  | fp16  |       110.5       |      109.51      |      113.35      |        2.0         |
| 2  | N/A |  N/A  |  512  |  8  |  8  | 128 | 128 | True  | 0.08  |  [2, 8, 512, 128]   |  [2, 8, 512, 128]   |  [2, 8, 512, 128]   |   True    | 0.08  | fp16  |      109.38       |      108.66      |      109.69      |        2.0         |
| 4  | N/A |  N/A  |  512  |  8  |  8  | 128 | 128 | True  | 0.08  |  [4, 8, 512, 128]   |  [4, 8, 512, 128]   |  [4, 8, 512, 128]   |   True    | 0.08  | fp16  |      109.53       |      108.81      |      110.68      |        2.0         |
| 8  | N/A |  N/A  |  512  |  8  |  8  | 128 | 128 | True  | 0.08  |  [8, 8, 512, 128]   |  [8, 8, 512, 128]   |  [8, 8, 512, 128]   |   True    | 0.08  | fp16  |      109.51       |      108.5       |      110.81      |        2.0         |
| 16 | N/A |  N/A  |  512  |  8  |  8  | 128 | 128 | True  | 0.08  |  [16, 8, 512, 128]  |  [16, 8, 512, 128]  |  [16, 8, 512, 128]  |   True    | 0.08  | fp16  |       109.9       |      109.41      |      110.39      |        2.0         |
| 32 | N/A |  N/A  |  512  |  8  |  8  | 128 | 128 | True  | 0.08  |  [32, 8, 512, 128]  |  [32, 8, 512, 128]  |  [32, 8, 512, 128]  |   True    | 0.08  | fp16  |      110.51       |      109.67      |      111.59      |        2.0         |
| 1  | N/A |  N/A  | 1024  |  8  |  8  | 128 | 128 | True  | 0.08  |  [1, 8, 1024, 128]  |  [1, 8, 1024, 128]  |  [1, 8, 1024, 128]  |   True    | 0.08  | fp16  |      110.05       |      109.43      |      111.11      |        2.0         |
| 2  | N/A |  N/A  | 1024  |  8  |  8  | 128 | 128 | True  | 0.08  |  [2, 8, 1024, 128]  |  [2, 8, 1024, 128]  |  [2, 8, 1024, 128]  |   True    | 0.08  | fp16  |      109.23       |      107.99      |      109.83      |        2.0         |
| 4  | N/A |  N/A  | 1024  |  8  |  8  | 128 | 128 | True  | 0.08  |  [4, 8, 1024, 128]  |  [4, 8, 1024, 128]  |  [4, 8, 1024, 128]  |   True    | 0.08  | fp16  |      109.49       |      108.52      |      110.29      |        2.0         |
| 8  | N/A |  N/A  | 1024  |  8  |  8  | 128 | 128 | True  | 0.08  |  [8, 8, 1024, 128]  |  [8, 8, 1024, 128]  |  [8, 8, 1024, 128]  |   True    | 0.08  | fp16  |      109.11       |      108.36      |      109.89      |        2.0         |
| 16 | N/A |  N/A  | 1024  |  8  |  8  | 128 | 128 | True  | 0.08  | [16, 8, 1024, 128]  | [16, 8, 1024, 128]  | [16, 8, 1024, 128]  |   True    | 0.08  | fp16  |      109.03       |      107.89      |      109.85      |        2.0         |
| 32 | N/A |  N/A  | 1024  |  8  |  8  | 128 | 128 | True  | 0.08  | [32, 8, 1024, 128]  | [32, 8, 1024, 128]  | [32, 8, 1024, 128]  |   True    | 0.08  | fp16  |      111.12       |      109.93      |      112.22      |        2.0         |
| 4  | N/A |  N/A  |  128  | 32  |  1  | 64  | 64  | True  | 0.08  |  [4, 32, 128, 64]   |   [4, 1, 128, 64]   |   [4, 1, 128, 64]   |   True    | 0.08  | bf16  |      249.23       |      247.9       |      251.11      |        2.0         |
| 8  | N/A |  N/A  |  128  | 32  |  1  | 64  | 64  | True  | 0.08  |  [8, 32, 128, 64]   |   [8, 1, 128, 64]   |   [8, 1, 128, 64]   |   True    | 0.08  | bf16  |      260.13       |      257.95      |      262.36      |        2.0         |
| 16 | N/A |  N/A  |  128  | 32  |  1  | 64  | 64  | True  | 0.08  |  [16, 32, 128, 64]  |  [16, 1, 128, 64]   |  [16, 1, 128, 64]   |   True    | 0.08  | bf16  |      265.76       |      263.47      |      268.13      |        2.0         |
| 32 | N/A |  N/A  |  128  | 32  |  1  | 64  | 64  | True  | 0.08  |  [32, 32, 128, 64]  |  [32, 1, 128, 64]   |  [32, 1, 128, 64]   |   True    | 0.08  | bf16  |      402.64       |      402.07      |      403.07      |        2.0         |
| 2  | N/A |  N/A  |  256  | 32  |  1  | 64  | 64  | True  | 0.08  |  [2, 32, 256, 64]   |   [2, 1, 256, 64]   |   [2, 1, 256, 64]   |   True    | 0.08  | bf16  |      261.11       |      258.9       |      262.98      |        2.0         |
| 4  | N/A |  N/A  |  256  | 32  |  1  | 64  | 64  | True  | 0.08  |  [4, 32, 256, 64]   |   [4, 1, 256, 64]   |   [4, 1, 256, 64]   |   True    | 0.08  | bf16  |      264.91       |      263.52      |      266.21      |        2.0         |
| 8  | N/A |  N/A  |  256  | 32  |  1  | 64  | 64  | True  | 0.08  |  [8, 32, 256, 64]   |   [8, 1, 256, 64]   |   [8, 1, 256, 64]   |   True    | 0.08  | bf16  |      329.72       |      329.09      |      330.4       |        2.0         |
| 16 | N/A |  N/A  |  256  | 32  |  1  | 64  | 64  | True  | 0.08  |  [16, 32, 256, 64]  |  [16, 1, 256, 64]   |  [16, 1, 256, 64]   |   True    | 0.08  | bf16  |       603.0       |      602.31      |      604.13      |        2.0         |
| 32 | N/A |  N/A  |  256  | 32  |  1  | 64  | 64  | True  | 0.08  |  [32, 32, 256, 64]  |  [32, 1, 256, 64]   |  [32, 1, 256, 64]   |   True    | 0.08  | bf16  |      1127.74      |     1126.31      |     1128.28      |        2.0         |
| 1  | N/A |  N/A  |  512  | 32  |  1  | 64  | 64  | True  | 0.08  |  [1, 32, 512, 64]   |   [1, 1, 512, 64]   |   [1, 1, 512, 64]   |   True    | 0.08  | bf16  |      252.66       |      251.3       |      254.43      |        2.0         |
| 2  | N/A |  N/A  |  512  | 32  |  1  | 64  | 64  | True  | 0.08  |  [2, 32, 512, 64]   |   [2, 1, 512, 64]   |   [2, 1, 512, 64]   |   True    | 0.08  | bf16  |      298.05       |      296.92      |      299.27      |        2.0         |
| 4  | N/A |  N/A  |  512  | 32  |  1  | 64  | 64  | True  | 0.08  |  [4, 32, 512, 64]   |   [4, 1, 512, 64]   |   [4, 1, 512, 64]   |   True    | 0.08  | bf16  |      535.55       |      535.06      |      535.83      |        2.0         |
| 8  | N/A |  N/A  |  512  | 32  |  1  | 64  | 64  | True  | 0.08  |  [8, 32, 512, 64]   |   [8, 1, 512, 64]   |   [8, 1, 512, 64]   |   True    | 0.08  | bf16  |      989.19       |      988.24      |      990.43      |        2.0         |
| 16 | N/A |  N/A  |  512  | 32  |  1  | 64  | 64  | True  | 0.08  |  [16, 32, 512, 64]  |  [16, 1, 512, 64]   |  [16, 1, 512, 64]   |   True    | 0.08  | bf16  |      1878.5       |     1877.68      |     1879.45      |        2.0         |
| 32 | N/A |  N/A  |  512  | 32  |  1  | 64  | 64  | True  | 0.08  |  [32, 32, 512, 64]  |  [32, 1, 512, 64]   |  [32, 1, 512, 64]   |   True    | 0.08  | bf16  |      3655.06      |     3654.28      |     3656.08      |        2.0         |
| 1  | N/A |  N/A  | 1024  | 32  |  1  | 64  | 64  | True  | 0.08  |  [1, 32, 1024, 64]  |  [1, 1, 1024, 64]   |  [1, 1, 1024, 64]   |   True    | 0.08  | bf16  |      486.46       |      486.06      |      486.8       |        2.0         |
| 2  | N/A |  N/A  | 1024  | 32  |  1  | 64  | 64  | True  | 0.08  |  [2, 32, 1024, 64]  |  [2, 1, 1024, 64]   |  [2, 1, 1024, 64]   |   True    | 0.08  | bf16  |      924.22       |      923.6       |      924.84      |        2.0         |
| 4  | N/A |  N/A  | 1024  | 32  |  1  | 64  | 64  | True  | 0.08  |  [4, 32, 1024, 64]  |  [4, 1, 1024, 64]   |  [4, 1, 1024, 64]   |   True    | 0.08  | bf16  |      1737.52      |     1737.11      |     1738.34      |        2.0         |
| 8  | N/A |  N/A  | 1024  | 32  |  1  | 64  | 64  | True  | 0.08  |  [8, 32, 1024, 64]  |  [8, 1, 1024, 64]   |  [8, 1, 1024, 64]   |   True    | 0.08  | bf16  |      3354.5       |      3353.6      |     3355.19      |        2.0         |
| 16 | N/A |  N/A  | 1024  | 32  |  1  | 64  | 64  | True  | 0.08  | [16, 32, 1024, 64]  |  [16, 1, 1024, 64]  |  [16, 1, 1024, 64]  |   True    | 0.08  | bf16  |      6596.89      |     6595.25      |      6599.0      |        2.0         |
| 32 | N/A |  N/A  | 1024  | 32  |  1  | 64  | 64  | True  | 0.08  | [32, 32, 1024, 64]  |  [32, 1, 1024, 64]  |  [32, 1, 1024, 64]  |   True    | 0.08  | bf16  |     13073.57      |     13072.69     |     13075.02     |        2.0         |
| 1  | N/A |  N/A  |   4   | 32  | 32  | 64  | 64  | True  | 0.08  |   [1, 32, 4, 64]    |   [1, 32, 4, 64]    |   [1, 32, 4, 64]    |   True    | 0.08  | bf16  |      109.06       |      107.68      |      111.36      |        2.0         |
| 2  | N/A |  N/A  |   4   | 32  | 32  | 64  | 64  | True  | 0.08  |   [2, 32, 4, 64]    |   [2, 32, 4, 64]    |   [2, 32, 4, 64]    |   True    | 0.08  | bf16  |      109.78       |      108.65      |      110.43      |        2.0         |
| 4  | N/A |  N/A  |   4   | 32  | 32  | 64  | 64  | True  | 0.08  |   [4, 32, 4, 64]    |   [4, 32, 4, 64]    |   [4, 32, 4, 64]    |   True    | 0.08  | bf16  |      110.24       |      109.32      |      111.15      |        2.0         |
| 8  | N/A |  N/A  |   4   | 32  | 32  | 64  | 64  | True  | 0.08  |   [8, 32, 4, 64]    |   [8, 32, 4, 64]    |   [8, 32, 4, 64]    |   True    | 0.08  | bf16  |      111.27       |      110.21      |      115.17      |        2.0         |
| 16 | N/A |  N/A  |   4   | 32  | 32  | 64  | 64  | True  | 0.08  |   [16, 32, 4, 64]   |   [16, 32, 4, 64]   |   [16, 32, 4, 64]   |   True    | 0.08  | bf16  |      110.73       |      109.29      |      111.66      |        2.0         |
| 32 | N/A |  N/A  |   4   | 32  | 32  | 64  | 64  | True  | 0.08  |   [32, 32, 4, 64]   |   [32, 32, 4, 64]   |   [32, 32, 4, 64]   |   True    | 0.08  | bf16  |      111.32       |      109.8       |      114.93      |        2.0         |
| 1  | N/A |  N/A  |   8   | 32  | 32  | 64  | 64  | True  | 0.08  |   [1, 32, 8, 64]    |   [1, 32, 8, 64]    |   [1, 32, 8, 64]    |   True    | 0.08  | bf16  |       109.8       |      109.2       |      110.26      |        2.0         |
| 2  | N/A |  N/A  |   8   | 32  | 32  | 64  | 64  | True  | 0.08  |   [2, 32, 8, 64]    |   [2, 32, 8, 64]    |   [2, 32, 8, 64]    |   True    | 0.08  | bf16  |      109.36       |      108.41      |      110.31      |        2.0         |
| 4  | N/A |  N/A  |   8   | 32  | 32  | 64  | 64  | True  | 0.08  |   [4, 32, 8, 64]    |   [4, 32, 8, 64]    |   [4, 32, 8, 64]    |   True    | 0.08  | bf16  |      109.26       |      108.26      |      110.12      |        2.0         |
| 8  | N/A |  N/A  |   8   | 32  | 32  | 64  | 64  | True  | 0.08  |   [8, 32, 8, 64]    |   [8, 32, 8, 64]    |   [8, 32, 8, 64]    |   True    | 0.08  | bf16  |      109.68       |      108.69      |      112.98      |        2.0         |
| 16 | N/A |  N/A  |   8   | 32  | 32  | 64  | 64  | True  | 0.08  |   [16, 32, 8, 64]   |   [16, 32, 8, 64]   |   [16, 32, 8, 64]   |   True    | 0.08  | bf16  |      109.04       |      108.15      |      109.79      |        2.0         |
| 32 | N/A |  N/A  |   8   | 32  | 32  | 64  | 64  | True  | 0.08  |   [32, 32, 8, 64]   |   [32, 32, 8, 64]   |   [32, 32, 8, 64]   |   True    | 0.08  | bf16  |      109.32       |      109.08      |      109.97      |        2.0         |
| 1  | N/A |  N/A  |  16   | 32  | 32  | 64  | 64  | True  | 0.08  |   [1, 32, 16, 64]   |   [1, 32, 16, 64]   |   [1, 32, 16, 64]   |   True    | 0.08  | bf16  |       109.0       |      108.35      |      109.74      |        2.0         |
| 2  | N/A |  N/A  |  16   | 32  | 32  | 64  | 64  | True  | 0.08  |   [2, 32, 16, 64]   |   [2, 32, 16, 64]   |   [2, 32, 16, 64]   |   True    | 0.08  | bf16  |      109.09       |      108.66      |      109.54      |        2.0         |
| 4  | N/A |  N/A  |  16   | 32  | 32  | 64  | 64  | True  | 0.08  |   [4, 32, 16, 64]   |   [4, 32, 16, 64]   |   [4, 32, 16, 64]   |   True    | 0.08  | bf16  |      109.26       |      108.83      |      109.67      |        2.0         |
| 8  | N/A |  N/A  |  16   | 32  | 32  | 64  | 64  | True  | 0.08  |   [8, 32, 16, 64]   |   [8, 32, 16, 64]   |   [8, 32, 16, 64]   |   True    | 0.08  | bf16  |      109.72       |      108.72      |      112.28      |        2.0         |
| 16 | N/A |  N/A  |  16   | 32  | 32  | 64  | 64  | True  | 0.08  |  [16, 32, 16, 64]   |  [16, 32, 16, 64]   |  [16, 32, 16, 64]   |   True    | 0.08  | bf16  |      109.78       |      109.38      |      110.62      |        2.0         |
| 32 | N/A |  N/A  |  16   | 32  | 32  | 64  | 64  | True  | 0.08  |  [32, 32, 16, 64]   |  [32, 32, 16, 64]   |  [32, 32, 16, 64]   |   True    | 0.08  | bf16  |      109.21       |      108.0       |      109.69      |        2.0         |
| 1  | N/A |  N/A  |  32   | 32  | 32  | 64  | 64  | True  | 0.08  |   [1, 32, 32, 64]   |   [1, 32, 32, 64]   |   [1, 32, 32, 64]   |   True    | 0.08  | bf16  |      110.43       |      108.45      |      112.76      |        2.0         |
| 2  | N/A |  N/A  |  32   | 32  | 32  | 64  | 64  | True  | 0.08  |   [2, 32, 32, 64]   |   [2, 32, 32, 64]   |   [2, 32, 32, 64]   |   True    | 0.08  | bf16  |      109.84       |      109.04      |      110.67      |        2.0         |
| 4  | N/A |  N/A  |  32   | 32  | 32  | 64  | 64  | True  | 0.08  |   [4, 32, 32, 64]   |   [4, 32, 32, 64]   |   [4, 32, 32, 64]   |   True    | 0.08  | bf16  |      110.21       |      109.16      |      113.15      |        2.0         |
| 8  | N/A |  N/A  |  32   | 32  | 32  | 64  | 64  | True  | 0.08  |   [8, 32, 32, 64]   |   [8, 32, 32, 64]   |   [8, 32, 32, 64]   |   True    | 0.08  | bf16  |       110.5       |      109.22      |      113.62      |        2.0         |
| 16 | N/A |  N/A  |  32   | 32  | 32  | 64  | 64  | True  | 0.08  |  [16, 32, 32, 64]   |  [16, 32, 32, 64]   |  [16, 32, 32, 64]   |   True    | 0.08  | bf16  |      108.93       |      108.23      |      110.0       |        2.0         |
| 32 | N/A |  N/A  |  32   | 32  | 32  | 64  | 64  | True  | 0.08  |  [32, 32, 32, 64]   |  [32, 32, 32, 64]   |  [32, 32, 32, 64]   |   True    | 0.08  | bf16  |      109.67       |      109.19      |      111.08      |        2.0         |
| 1  | N/A |  N/A  |  64   | 32  | 32  | 64  | 64  | True  | 0.08  |   [1, 32, 64, 64]   |   [1, 32, 64, 64]   |   [1, 32, 64, 64]   |   True    | 0.08  | bf16  |      109.48       |      108.91      |      110.45      |        2.0         |
| 2  | N/A |  N/A  |  64   | 32  | 32  | 64  | 64  | True  | 0.08  |   [2, 32, 64, 64]   |   [2, 32, 64, 64]   |   [2, 32, 64, 64]   |   True    | 0.08  | bf16  |      109.56       |      108.44      |      110.32      |        2.0         |
| 4  | N/A |  N/A  |  64   | 32  | 32  | 64  | 64  | True  | 0.08  |   [4, 32, 64, 64]   |   [4, 32, 64, 64]   |   [4, 32, 64, 64]   |   True    | 0.08  | bf16  |      111.18       |      109.13      |      119.54      |        2.0         |
| 8  | N/A |  N/A  |  64   | 32  | 32  | 64  | 64  | True  | 0.08  |   [8, 32, 64, 64]   |   [8, 32, 64, 64]   |   [8, 32, 64, 64]   |   True    | 0.08  | bf16  |      109.18       |      108.67      |      109.7       |        2.0         |
| 16 | N/A |  N/A  |  64   | 32  | 32  | 64  | 64  | True  | 0.08  |  [16, 32, 64, 64]   |  [16, 32, 64, 64]   |  [16, 32, 64, 64]   |   True    | 0.08  | bf16  |      109.27       |      108.78      |      109.71      |        2.0         |
| 32 | N/A |  N/A  |  64   | 32  | 32  | 64  | 64  | True  | 0.08  |  [32, 32, 64, 64]   |  [32, 32, 64, 64]   |  [32, 32, 64, 64]   |   True    | 0.08  | bf16  |      109.31       |      108.64      |      110.35      |        2.0         |
| 1  | N/A |  N/A  |  128  | 32  | 32  | 64  | 64  | True  | 0.08  |  [1, 32, 128, 64]   |  [1, 32, 128, 64]   |  [1, 32, 128, 64]   |   True    | 0.08  | bf16  |      109.27       |      107.95      |      110.11      |        2.0         |
| 2  | N/A |  N/A  |  128  | 32  | 32  | 64  | 64  | True  | 0.08  |  [2, 32, 128, 64]   |  [2, 32, 128, 64]   |  [2, 32, 128, 64]   |   True    | 0.08  | bf16  |      109.59       |      108.64      |      110.4       |        2.0         |
| 4  | N/A |  N/A  |  128  | 32  | 32  | 64  | 64  | True  | 0.08  |  [4, 32, 128, 64]   |  [4, 32, 128, 64]   |  [4, 32, 128, 64]   |   True    | 0.08  | bf16  |      110.39       |      109.41      |      113.1       |        2.0         |
| 8  | N/A |  N/A  |  128  | 32  | 32  | 64  | 64  | True  | 0.08  |  [8, 32, 128, 64]   |  [8, 32, 128, 64]   |  [8, 32, 128, 64]   |   True    | 0.08  | bf16  |      110.17       |      109.72      |      111.2       |        2.0         |
| 16 | N/A |  N/A  |  128  | 32  | 32  | 64  | 64  | True  | 0.08  |  [16, 32, 128, 64]  |  [16, 32, 128, 64]  |  [16, 32, 128, 64]  |   True    | 0.08  | bf16  |      109.75       |      108.62      |      110.58      |        2.0         |
| 32 | N/A |  N/A  |  128  | 32  | 32  | 64  | 64  | True  | 0.08  |  [32, 32, 128, 64]  |  [32, 32, 128, 64]  |  [32, 32, 128, 64]  |   True    | 0.08  | bf16  |      110.15       |      109.29      |      113.68      |        2.0         |
| 1  | N/A |  N/A  |  256  | 32  | 32  | 64  | 64  | True  | 0.08  |  [1, 32, 256, 64]   |  [1, 32, 256, 64]   |  [1, 32, 256, 64]   |   True    | 0.08  | bf16  |      110.27       |      108.13      |      113.93      |        2.0         |
| 2  | N/A |  N/A  |  256  | 32  | 32  | 64  | 64  | True  | 0.08  |  [2, 32, 256, 64]   |  [2, 32, 256, 64]   |  [2, 32, 256, 64]   |   True    | 0.08  | bf16  |      109.07       |      108.2       |      109.96      |        2.0         |
| 4  | N/A |  N/A  |  256  | 32  | 32  | 64  | 64  | True  | 0.08  |  [4, 32, 256, 64]   |  [4, 32, 256, 64]   |  [4, 32, 256, 64]   |   True    | 0.08  | bf16  |      109.45       |      108.15      |      111.19      |        2.0         |
