Test Case: B200_aten-scaled_dot_product_attention
| B  | MQ  |  MK   | MQKV  | NHQ | NHK | DQK | DV  |   C   |   S   |       _tensor       |      _tensor_1      |      _tensor_2      | is_causal | scale | dtype | duration_mean(us) | duration_min(us) | duration_max(us) | theory_latency(us) |
| 32 |  1  |   8   |  N/A  |  4  |  1  | 64  | 128 | True  | 0.08  |   [32, 4, 1, 64]    |   [32, 1, 8, 64]    |   [32, 1, 8, 128]   |   True    | 0.08  | bf16  |      241.76       |      240.75      |      242.6       |        2.0         |
| 1  |  1  |  16   |  N/A  |  4  |  1  | 64  | 128 | True  | 0.08  |    [1, 4, 1, 64]    |   [1, 1, 16, 64]    |   [1, 1, 16, 128]   |   True    | 0.08  | bf16  |      227.51       |      225.57      |      229.3       |        2.0         |
| 2  |  1  |  16   |  N/A  |  4  |  1  | 64  | 128 | True  | 0.08  |    [2, 4, 1, 64]    |   [2, 1, 16, 64]    |   [2, 1, 16, 128]   |   True    | 0.08  | bf16  |      240.66       |      239.15      |      242.13      |        2.0         |
| 4  |  1  |  16   |  N/A  |  4  |  1  | 64  | 128 | True  | 0.08  |    [4, 4, 1, 64]    |   [4, 1, 16, 64]    |   [4, 1, 16, 128]   |   True    | 0.08  | bf16  |       240.4       |      238.96      |      241.97      |        2.0         |
| 8  |  1  |  16   |  N/A  |  4  |  1  | 64  | 128 | True  | 0.08  |    [8, 4, 1, 64]    |   [8, 1, 16, 64]    |   [8, 1, 16, 128]   |   True    | 0.08  | bf16  |       241.3       |      239.18      |      243.1       |        2.0         |
| 16 |  1  |  16   |  N/A  |  4  |  1  | 64  | 128 | True  | 0.08  |   [16, 4, 1, 64]    |   [16, 1, 16, 64]   |  [16, 1, 16, 128]   |   True    | 0.08  | bf16  |      242.09       |      240.64      |      243.42      |        2.0         |
| 32 |  1  |  16   |  N/A  |  4  |  1  | 64  | 128 | True  | 0.08  |   [32, 4, 1, 64]    |   [32, 1, 16, 64]   |  [32, 1, 16, 128]   |   True    | 0.08  | bf16  |      241.33       |      239.97      |      242.23      |        2.0         |
| 1  |  1  |  32   |  N/A  |  4  |  1  | 64  | 128 | True  | 0.08  |    [1, 4, 1, 64]    |   [1, 1, 32, 64]    |   [1, 1, 32, 128]   |   True    | 0.08  | bf16  |      227.59       |      226.27      |      229.51      |        2.0         |
| 2  |  1  |  32   |  N/A  |  4  |  1  | 64  | 128 | True  | 0.08  |    [2, 4, 1, 64]    |   [2, 1, 32, 64]    |   [2, 1, 32, 128]   |   True    | 0.08  | bf16  |       242.8       |      241.32      |      245.29      |        2.0         |
| 4  |  1  |  32   |  N/A  |  4  |  1  | 64  | 128 | True  | 0.08  |    [4, 4, 1, 64]    |   [4, 1, 32, 64]    |   [4, 1, 32, 128]   |   True    | 0.08  | bf16  |       242.5       |      240.27      |      243.39      |        2.0         |
| 8  |  1  |  32   |  N/A  |  4  |  1  | 64  | 128 | True  | 0.08  |    [8, 4, 1, 64]    |   [8, 1, 32, 64]    |   [8, 1, 32, 128]   |   True    | 0.08  | bf16  |      242.22       |      241.34      |      243.12      |        2.0         |
| 16 |  1  |  32   |  N/A  |  4  |  1  | 64  | 128 | True  | 0.08  |   [16, 4, 1, 64]    |   [16, 1, 32, 64]   |  [16, 1, 32, 128]   |   True    | 0.08  | bf16  |      242.36       |      241.29      |      244.74      |        2.0         |
| 32 |  1  |  32   |  N/A  |  4  |  1  | 64  | 128 | True  | 0.08  |   [32, 4, 1, 64]    |   [32, 1, 32, 64]   |  [32, 1, 32, 128]   |   True    | 0.08  | bf16  |      242.86       |      241.51      |      243.82      |        2.0         |
| 1  |  1  |  64   |  N/A  |  4  |  1  | 64  | 128 | True  | 0.08  |    [1, 4, 1, 64]    |   [1, 1, 64, 64]    |   [1, 1, 64, 128]   |   True    | 0.08  | bf16  |      228.63       |      227.4       |      229.63      |        2.0         |
| 2  |  1  |  64   |  N/A  |  4  |  1  | 64  | 128 | True  | 0.08  |    [2, 4, 1, 64]    |   [2, 1, 64, 64]    |   [2, 1, 64, 128]   |   True    | 0.08  | bf16  |       242.9       |      241.68      |      244.06      |        2.0         |
| 4  |  1  |  64   |  N/A  |  4  |  1  | 64  | 128 | True  | 0.08  |    [4, 4, 1, 64]    |   [4, 1, 64, 64]    |   [4, 1, 64, 128]   |   True    | 0.08  | bf16  |      245.06       |      242.93      |      246.87      |        2.0         |
| 8  |  1  |  64   |  N/A  |  4  |  1  | 64  | 128 | True  | 0.08  |    [8, 4, 1, 64]    |   [8, 1, 64, 64]    |   [8, 1, 64, 128]   |   True    | 0.08  | bf16  |      242.88       |      240.96      |      245.11      |        2.0         |
| 16 |  1  |  64   |  N/A  |  4  |  1  | 64  | 128 | True  | 0.08  |   [16, 4, 1, 64]    |   [16, 1, 64, 64]   |  [16, 1, 64, 128]   |   True    | 0.08  | bf16  |      243.58       |      242.16      |      245.18      |        2.0         |
| 32 |  1  |  64   |  N/A  |  4  |  1  | 64  | 128 | True  | 0.08  |   [32, 4, 1, 64]    |   [32, 1, 64, 64]   |  [32, 1, 64, 128]   |   True    | 0.08  | bf16  |      242.24       |      240.75      |      243.46      |        2.0         |
| 1  |  1  |  128  |  N/A  |  4  |  1  | 64  | 128 | True  | 0.08  |    [1, 4, 1, 64]    |   [1, 1, 128, 64]   |  [1, 1, 128, 128]   |   True    | 0.08  | bf16  |      228.65       |      227.2       |      230.02      |        2.0         |
| 2  |  1  |  128  |  N/A  |  4  |  1  | 64  | 128 | True  | 0.08  |    [2, 4, 1, 64]    |   [2, 1, 128, 64]   |  [2, 1, 128, 128]   |   True    | 0.08  | bf16  |      242.25       |      241.58      |      243.46      |        2.0         |
| 4  |  1  |  128  |  N/A  |  4  |  1  | 64  | 128 | True  | 0.08  |    [4, 4, 1, 64]    |   [4, 1, 128, 64]   |  [4, 1, 128, 128]   |   True    | 0.08  | bf16  |      242.98       |      242.19      |      243.59      |        2.0         |
| 8  |  1  |  128  |  N/A  |  4  |  1  | 64  | 128 | True  | 0.08  |    [8, 4, 1, 64]    |   [8, 1, 128, 64]   |  [8, 1, 128, 128]   |   True    | 0.08  | bf16  |      242.89       |      241.95      |      244.79      |        2.0         |
| 16 |  1  |  128  |  N/A  |  4  |  1  | 64  | 128 | True  | 0.08  |   [16, 4, 1, 64]    |  [16, 1, 128, 64]   |  [16, 1, 128, 128]  |   True    | 0.08  | bf16  |      241.86       |      239.79      |      243.68      |        2.0         |
| 32 |  1  |  128  |  N/A  |  4  |  1  | 64  | 128 | True  | 0.08  |   [32, 4, 1, 64]    |  [32, 1, 128, 64]   |  [32, 1, 128, 128]  |   True    | 0.08  | bf16  |      241.63       |      238.58      |      244.19      |        2.0         |
| 1  |  1  |  256  |  N/A  |  4  |  1  | 64  | 128 | True  | 0.08  |    [1, 4, 1, 64]    |   [1, 1, 256, 64]   |  [1, 1, 256, 128]   |   True    | 0.08  | bf16  |      231.46       |      229.72      |      232.95      |        2.0         |
| 2  |  1  |  256  |  N/A  |  4  |  1  | 64  | 128 | True  | 0.08  |    [2, 4, 1, 64]    |   [2, 1, 256, 64]   |  [2, 1, 256, 128]   |   True    | 0.08  | bf16  |      242.49       |      240.96      |      244.4       |        2.0         |
| 4  |  1  |  256  |  N/A  |  4  |  1  | 64  | 128 | True  | 0.08  |    [4, 4, 1, 64]    |   [4, 1, 256, 64]   |  [4, 1, 256, 128]   |   True    | 0.08  | bf16  |      250.27       |      248.48      |      251.26      |        2.0         |
| 8  |  1  |  256  |  N/A  |  4  |  1  | 64  | 128 | True  | 0.08  |    [8, 4, 1, 64]    |   [8, 1, 256, 64]   |  [8, 1, 256, 128]   |   True    | 0.08  | bf16  |      248.51       |      247.46      |      250.42      |        2.0         |
| 16 |  1  |  256  |  N/A  |  4  |  1  | 64  | 128 | True  | 0.08  |   [16, 4, 1, 64]    |  [16, 1, 256, 64]   |  [16, 1, 256, 128]  |   True    | 0.08  | bf16  |      250.56       |      249.09      |      251.88      |        2.0         |
| 32 |  1  |  256  |  N/A  |  4  |  1  | 64  | 128 | True  | 0.08  |   [32, 4, 1, 64]    |  [32, 1, 256, 64]   |  [32, 1, 256, 128]  |   True    | 0.08  | bf16  |      243.19       |      241.83      |      244.08      |        2.0         |
| 1  |  1  |  512  |  N/A  |  4  |  1  | 64  | 128 | True  | 0.08  |    [1, 4, 1, 64]    |   [1, 1, 512, 64]   |  [1, 1, 512, 128]   |   True    | 0.08  | bf16  |      230.37       |      228.44      |      232.37      |        2.0         |
| 2  |  1  |  512  |  N/A  |  4  |  1  | 64  | 128 | True  | 0.08  |    [2, 4, 1, 64]    |   [2, 1, 512, 64]   |  [2, 1, 512, 128]   |   True    | 0.08  | bf16  |      250.96       |      250.17      |      251.8       |        2.0         |
| 4  |  1  |  512  |  N/A  |  4  |  1  | 64  | 128 | True  | 0.08  |    [4, 4, 1, 64]    |   [4, 1, 512, 64]   |  [4, 1, 512, 128]   |   True    | 0.08  | bf16  |       249.4       |      248.25      |      251.25      |        2.0         |
| 8  |  1  |  512  |  N/A  |  4  |  1  | 64  | 128 | True  | 0.08  |    [8, 4, 1, 64]    |   [8, 1, 512, 64]   |  [8, 1, 512, 128]   |   True    | 0.08  | bf16  |       247.8       |      246.42      |      248.95      |        2.0         |
| 16 |  1  |  512  |  N/A  |  4  |  1  | 64  | 128 | True  | 0.08  |   [16, 4, 1, 64]    |  [16, 1, 512, 64]   |  [16, 1, 512, 128]  |   True    | 0.08  | bf16  |      243.57       |      241.98      |      245.25      |        2.0         |
| 32 |  1  |  512  |  N/A  |  4  |  1  | 64  | 128 | True  | 0.08  |   [32, 4, 1, 64]    |  [32, 1, 512, 64]   |  [32, 1, 512, 128]  |   True    | 0.08  | bf16  |      242.88       |      242.03      |      243.83      |        2.0         |
| 1  |  1  | 1024  |  N/A  |  4  |  1  | 64  | 128 | True  | 0.08  |    [1, 4, 1, 64]    |  [1, 1, 1024, 64]   |  [1, 1, 1024, 128]  |   True    | 0.08  | bf16  |      231.17       |      230.11      |      232.38      |        2.0         |
| 2  |  1  | 1024  |  N/A  |  4  |  1  | 64  | 128 | True  | 0.08  |    [2, 4, 1, 64]    |  [2, 1, 1024, 64]   |  [2, 1, 1024, 128]  |   True    | 0.08  | bf16  |       249.7       |      248.52      |      251.07      |        2.0         |
| 4  |  1  | 1024  |  N/A  |  4  |  1  | 64  | 128 | True  | 0.08  |    [4, 4, 1, 64]    |  [4, 1, 1024, 64]   |  [4, 1, 1024, 128]  |   True    | 0.08  | bf16  |      248.97       |      247.67      |      249.8       |        2.0         |
| 8  |  1  | 1024  |  N/A  |  4  |  1  | 64  | 128 | True  | 0.08  |    [8, 4, 1, 64]    |  [8, 1, 1024, 64]   |  [8, 1, 1024, 128]  |   True    | 0.08  | bf16  |      244.17       |      242.42      |      245.49      |        2.0         |
| 16 |  1  | 1024  |  N/A  |  4  |  1  | 64  | 128 | True  | 0.08  |   [16, 4, 1, 64]    |  [16, 1, 1024, 64]  | [16, 1, 1024, 128]  |   True    | 0.08  | bf16  |      243.25       |      241.37      |      244.81      |        2.0         |
| 32 |  1  | 1024  |  N/A  |  4  |  1  | 64  | 128 | True  | 0.08  |   [32, 4, 1, 64]    |  [32, 1, 1024, 64]  | [32, 1, 1024, 128]  |   True    | 0.08  | bf16  |      242.46       |      240.64      |      244.24      |        2.0         |
| 1  |  1  |   4   |  N/A  |  4  |  4  | 64  | 128 | True  | 0.08  |    [1, 4, 1, 64]    |    [1, 4, 4, 64]    |   [1, 4, 4, 128]    |   True    | 0.08  | bf16  |      107.25       |      106.19      |      108.17      |        2.0         |
| 2  |  1  |   4   |  N/A  |  4  |  4  | 64  | 128 | True  | 0.08  |    [2, 4, 1, 64]    |    [2, 4, 4, 64]    |   [2, 4, 4, 128]    |   True    | 0.08  | bf16  |      107.22       |      106.67      |      107.79      |        2.0         |
| 4  |  1  |   4   |  N/A  |  4  |  4  | 64  | 128 | True  | 0.08  |    [4, 4, 1, 64]    |    [4, 4, 4, 64]    |   [4, 4, 4, 128]    |   True    | 0.08  | bf16  |       108.3       |      107.41      |      109.09      |        2.0         |
| 8  |  1  |   4   |  N/A  |  4  |  4  | 64  | 128 | True  | 0.08  |    [8, 4, 1, 64]    |    [8, 4, 4, 64]    |   [8, 4, 4, 128]    |   True    | 0.08  | bf16  |      107.44       |      106.48      |      108.48      |        2.0         |
| 16 |  1  |   4   |  N/A  |  4  |  4  | 64  | 128 | True  | 0.08  |   [16, 4, 1, 64]    |   [16, 4, 4, 64]    |   [16, 4, 4, 128]   |   True    | 0.08  | bf16  |      108.44       |      107.8       |      108.93      |        2.0         |
| 32 |  1  |   4   |  N/A  |  4  |  4  | 64  | 128 | True  | 0.08  |   [32, 4, 1, 64]    |   [32, 4, 4, 64]    |   [32, 4, 4, 128]   |   True    | 0.08  | bf16  |      107.69       |      106.97      |      108.2       |        2.0         |
| 1  |  1  |   8   |  N/A  |  4  |  4  | 64  | 128 | True  | 0.08  |    [1, 4, 1, 64]    |    [1, 4, 8, 64]    |   [1, 4, 8, 128]    |   True    | 0.08  | bf16  |      108.11       |      107.54      |      108.63      |        2.0         |
| 2  |  1  |   8   |  N/A  |  4  |  4  | 64  | 128 | True  | 0.08  |    [2, 4, 1, 64]    |    [2, 4, 8, 64]    |   [2, 4, 8, 128]    |   True    | 0.08  | bf16  |      108.24       |      107.69      |      108.75      |        2.0         |
| 4  |  1  |   8   |  N/A  |  4  |  4  | 64  | 128 | True  | 0.08  |    [4, 4, 1, 64]    |    [4, 4, 8, 64]    |   [4, 4, 8, 128]    |   True    | 0.08  | bf16  |      107.91       |      106.96      |      108.6       |        2.0         |
| 8  |  1  |   8   |  N/A  |  4  |  4  | 64  | 128 | True  | 0.08  |    [8, 4, 1, 64]    |    [8, 4, 8, 64]    |   [8, 4, 8, 128]    |   True    | 0.08  | bf16  |       108.5       |      107.86      |      109.08      |        2.0         |
| 16 |  1  |   8   |  N/A  |  4  |  4  | 64  | 128 | True  | 0.08  |   [16, 4, 1, 64]    |   [16, 4, 8, 64]    |   [16, 4, 8, 128]   |   True    | 0.08  | bf16  |      108.45       |      107.14      |      109.59      |        2.0         |
| 32 |  1  |   8   |  N/A  |  4  |  4  | 64  | 128 | True  | 0.08  |   [32, 4, 1, 64]    |   [32, 4, 8, 64]    |   [32, 4, 8, 128]   |   True    | 0.08  | bf16  |      108.64       |      107.25      |      109.29      |        2.0         |
| 1  |  1  |  16   |  N/A  |  4  |  4  | 64  | 128 | True  | 0.08  |    [1, 4, 1, 64]    |   [1, 4, 16, 64]    |   [1, 4, 16, 128]   |   True    | 0.08  | bf16  |      108.49       |      107.21      |      109.23      |        2.0         |
| 2  |  1  |  16   |  N/A  |  4  |  4  | 64  | 128 | True  | 0.08  |    [2, 4, 1, 64]    |   [2, 4, 16, 64]    |   [2, 4, 16, 128]   |   True    | 0.08  | bf16  |      107.81       |      107.12      |      108.36      |        2.0         |
| 4  |  1  |  16   |  N/A  |  4  |  4  | 64  | 128 | True  | 0.08  |    [4, 4, 1, 64]    |   [4, 4, 16, 64]    |   [4, 4, 16, 128]   |   True    | 0.08  | bf16  |      108.07       |      107.24      |      108.67      |        2.0         |
| 8  |  1  |  16   |  N/A  |  4  |  4  | 64  | 128 | True  | 0.08  |    [8, 4, 1, 64]    |   [8, 4, 16, 64]    |   [8, 4, 16, 128]   |   True    | 0.08  | bf16  |      108.53       |      107.23      |      109.93      |        2.0         |
| 16 |  1  |  16   |  N/A  |  4  |  4  | 64  | 128 | True  | 0.08  |   [16, 4, 1, 64]    |   [16, 4, 16, 64]   |  [16, 4, 16, 128]   |   True    | 0.08  | bf16  |      108.35       |      107.52      |      109.27      |        2.0         |
| 32 |  1  |  16   |  N/A  |  4  |  4  | 64  | 128 | True  | 0.08  |   [32, 4, 1, 64]    |   [32, 4, 16, 64]   |  [32, 4, 16, 128]   |   True    | 0.08  | bf16  |      108.62       |      107.85      |      109.41      |        2.0         |
| 1  |  1  |  32   |  N/A  |  4  |  4  | 64  | 128 | True  | 0.08  |    [1, 4, 1, 64]    |   [1, 4, 32, 64]    |   [1, 4, 32, 128]   |   True    | 0.08  | bf16  |      108.63       |      107.88      |      109.03      |        2.0         |
| 2  |  1  |  32   |  N/A  |  4  |  4  | 64  | 128 | True  | 0.08  |    [2, 4, 1, 64]    |   [2, 4, 32, 64]    |   [2, 4, 32, 128]   |   True    | 0.08  | bf16  |      108.32       |      107.37      |      109.33      |        2.0         |
| 4  |  1  |  32   |  N/A  |  4  |  4  | 64  | 128 | True  | 0.08  |    [4, 4, 1, 64]    |   [4, 4, 32, 64]    |   [4, 4, 32, 128]   |   True    | 0.08  | bf16  |      108.16       |      107.4       |      109.54      |        2.0         |
| 8  |  1  |  32   |  N/A  |  4  |  4  | 64  | 128 | True  | 0.08  |    [8, 4, 1, 64]    |   [8, 4, 32, 64]    |   [8, 4, 32, 128]   |   True    | 0.08  | bf16  |       108.3       |      107.45      |      109.3       |        2.0         |
| 16 |  1  |  32   |  N/A  |  4  |  4  | 64  | 128 | True  | 0.08  |   [16, 4, 1, 64]    |   [16, 4, 32, 64]   |  [16, 4, 32, 128]   |   True    | 0.08  | bf16  |      108.59       |      107.66      |      109.22      |        2.0         |
| 32 |  1  |  32   |  N/A  |  4  |  4  | 64  | 128 | True  | 0.08  |   [32, 4, 1, 64]    |   [32, 4, 32, 64]   |  [32, 4, 32, 128]   |   True    | 0.08  | bf16  |      107.97       |      107.15      |      108.44      |        2.0         |
| 1  |  1  |  64   |  N/A  |  4  |  4  | 64  | 128 | True  | 0.08  |    [1, 4, 1, 64]    |   [1, 4, 64, 64]    |   [1, 4, 64, 128]   |   True    | 0.08  | bf16  |      108.45       |      108.16      |      109.33      |        2.0         |
| 2  |  1  |  64   |  N/A  |  4  |  4  | 64  | 128 | True  | 0.08  |    [2, 4, 1, 64]    |   [2, 4, 64, 64]    |   [2, 4, 64, 128]   |   True    | 0.08  | bf16  |      108.25       |      107.72      |      108.81      |        2.0         |
| 4  |  1  |  64   |  N/A  |  4  |  4  | 64  | 128 | True  | 0.08  |    [4, 4, 1, 64]    |   [4, 4, 64, 64]    |   [4, 4, 64, 128]   |   True    | 0.08  | bf16  |      108.31       |      107.47      |      108.83      |        2.0         |
| 8  |  1  |  64   |  N/A  |  4  |  4  | 64  | 128 | True  | 0.08  |    [8, 4, 1, 64]    |   [8, 4, 64, 64]    |   [8, 4, 64, 128]   |   True    | 0.08  | bf16  |      108.22       |      107.88      |      108.61      |        2.0         |
| 16 |  1  |  64   |  N/A  |  4  |  4  | 64  | 128 | True  | 0.08  |   [16, 4, 1, 64]    |   [16, 4, 64, 64]   |  [16, 4, 64, 128]   |   True    | 0.08  | bf16  |      108.33       |      107.75      |      109.21      |        2.0         |
| 32 |  1  |  64   |  N/A  |  4  |  4  | 64  | 128 | True  | 0.08  |   [32, 4, 1, 64]    |   [32, 4, 64, 64]   |  [32, 4, 64, 128]   |   True    | 0.08  | bf16  |       108.4       |      108.04      |      108.64      |        2.0         |
| 1  |  1  |  128  |  N/A  |  4  |  4  | 64  | 128 | True  | 0.08  |    [1, 4, 1, 64]    |   [1, 4, 128, 64]   |  [1, 4, 128, 128]   |   True    | 0.08  | bf16  |      108.32       |      107.63      |      109.19      |        2.0         |
| 2  |  1  |  128  |  N/A  |  4  |  4  | 64  | 128 | True  | 0.08  |    [2, 4, 1, 64]    |   [2, 4, 128, 64]   |  [2, 4, 128, 128]   |   True    | 0.08  | bf16  |      108.41       |      107.65      |      109.75      |        2.0         |
| 4  |  1  |  128  |  N/A  |  4  |  4  | 64  | 128 | True  | 0.08  |    [4, 4, 1, 64]    |   [4, 4, 128, 64]   |  [4, 4, 128, 128]   |   True    | 0.08  | bf16  |      108.33       |      107.86      |      109.12      |        2.0         |
| 8  |  1  |  128  |  N/A  |  4  |  4  | 64  | 128 | True  | 0.08  |    [8, 4, 1, 64]    |   [8, 4, 128, 64]   |  [8, 4, 128, 128]   |   True    | 0.08  | bf16  |      108.64       |      107.34      |      109.99      |        2.0         |
| 16 |  1  |  128  |  N/A  |  4  |  4  | 64  | 128 | True  | 0.08  |   [16, 4, 1, 64]    |  [16, 4, 128, 64]   |  [16, 4, 128, 128]  |   True    | 0.08  | bf16  |      108.67       |      108.03      |      110.52      |        2.0         |
| 32 |  1  |  128  |  N/A  |  4  |  4  | 64  | 128 | True  | 0.08  |   [32, 4, 1, 64]    |  [32, 4, 128, 64]   |  [32, 4, 128, 128]  |   True    | 0.08  | bf16  |      108.54       |      108.06      |      109.79      |        2.0         |
| 1  |  1  |  256  |  N/A  |  4  |  4  | 64  | 128 | True  | 0.08  |    [1, 4, 1, 64]    |   [1, 4, 256, 64]   |  [1, 4, 256, 128]   |   True    | 0.08  | bf16  |      108.73       |      107.31      |      109.87      |        2.0         |
| 2  |  1  |  256  |  N/A  |  4  |  4  | 64  | 128 | True  | 0.08  |    [2, 4, 1, 64]    |   [2, 4, 256, 64]   |  [2, 4, 256, 128]   |   True    | 0.08  | bf16  |      108.78       |      108.35      |      109.44      |        2.0         |
| 4  |  1  |  256  |  N/A  |  4  |  4  | 64  | 128 | True  | 0.08  |    [4, 4, 1, 64]    |   [4, 4, 256, 64]   |  [4, 4, 256, 128]   |   True    | 0.08  | bf16  |      108.67       |      107.99      |      109.33      |        2.0         |
| 8  |  1  |  256  |  N/A  |  4  |  4  | 64  | 128 | True  | 0.08  |    [8, 4, 1, 64]    |   [8, 4, 256, 64]   |  [8, 4, 256, 128]   |   True    | 0.08  | bf16  |      108.35       |      107.62      |      108.93      |        2.0         |
| 16 |  1  |  256  |  N/A  |  4  |  4  | 64  | 128 | True  | 0.08  |   [16, 4, 1, 64]    |  [16, 4, 256, 64]   |  [16, 4, 256, 128]  |   True    | 0.08  | bf16  |      108.65       |      108.24      |      109.17      |        2.0         |
| 32 |  1  |  256  |  N/A  |  4  |  4  | 64  | 128 | True  | 0.08  |   [32, 4, 1, 64]    |  [32, 4, 256, 64]   |  [32, 4, 256, 128]  |   True    | 0.08  | bf16  |      108.44       |      107.8       |      108.96      |        2.0         |
| 1  |  1  |  512  |  N/A  |  4  |  4  | 64  | 128 | True  | 0.08  |    [1, 4, 1, 64]    |   [1, 4, 512, 64]   |  [1, 4, 512, 128]   |   True    | 0.08  | bf16  |       108.1       |      107.55      |      108.57      |        2.0         |
| 2  |  1  |  512  |  N/A  |  4  |  4  | 64  | 128 | True  | 0.08  |    [2, 4, 1, 64]    |   [2, 4, 512, 64]   |  [2, 4, 512, 128]   |   True    | 0.08  | bf16  |      108.07       |      107.75      |      108.59      |        2.0         |
| 4  |  1  |  512  |  N/A  |  4  |  4  | 64  | 128 | True  | 0.08  |    [4, 4, 1, 64]    |   [4, 4, 512, 64]   |  [4, 4, 512, 128]   |   True    | 0.08  | bf16  |      108.04       |      107.47      |      108.7       |        2.0         |
| 8  |  1  |  512  |  N/A  |  4  |  4  | 64  | 128 | True  | 0.08  |    [8, 4, 1, 64]    |   [8, 4, 512, 64]   |  [8, 4, 512, 128]   |   True    | 0.08  | bf16  |      108.27       |      107.4       |      109.18      |        2.0         |
| 16 |  1  |  512  |  N/A  |  4  |  4  | 64  | 128 | True  | 0.08  |   [16, 4, 1, 64]    |  [16, 4, 512, 64]   |  [16, 4, 512, 128]  |   True    | 0.08  | bf16  |      108.59       |      107.61      |      111.86      |        2.0         |
| 32 |  1  |  512  |  N/A  |  4  |  4  | 64  | 128 | True  | 0.08  |   [32, 4, 1, 64]    |  [32, 4, 512, 64]   |  [32, 4, 512, 128]  |   True    | 0.08  | bf16  |      107.98       |      107.55      |      108.42      |        2.0         |
| 1  |  1  | 1024  |  N/A  |  4  |  4  | 64  | 128 | True  | 0.08  |    [1, 4, 1, 64]    |  [1, 4, 1024, 64]   |  [1, 4, 1024, 128]  |   True    | 0.08  | bf16  |      113.53       |      112.82      |      114.7       |        2.0         |
| 2  |  1  | 1024  |  N/A  |  4  |  4  | 64  | 128 | True  | 0.08  |    [2, 4, 1, 64]    |  [2, 4, 1024, 64]   |  [2, 4, 1024, 128]  |   True    | 0.08  | bf16  |      113.98       |      113.18      |      115.22      |        2.0         |
| 4  |  1  | 1024  |  N/A  |  4  |  4  | 64  | 128 | True  | 0.08  |    [4, 4, 1, 64]    |  [4, 4, 1024, 64]   |  [4, 4, 1024, 128]  |   True    | 0.08  | bf16  |      113.43       |      112.91      |      114.28      |        2.0         |
| 8  |  1  | 1024  |  N/A  |  4  |  4  | 64  | 128 | True  | 0.08  |    [8, 4, 1, 64]    |  [8, 4, 1024, 64]   |  [8, 4, 1024, 128]  |   True    | 0.08  | bf16  |      113.69       |      112.58      |      114.52      |        2.0         |
| 16 |  1  | 1024  |  N/A  |  4  |  4  | 64  | 128 | True  | 0.08  |   [16, 4, 1, 64]    |  [16, 4, 1024, 64]  | [16, 4, 1024, 128]  |   True    | 0.08  | bf16  |      114.78       |      113.56      |      116.71      |        2.0         |
| 32 |  1  | 1024  |  N/A  |  4  |  4  | 64  | 128 | True  | 0.08  |   [32, 4, 1, 64]    |  [32, 4, 1024, 64]  | [32, 4, 1024, 128]  |   True    | 0.08  | bf16  |      108.47       |      108.03      |      108.72      |        2.0         |
| 1  |  1  |   4   |  N/A  |  4  |  1  | 80  | 128 | True  | 0.08  |    [1, 4, 1, 80]    |    [1, 1, 4, 80]    |   [1, 1, 4, 128]    |   True    | 0.08  | bf16  |      229.05       |      228.22      |      230.02      |        2.0         |
| 2  |  1  |   4   |  N/A  |  4  |  1  | 80  | 128 | True  | 0.08  |    [2, 4, 1, 80]    |    [2, 1, 4, 80]    |   [2, 1, 4, 128]    |   True    | 0.08  | bf16  |      243.13       |      242.26      |      243.83      |        2.0         |
| 4  |  1  |   4   |  N/A  |  4  |  1  | 80  | 128 | True  | 0.08  |    [4, 4, 1, 80]    |    [4, 1, 4, 80]    |   [4, 1, 4, 128]    |   True    | 0.08  | bf16  |      244.69       |      243.17      |      246.36      |        2.0         |
| 8  |  1  |   4   |  N/A  |  4  |  1  | 80  | 128 | True  | 0.08  |    [8, 4, 1, 80]    |    [8, 1, 4, 80]    |   [8, 1, 4, 128]    |   True    | 0.08  | bf16  |      244.94       |      242.97      |      250.26      |        2.0         |
| 16 |  1  |   4   |  N/A  |  4  |  1  | 80  | 128 | True  | 0.08  |   [16, 4, 1, 80]    |   [16, 1, 4, 80]    |   [16, 1, 4, 128]   |   True    | 0.08  | bf16  |      245.36       |      244.44      |      246.31      |        2.0         |
| 32 |  1  |   4   |  N/A  |  4  |  1  | 80  | 128 | True  | 0.08  |   [32, 4, 1, 80]    |   [32, 1, 4, 80]    |   [32, 1, 4, 128]   |   True    | 0.08  | bf16  |      245.85       |      244.2       |      247.36      |        2.0         |
| 1  |  1  |   8   |  N/A  |  4  |  1  | 80  | 128 | True  | 0.08  |    [1, 4, 1, 80]    |    [1, 1, 8, 80]    |   [1, 1, 8, 128]    |   True    | 0.08  | bf16  |      231.97       |      230.2       |      234.83      |        2.0         |
| 2  |  1  |   8   |  N/A  |  4  |  1  | 80  | 128 | True  | 0.08  |    [2, 4, 1, 80]    |    [2, 1, 8, 80]    |   [2, 1, 8, 128]    |   True    | 0.08  | bf16  |      243.87       |      243.0       |      244.58      |        2.0         |
| 4  |  1  |   8   |  N/A  |  4  |  1  | 80  | 128 | True  | 0.08  |    [4, 4, 1, 80]    |    [4, 1, 8, 80]    |   [4, 1, 8, 128]    |   True    | 0.08  | bf16  |      245.38       |      243.42      |      247.0       |        2.0         |
| 8  |  1  |   8   |  N/A  |  4  |  1  | 80  | 128 | True  | 0.08  |    [8, 4, 1, 80]    |    [8, 1, 8, 80]    |   [8, 1, 8, 128]    |   True    | 0.08  | bf16  |      244.78       |      243.46      |      245.53      |        2.0         |
