Test Case: L40S_aten_mm
| B |  M   |  K   |  N   |         input_shape          | dtype | duration_min(us) | duration_mean(us) | duration_max(us) | theory_latency(us) |  flops   |    io    | flops_efficiency | io_efficiency |
| 1 |  64  | 2048 |  32  |   [[64, 2048], [2048, 32]]   | bf16  |      23.57       |       23.72       |      23.93       |        2.57        | 8.39e+06 | 1.99e+05 |       0.1%       |     1.95%     |
| 1 | 128  | 2048 |  32  |  [[128, 2048], [2048, 32]]   | bf16  |      23.32       |       23.47       |      23.55       |        2.96        | 1.68e+07 | 3.32e+05 |       0.2%       |     3.29%     |
| 1 | 256  | 2048 |  32  |  [[256, 2048], [2048, 32]]   | bf16  |      23.62       |       23.8        |      24.03       |        3.73        | 3.36e+07 | 5.98e+05 |      0.39%       |     5.86%     |
| 1 | 512  | 2048 |  32  |  [[512, 2048], [2048, 32]]   | bf16  |      23.33       |       23.48       |      23.66       |        5.27        | 6.71e+07 | 1.13e+06 |      0.79%       |    11.22%     |
| 1 | 1024 | 2048 |  32  |  [[1024, 2048], [2048, 32]]  | bf16  |      23.66       |       23.75       |      23.87       |        8.35        | 1.34e+08 | 2.20e+06 |      1.55%       |    21.48%     |
| 1 | 2048 | 2048 |  32  |  [[2048, 2048], [2048, 32]]  | bf16  |      23.76       |       23.88       |      23.99       |       14.52        | 2.68e+08 | 4.33e+06 |      3.09%       |    42.14%     |
| 1 |  1   | 3072 |  32  |   [[1, 3072], [3072, 32]]    | bf16  |       19.9       |       20.18       |      20.35       |        2.29        | 1.97e+05 | 1.01e+05 |       0.0%       |     1.18%     |
| 1 |  2   | 3072 |  32  |   [[2, 3072], [3072, 32]]    | bf16  |      27.53       |       27.61       |      27.75       |        2.3         | 3.93e+05 | 1.05e+05 |       0.0%       |     0.88%     |
| 1 |  4   | 3072 |  32  |   [[4, 3072], [3072, 32]]    | bf16  |       27.5       |       27.59       |      27.69       |        2.32        | 7.86e+05 | 1.11e+05 |      0.01%       |     0.93%     |
| 1 |  8   | 3072 |  32  |   [[8, 3072], [3072, 32]]    | bf16  |      27.56       |       27.65       |      27.79       |        2.36        | 1.57e+06 | 1.23e+05 |      0.02%       |     1.03%     |
| 1 |  32  | 3072 |  32  |   [[32, 3072], [3072, 32]]   | bf16  |       23.3       |       23.6        |      24.09       |        2.57        | 6.29e+06 | 1.98e+05 |      0.07%       |     1.96%     |
| 1 |  64  | 3072 |  32  |   [[64, 3072], [3072, 32]]   | bf16  |      23.15       |       23.34       |      23.65       |        2.86        | 1.26e+07 | 2.97e+05 |      0.15%       |     2.97%     |
| 1 | 128  | 3072 |  32  |  [[128, 3072], [3072, 32]]   | bf16  |      23.44       |       23.53       |      23.68       |        3.43        | 2.52e+07 | 4.96e+05 |      0.29%       |     4.89%     |
| 1 | 256  | 3072 |  32  |  [[256, 3072], [3072, 32]]   | bf16  |      23.46       |       23.72       |      24.13       |        4.58        | 5.03e+07 | 8.93e+05 |      0.59%       |     8.81%     |
| 1 | 512  | 3072 |  32  |  [[512, 3072], [3072, 32]]   | bf16  |      23.39       |       23.53       |      23.72       |        6.88        | 1.01e+08 | 1.69e+06 |      1.18%       |     16.7%     |
| 1 | 1024 | 3072 |  32  |  [[1024, 3072], [3072, 32]]  | bf16  |      23.72       |       23.85       |      24.22       |       11.48        | 2.01e+08 | 3.28e+06 |      2.32%       |    31.98%     |
| 1 | 2048 | 3072 |  32  |  [[2048, 3072], [3072, 32]]  | bf16  |      23.82       |       24.04       |      24.43       |       20.68        | 4.03e+08 | 6.46e+06 |      4.62%       |    62.73%     |
| 1 |  1   | 4096 |  32  |   [[1, 4096], [4096, 32]]    | bf16  |      19.85       |       19.98       |      20.11       |        2.39        | 2.62e+05 | 1.35e+05 |       0.0%       |     1.58%     |
| 1 |  2   | 4096 |  32  |   [[2, 4096], [4096, 32]]    | bf16  |      69.56       |       69.81       |      69.96       |        2.4         | 5.24e+05 | 1.39e+05 |       0.0%       |     0.46%     |
| 1 |  4   | 4096 |  32  |   [[4, 4096], [4096, 32]]    | bf16  |      69.64       |       69.84       |      70.03       |        2.43        | 1.05e+06 | 1.48e+05 |       0.0%       |     0.49%     |
| 1 |  8   | 4096 |  32  |   [[8, 4096], [4096, 32]]    | bf16  |      69.93       |       70.22       |      70.48       |        2.47        | 2.10e+06 | 1.64e+05 |      0.01%       |     0.54%     |
| 1 |  32  | 4096 |  32  |   [[32, 4096], [4096, 32]]   | bf16  |      23.44       |       23.52       |      23.68       |        2.76        | 8.39e+06 | 2.63e+05 |       0.1%       |     2.6%      |
| 1 |  64  | 4096 |  32  |   [[64, 4096], [4096, 32]]   | bf16  |      23.44       |       23.65       |      23.97       |        3.14        | 1.68e+07 | 3.95e+05 |       0.2%       |     3.9%      |
| 1 | 128  | 4096 |  32  |  [[128, 4096], [4096, 32]]   | bf16  |      23.48       |       23.59       |      23.67       |        3.91        | 3.36e+07 | 6.59e+05 |      0.39%       |     6.5%      |
| 1 | 256  | 4096 |  32  |  [[256, 4096], [4096, 32]]   | bf16  |      23.37       |       23.51       |       23.7       |        5.44        | 6.71e+07 | 1.19e+06 |      0.78%       |    11.77%     |
| 1 | 512  | 4096 |  32  |  [[512, 4096], [4096, 32]]   | bf16  |      23.69       |       23.91       |      24.14       |        8.49        | 1.34e+08 | 2.24e+06 |      1.55%       |    21.93%     |
| 1 | 1024 | 4096 |  32  |  [[1024, 4096], [4096, 32]]  | bf16  |      23.79       |       23.93       |      24.08       |       14.61        | 2.68e+08 | 4.36e+06 |      3.08%       |    42.41%     |
| 1 | 2048 | 4096 |  32  |  [[2048, 4096], [4096, 32]]  | bf16  |      24.14       |       24.41       |      24.92       |       26.84        | 5.37e+08 | 8.59e+06 |      6.08%       |    82.32%     |
| 1 |  1   | 5120 |  32  |   [[1, 5120], [5120, 32]]    | bf16  |      20.26       |       20.37       |      20.54       |        2.49        | 3.28e+05 | 1.69e+05 |       0.0%       |     1.93%     |
| 1 |  2   | 5120 |  32  |   [[2, 5120], [5120, 32]]    | bf16  |      84.65       |       84.77       |      84.95       |        2.5         | 6.55e+05 | 1.74e+05 |       0.0%       |     0.48%     |
| 1 |  4   | 5120 |  32  |   [[4, 5120], [5120, 32]]    | bf16  |      84.75       |       84.81       |      84.85       |        2.53        | 1.31e+06 | 1.84e+05 |       0.0%       |     0.5%      |
| 1 |  8   | 5120 |  32  |   [[8, 5120], [5120, 32]]    | bf16  |       85.0       |       85.23       |      85.54       |        2.59        | 2.62e+06 | 2.05e+05 |      0.01%       |     0.56%     |
| 1 |  32  | 5120 |  32  |   [[32, 5120], [5120, 32]]   | bf16  |      23.37       |       23.58       |      23.78       |        2.95        | 1.05e+07 | 3.29e+05 |      0.12%       |     3.26%     |
| 1 |  64  | 5120 |  32  |   [[64, 5120], [5120, 32]]   | bf16  |      23.28       |       23.45       |      23.58       |        3.43        | 2.10e+07 | 4.94e+05 |      0.25%       |     4.91%     |
| 1 | 128  | 5120 |  32  |  [[128, 5120], [5120, 32]]   | bf16  |      23.58       |       23.69       |      23.82       |        4.38        | 4.19e+07 | 8.23e+05 |      0.49%       |     8.08%     |
| 1 | 256  | 5120 |  32  |  [[256, 5120], [5120, 32]]   | bf16  |      23.77       |       23.98       |      24.35       |        6.29        | 8.39e+07 | 1.48e+06 |      0.96%       |    14.44%     |
| 1 | 512  | 5120 |  32  |  [[512, 5120], [5120, 32]]   | bf16  |      23.73       |       23.84       |      23.92       |       10.11        | 1.68e+08 | 2.80e+06 |      1.93%       |    27.33%     |
| 1 | 1024 | 5120 |  32  |  [[1024, 5120], [5120, 32]]  | bf16  |      23.68       |       23.96       |      24.22       |       17.74        | 3.36e+08 | 5.44e+06 |      3.87%       |    53.17%     |
| 1 | 2048 | 5120 |  32  |  [[2048, 5120], [5120, 32]]  | bf16  |      23.67       |       23.76       |      23.85       |        33.0        | 6.71e+08 | 1.07e+07 |      7.75%       |    104.79%    |
| 1 |  1   | 6144 |  32  |   [[1, 6144], [6144, 32]]    | bf16  |      23.21       |       23.37       |      23.64       |        2.59        | 3.93e+05 | 2.03e+05 |       0.0%       |     2.02%     |
| 1 |  2   | 6144 |  32  |   [[2, 6144], [6144, 32]]    | bf16  |      99.61       |       99.78       |      100.02      |        2.6         | 7.86e+05 | 2.09e+05 |       0.0%       |     0.49%     |
| 1 |  4   | 6144 |  32  |   [[4, 6144], [6144, 32]]    | bf16  |      99.67       |       99.71       |      99.76       |        2.64        | 1.57e+06 | 2.21e+05 |       0.0%       |     0.51%     |
| 1 |  8   | 6144 |  32  |   [[8, 6144], [6144, 32]]    | bf16  |      100.2       |      100.33       |      100.41      |        2.71        | 3.15e+06 | 2.46e+05 |      0.01%       |     0.57%     |
| 1 |  32  | 6144 |  32  |   [[32, 6144], [6144, 32]]   | bf16  |      23.32       |       23.5        |      23.71       |        3.14        | 1.26e+07 | 3.94e+05 |      0.15%       |     3.91%     |
| 1 |  64  | 6144 |  32  |   [[64, 6144], [6144, 32]]   | bf16  |      23.37       |       23.59       |      23.72       |        3.71        | 2.52e+07 | 5.92e+05 |      0.29%       |     5.86%     |
| 1 | 128  | 6144 |  32  |  [[128, 6144], [6144, 32]]   | bf16  |      23.39       |       23.57       |      23.78       |        4.86        | 5.03e+07 | 9.87e+05 |      0.59%       |     9.77%     |
| 1 | 256  | 6144 |  32  |  [[256, 6144], [6144, 32]]   | bf16  |      23.58       |       23.87       |      24.23       |        7.14        | 1.01e+08 | 1.78e+06 |      1.17%       |    17.45%     |
| 1 | 512  | 6144 |  32  |  [[512, 6144], [6144, 32]]   | bf16  |      23.82       |       23.94       |      24.23       |       11.72        | 2.01e+08 | 3.36e+06 |      2.31%       |    32.64%     |
| 1 | 1024 | 6144 |  32  |  [[1024, 6144], [6144, 32]]  | bf16  |      23.79       |       23.93       |      24.09       |       20.87        | 4.03e+08 | 6.52e+06 |      4.62%       |    63.45%     |
| 1 | 2048 | 6144 |  32  |  [[2048, 6144], [6144, 32]]  | bf16  |      23.76       |       23.86       |      24.01       |       39.17        | 8.05e+08 | 1.28e+07 |      9.26%       |    125.14%    |
| 1 |  1   | 7168 |  32  |   [[1, 7168], [7168, 32]]    | bf16  |      23.16       |       23.3        |      23.48       |        2.68        | 4.59e+05 | 2.37e+05 |      0.01%       |     2.36%     |
| 1 |  2   | 7168 |  32  |   [[2, 7168], [7168, 32]]    | bf16  |      114.55      |      114.71       |      114.96      |        2.71        | 9.18e+05 | 2.44e+05 |       0.0%       |     0.49%     |
| 1 |  4   | 7168 |  32  |   [[4, 7168], [7168, 32]]    | bf16  |      114.86      |      115.02       |      115.66      |        2.75        | 1.84e+06 | 2.58e+05 |       0.0%       |     0.52%     |
| 1 |  8   | 7168 |  32  |   [[8, 7168], [7168, 32]]    | bf16  |      115.13      |      115.21       |      115.33      |        2.83        | 3.67e+06 | 2.87e+05 |      0.01%       |     0.58%     |
| 1 |  32  | 7168 |  32  |   [[32, 7168], [7168, 32]]   | bf16  |      23.47       |       23.7        |      24.12       |        3.33        | 1.47e+07 | 4.60e+05 |      0.17%       |     4.53%     |
| 1 |  64  | 7168 |  32  |   [[64, 7168], [7168, 32]]   | bf16  |      23.39       |       23.53       |      23.62       |        4.0         | 2.94e+07 | 6.90e+05 |      0.34%       |     6.83%     |
| 1 | 128  | 7168 |  32  |  [[128, 7168], [7168, 32]]   | bf16  |      23.31       |       23.43       |      23.68       |        5.33        | 5.87e+07 | 1.15e+06 |      0.69%       |    11.43%     |
| 1 | 256  | 7168 |  32  |  [[256, 7168], [7168, 32]]   | bf16  |      23.63       |       23.78       |      24.01       |        8.0         | 1.17e+08 | 2.07e+06 |      1.36%       |     20.3%     |
| 1 | 512  | 7168 |  32  |  [[512, 7168], [7168, 32]]   | bf16  |      23.73       |       23.86       |      23.96       |       13.33        | 2.35e+08 | 3.92e+06 |       2.7%       |     38.2%     |
| 1 | 1024 | 7168 |  32  |  [[1024, 7168], [7168, 32]]  | bf16  |      23.74       |       23.93       |      24.19       |        24.0        | 4.70e+08 | 7.60e+06 |      5.41%       |    74.13%     |
