Test Case: L40S_aten_add
|   M   |   N   |  B  |             input_shape              | dtype | duration_min(us) | duration_mean(us) | duration_max(us) | theory_latency(us) |  flops   |    io    | flops_efficiency | io_efficiency |
|  32   | 2048  | N/A |         [[32, 2048], [2048]]         | bf16  |       2.78       |       2.81        |       2.84       |        2.57        | 6.55e+04 | 1.97e+05 |      0.05%       |    16.37%     |
|  64   | 2048  | N/A |         [[64, 2048], [2048]]         | bf16  |       2.78       |       2.81        |       2.84       |        3.14        | 1.31e+05 | 3.93e+05 |       0.1%       |    32.74%     |
|  128  | 2048  | N/A |        [[128, 2048], [2048]]         | bf16  |       3.07       |        3.1        |       3.14       |        4.28        | 2.62e+05 | 7.86e+05 |      0.19%       |     59.3%     |
|  256  | 2048  | N/A |        [[256, 2048], [2048]]         | bf16  |       3.59       |       3.64        |       3.69       |        6.55        | 5.24e+05 | 1.57e+06 |      0.32%       |    101.42%    |
|  512  | 2048  | N/A |        [[512, 2048], [2048]]         | bf16  |       4.43       |       4.47        |       4.5        |        11.1        | 1.05e+06 | 3.15e+06 |      0.52%       |    164.37%    |
| 1024  | 2048  | N/A |        [[1024, 2048], [2048]]        | bf16  |       6.14       |       6.22        |       6.3        |        20.2        | 2.10e+06 | 6.29e+06 |      0.75%       |    237.19%    |
| 2048  | 2048  | N/A |        [[2048, 2048], [2048]]        | bf16  |       8.93       |       8.99        |       9.05       |       38.41        | 4.19e+06 | 1.26e+07 |      1.03%       |    326.17%    |
| 4096  | 2048  | N/A |        [[4096, 2048], [2048]]        | bf16  |      14.91       |       14.98       |      15.05       |       74.82        | 8.39e+06 | 2.52e+07 |      1.23%       |    390.71%    |
| 8192  | 2048  | N/A |        [[8192, 2048], [2048]]        | bf16  |      45.27       |       45.37       |      45.46       |       147.64       | 1.68e+07 | 5.03e+07 |      0.81%       |    257.36%    |
| 16384 | 2048  | N/A |       [[16384, 2048], [2048]]        | bf16  |      205.86      |      207.39       |      208.41      |       293.27       | 3.36e+07 | 1.01e+08 |      0.36%       |    113.19%    |
| 32768 | 2048  | N/A |       [[32768, 2048], [2048]]        | bf16  |      411.55      |      413.03       |      414.11      |       584.54       | 6.71e+07 | 2.01e+08 |      0.36%       |    113.24%    |
|   1   | 3072  | N/A |         [[1, 3072], [3072]]          | bf16  |       1.88       |       1.92        |       1.96       |        2.03        | 3.07e+03 | 9.22e+03 |       0.0%       |     1.13%     |
|   2   | 3072  | N/A |         [[2, 3072], [3072]]          | bf16  |       2.6        |       2.64        |       2.68       |        2.05        | 6.14e+03 | 1.84e+04 |      0.01%       |     1.64%     |
|   4   | 3072  | N/A |         [[4, 3072], [3072]]          | bf16  |       2.78       |       2.84        |       2.9        |        2.11        | 1.23e+04 | 3.69e+04 |      0.01%       |     3.07%     |
|   8   | 3072  | N/A |         [[8, 3072], [3072]]          | bf16  |       2.62       |       2.66        |       2.69       |        2.21        | 2.46e+04 | 7.37e+04 |      0.02%       |     6.51%     |
|  16   | 3072  | N/A |         [[16, 3072], [3072]]         | bf16  |       2.69       |       2.72        |       2.75       |        2.43        | 4.92e+04 | 1.47e+05 |      0.04%       |    12.69%     |
|  32   | 3072  | N/A |         [[32, 3072], [3072]]         | bf16  |       2.99       |       3.01        |       3.04       |        2.85        | 9.83e+04 | 2.95e+05 |      0.07%       |    22.83%     |
|  64   | 3072  | N/A |         [[64, 3072], [3072]]         | bf16  |       2.95       |       2.99        |       3.02       |        3.71        | 1.97e+05 | 5.90e+05 |      0.15%       |    46.28%     |
|  128  | 3072  | N/A |        [[128, 3072], [3072]]         | bf16  |       3.3        |       3.32        |       3.35       |        5.41        | 3.93e+05 | 1.18e+06 |      0.26%       |    82.75%     |
|  256  | 3072  | N/A |        [[256, 3072], [3072]]         | bf16  |       3.94       |       3.99        |       4.04       |        8.83        | 7.86e+05 | 2.36e+06 |      0.44%       |    138.61%    |
|  512  | 3072  | N/A |        [[512, 3072], [3072]]         | bf16  |       5.1        |       5.16        |       5.21       |       15.65        | 1.57e+06 | 4.72e+06 |      0.67%       |    214.17%    |
| 1024  | 3072  | N/A |        [[1024, 3072], [3072]]        | bf16  |       7.42       |       7.48        |       7.56       |       29.31        | 3.15e+06 | 9.44e+06 |      0.93%       |    294.41%    |
| 2048  | 3072  | N/A |        [[2048, 3072], [3072]]        | bf16  |      11.97       |       12.05       |      12.11       |       56.61        | 6.29e+06 | 1.89e+07 |      1.15%       |    365.0%     |
| 4096  | 3072  | N/A |        [[4096, 3072], [3072]]        | bf16  |      22.59       |       22.66       |      22.73       |       111.23       | 1.26e+07 | 3.77e+07 |      1.22%       |    386.81%    |
| 8192  | 3072  | N/A |        [[8192, 3072], [3072]]        | bf16  |      151.11      |      151.46       |      151.75      |       220.45       | 2.52e+07 | 7.55e+07 |      0.36%       |    115.65%    |
| 16384 | 3072  | N/A |       [[16384, 3072], [3072]]        | bf16  |      306.93      |      309.01       |      310.5       |       438.91       | 5.03e+07 | 1.51e+08 |      0.36%       |    113.88%    |
| 32768 | 3072  | N/A |       [[32768, 3072], [3072]]        | bf16  |      614.74      |      616.49       |      617.67      |       875.81       | 1.01e+08 | 3.02e+08 |      0.36%       |    113.71%    |
|   1   | 4096  | N/A |         [[1, 4096], [4096]]          | bf16  |       2.0        |       2.07        |       2.15       |        2.04        | 4.10e+03 | 1.23e+04 |       0.0%       |     1.42%     |
|   2   | 4096  | N/A |         [[2, 4096], [4096]]          | bf16  |       2.81       |       2.84        |       2.86       |        2.07        | 8.19e+03 | 2.46e+04 |      0.01%       |     2.02%     |
|   4   | 4096  | N/A |         [[4, 4096], [4096]]          | bf16  |       2.82       |       2.87        |       2.93       |        2.14        | 1.64e+04 | 4.92e+04 |      0.01%       |     4.03%     |
|   8   | 4096  | N/A |         [[8, 4096], [4096]]          | bf16  |       2.7        |       2.95        |       3.2        |        2.28        | 3.28e+04 | 9.83e+04 |      0.03%       |     8.43%     |
|  16   | 4096  | N/A |         [[16, 4096], [4096]]         | bf16  |       2.96       |        3.0        |       3.05       |        2.57        | 6.55e+04 | 1.97e+05 |      0.05%       |    15.38%     |
|  32   | 4096  | N/A |         [[32, 4096], [4096]]         | bf16  |       3.02       |       3.06        |       3.1        |        3.14        | 1.31e+05 | 3.93e+05 |      0.09%       |    30.14%     |
|  64   | 4096  | N/A |         [[64, 4096], [4096]]         | bf16  |       3.27       |       3.32        |       3.37       |        4.28        | 2.62e+05 | 7.86e+05 |      0.18%       |    55.67%     |
|  128  | 4096  | N/A |        [[128, 4096], [4096]]         | bf16  |       3.48       |       3.51        |       3.55       |        6.55        | 5.24e+05 | 1.57e+06 |      0.33%       |    104.62%    |
|  256  | 4096  | N/A |        [[256, 4096], [4096]]         | bf16  |       4.28       |       4.31        |       4.34       |        11.1        | 1.05e+06 | 3.15e+06 |      0.53%       |    170.13%    |
|  512  | 4096  | N/A |        [[512, 4096], [4096]]         | bf16  |       5.72       |       5.78        |       5.84       |        20.2        | 2.10e+06 | 6.29e+06 |       0.8%       |    254.61%    |
| 1024  | 4096  | N/A |        [[1024, 4096], [4096]]        | bf16  |       9.05       |       9.09        |       9.13       |       38.41        | 4.19e+06 | 1.26e+07 |      1.01%       |    321.85%    |
| 2048  | 4096  | N/A |        [[2048, 4096], [4096]]        | bf16  |      14.97       |       15.05       |      15.14       |       74.82        | 8.39e+06 | 2.52e+07 |      1.22%       |    389.14%    |
| 4096  | 4096  | N/A |        [[4096, 4096], [4096]]        | bf16  |      44.85       |       45.01       |      45.14       |       147.64       | 1.68e+07 | 5.03e+07 |      0.82%       |    259.77%    |
| 8192  | 4096  | N/A |        [[8192, 4096], [4096]]        | bf16  |      205.74      |      207.19       |      208.16      |       293.27       | 3.36e+07 | 1.01e+08 |      0.36%       |    113.26%    |
| 16384 | 4096  | N/A |       [[16384, 4096], [4096]]        | bf16  |      410.85      |      412.38       |      413.41      |       584.54       | 6.71e+07 | 2.01e+08 |      0.36%       |    113.43%    |
| 32768 | 4096  | N/A |       [[32768, 4096], [4096]]        | bf16  |      821.89      |      823.52       |      824.76      |      1167.08       | 1.34e+08 | 4.03e+08 |      0.36%       |    113.41%    |
|   1   | 5120  | N/A |         [[1, 5120], [5120]]          | bf16  |       1.89       |        2.0        |       2.14       |        2.04        | 5.12e+03 | 1.54e+04 |      0.01%       |     1.88%     |
|   2   | 5120  | N/A |         [[2, 5120], [5120]]          | bf16  |       3.09       |       3.14        |       3.2        |        2.09        | 1.02e+04 | 3.07e+04 |      0.01%       |     2.3%      |
|   4   | 5120  | N/A |         [[4, 5120], [5120]]          | bf16  |       2.62       |       2.65        |       2.68       |        2.18        | 2.05e+04 | 6.14e+04 |      0.02%       |     5.43%     |
|   8   | 5120  | N/A |         [[8, 5120], [5120]]          | bf16  |       2.67       |       2.73        |       2.78       |        2.36        | 4.10e+04 | 1.23e+05 |      0.03%       |    10.65%     |
|  16   | 5120  | N/A |         [[16, 5120], [5120]]         | bf16  |       2.73       |       2.79        |       2.87       |        2.71        | 8.19e+04 | 2.46e+05 |      0.07%       |    20.84%     |
|  32   | 5120  | N/A |         [[32, 5120], [5120]]         | bf16  |       2.96       |       2.99        |       3.02       |        3.42        | 1.64e+05 | 4.92e+05 |      0.12%       |    38.44%     |
|  64   | 5120  | N/A |         [[64, 5120], [5120]]         | bf16  |       3.33       |       3.38        |       3.41       |        4.84        | 3.28e+05 | 9.83e+05 |      0.21%       |    68.34%     |
|  128  | 5120  | N/A |        [[128, 5120], [5120]]         | bf16  |       3.52       |       3.55        |       3.58       |        7.69        | 6.55e+05 | 1.97e+06 |      0.41%       |    129.29%    |
|  256  | 5120  | N/A |        [[256, 5120], [5120]]         | bf16  |       4.7        |       4.79        |       4.91       |       13.38        | 1.31e+06 | 3.93e+06 |      0.61%       |    193.66%    |
|  512  | 5120  | N/A |        [[512, 5120], [5120]]         | bf16  |       6.69       |       6.81        |       6.97       |       24.76        | 2.62e+06 | 7.86e+06 |      0.86%       |    272.11%    |
| 1024  | 5120  | N/A |        [[1024, 5120], [5120]]        | bf16  |      10.53       |       10.57       |      10.62       |       47.51        | 5.24e+06 | 1.57e+07 |      1.09%       |    345.76%    |
| 2048  | 5120  | N/A |        [[2048, 5120], [5120]]        | bf16  |      18.11       |       18.16       |      18.21       |       93.02        | 1.05e+07 | 3.15e+07 |      1.26%       |    402.09%    |
| 4096  | 5120  | N/A |        [[4096, 5120], [5120]]        | bf16  |      110.78      |      111.17       |      111.48      |       184.04       | 2.10e+07 | 6.29e+07 |      0.41%       |    131.46%    |
| 8192  | 5120  | N/A |        [[8192, 5120], [5120]]        | bf16  |      256.28      |      258.18       |      259.5       |       366.09       | 4.19e+07 | 1.26e+08 |      0.36%       |    113.65%    |
| 16384 | 5120  | N/A |       [[16384, 5120], [5120]]        | bf16  |      512.57      |      514.73       |      516.2       |       730.18       | 8.39e+07 | 2.52e+08 |      0.36%       |    113.65%    |
| 32768 | 5120  | N/A |       [[32768, 5120], [5120]]        | bf16  |     1035.14      |      1036.2       |     1037.23      |      1458.36       | 1.68e+08 | 5.03e+08 |      0.35%       |    112.55%    |
|   1   | 6144  | N/A |         [[1, 6144], [6144]]          | bf16  |       1.88       |       1.94        |       2.0        |        2.05        | 6.14e+03 | 1.84e+04 |      0.01%       |     2.27%     |
|   2   | 6144  | N/A |         [[2, 6144], [6144]]          | bf16  |       2.63       |       2.68        |       2.72       |        2.11        | 1.23e+04 | 3.69e+04 |      0.01%       |     3.24%     |
|   4   | 6144  | N/A |         [[4, 6144], [6144]]          | bf16  |       2.88       |       2.92        |       2.96       |        2.21        | 2.46e+04 | 7.37e+04 |      0.02%       |     5.93%     |
|   8   | 6144  | N/A |         [[8, 6144], [6144]]          | bf16  |       2.87       |       2.89        |       2.91       |        2.43        | 4.92e+04 | 1.47e+05 |      0.04%       |    11.89%     |
|  16   | 6144  | N/A |         [[16, 6144], [6144]]         | bf16  |       2.73       |       2.76        |       2.8        |        2.85        | 9.83e+04 | 2.95e+05 |      0.08%       |    25.01%     |
