Test Case: L40S_apex_fused_layer_norm_cuda.rms_forward
|   M   |   N   |  _val   | _val(1) |   input_shape    | dtype | duration_min(us) | duration_mean(us) | duration_max(us) | theory_latency(us) | flops_1D | flops_SFU |    io    | flops_efficiency_1D | flops_efficiency_SFU | io_efficiency |
| 2048  | 8192  | [8192]  | 0.0001  |  [[2048, 8192]]  | bf16  |      44.97       |       45.22       |      45.38       |       99.09        | 1.34e+08 | 1.68e+07  | 3.36e+07 |        6.52%        |        6.52%         |    172.72%    |
| 4096  | 8192  | [8192]  | 0.0001  |  [[4096, 8192]]  | bf16  |      203.92      |       205.0       |      205.55      |       196.18       | 2.68e+08 | 3.36e+07  | 6.71e+07 |        2.87%        |        2.87%         |    76.18%     |
| 8192  | 8192  | [8192]  | 0.0001  |  [[8192, 8192]]  | bf16  |      417.63      |      419.44       |      420.56      |       390.36       | 5.37e+08 | 6.71e+07  | 1.34e+08 |        2.81%        |        2.81%         |    74.39%     |
| 16384 | 8192  | [8192]  | 0.0001  | [[16384, 8192]]  | bf16  |      839.38      |      840.31       |      841.15      |       778.72       | 1.07e+09 | 1.34e+08  | 2.68e+08 |        2.79%        |        2.79%         |    74.03%     |
| 32768 | 8192  | [8192]  | 0.0001  | [[32768, 8192]]  | bf16  |     1683.57      |      1684.28      |     1684.92      |      1555.45       | 2.15e+09 | 2.68e+08  | 5.37e+08 |        2.79%        |        2.79%         |    73.82%     |
| 65536 | 8192  | [8192]  | 0.0001  | [[65536, 8192]]  | bf16  |     3372.46      |      3373.88      |     3375.09      |      3108.89       | 4.29e+09 | 5.37e+08  | 1.07e+09 |        2.78%        |        2.78%         |     73.7%     |
|   1   | 13824 | [13824] | 0.0001  |   [[1, 13824]]   | bf16  |       9.24       |       9.27        |       9.29       |        2.08        | 1.11e+05 | 1.38e+04  | 2.76e+04 |        0.03%        |        0.03%         |     0.69%     |
|   2   | 13824 | [13824] | 0.0001  |   [[2, 13824]]   | bf16  |       9.42       |       9.46        |       9.5        |        2.16        | 2.21e+05 | 2.76e+04  | 5.53e+04 |        0.05%        |        0.05%         |     1.36%     |
|   4   | 13824 | [13824] | 0.0001  |   [[4, 13824]]   | bf16  |       9.56       |       9.59        |       9.63       |        2.32        | 4.42e+05 | 5.53e+04  | 1.11e+05 |        0.1%         |         0.1%         |     2.68%     |
|   8   | 13824 | [13824] | 0.0001  |   [[8, 13824]]   | bf16  |       9.54       |       9.56        |       9.59       |        2.64        | 8.85e+05 | 1.11e+05  | 2.21e+05 |        0.2%         |         0.2%         |     5.37%     |
|  16   | 13824 | [13824] | 0.0001  |  [[16, 13824]]   | bf16  |      12.74       |       12.82       |      12.99       |        3.28        | 1.77e+06 | 2.21e+05  | 4.42e+05 |        0.3%         |         0.3%         |     8.04%     |
|  32   | 13824 | [13824] | 0.0001  |  [[32, 13824]]   | bf16  |      12.67       |       12.7        |      12.77       |        4.56        | 3.54e+06 | 4.42e+05  | 8.85e+05 |        0.61%        |        0.61%         |    16.16%     |
|  64   | 13824 | [13824] | 0.0001  |  [[64, 13824]]   | bf16  |      12.73       |       12.77       |       12.8       |        7.12        | 7.08e+06 | 8.85e+05  | 1.77e+06 |        1.21%        |        1.21%         |    32.18%     |
|  128  | 13824 | [13824] | 0.0001  |  [[128, 13824]]  | bf16  |      12.76       |       12.8        |      12.83       |       12.24        | 1.42e+07 | 1.77e+06  | 3.54e+06 |        2.42%        |        2.42%         |     64.2%     |
|  256  | 13824 | [13824] | 0.0001  |  [[256, 13824]]  | bf16  |      15.82       |       15.88       |      15.95       |       22.48        | 2.83e+07 | 3.54e+06  | 7.08e+06 |        3.91%        |        3.91%         |    103.57%    |
|  512  | 13824 | [13824] | 0.0001  |  [[512, 13824]]  | bf16  |      26.88       |       26.93       |      26.98       |       42.96        | 5.66e+07 | 7.08e+06  | 1.42e+07 |        4.6%         |         4.6%         |    121.9%     |
| 1024  | 13824 | [13824] | 0.0001  | [[1024, 13824]]  | bf16  |      31.37       |       31.4        |      31.47       |       83.92        | 1.13e+08 | 1.42e+07  | 2.83e+07 |        7.88%        |        7.88%         |    208.91%    |
| 2048  | 13824 | [13824] | 0.0001  | [[2048, 13824]]  | bf16  |      177.86      |      178.84       |      180.04      |       165.84       | 2.26e+08 | 2.83e+07  | 5.66e+07 |        2.78%        |        2.78%         |    73.69%     |
| 4096  | 13824 | [13824] | 0.0001  | [[4096, 13824]]  | bf16  |      404.43      |      406.27       |      407.71      |       329.68       | 4.53e+08 | 5.66e+07  | 1.13e+08 |        2.45%        |        2.45%         |    64.82%     |
| 8192  | 13824 | [13824] | 0.0001  | [[8192, 13824]]  | bf16  |      837.53      |      838.74       |      839.65      |       657.36       | 9.06e+08 | 1.13e+08  | 2.26e+08 |        2.36%        |        2.36%         |     62.6%     |
| 16384 | 13824 | [13824] | 0.0001  | [[16384, 13824]] | bf16  |     1703.62      |      1708.46      |      1710.9      |      1312.72       | 1.81e+09 | 2.26e+08  | 4.53e+08 |        2.32%        |        2.32%         |    61.55%     |
| 32768 | 13824 | [13824] | 0.0001  | [[32768, 13824]] | bf16  |     3431.24      |      3434.48      |     3436.78      |      2623.44       | 3.62e+09 | 4.53e+08  | 9.06e+08 |        2.31%        |        2.31%         |    61.12%     |
| 65536 | 13824 | [13824] | 0.0001  | [[65536, 13824]] | bf16  |     6888.25      |      6893.08      |     6896.28      |      5244.88       | 7.25e+09 | 9.06e+08  | 1.81e+09 |        2.3%         |         2.3%         |    60.89%     |
|   1   | 16384 | [16384] | 0.0001  |   [[1, 16384]]   | bf16  |      10.59       |       10.62       |      10.66       |        2.09        | 1.31e+05 | 1.64e+04  | 3.28e+04 |        0.03%        |        0.03%         |     0.72%     |
|   2   | 16384 | [16384] | 0.0001  |   [[2, 16384]]   | bf16  |      10.75       |       10.78       |      10.81       |        2.19        | 2.62e+05 | 3.28e+04  | 6.55e+04 |        0.05%        |        0.05%         |     1.41%     |
|   4   | 16384 | [16384] | 0.0001  |   [[4, 16384]]   | bf16  |      10.95       |       10.99       |      11.04       |        2.38        | 5.24e+05 | 6.55e+04  | 1.31e+05 |        0.1%         |         0.1%         |     2.77%     |
|   8   | 16384 | [16384] | 0.0001  |   [[8, 16384]]   | bf16  |      10.96       |       10.98       |      11.03       |        2.76        | 1.05e+06 | 1.31e+05  | 2.62e+05 |        0.21%        |        0.21%         |     5.54%     |
|  16   | 16384 | [16384] | 0.0001  |  [[16, 16384]]   | bf16  |      14.63       |       14.66       |      14.72       |        3.52        | 2.10e+06 | 2.62e+05  | 5.24e+05 |        0.31%        |        0.31%         |     8.3%      |
|  32   | 16384 | [16384] | 0.0001  |  [[32, 16384]]   | bf16  |      14.66       |       14.68       |      14.73       |        5.03        | 4.19e+06 | 5.24e+05  | 1.05e+06 |        0.62%        |        0.62%         |    16.56%     |
|  64   | 16384 | [16384] | 0.0001  |  [[64, 16384]]   | bf16  |      14.69       |       14.73       |      14.78       |        8.07        | 8.39e+06 | 1.05e+06  | 2.10e+06 |        1.25%        |        1.25%         |    33.05%     |
|  128  | 16384 | [16384] | 0.0001  |  [[128, 16384]]  | bf16  |      14.71       |       14.74       |      14.79       |       14.14        | 1.68e+07 | 2.10e+06  | 4.19e+06 |        2.49%        |        2.49%         |     66.0%     |
|  256  | 16384 | [16384] | 0.0001  |  [[256, 16384]]  | bf16  |      21.65       |       21.74       |      21.82       |       26.27        | 3.36e+07 | 4.19e+06  | 8.39e+06 |        3.38%        |        3.38%         |    89.69%     |
|  512  | 16384 | [16384] | 0.0001  |  [[512, 16384]]  | bf16  |      31.56       |       31.6        |      31.64       |       50.55        | 6.71e+07 | 8.39e+06  | 1.68e+07 |        4.64%        |        4.64%         |    123.05%    |
| 1024  | 16384 | [16384] | 0.0001  | [[1024, 16384]]  | bf16  |      57.66       |       57.96       |      58.64       |       99.09        | 1.34e+08 | 1.68e+07  | 3.36e+07 |        5.08%        |        5.08%         |    134.71%    |
| 2048  | 16384 | [16384] | 0.0001  | [[2048, 16384]]  | bf16  |      240.6       |      241.48       |      242.52      |       196.18       | 2.68e+08 | 3.36e+07  | 6.71e+07 |        2.44%        |        2.44%         |    64.57%     |
| 4096  | 16384 | [16384] | 0.0001  | [[4096, 16384]]  | bf16  |      523.23      |      526.12       |      527.51      |       390.36       | 5.37e+08 | 6.71e+07  | 1.34e+08 |        2.24%        |        2.24%         |    59.38%     |
| 8192  | 16384 | [16384] | 0.0001  | [[8192, 16384]]  | bf16  |     1067.41      |      1071.58      |     1073.28      |       778.72       | 1.07e+09 | 1.34e+08  | 2.68e+08 |        2.2%         |         2.2%         |    58.21%     |
| 16384 | 16384 | [16384] | 0.0001  | [[16384, 16384]] | bf16  |     2161.16      |      2163.8       |      2165.4      |      1555.45       | 2.15e+09 | 2.68e+08  | 5.37e+08 |        2.17%        |        2.17%         |     57.5%     |
| 32768 | 16384 | [16384] | 0.0001  | [[32768, 16384]] | bf16  |     4338.66      |      4340.49      |     4343.02      |      3108.89       | 4.29e+09 | 5.37e+08  | 1.07e+09 |        2.16%        |        2.16%         |    57.29%     |
| 65536 | 16384 | [16384] | 0.0001  | [[65536, 16384]] | bf16  |     8680.33      |      8683.08      |     8686.78      |      6215.78       | 8.59e+09 | 1.07e+09  | 2.15e+09 |        2.16%        |        2.16%         |    57.27%     |
|   1   | 18432 | [18432] | 0.0001  |   [[1, 18432]]   | bf16  |      11.68       |       11.72       |      11.77       |        2.11        | 1.47e+05 | 1.84e+04  | 3.69e+04 |        0.03%        |        0.03%         |     0.73%     |
|   2   | 18432 | [18432] | 0.0001  |   [[2, 18432]]   | bf16  |      11.92       |       11.95       |      11.98       |        2.21        | 2.95e+05 | 3.69e+04  | 7.37e+04 |        0.05%        |        0.05%         |     1.43%     |
|   4   | 18432 | [18432] | 0.0001  |   [[4, 18432]]   | bf16  |      12.13       |       12.14       |      12.19       |        2.43        | 5.90e+05 | 7.37e+04  | 1.47e+05 |        0.11%        |        0.11%         |     2.81%     |
|   8   | 18432 | [18432] | 0.0001  |   [[8, 18432]]   | bf16  |      12.12       |       12.14       |      12.15       |        2.85        | 1.18e+06 | 1.47e+05  | 2.95e+05 |        0.21%        |        0.21%         |     5.63%     |
|  16   | 18432 | [18432] | 0.0001  |  [[16, 18432]]   | bf16  |      16.17       |       16.19       |      16.22       |        3.71        | 2.36e+06 | 2.95e+05  | 5.90e+05 |        0.32%        |        0.32%         |     8.44%     |
|  32   | 18432 | [18432] | 0.0001  |  [[32, 18432]]   | bf16  |      16.13       |       16.17       |      16.24       |        5.41        | 4.72e+06 | 5.90e+05  | 1.18e+06 |        0.64%        |        0.64%         |    16.93%     |
|  64   | 18432 | [18432] | 0.0001  |  [[64, 18432]]   | bf16  |      16.23       |       16.25       |       16.3       |        8.83        | 9.44e+06 | 1.18e+06  | 2.36e+06 |        1.27%        |        1.27%         |    33.65%     |
|  128  | 18432 | [18432] | 0.0001  |  [[128, 18432]]  | bf16  |      16.28       |       16.3        |      16.33       |       15.65        | 1.89e+07 | 2.36e+06  | 4.72e+06 |        2.53%        |        2.53%         |    67.09%     |
|  256  | 18432 | [18432] | 0.0001  |  [[256, 18432]]  | bf16  |      27.43       |       27.52       |      27.62       |       29.31        | 3.77e+07 | 4.72e+06  | 9.44e+06 |        3.0%         |         3.0%         |    79.64%     |
|  512  | 18432 | [18432] | 0.0001  |  [[512, 18432]]  | bf16  |      35.44       |       35.52       |      35.56       |       56.61        | 7.55e+07 | 9.44e+06  | 1.89e+07 |        4.65%        |        4.65%         |    123.28%    |
| 1024  | 18432 | [18432] | 0.0001  | [[1024, 18432]]  | bf16  |      86.59       |       87.28       |       87.9       |       111.23       | 1.51e+08 | 1.89e+07  | 3.77e+07 |        3.81%        |        3.81%         |    100.91%    |
| 2048  | 18432 | [18432] | 0.0001  | [[2048, 18432]]  | bf16  |      295.78      |      297.17       |      297.95      |       220.45       | 3.02e+08 | 3.77e+07  | 7.55e+07 |        2.23%        |        2.23%         |    59.09%     |
| 4096  | 18432 | [18432] | 0.0001  | [[4096, 18432]]  | bf16  |      621.56      |      625.34       |      626.77      |       438.91       | 6.04e+08 | 7.55e+07  | 1.51e+08 |        2.12%        |        2.12%         |    56.23%     |
| 8192  | 18432 | [18432] | 0.0001  | [[8192, 18432]]  | bf16  |      1270.3      |      1271.21      |     1272.32      |       875.81       | 1.21e+09 | 1.51e+08  | 3.02e+08 |        2.08%        |        2.08%         |    55.03%     |
| 16384 | 18432 | [18432] | 0.0001  | [[16384, 18432]] | bf16  |     2556.41      |      2558.82      |     2560.85      |      1749.63       | 2.42e+09 | 3.02e+08  | 6.04e+08 |        2.06%        |        2.06%         |    54.69%     |
| 32768 | 18432 | [18432] | 0.0001  | [[32768, 18432]] | bf16  |     5097.59      |      5100.83      |     5103.34      |      3497.25       | 4.83e+09 | 6.04e+08  | 1.21e+09 |        2.07%        |        2.07%         |    54.85%     |
| 65536 | 18432 | [18432] | 0.0001  | [[65536, 18432]] | bf16  |     10247.31     |     10249.49      |     10251.66     |      6992.51       | 9.66e+09 | 1.21e+09  | 2.42e+09 |        2.06%        |        2.06%         |    54.57%     |
|   1   | 27648 | [27648] | 0.0001  |   [[1, 27648]]   | bf16  |      19.31       |       19.44       |      19.51       |        2.16        | 2.21e+05 | 2.76e+04  | 5.53e+04 |        0.03%        |        0.03%         |     0.66%     |
|   2   | 27648 | [27648] | 0.0001  |   [[2, 27648]]   | bf16  |      19.93       |       19.99       |      20.04       |        2.32        | 4.42e+05 | 5.53e+04  | 1.11e+05 |        0.05%        |        0.05%         |     1.28%     |
|   4   | 27648 | [27648] | 0.0001  |   [[4, 27648]]   | bf16  |      20.43       |       20.51       |      20.59       |        2.64        | 8.85e+05 | 1.11e+05  | 2.21e+05 |        0.09%        |        0.09%         |     2.51%     |
|   8   | 27648 | [27648] | 0.0001  |   [[8, 27648]]   | bf16  |      20.48       |       20.57       |      20.71       |        3.28        | 1.77e+06 | 2.21e+05  | 4.42e+05 |        0.19%        |        0.19%         |     5.0%      |
|  16   | 27648 | [27648] | 0.0001  |  [[16, 27648]]   | bf16  |      26.73       |       26.84       |      26.92       |        4.56        | 3.54e+06 | 4.42e+05  | 8.85e+05 |        0.29%        |        0.29%         |     7.66%     |
|  32   | 27648 | [27648] | 0.0001  |  [[32, 27648]]   | bf16  |      26.62       |       26.66       |      26.73       |        7.12        | 7.08e+06 | 8.85e+05  | 1.77e+06 |        0.58%        |        0.58%         |    15.39%     |
|  64   | 27648 | [27648] | 0.0001  |  [[64, 27648]]   | bf16  |      27.03       |       27.08       |      27.12       |       12.24        | 1.42e+07 | 1.77e+06  | 3.54e+06 |        1.14%        |        1.14%         |    30.31%     |
|  128  | 27648 | [27648] | 0.0001  |  [[128, 27648]]  | bf16  |      26.94       |       27.05       |       27.1       |       22.48        | 2.83e+07 | 3.54e+06  | 7.08e+06 |        2.29%        |        2.29%         |    60.82%     |
|  256  | 27648 | [27648] | 0.0001  |  [[256, 27648]]  | bf16  |      50.23       |       50.31       |      50.39       |       42.96        | 5.66e+07 | 7.08e+06  | 1.42e+07 |        2.46%        |        2.46%         |    65.24%     |
|  512  | 27648 | [27648] | 0.0001  |  [[512, 27648]]  | bf16  |      52.04       |       52.12       |      52.21       |       83.92        | 1.13e+08 | 1.42e+07  | 2.83e+07 |        4.75%        |        4.75%         |    125.93%    |
| 1024  | 27648 | [27648] | 0.0001  | [[1024, 27648]]  | bf16  |      218.99      |      221.16       |      222.52      |       165.84       | 2.26e+08 | 2.83e+07  | 5.66e+07 |        2.26%        |        2.26%         |    59.85%     |
| 2048  | 27648 | [27648] | 0.0001  | [[2048, 27648]]  | bf16  |      495.39      |      496.23       |      496.69      |       329.68       | 4.53e+08 | 5.66e+07  | 1.13e+08 |        2.0%         |         2.0%         |    52.92%     |
| 4096  | 27648 | [27648] | 0.0001  | [[4096, 27648]]  | bf16  |     1044.07      |      1045.21      |      1047.0      |       657.36       | 9.06e+08 | 1.13e+08  | 2.26e+08 |        1.89%        |        1.89%         |    50.22%     |
| 8192  | 27648 | [27648] | 0.0001  | [[8192, 27648]]  | bf16  |     2190.14      |      2192.63      |     2193.46      |      1312.72       | 1.81e+09 | 2.26e+08  | 4.53e+08 |        1.81%        |        1.81%         |    47.88%     |
| 16384 | 27648 | [27648] | 0.0001  | [[16384, 27648]] | bf16  |     4372.19      |      4375.81      |     4378.53      |      2623.44       | 3.62e+09 | 4.53e+08  | 9.06e+08 |        1.81%        |        1.81%         |    47.97%     |
| 32768 | 27648 | [27648] | 0.0001  | [[32768, 27648]] | bf16  |      8736.6      |      8740.54      |     8742.97      |      5244.88       | 7.25e+09 | 9.06e+08  | 1.81e+09 |        1.81%        |        1.81%         |    48.01%     |
| 65536 | 27648 | [27648] | 0.0001  | [[65536, 27648]] | bf16  |     17448.75     |     17456.78      |     17461.7      |      10487.76      | 1.45e+10 | 1.81e+09  | 3.62e+09 |        1.81%        |        1.81%         |    48.08%     |
|   1   | 53248 | [53248] | 0.0001  |   [[1, 53248]]   | bf16  |      68.97       |       69.05       |       69.1       |        2.31        | 4.26e+05 | 5.32e+04  | 1.06e+05 |        0.01%        |        0.01%         |     0.36%     |
|   2   | 53248 | [53248] | 0.0001  |   [[2, 53248]]   | bf16  |      71.99       |       72.07       |      72.14       |        2.62        | 8.52e+05 | 1.06e+05  | 2.13e+05 |        0.03%        |        0.03%         |     0.68%     |
|   4   | 53248 | [53248] | 0.0001  |   [[4, 53248]]   | bf16  |      74.29       |       74.39       |      74.43       |        3.23        | 1.70e+06 | 2.13e+05  | 4.26e+05 |        0.05%        |        0.05%         |     1.33%     |
|   8   | 53248 | [53248] | 0.0001  |   [[8, 53248]]   | bf16  |       74.6       |       74.64       |      74.68       |        4.47        | 3.41e+06 | 4.26e+05  | 8.52e+05 |        0.1%         |         0.1%         |     2.64%     |
|  16   | 53248 | [53248] | 0.0001  |  [[16, 53248]]   | bf16  |      92.93       |       93.1        |      93.27       |        6.93        | 6.82e+06 | 8.52e+05  | 1.70e+06 |        0.16%        |        0.16%         |     4.24%     |
|  32   | 53248 | [53248] | 0.0001  |  [[32, 53248]]   | bf16  |      92.85       |       92.95       |      93.04       |       11.86        | 1.36e+07 | 1.70e+06  | 3.41e+06 |        0.32%        |        0.32%         |     8.5%      |
|  64   | 53248 | [53248] | 0.0001  |  [[64, 53248]]   | bf16  |      92.84       |       92.93       |      92.98       |       21.72        | 2.73e+07 | 3.41e+06  | 6.82e+06 |        0.64%        |        0.64%         |    16.99%     |
|  128  | 53248 | [53248] | 0.0001  |  [[128, 53248]]  | bf16  |      93.21       |       93.26       |      93.32       |       41.44        | 5.45e+07 | 6.82e+06  | 1.36e+07 |        1.28%        |        1.28%         |    33.85%     |
|  256  | 53248 | [53248] | 0.0001  |  [[256, 53248]]  | bf16  |      94.88       |       94.93       |      94.97       |       80.89        | 1.09e+08 | 1.36e+07  | 2.73e+07 |        2.51%        |        2.51%         |    66.51%     |
|  512  | 53248 | [53248] | 0.0001  |  [[512, 53248]]  | bf16  |      189.2       |      190.85       |      192.34      |       159.77       | 2.18e+08 | 2.73e+07  | 5.45e+07 |        2.52%        |        2.52%         |    66.71%     |
| 1024  | 53248 | [53248] | 0.0001  | [[1024, 53248]]  | bf16  |      493.88      |      494.17       |      494.58      |       317.54       | 4.36e+08 | 5.45e+07  | 1.09e+08 |        1.93%        |        1.93%         |    51.11%     |
| 2048  | 53248 | [53248] | 0.0001  | [[2048, 53248]]  | bf16  |     1001.37      |      1003.3       |      1004.7      |       633.09       | 8.72e+08 | 1.09e+08  | 2.18e+08 |        1.9%         |         1.9%         |    50.42%     |
| 4096  | 53248 | [53248] | 0.0001  | [[4096, 53248]]  | bf16  |     2098.69      |      2101.6       |     2104.37      |      1264.17       | 1.74e+09 | 2.18e+08  | 4.36e+08 |        1.82%        |        1.82%         |    48.11%     |
| 8192  | 53248 | [53248] | 0.0001  | [[8192, 53248]]  | bf16  |     4224.58      |      4230.41      |     4236.49      |      2526.35       | 3.49e+09 | 4.36e+08  | 8.72e+08 |        1.8%         |         1.8%         |     47.8%     |
| 16384 | 53248 | [53248] | 0.0001  | [[16384, 53248]] | bf16  |     8500.79      |      8506.31      |     8510.31      |       5050.7       | 6.98e+09 | 8.72e+08  | 1.74e+09 |        1.79%        |        1.79%         |    47.51%     |
| 32768 | 53248 | [53248] | 0.0001  | [[32768, 53248]] | bf16  |     17193.71     |     17204.62      |     17209.86     |      10099.4       | 1.40e+10 | 1.74e+09  | 3.49e+09 |        1.77%        |        1.77%         |    46.98%     |
