Test Case: L40S_apex_fused_layer_norm_cuda.forward
|   M   |   N   |  _val   | _val(1) |   input_shape    | dtype | duration_min(us) | duration_mean(us) | duration_max(us) | theory_latency(us) | flops_1D | flops_SFU |    io    | flops_efficiency_1D | flops_efficiency_SFU | io_efficiency |
|   4   | 13824 | [13824] | 0.0001  |   [[4, 13824]]   | bf16  |      10.21       |       10.28       |      10.42       |        2.32        | 4.42e+05 | 5.53e+04  | 1.11e+05 |        0.09%        |        0.09%         |     2.51%     |
|   8   | 13824 | [13824] | 0.0001  |   [[8, 13824]]   | bf16  |       10.2       |       10.24       |      10.28       |        2.64        | 8.85e+05 | 1.11e+05  | 2.21e+05 |        0.19%        |        0.19%         |     5.02%     |
|  16   | 13824 | [13824] | 0.0001  |  [[16, 13824]]   | bf16  |      13.67       |       13.7        |      13.71       |        3.28        | 1.77e+06 | 2.21e+05  | 4.42e+05 |        0.28%        |        0.28%         |     7.49%     |
|  32   | 13824 | [13824] | 0.0001  |  [[32, 13824]]   | bf16  |      13.63       |       13.66       |      13.72       |        4.56        | 3.54e+06 | 4.42e+05  | 8.85e+05 |        0.57%        |        0.57%         |    15.03%     |
|  64   | 13824 | [13824] | 0.0001  |  [[64, 13824]]   | bf16  |      13.71       |       13.74       |      13.77       |        7.12        | 7.08e+06 | 8.85e+05  | 1.77e+06 |        1.13%        |        1.13%         |    29.88%     |
|  128  | 13824 | [13824] | 0.0001  |  [[128, 13824]]  | bf16  |      13.76       |       13.78       |      13.82       |       12.24        | 1.42e+07 | 1.77e+06  | 3.54e+06 |        2.25%        |        2.25%         |    59.53%     |
|  256  | 13824 | [13824] | 0.0001  |  [[256, 13824]]  | bf16  |      17.01       |       17.21       |      17.38       |       22.48        | 2.83e+07 | 3.54e+06  | 7.08e+06 |        3.63%        |        3.63%         |    96.32%     |
|  512  | 13824 | [13824] | 0.0001  |  [[512, 13824]]  | bf16  |      28.32       |       28.43       |      28.49       |       42.96        | 5.66e+07 | 7.08e+06  | 1.42e+07 |        4.37%        |        4.37%         |    115.71%    |
| 1024  | 13824 | [13824] | 0.0001  | [[1024, 13824]]  | bf16  |      33.68       |       33.75       |      33.84       |       83.92        | 1.13e+08 | 1.42e+07  | 2.83e+07 |        7.34%        |        7.34%         |    194.58%    |
| 2048  | 13824 | [13824] | 0.0001  | [[2048, 13824]]  | bf16  |      164.1       |       165.1       |      165.54      |       165.84       | 2.26e+08 | 2.83e+07  | 5.66e+07 |        3.01%        |        3.01%         |    79.87%     |
| 4096  | 13824 | [13824] | 0.0001  | [[4096, 13824]]  | bf16  |      374.89      |      375.69       |      376.41      |       329.68       | 4.53e+08 | 5.66e+07  | 1.13e+08 |        2.64%        |        2.64%         |    69.93%     |
| 8192  | 13824 | [13824] | 0.0001  | [[8192, 13824]]  | bf16  |      767.46      |      768.38       |      769.46      |       657.36       | 9.06e+08 | 1.13e+08  | 2.26e+08 |        2.58%        |        2.58%         |    68.31%     |
| 16384 | 13824 | [13824] | 0.0001  | [[16384, 13824]] | bf16  |     1569.02      |      1570.29      |     1571.43      |      1312.72       | 1.81e+09 | 2.26e+08  | 4.53e+08 |        2.52%        |        2.52%         |    66.83%     |
| 32768 | 13824 | [13824] | 0.0001  | [[32768, 13824]] | bf16  |     3157.56      |      3158.84      |     3159.83      |      2623.44       | 3.62e+09 | 4.53e+08  | 9.06e+08 |        2.51%        |        2.51%         |    66.42%     |
| 65536 | 13824 | [13824] | 0.0001  | [[65536, 13824]] | bf16  |     6335.47      |      6338.52      |     6342.38      |      5244.88       | 7.25e+09 | 9.06e+08  | 1.81e+09 |        2.5%         |         2.5%         |     66.2%     |
|   1   | 16384 | [16384] | 0.0001  |   [[1, 16384]]   | bf16  |      11.31       |       11.36       |       11.4       |        2.09        | 1.31e+05 | 1.64e+04  | 3.28e+04 |        0.03%        |        0.03%         |     0.67%     |
|   2   | 16384 | [16384] | 0.0001  |   [[2, 16384]]   | bf16  |      11.48       |       11.52       |      11.55       |        2.19        | 2.62e+05 | 3.28e+04  | 6.55e+04 |        0.05%        |        0.05%         |     1.32%     |
|   4   | 16384 | [16384] | 0.0001  |   [[4, 16384]]   | bf16  |      11.68       |       11.7        |      11.76       |        2.38        | 5.24e+05 | 6.55e+04  | 1.31e+05 |        0.1%         |         0.1%         |     2.6%      |
|   8   | 16384 | [16384] | 0.0001  |   [[8, 16384]]   | bf16  |      11.68       |       11.7        |      11.73       |        2.76        | 1.05e+06 | 1.31e+05  | 2.62e+05 |        0.2%         |         0.2%         |     5.2%      |
|  16   | 16384 | [16384] | 0.0001  |  [[16, 16384]]   | bf16  |      15.83       |       15.88       |      15.97       |        3.52        | 2.10e+06 | 2.62e+05  | 5.24e+05 |        0.29%        |        0.29%         |     7.67%     |
|  32   | 16384 | [16384] | 0.0001  |  [[32, 16384]]   | bf16  |      15.86       |       15.91       |      15.94       |        5.03        | 4.19e+06 | 5.24e+05  | 1.05e+06 |        0.58%        |        0.58%         |     15.3%     |
|  64   | 16384 | [16384] | 0.0001  |  [[64, 16384]]   | bf16  |      15.79       |       15.82       |      15.87       |        8.07        | 8.39e+06 | 1.05e+06  | 2.10e+06 |        1.16%        |        1.16%         |    30.74%     |
|  128  | 16384 | [16384] | 0.0001  |  [[128, 16384]]  | bf16  |      15.81       |       15.83       |      15.88       |       14.14        | 1.68e+07 | 2.10e+06  | 4.19e+06 |        2.32%        |        2.32%         |    61.41%     |
|  256  | 16384 | [16384] | 0.0001  |  [[256, 16384]]  | bf16  |      22.84       |       22.94       |       23.1       |       26.27        | 3.36e+07 | 4.19e+06  | 8.39e+06 |        3.21%        |        3.21%         |    85.02%     |
|  512  | 16384 | [16384] | 0.0001  |  [[512, 16384]]  | bf16  |      33.19       |       33.27       |      33.35       |       50.55        | 6.71e+07 | 8.39e+06  | 1.68e+07 |        4.41%        |        4.41%         |    117.01%    |
| 1024  | 16384 | [16384] | 0.0001  | [[1024, 16384]]  | bf16  |      58.87       |       59.47       |      59.88       |       99.09        | 1.34e+08 | 1.68e+07  | 3.36e+07 |        4.98%        |        4.98%         |    131.94%    |
| 2048  | 16384 | [16384] | 0.0001  | [[2048, 16384]]  | bf16  |      214.41      |      215.36       |      216.11      |       196.18       | 2.68e+08 | 3.36e+07  | 6.71e+07 |        2.73%        |        2.73%         |    72.45%     |
| 4096  | 16384 | [16384] | 0.0001  | [[4096, 16384]]  | bf16  |      473.37      |      474.26       |      474.76      |       390.36       | 5.37e+08 | 6.71e+07  | 1.34e+08 |        2.48%        |        2.48%         |    65.63%     |
| 8192  | 16384 | [16384] | 0.0001  | [[8192, 16384]]  | bf16  |      976.75      |      978.22       |      979.86      |       778.72       | 1.07e+09 | 1.34e+08  | 2.68e+08 |        2.4%         |         2.4%         |    63.62%     |
| 16384 | 16384 | [16384] | 0.0001  | [[16384, 16384]] | bf16  |     1984.79      |      1987.91      |     1989.61      |      1555.45       | 2.15e+09 | 2.68e+08  | 5.37e+08 |        2.36%        |        2.36%         |    62.61%     |
| 32768 | 16384 | [16384] | 0.0001  | [[32768, 16384]] | bf16  |     3997.88      |      3999.59      |     4001.94      |      3108.89       | 4.29e+09 | 5.37e+08  | 1.07e+09 |        2.35%        |        2.35%         |    62.17%     |
| 65536 | 16384 | [16384] | 0.0001  | [[65536, 16384]] | bf16  |     8007.34      |      8008.8       |     8010.58      |      6215.78       | 8.59e+09 | 1.07e+09  | 2.15e+09 |        2.34%        |        2.34%         |    62.08%     |
|   1   | 18432 | [18432] | 0.0001  |   [[1, 18432]]   | bf16  |      12.82       |       12.85       |      12.89       |        2.11        | 1.47e+05 | 1.84e+04  | 3.69e+04 |        0.03%        |        0.03%         |     0.67%     |
|   2   | 18432 | [18432] | 0.0001  |   [[2, 18432]]   | bf16  |      12.69       |       12.72       |      12.76       |        2.21        | 2.95e+05 | 3.69e+04  | 7.37e+04 |        0.05%        |        0.05%         |     1.34%     |
|   4   | 18432 | [18432] | 0.0001  |   [[4, 18432]]   | bf16  |      12.88       |       12.91       |      12.94       |        2.43        | 5.90e+05 | 7.37e+04  | 1.47e+05 |        0.1%         |         0.1%         |     2.65%     |
|   8   | 18432 | [18432] | 0.0001  |   [[8, 18432]]   | bf16  |      12.89       |       12.91       |      12.93       |        2.85        | 1.18e+06 | 1.47e+05  | 2.95e+05 |        0.2%         |         0.2%         |     5.3%      |
|  16   | 18432 | [18432] | 0.0001  |  [[16, 18432]]   | bf16  |      17.37       |       17.4        |      17.42       |        3.71        | 2.36e+06 | 2.95e+05  | 5.90e+05 |        0.3%         |         0.3%         |     7.86%     |
|  32   | 18432 | [18432] | 0.0001  |  [[32, 18432]]   | bf16  |      17.36       |       17.38       |      17.41       |        5.41        | 4.72e+06 | 5.90e+05  | 1.18e+06 |        0.59%        |        0.59%         |    15.73%     |
|  64   | 18432 | [18432] | 0.0001  |  [[64, 18432]]   | bf16  |      17.39       |       17.42       |      17.44       |        8.83        | 9.44e+06 | 1.18e+06  | 2.36e+06 |        1.18%        |        1.18%         |    31.41%     |
|  128  | 18432 | [18432] | 0.0001  |  [[128, 18432]]  | bf16  |      17.45       |       17.49       |      17.54       |       15.65        | 1.89e+07 | 2.36e+06  | 4.72e+06 |        2.36%        |        2.36%         |    62.59%     |
|  256  | 18432 | [18432] | 0.0001  |  [[256, 18432]]  | bf16  |      29.21       |       29.3        |      29.42       |       29.31        | 3.77e+07 | 4.72e+06  | 9.44e+06 |        2.82%        |        2.82%         |    74.79%     |
|  512  | 18432 | [18432] | 0.0001  |  [[512, 18432]]  | bf16  |      37.41       |       37.44       |      37.47       |       56.61        | 7.55e+07 | 9.44e+06  | 1.89e+07 |        4.41%        |        4.41%         |    116.79%    |
| 1024  | 18432 | [18432] | 0.0001  | [[1024, 18432]]  | bf16  |      86.64       |       87.1        |      87.41       |       111.23       | 1.51e+08 | 1.89e+07  | 3.77e+07 |        3.81%        |        3.81%         |    100.86%    |
| 2048  | 18432 | [18432] | 0.0001  | [[2048, 18432]]  | bf16  |      260.1       |      261.49       |      262.3       |       220.45       | 3.02e+08 | 3.77e+07  | 7.55e+07 |        2.54%        |        2.54%         |    67.19%     |
| 4096  | 18432 | [18432] | 0.0001  | [[4096, 18432]]  | bf16  |      563.13      |      564.75       |      565.73      |       438.91       | 6.04e+08 | 7.55e+07  | 1.51e+08 |        2.34%        |        2.34%         |    62.07%     |
| 8192  | 18432 | [18432] | 0.0001  | [[8192, 18432]]  | bf16  |     1158.59      |      1161.64      |     1163.23      |       875.81       | 1.21e+09 | 1.51e+08  | 3.02e+08 |        2.28%        |        2.28%         |    60.34%     |
| 16384 | 18432 | [18432] | 0.0001  | [[16384, 18432]] | bf16  |     2352.08      |      2355.44      |     2357.58      |      1749.63       | 2.42e+09 | 3.02e+08  | 6.04e+08 |        2.24%        |        2.24%         |    59.44%     |
| 32768 | 18432 | [18432] | 0.0001  | [[32768, 18432]] | bf16  |      4698.7      |      4703.44      |     4705.32      |      3497.25       | 4.83e+09 | 6.04e+08  | 1.21e+09 |        2.25%        |        2.25%         |    59.51%     |
| 65536 | 18432 | [18432] | 0.0001  | [[65536, 18432]] | bf16  |      9469.4      |      9479.29      |     9483.12      |      6992.51       | 9.66e+09 | 1.21e+09  | 2.42e+09 |        2.23%        |        2.23%         |    59.06%     |
|   1   | 27648 | [27648] | 0.0001  |   [[1, 27648]]   | bf16  |      20.04       |       20.17       |      20.27       |        2.16        | 2.21e+05 | 2.76e+04  | 5.53e+04 |        0.02%        |        0.02%         |     0.64%     |
|   2   | 27648 | [27648] | 0.0001  |   [[2, 27648]]   | bf16  |      20.85       |       20.91       |      20.97       |        2.32        | 4.42e+05 | 5.53e+04  | 1.11e+05 |        0.05%        |        0.05%         |     1.23%     |
|   4   | 27648 | [27648] | 0.0001  |   [[4, 27648]]   | bf16  |      21.44       |       21.53       |      21.62       |        2.64        | 8.85e+05 | 1.11e+05  | 2.21e+05 |        0.09%        |        0.09%         |     2.39%     |
|   8   | 27648 | [27648] | 0.0001  |   [[8, 27648]]   | bf16  |      21.46       |       21.53       |      21.58       |        3.28        | 1.77e+06 | 2.21e+05  | 4.42e+05 |        0.18%        |        0.18%         |     4.77%     |
|  16   | 27648 | [27648] | 0.0001  |  [[16, 27648]]   | bf16  |      28.08       |       28.21       |      28.32       |        4.56        | 3.54e+06 | 4.42e+05  | 8.85e+05 |        0.28%        |        0.28%         |     7.29%     |
|  32   | 27648 | [27648] | 0.0001  |  [[32, 27648]]   | bf16  |      28.03       |       28.11       |      28.17       |        7.12        | 7.08e+06 | 8.85e+05  | 1.77e+06 |        0.55%        |        0.55%         |    14.61%     |
|  64   | 27648 | [27648] | 0.0001  |  [[64, 27648]]   | bf16  |      28.43       |       28.5        |      28.56       |       12.24        | 1.42e+07 | 1.77e+06  | 3.54e+06 |        1.09%        |        1.09%         |    28.81%     |
|  128  | 27648 | [27648] | 0.0001  |  [[128, 27648]]  | bf16  |      28.32       |       28.45       |      28.53       |       22.48        | 2.83e+07 | 3.54e+06  | 7.08e+06 |        2.18%        |        2.18%         |    57.85%     |
|  256  | 27648 | [27648] | 0.0001  |  [[256, 27648]]  | bf16  |       52.1       |       52.13       |      52.17       |       42.96        | 5.66e+07 | 7.08e+06  | 1.42e+07 |        2.37%        |        2.37%         |    62.89%     |
|  512  | 27648 | [27648] | 0.0001  |  [[512, 27648]]  | bf16  |       54.6       |       54.64       |       54.7       |       83.92        | 1.13e+08 | 1.42e+07  | 2.83e+07 |        4.53%        |        4.53%         |    120.03%    |
| 1024  | 27648 | [27648] | 0.0001  | [[1024, 27648]]  | bf16  |      215.66      |       218.4       |      219.24      |       165.84       | 2.26e+08 | 2.83e+07  | 5.66e+07 |        2.29%        |        2.29%         |    60.78%     |
| 2048  | 27648 | [27648] | 0.0001  | [[2048, 27648]]  | bf16  |      485.72      |      486.27       |      487.05      |       329.68       | 4.53e+08 | 5.66e+07  | 1.13e+08 |        2.04%        |        2.04%         |    53.97%     |
| 4096  | 27648 | [27648] | 0.0001  | [[4096, 27648]]  | bf16  |      1048.4      |      1050.5       |     1052.11      |       657.36       | 9.06e+08 | 1.13e+08  | 2.26e+08 |        1.89%        |        1.89%         |    50.01%     |
| 8192  | 27648 | [27648] | 0.0001  | [[8192, 27648]]  | bf16  |     2081.85      |      2084.86      |     2086.31      |      1312.72       | 1.81e+09 | 2.26e+08  | 4.53e+08 |        1.9%         |         1.9%         |    50.37%     |
| 16384 | 27648 | [27648] | 0.0001  | [[16384, 27648]] | bf16  |     4163.48      |      4165.37      |     4166.62      |      2623.44       | 3.62e+09 | 4.53e+08  | 9.06e+08 |        1.9%         |         1.9%         |    50.37%     |
| 32768 | 27648 | [27648] | 0.0001  | [[32768, 27648]] | bf16  |     8300.69      |      8305.34      |     8308.04      |      5244.88       | 7.25e+09 | 9.06e+08  | 1.81e+09 |        1.91%        |        1.91%         |    50.53%     |
| 65536 | 27648 | [27648] | 0.0001  | [[65536, 27648]] | bf16  |     16576.45     |     16582.51      |     16586.48     |      10487.76      | 1.45e+10 | 1.81e+09  | 3.62e+09 |        1.91%        |        1.91%         |    50.61%     |
|   1   | 53248 | [53248] | 0.0001  |   [[1, 53248]]   | bf16  |       71.0       |       71.1        |      71.24       |        2.31        | 4.26e+05 | 5.32e+04  | 1.06e+05 |        0.01%        |        0.01%         |     0.35%     |
|   2   | 53248 | [53248] | 0.0001  |   [[2, 53248]]   | bf16  |      73.71       |       73.75       |      73.81       |        2.62        | 8.52e+05 | 1.06e+05  | 2.13e+05 |        0.03%        |        0.03%         |     0.67%     |
|   4   | 53248 | [53248] | 0.0001  |   [[4, 53248]]   | bf16  |      76.07       |       76.15       |       76.2       |        3.23        | 1.70e+06 | 2.13e+05  | 4.26e+05 |        0.05%        |        0.05%         |     1.3%      |
|   8   | 53248 | [53248] | 0.0001  |   [[8, 53248]]   | bf16  |      76.17       |       76.27       |      76.38       |        4.47        | 3.41e+06 | 4.26e+05  | 8.52e+05 |        0.1%         |         0.1%         |     2.59%     |
|  16   | 53248 | [53248] | 0.0001  |  [[16, 53248]]   | bf16  |      95.79       |       96.08       |      96.21       |        6.93        | 6.82e+06 | 8.52e+05  | 1.70e+06 |        0.16%        |        0.16%         |     4.12%     |
|  32   | 53248 | [53248] | 0.0001  |  [[32, 53248]]   | bf16  |      95.28       |       95.72       |      95.99       |       11.86        | 1.36e+07 | 1.70e+06  | 3.41e+06 |        0.31%        |        0.31%         |     8.28%     |
|  64   | 53248 | [53248] | 0.0001  |  [[64, 53248]]   | bf16  |      95.83       |       95.91       |      95.96       |       21.72        | 2.73e+07 | 3.41e+06  | 6.82e+06 |        0.62%        |        0.62%         |    16.46%     |
|  128  | 53248 | [53248] | 0.0001  |  [[128, 53248]]  | bf16  |      96.23       |       96.33       |      96.41       |       41.44        | 5.45e+07 | 6.82e+06  | 1.36e+07 |        1.24%        |        1.24%         |    32.79%     |
|  256  | 53248 | [53248] | 0.0001  |  [[256, 53248]]  | bf16  |      97.99       |       98.08       |      98.18       |       80.89        | 1.09e+08 | 1.36e+07  | 2.73e+07 |        2.43%        |        2.43%         |     64.4%     |
|  512  | 53248 | [53248] | 0.0001  |  [[512, 53248]]  | bf16  |      193.21      |       194.0       |      194.8       |       159.77       | 2.18e+08 | 2.73e+07  | 5.45e+07 |        2.46%        |        2.46%         |    65.33%     |
| 1024  | 53248 | [53248] | 0.0001  | [[1024, 53248]]  | bf16  |      496.34      |      496.93       |      497.51      |       317.54       | 4.36e+08 | 5.45e+07  | 1.09e+08 |        1.92%        |        1.92%         |    50.86%     |
| 2048  | 53248 | [53248] | 0.0001  | [[2048, 53248]]  | bf16  |     1035.23      |      1037.38      |     1038.66      |       633.09       | 8.72e+08 | 1.09e+08  | 2.18e+08 |        1.84%        |        1.84%         |    48.77%     |
| 4096  | 53248 | [53248] | 0.0001  | [[4096, 53248]]  | bf16  |     2074.57      |      2078.22      |     2081.77      |      1264.17       | 1.74e+09 | 2.18e+08  | 4.36e+08 |        1.84%        |        1.84%         |    48.67%     |
| 8192  | 53248 | [53248] | 0.0001  | [[8192, 53248]]  | bf16  |     4195.06      |      4198.26      |     4202.91      |      2526.35       | 3.49e+09 | 4.36e+08  | 8.72e+08 |        1.82%        |        1.82%         |    48.14%     |
| 16384 | 53248 | [53248] | 0.0001  | [[16384, 53248]] | bf16  |     8452.24      |      8454.86      |     8456.83      |       5050.7       | 6.98e+09 | 8.72e+08  | 1.74e+09 |        1.8%         |         1.8%         |    47.79%     |
| 32768 | 53248 | [53248] | 0.0001  | [[32768, 53248]] | bf16  |     17057.9      |     17062.34      |     17066.13     |      10099.4       | 1.40e+10 | 1.74e+09  | 3.49e+09 |        1.79%        |        1.79%         |    47.36%     |
